m2_min_real_spread,m2_max_real_spread,m2_min_all_spread,m2_max_all_spread,m2_min_real_lo,m2_max_real_hi,m4_min_constructible,m4_max_constructible,m4_cells,p1_bpic18_card_g,p1_bpic18_mean_distinct,p1_bpic11_card_f,a1_codes_checked,a1_quotes_on_page,a1_papers,runtime_s
0.34611095678739345,0.38170916270537636,0.4668676133062877,0.6542276630054407,0.00996329123623274,0.7249597018677634,8,12,16,7,10.140929945901528,102,9,9,5,4.4
