queue_unique,lo,hi,null_mean,null_sd,design_lo,design_hi,mirror,mirror_pct,mirror_floor,mirror_floor_pct,queue_gain
0.0017334607398953317,0.00011700355871473723,0.003361735032493237,-0.0008943579123897631,0.000549031743917211,0.00019440404267867528,0.007155018283734771,0.07458461168788413,91.11690482979344,0.0013962521926870826,1.7057429847841639,0.08185595398264278
