log,target,metric,draw,axis,S,S_total
BPIC13_closed,handover,ap,56,learner,0.02145994404230555,0.33936746454892636
BPIC13_closed,handover,ap,56,split,0.10900028115704063,0.40038660150696187
BPIC13_closed,handover,ap,56,quality_level,0.04600088379776909,0.23743472036136584
BPIC13_closed,handover,ap,56,rung,0.2669414657588797,0.8084488250989269
BPIC13_closed,handover,ap,57,learner,0.24203328061474103,0.8255254370020247
BPIC13_closed,handover,ap,57,split,0.08156132977994511,0.19615589280239928
BPIC13_closed,handover,ap,57,quality_level,0.005175391767750315,0.07388204926944018
BPIC13_closed,handover,ap,57,rung,0.024051422150399487,0.645866675866543
BPIC13_closed,handover,ap,58,learner,0.012828026669919513,0.2767660888267529
BPIC13_closed,handover,ap,58,split,0.13675330937163555,0.3794965916421467
BPIC13_closed,handover,ap,58,quality_level,0.002643569338714984,0.1856592730401937
BPIC13_closed,handover,ap,58,rung,0.3590068527419742,0.7808539924867041
BPIC13_closed,handover,ap,59,learner,0.17299173205754464,0.6173870088822997
BPIC13_closed,handover,ap,59,split,0.04872381120765433,0.43962738757726677
BPIC13_closed,handover,ap,59,quality_level,0.012386243040629819,0.09624418945402319
BPIC13_closed,handover,ap,59,rung,0.11067084941992285,0.5873974021514071
BPIC13_closed,handover,ap,60,learner,0.0019340238066059895,0.3626456864977259
BPIC13_closed,handover,ap,60,split,0.32374538937602826,0.6565805959351381
BPIC13_closed,handover,ap,60,quality_level,0.0009619997767999485,0.13558074611038526
BPIC13_closed,handover,ap,60,rung,0.1900873304740629,0.4463523073099937
BPIC13_closed,handover,ap,61,learner,0.12567378969942364,0.30937062373000646
BPIC13_closed,handover,ap,61,split,0.20316205506145657,0.46284013352695
BPIC13_closed,handover,ap,61,quality_level,0.004132565311282697,0.36699032506375195
BPIC13_closed,handover,ap,61,rung,0.20541774833057083,0.49661587082048053
BPIC13_closed,handover,ap,62,learner,0.05791545780559265,0.3320908222803938
BPIC13_closed,handover,ap,62,split,0.10282507553705951,0.4161293200182063
BPIC13_closed,handover,ap,62,quality_level,0.14057519502892735,0.23996770231493422
BPIC13_closed,handover,ap,62,rung,0.30889158298894737,0.6217440934813927
BPIC13_closed,handover,ap,63,learner,0.1115378033212911,0.5297646437928965
BPIC13_closed,handover,ap,63,split,0.23710339163543107,0.5665344023518534
BPIC13_closed,handover,ap,63,quality_level,0.0004879653674385704,0.11110958202305225
BPIC13_closed,handover,ap,63,rung,0.178360608845968,0.47571177040839663
