log,target,metric,draw,axis,S,S_total
BPIC15_1,duration,brier_skill,60,learner,0.21645640626486012,0.4976041176612939
BPIC15_1,duration,brier_skill,60,split,0.12608112959120807,0.36833097363108697
BPIC15_1,duration,brier_skill,60,quality_level,0.2212271782131387,0.617527541221088
BPIC15_1,duration,brier_skill,60,rung,0.010881289433663493,0.03189740058132695
BPIC15_1,duration,brier_skill,61,learner,0.21689382523840875,0.462484205687391
BPIC15_1,duration,brier_skill,61,split,0.16503070932230632,0.6546139446048352
BPIC15_1,duration,brier_skill,61,quality_level,0.02988005891798295,0.07507236698224093
BPIC15_1,duration,brier_skill,61,rung,0.031898884316312055,0.5254513259463847
BPIC15_1,duration,brier_skill,62,learner,0.0012599206997866454,0.33659135627555165
BPIC15_1,duration,brier_skill,62,split,0.17452418975657766,0.6747847380153698
BPIC15_1,duration,brier_skill,62,quality_level,0.08286383251424309,0.5247519104858431
BPIC15_1,duration,brier_skill,62,rung,0.0007573574477477178,0.5929527534052383
BPIC15_1,duration,brier_skill,63,learner,0.2745694550949298,0.7635886459341296
BPIC15_1,duration,brier_skill,63,split,0.06295010874781214,0.5775018632369053
BPIC15_1,duration,brier_skill,63,quality_level,0.009130532044385142,0.17145509547289592
BPIC15_1,duration,brier_skill,63,rung,0.004106150250602303,0.4898143915157155
BPIC15_1,duration,brier_skill,64,learner,0.019809155271401615,0.39140895631703637
BPIC15_1,duration,brier_skill,64,split,0.058714411957771356,0.5312383703345437
BPIC15_1,duration,brier_skill,64,quality_level,0.19848926391410435,0.4959374243698099
BPIC15_1,duration,brier_skill,64,rung,0.06825443346378561,0.4339240541203278
BPIC15_1,duration,brier_skill,65,learner,0.07940998322354852,0.6060391671601034
BPIC15_1,duration,brier_skill,65,split,0.02317933004762833,0.5772382329545123
BPIC15_1,duration,brier_skill,65,quality_level,0.0011086842252282887,0.032338068336588595
BPIC15_1,duration,brier_skill,65,rung,0.20285374446880156,0.7961050054192258
BPIC15_1,duration,brier_skill,66,learner,0.06580854488230624,0.478340252521413
BPIC15_1,duration,brier_skill,66,split,0.18842277529491985,0.4910638511645498
BPIC15_1,duration,brier_skill,66,quality_level,0.06098466596710624,0.39630229862987304
BPIC15_1,duration,brier_skill,66,rung,0.06117080758786051,0.49589950470302296
BPIC15_1,duration,brier_skill,67,learner,0.13475087980027492,0.33913434720397523
BPIC15_1,duration,brier_skill,67,split,0.15917766166712757,0.4453988512067335
BPIC15_1,duration,brier_skill,67,quality_level,0.15451732227397302,0.24370163699124758
BPIC15_1,duration,brier_skill,67,rung,0.19164307341368558,0.4926381636712714
BPIC15_1,duration,brier_skill,68,learner,0.0011295774519219268,0.4694469373827676
BPIC15_1,duration,brier_skill,68,split,0.0660028836146481,0.5077663379856546
BPIC15_1,duration,brier_skill,68,quality_level,0.01675347869606824,0.2658096287253319
BPIC15_1,duration,brier_skill,68,rung,0.2600676374252448,0.6817032923013863
BPIC15_1,duration,brier_skill,69,learner,0.2122540380659564,0.45725096443794316
BPIC15_1,duration,brier_skill,69,split,0.38262515360387866,0.6141826942427944
BPIC15_1,duration,brier_skill,69,quality_level,0.079475861522339,0.18069222259272538
BPIC15_1,duration,brier_skill,69,rung,0.013305544866445546,0.09713953730152922
BPIC15_1,duration,brier_skill,70,learner,0.02116375168301871,0.6325146051759774
BPIC15_1,duration,brier_skill,70,split,0.12233049657056187,0.6802271851485041
BPIC15_1,duration,brier_skill,70,quality_level,0.1536692489630772,0.4077684048846698
BPIC15_1,duration,brier_skill,70,rung,0.06187254453510124,0.4941809796739295
BPIC15_1,duration,brier_skill,71,learner,0.29342369678378416,0.5351664190908755
BPIC15_1,duration,brier_skill,71,split,0.00854663974826041,0.5696092706338212
BPIC15_1,duration,brier_skill,71,quality_level,0.018416992319924837,0.26250402442618315
BPIC15_1,duration,brier_skill,71,rung,0.03640824671942147,0.4927456865829446
BPIC15_1,duration,brier_skill,72,learner,0.05096032383843509,0.24263314036306816
BPIC15_1,duration,brier_skill,72,split,0.4225786418128834,0.8062105839186023
BPIC15_1,duration,brier_skill,72,quality_level,0.05248957997207338,0.220241123713207
BPIC15_1,duration,brier_skill,72,rung,0.04018396053859882,0.25292269903186027
BPIC15_1,duration,brier_skill,73,learner,0.2380039816356589,0.4992729832688631
BPIC15_1,duration,brier_skill,73,split,0.00010775742260882026,0.12185100512016438
BPIC15_1,duration,brier_skill,73,quality_level,0.19339317371618833,0.4138184385515798
BPIC15_1,duration,brier_skill,73,rung,0.1913577139470493,0.4364745568756194
BPIC15_1,duration,brier_skill,74,learner,0.06760360469959452,0.37440312784340257
BPIC15_1,duration,brier_skill,74,split,0.1665722950586045,0.7425853759620563
BPIC15_1,duration,brier_skill,74,quality_level,0.00044964713058113554,0.35732482944997385
BPIC15_1,duration,brier_skill,74,rung,0.0021401670043929384,0.737693573079251
BPIC15_1,duration,brier_skill,75,learner,0.2704374965262875,0.5089640228236733
BPIC15_1,duration,brier_skill,75,split,0.3160734984113582,0.6127941811338306
BPIC15_1,duration,brier_skill,75,quality_level,0.009845062504793738,0.10172265567835236
BPIC15_1,duration,brier_skill,75,rung,0.023711788917212442,0.2987427233539487
BPIC15_1,duration,brier_skill,76,learner,0.011105521520744548,0.47769066541407396
BPIC15_1,duration,brier_skill,76,split,0.2528156517261018,0.7157460254856889
BPIC15_1,duration,brier_skill,76,quality_level,0.15193236539287294,0.368394720073802
BPIC15_1,duration,brier_skill,76,rung,0.004322963770545144,0.1586947204168368
BPIC15_1,duration,brier_skill,77,learner,9.738017539137259e-06,0.5930461620414264
BPIC15_1,duration,brier_skill,77,split,0.02484038716204464,0.6123460412611104
BPIC15_1,duration,brier_skill,77,quality_level,0.15962284045725394,0.4776117223194164
BPIC15_1,duration,brier_skill,77,rung,0.011706573147555443,0.6653017901949579
BPIC15_1,duration,brier_skill,78,learner,0.12686344969937227,0.5684030630766137
BPIC15_1,duration,brier_skill,78,split,0.059762728662564546,0.3539124374282242
BPIC15_1,duration,brier_skill,78,quality_level,0.0327036257738748,0.321913440900654
BPIC15_1,duration,brier_skill,78,rung,0.10127462448423413,0.6394017612587699
BPIC15_1,duration,brier_skill,79,learner,0.24435917246726674,0.5677177729050586
BPIC15_1,duration,brier_skill,79,split,0.0010287564880528891,0.4167287711759353
BPIC15_1,duration,brier_skill,79,quality_level,0.045652965517556446,0.1318431824723329
BPIC15_1,duration,brier_skill,79,rung,0.22769155757078707,0.5488346548534095
BPIC15_1,duration,logloss_skill,0,learner,0.18959291296134256,0.5269682252065391
BPIC15_1,duration,logloss_skill,0,split,0.10201809325821068,0.37533006941121844
BPIC15_1,duration,logloss_skill,0,quality_level,0.16220695747181177,0.4629964931558935
BPIC15_1,duration,logloss_skill,0,rung,0.05336672649708483,0.2577097259137422
BPIC15_1,duration,logloss_skill,1,learner,0.35411495370119206,0.5522495440751146
BPIC15_1,duration,logloss_skill,1,split,0.1339158008967799,0.3228562889464579
BPIC15_1,duration,logloss_skill,1,quality_level,0.20896250522519713,0.42429481202918806
BPIC15_1,duration,logloss_skill,1,rung,0.003566191672474719,0.06609725595167625
BPIC15_1,duration,logloss_skill,2,learner,0.14468023990498868,0.5928845290613747
BPIC15_1,duration,logloss_skill,2,split,0.097869109006409,0.3764164771015169
BPIC15_1,duration,logloss_skill,2,quality_level,0.10176712142060693,0.3322829270176871
BPIC15_1,duration,logloss_skill,2,rung,0.07414446209999286,0.46821425789432336
BPIC15_1,duration,logloss_skill,3,learner,0.08107949772390181,0.6513725580009586
BPIC15_1,duration,logloss_skill,3,split,0.19693730715398164,0.6458132587074543
BPIC15_1,duration,logloss_skill,3,quality_level,0.006931434547496239,0.15692260977152372
BPIC15_1,duration,logloss_skill,3,rung,0.07626940366165708,0.3060647356309893
BPIC15_1,duration,logloss_skill,4,learner,0.5809261101051091,0.7156266095000671
BPIC15_1,duration,logloss_skill,4,split,0.0706520284313008,0.13904997243975348
BPIC15_1,duration,logloss_skill,4,quality_level,0.1520197479146178,0.3000665958855018
BPIC15_1,duration,logloss_skill,4,rung,0.00026483432492749277,0.08363722508278289
BPIC15_1,duration,logloss_skill,5,learner,0.011352353285278036,0.23525182522769605
BPIC15_1,duration,logloss_skill,5,split,0.4172688140054795,0.8228654539537251
BPIC15_1,duration,logloss_skill,5,quality_level,0.1094810930147237,0.3958673041157505
BPIC15_1,duration,logloss_skill,5,rung,0.015853976219558932,0.12901348571589466
BPIC15_1,duration,logloss_skill,6,learner,0.46690351823567033,0.6499225309253066
BPIC15_1,duration,logloss_skill,6,split,0.003781025684506356,0.07597053793931327
BPIC15_1,duration,logloss_skill,6,quality_level,0.23998933638887876,0.3934880672492556
BPIC15_1,duration,logloss_skill,6,rung,0.034968431944548815,0.16318666239125623
BPIC15_1,duration,logloss_skill,7,learner,0.46325901115108375,0.783245613333133
BPIC15_1,duration,logloss_skill,7,split,0.0457487763329919,0.4530542400191835
BPIC15_1,duration,logloss_skill,7,quality_level,0.028199142651364768,0.10543971418619039
BPIC15_1,duration,logloss_skill,7,rung,0.0017917434730507229,0.22706777353831037
BPIC15_1,duration,logloss_skill,8,learner,0.00479831972873687,0.3414638195595637
BPIC15_1,duration,logloss_skill,8,split,0.35749507092782024,0.7208003618424704
BPIC15_1,duration,logloss_skill,8,quality_level,0.14710733568108444,0.37276021420355565
BPIC15_1,duration,logloss_skill,8,rung,0.018471826095865753,0.10358705266658265
BPIC15_1,duration,logloss_skill,9,learner,0.24836104000798054,0.5361051946312192
BPIC15_1,duration,logloss_skill,9,split,0.004673710856453283,0.05504163589699271
BPIC15_1,duration,logloss_skill,9,quality_level,0.3187538232038616,0.5404792296028068
BPIC15_1,duration,logloss_skill,9,rung,0.09704688289204447,0.2628019246933843
BPIC15_1,duration,logloss_skill,10,learner,0.24480990603143948,0.5896219440913801
BPIC15_1,duration,logloss_skill,10,split,0.07536453772996789,0.3722640942571608
BPIC15_1,duration,logloss_skill,10,quality_level,0.19460133521993056,0.4408149950943782
BPIC15_1,duration,logloss_skill,10,rung,0.02417195201002326,0.19379278989714793
BPIC15_1,duration,logloss_skill,11,learner,0.5395937626200122,0.8548544180438684
BPIC15_1,duration,logloss_skill,11,split,0.0007749286534367325,0.08285299343646453
BPIC15_1,duration,logloss_skill,11,quality_level,0.10447293594752388,0.39046392289664733
BPIC15_1,duration,logloss_skill,11,rung,0.024431839243152616,0.05689809314828827
BPIC15_1,duration,logloss_skill,12,learner,0.2582282040666059,0.5324983976942138
BPIC15_1,duration,logloss_skill,12,split,0.02822186416058961,0.11328553685965935
BPIC15_1,duration,logloss_skill,12,quality_level,0.009805169336296413,0.150293551485913
BPIC15_1,duration,logloss_skill,12,rung,0.36962173603166176,0.6354761132968846
BPIC15_1,duration,logloss_skill,13,learner,0.09533770843563094,0.49938094323624704
BPIC15_1,duration,logloss_skill,13,split,0.15124194988290396,0.22973051675427625
BPIC15_1,duration,logloss_skill,13,quality_level,0.16447282091656576,0.3309768766984243
BPIC15_1,duration,logloss_skill,13,rung,0.09605262388446828,0.5400032627889843
BPIC15_1,duration,logloss_skill,14,learner,0.12866145330606402,0.4554476981054188
BPIC15_1,duration,logloss_skill,14,split,0.05252429410459092,0.40371678448461534
BPIC15_1,duration,logloss_skill,14,quality_level,0.19505854608296236,0.3165414793008112
BPIC15_1,duration,logloss_skill,14,rung,0.09164130835733411,0.5283582188373199
BPIC15_1,duration,logloss_skill,15,learner,0.17814802049502582,0.3384376488195894
BPIC15_1,duration,logloss_skill,15,split,0.2856820880230918,0.5659645312672803
BPIC15_1,duration,logloss_skill,15,quality_level,0.1429546849421484,0.45522760257381206
BPIC15_1,duration,logloss_skill,15,rung,0.02385393018699118,0.08352215240282067
BPIC15_1,duration,logloss_skill,16,learner,0.08257668600913315,0.36232603569837357
BPIC15_1,duration,logloss_skill,16,split,0.0550060562120327,0.6875154402728937
BPIC15_1,duration,logloss_skill,16,quality_level,0.08710455538333993,0.5622570986049903
BPIC15_1,duration,logloss_skill,16,rung,0.053303926573254765,0.49525731684858043
BPIC15_1,duration,logloss_skill,17,learner,0.0992917744170439,0.4678645311788328
BPIC15_1,duration,logloss_skill,17,split,0.02226164512897828,0.5170681031344956
BPIC15_1,duration,logloss_skill,17,quality_level,0.05690847419456655,0.16545198737337502
BPIC15_1,duration,logloss_skill,17,rung,0.11715575947285518,0.7773260991955944
BPIC15_1,duration,logloss_skill,18,learner,0.033324587348982145,0.5158176775681405
BPIC15_1,duration,logloss_skill,18,split,0.1312178552470128,0.6831474800580126
BPIC15_1,duration,logloss_skill,18,quality_level,0.04490545173673297,0.32215594289069044
BPIC15_1,duration,logloss_skill,18,rung,0.051481529049448464,0.4629694823991079
BPIC15_1,duration,logloss_skill,19,learner,0.028809522081252464,0.47250950652906415
BPIC15_1,duration,logloss_skill,19,split,0.0039845982170424255,0.1716547905864919
BPIC15_1,duration,logloss_skill,19,quality_level,0.06772000929131296,0.2477467546188577
BPIC15_1,duration,logloss_skill,19,rung,0.35731461519588836,0.7821816312547264
BPIC15_1,duration,logloss_skill,20,learner,0.3245619024911952,0.6600667421629487
BPIC15_1,duration,logloss_skill,20,split,0.07019109264503334,0.3598383220103598
BPIC15_1,duration,logloss_skill,20,quality_level,0.09443005765086096,0.38776429478904445
BPIC15_1,duration,logloss_skill,20,rung,0.014430933570510998,0.33702481324390465
BPIC15_1,duration,logloss_skill,21,learner,0.1474522963884381,0.5276412362037567
BPIC15_1,duration,logloss_skill,21,split,0.11001162062677493,0.504246203070384
BPIC15_1,duration,logloss_skill,21,quality_level,0.047375888356166955,0.19999193578972516
BPIC15_1,duration,logloss_skill,21,rung,0.09253115570053366,0.5824095086918604
BPIC15_1,duration,logloss_skill,22,learner,0.06053672089022287,0.3311626275252149
BPIC15_1,duration,logloss_skill,22,split,0.1730674360987988,0.5183270003527253
BPIC15_1,duration,logloss_skill,22,quality_level,0.26376384347637666,0.6482231913277388
BPIC15_1,duration,logloss_skill,22,rung,0.016522705714452326,0.08573769976510676
BPIC15_1,duration,logloss_skill,23,learner,0.44267631664203033,0.6994920043565849
BPIC15_1,duration,logloss_skill,23,split,0.07190162022934671,0.25136360522025136
BPIC15_1,duration,logloss_skill,23,quality_level,0.15526237373584229,0.3393964130403899
BPIC15_1,duration,logloss_skill,23,rung,0.01191355751462113,0.10504688151163666
BPIC15_1,duration,logloss_skill,24,learner,0.0682075524299012,0.44088054831851053
BPIC15_1,duration,logloss_skill,24,split,0.0004195789429993367,0.3217860885073931
BPIC15_1,duration,logloss_skill,24,quality_level,0.2847846037156847,0.6818311407242333
BPIC15_1,duration,logloss_skill,24,rung,0.0893205209723821,0.2631222674699497
BPIC15_1,duration,logloss_skill,25,learner,0.0148704004434316,0.5979690346850137
BPIC15_1,duration,logloss_skill,25,split,0.00015338147989974967,0.7739041662697232
BPIC15_1,duration,logloss_skill,25,quality_level,0.0839479989357292,0.20360164312593185
BPIC15_1,duration,logloss_skill,25,rung,0.06770166000332403,0.8279612572647956
BPIC15_1,duration,logloss_skill,26,learner,0.049111310161179256,0.4842910081440941
BPIC15_1,duration,logloss_skill,26,split,0.08044228925881455,0.4914628251232143
BPIC15_1,duration,logloss_skill,26,quality_level,0.07837550639639891,0.2521664118629847
BPIC15_1,duration,logloss_skill,26,rung,0.17654482631595542,0.6572060691451465
BPIC15_1,duration,logloss_skill,27,learner,0.12333568979134435,0.4949399171796688
BPIC15_1,duration,logloss_skill,27,split,0.061220105227423834,0.6132677696373348
BPIC15_1,duration,logloss_skill,27,quality_level,0.12685046448433235,0.3208748609132119
BPIC15_1,duration,logloss_skill,27,rung,0.022139203869396273,0.520668516463647
BPIC15_1,duration,logloss_skill,28,learner,0.09629557955385103,0.4554935532179451
BPIC15_1,duration,logloss_skill,28,split,0.007730815200213964,0.5486900874317979
BPIC15_1,duration,logloss_skill,28,quality_level,0.03818423900730473,0.49949791505691615
BPIC15_1,duration,logloss_skill,28,rung,0.04366613745513897,0.8079590670430804
BPIC15_1,duration,logloss_skill,29,learner,0.125949686133846,0.5054287556071844
BPIC15_1,duration,logloss_skill,29,split,0.0016653145077121863,0.2516303118996406
BPIC15_1,duration,logloss_skill,29,quality_level,0.17879572444076314,0.31593239816815055
BPIC15_1,duration,logloss_skill,29,rung,0.12325872825810764,0.6053391075865963
BPIC15_1,duration,logloss_skill,30,learner,0.04353232268674542,0.5016467482587958
BPIC15_1,duration,logloss_skill,30,split,0.01358341685401959,0.6429781067683086
BPIC15_1,duration,logloss_skill,30,quality_level,0.16742261973453554,0.33145469591051413
BPIC15_1,duration,logloss_skill,30,rung,0.03166612097370462,0.515125454248309
BPIC15_1,duration,logloss_skill,31,learner,0.33549029303373923,0.6466301788659105
BPIC15_1,duration,logloss_skill,31,split,0.0009961942678344468,0.14178666668508602
BPIC15_1,duration,logloss_skill,31,quality_level,0.24405311565128507,0.5622488096396082
BPIC15_1,duration,logloss_skill,31,rung,0.011847672690641521,0.27541903312498595
BPIC15_1,duration,logloss_skill,32,learner,0.3240444163741388,0.5893035867430364
BPIC15_1,duration,logloss_skill,32,split,0.11384611695287637,0.2457873399322327
BPIC15_1,duration,logloss_skill,32,quality_level,0.2191338686291196,0.47684852241576614
BPIC15_1,duration,logloss_skill,32,rung,0.01740537676543945,0.0523640123885211
BPIC15_1,duration,logloss_skill,33,learner,0.14189868229400104,0.5760913445627631
BPIC15_1,duration,logloss_skill,33,split,0.06574180138108444,0.34511743014084284
BPIC15_1,duration,logloss_skill,33,quality_level,0.0950119058056497,0.25853181457184327
BPIC15_1,duration,logloss_skill,33,rung,0.09253540415555489,0.5725076047586837
BPIC15_1,duration,logloss_skill,34,learner,0.23178554093956097,0.4547224172301672
BPIC15_1,duration,logloss_skill,34,split,0.048744913335162544,0.2669182640889517
BPIC15_1,duration,logloss_skill,34,quality_level,0.28197380345569795,0.4379155693539209
BPIC15_1,duration,logloss_skill,34,rung,0.10198774167883552,0.3028434245938932
BPIC15_1,duration,logloss_skill,35,learner,0.47505261768290513,0.702315464897598
BPIC15_1,duration,logloss_skill,35,split,0.022979603484669847,0.26590451415474514
BPIC15_1,duration,logloss_skill,35,quality_level,0.11504308035739759,0.2366099793401497
BPIC15_1,duration,logloss_skill,35,rung,0.010827999023340862,0.30032657233950694
BPIC15_1,duration,logloss_skill,36,learner,0.28779830851259786,0.5494138676417418
BPIC15_1,duration,logloss_skill,36,split,0.2259070878738133,0.5579933672225246
BPIC15_1,duration,logloss_skill,36,quality_level,0.017051856911092875,0.12514047958001245
BPIC15_1,duration,logloss_skill,36,rung,0.03328452801566808,0.27730165740140994
BPIC15_1,duration,logloss_skill,37,learner,0.07309967065540837,0.38927446135993365
BPIC15_1,duration,logloss_skill,37,split,0.11127308939846249,0.3336992968706293
BPIC15_1,duration,logloss_skill,37,quality_level,0.020727593532604012,0.44930873193123916
BPIC15_1,duration,logloss_skill,37,rung,0.15838982638034843,0.6876641917927084
BPIC15_1,duration,logloss_skill,38,learner,0.00815660735220786,0.4152216464412873
BPIC15_1,duration,logloss_skill,38,split,0.2925864645693351,0.8217843004097491
BPIC15_1,duration,logloss_skill,38,quality_level,0.009982603404125727,0.053765509128099395
BPIC15_1,duration,logloss_skill,38,rung,0.08797211519532605,0.491063058045357
BPIC15_1,duration,logloss_skill,39,learner,0.04218782552301267,0.42395354500786003
BPIC15_1,duration,logloss_skill,39,split,0.10365531915559408,0.5981418129822037
BPIC15_1,duration,logloss_skill,39,quality_level,0.01380610276613695,0.3272657409646252
BPIC15_1,duration,logloss_skill,39,rung,0.1203600900464643,0.7110185825742105
BPIC15_1,duration,logloss_skill,40,learner,0.0016126029682055807,0.28285081888389285
BPIC15_1,duration,logloss_skill,40,split,0.024085616682177086,0.5828077131242778
BPIC15_1,duration,logloss_skill,40,quality_level,0.23766271391289404,0.5163392882262117
BPIC15_1,duration,logloss_skill,40,rung,0.02170811030592195,0.5614584219373793
BPIC15_1,duration,logloss_skill,41,learner,0.19846407026837062,0.4734723304612184
BPIC15_1,duration,logloss_skill,41,split,0.30987925060769356,0.6003708969783558
BPIC15_1,duration,logloss_skill,41,quality_level,0.10094556548486404,0.24324061400342195
BPIC15_1,duration,logloss_skill,41,rung,0.03193492094711769,0.10811014417458693
BPIC15_1,duration,logloss_skill,42,learner,0.18710635652000165,0.5718591088552971
BPIC15_1,duration,logloss_skill,42,split,0.00978795112919932,0.11414877901203996
BPIC15_1,duration,logloss_skill,42,quality_level,0.12249205415167705,0.3482318376063539
BPIC15_1,duration,logloss_skill,42,rung,0.18194340256267638,0.5483925839516175
BPIC15_1,duration,logloss_skill,43,learner,0.22786657294710377,0.5518113578389551
BPIC15_1,duration,logloss_skill,43,split,0.12103478245282184,0.4038259945582593
BPIC15_1,duration,logloss_skill,43,quality_level,0.17033647361408966,0.37886481242102055
BPIC15_1,duration,logloss_skill,43,rung,0.07491819487981255,0.20352741244204867
BPIC15_1,duration,logloss_skill,44,learner,0.07559040024386791,0.4417269824906811
BPIC15_1,duration,logloss_skill,44,split,0.2538487125945836,0.6611553502786133
BPIC15_1,duration,logloss_skill,44,quality_level,0.06148178206379589,0.3325580028720849
BPIC15_1,duration,logloss_skill,44,rung,0.05001849795300956,0.2713570130825829
BPIC15_1,duration,logloss_skill,45,learner,0.27392598302492405,0.49015944422945296
BPIC15_1,duration,logloss_skill,45,split,0.15792871048417848,0.5052787242914737
BPIC15_1,duration,logloss_skill,45,quality_level,0.14525779771911934,0.4482129332567227
BPIC15_1,duration,logloss_skill,45,rung,7.3047885399277086e-06,0.0833101862009678
BPIC15_1,duration,logloss_skill,46,learner,0.008902179918418221,0.2676526410285905
BPIC15_1,duration,logloss_skill,46,split,0.25565635898041583,0.7308257672472922
BPIC15_1,duration,logloss_skill,46,quality_level,0.1361772370694383,0.39540219292993034
BPIC15_1,duration,logloss_skill,46,rung,0.02714237650310261,0.3290418034958572
BPIC15_1,duration,logloss_skill,47,learner,0.018111975906411087,0.3962266958369163
BPIC15_1,duration,logloss_skill,47,split,0.21702330967470734,0.6032685775097171
BPIC15_1,duration,logloss_skill,47,quality_level,0.1333514886507293,0.3853066494284258
BPIC15_1,duration,logloss_skill,47,rung,0.0706741155568655,0.2977872740012316
BPIC15_1,duration,logloss_skill,48,learner,0.21301777797110247,0.5029186527955491
BPIC15_1,duration,logloss_skill,48,split,0.2052961620090379,0.5143824911496395
BPIC15_1,duration,logloss_skill,48,quality_level,0.145001348409188,0.4502769097989155
BPIC15_1,duration,logloss_skill,48,rung,0.0010421291724297748,0.09629312758433807
BPIC15_1,duration,logloss_skill,49,learner,0.024548059041043888,0.5078368562615106
BPIC15_1,duration,logloss_skill,49,split,0.12119067472891572,0.4763453902777635
BPIC15_1,duration,logloss_skill,49,quality_level,0.04339945900017809,0.3844769222027034
BPIC15_1,duration,logloss_skill,49,rung,0.13568870037610611,0.7606445783675515
BPIC15_1,duration,logloss_skill,50,learner,0.15366883679946144,0.436160854773195
BPIC15_1,duration,logloss_skill,50,split,0.2825680508245111,0.49937877366511985
BPIC15_1,duration,logloss_skill,50,quality_level,0.1520946649789612,0.4141782981191898
BPIC15_1,duration,logloss_skill,50,rung,0.017163472196872195,0.1035339946247915
BPIC15_1,duration,logloss_skill,51,learner,0.25136983247920597,0.6990567177200238
BPIC15_1,duration,logloss_skill,51,split,0.0034777593432977942,0.12292351542801969
BPIC15_1,duration,logloss_skill,51,quality_level,0.1601355078775088,0.44767726852415074
BPIC15_1,duration,logloss_skill,51,rung,0.061768898062220266,0.345627620345202
BPIC15_1,duration,logloss_skill,52,learner,0.14372841305721828,0.30436643919735734
BPIC15_1,duration,logloss_skill,52,split,0.044971024603561324,0.4982924825576039
BPIC15_1,duration,logloss_skill,52,quality_level,0.24527397207222343,0.3880109936370347
BPIC15_1,duration,logloss_skill,52,rung,0.03697694042433239,0.5348538012720537
BPIC15_1,duration,logloss_skill,53,learner,0.09183076854883236,0.5448233473599048
BPIC15_1,duration,logloss_skill,53,split,0.12517161695707377,0.38783139277551953
BPIC15_1,duration,logloss_skill,53,quality_level,0.028391032424617994,0.20939412524024995
BPIC15_1,duration,logloss_skill,53,rung,0.20380851260809943,0.5229355516660381
BPIC15_1,duration,logloss_skill,54,learner,0.22679157940600275,0.5362300684330233
BPIC15_1,duration,logloss_skill,54,split,0.21634543687225838,0.49361126449667714
BPIC15_1,duration,logloss_skill,54,quality_level,0.04924255263986034,0.25477023270956795
BPIC15_1,duration,logloss_skill,54,rung,0.08125967953403691,0.2937228644812289
BPIC15_1,duration,logloss_skill,55,learner,0.08579614836230175,0.61158273495091
BPIC15_1,duration,logloss_skill,55,split,0.1227072227289032,0.5998756264778083
BPIC15_1,duration,logloss_skill,55,quality_level,0.06151218047561205,0.34995155940315037
BPIC15_1,duration,logloss_skill,55,rung,0.01962090765319065,0.41131771238965253
BPIC15_1,duration,logloss_skill,56,learner,0.037919230152211825,0.323056818331431
BPIC15_1,duration,logloss_skill,56,split,0.46282305392998097,0.8487024208500655
BPIC15_1,duration,logloss_skill,56,quality_level,0.0001734919766934119,0.21556411664005654
BPIC15_1,duration,logloss_skill,56,rung,0.03575717769852617,0.206502080904456
BPIC15_1,duration,logloss_skill,57,learner,0.001876528007965084,0.46667333858318655
BPIC15_1,duration,logloss_skill,57,split,0.09343453523204732,0.7332069328246605
BPIC15_1,duration,logloss_skill,57,quality_level,0.17829962970627725,0.39291701157673165
BPIC15_1,duration,logloss_skill,57,rung,0.0015410800783708762,0.30832184862274964
BPIC15_1,duration,logloss_skill,58,learner,0.11460377614711567,0.4927445805569807
BPIC15_1,duration,logloss_skill,58,split,0.3434916608166333,0.7688870359173212
BPIC15_1,duration,logloss_skill,58,quality_level,0.029460881935790426,0.2313998399847063
BPIC15_1,duration,logloss_skill,58,rung,0.015382165801656378,0.11551941239628552
BPIC15_1,duration,logloss_skill,59,learner,0.1178907861206001,0.44705087436607915
BPIC15_1,duration,logloss_skill,59,split,0.24997028821314912,0.63596870167892
BPIC15_1,duration,logloss_skill,59,quality_level,0.16363595424014732,0.335150288546907
BPIC15_1,duration,logloss_skill,59,rung,0.00576863239019274,0.14030179077390764
BPIC15_1,duration,logloss_skill,60,learner,0.21680929042390074,0.5486242237764535
BPIC15_1,duration,logloss_skill,60,split,0.13748577645871554,0.3926473083960092
BPIC15_1,duration,logloss_skill,60,quality_level,0.19853236253408585,0.5504273374863308
BPIC15_1,duration,logloss_skill,60,rung,0.0057377395269717505,0.03587134458391862
BPIC15_1,duration,logloss_skill,61,learner,0.3455909585859432,0.5813198638883335
BPIC15_1,duration,logloss_skill,61,split,0.04228215868394961,0.3339032485204245
BPIC15_1,duration,logloss_skill,61,quality_level,0.09663930083242267,0.2135583928030054
BPIC15_1,duration,logloss_skill,61,rung,0.07437188677694007,0.46961068534132155
BPIC15_1,duration,logloss_skill,62,learner,0.08732451594473245,0.4179942666260098
BPIC15_1,duration,logloss_skill,62,split,0.1622054969151355,0.5690435694590797
BPIC15_1,duration,logloss_skill,62,quality_level,0.24594342580630033,0.4698502196517425
BPIC15_1,duration,logloss_skill,62,rung,0.0058774901119941336,0.23369179635677345
BPIC15_1,duration,logloss_skill,63,learner,0.13369949620650196,0.6169110930823134
BPIC15_1,duration,logloss_skill,63,split,0.00019953534285685256,0.4979397591184488
BPIC15_1,duration,logloss_skill,63,quality_level,0.035724127205079774,0.18551195368336446
BPIC15_1,duration,logloss_skill,63,rung,0.11557050819886568,0.7779396060118114
BPIC15_1,duration,logloss_skill,64,learner,0.09542684517970004,0.47321074281733044
BPIC15_1,duration,logloss_skill,64,split,0.051965725824698224,0.41893217282121614
BPIC15_1,duration,logloss_skill,64,quality_level,0.16791461893451637,0.4522102371980313
BPIC15_1,duration,logloss_skill,64,rung,0.09313446322964104,0.4320517727077897
