world,rep,V_hat,V_oracle,auc_full,auc_base,naive_shift,nested_shift,naive_pct_lo,naive_pct_hi,naive_pct_width,naive_basic_lo,naive_basic_hi,naive_basic_width,naive_bc_lo,naive_bc_hi,naive_bc_width,nested_pct_lo,nested_pct_hi,nested_pct_width,nested_basic_lo,nested_basic_hi,nested_basic_width,nested_bc_lo,nested_bc_hi,nested_bc_width,naive_lo,naive_hi,nested_lo,nested_hi,naive_width,nested_width,V_limit
linear,21,0.18778490693945304,0.1919673433573298,0.7592463717580317,0.5672790284007019,-0.0014366723863686315,-0.005868125385044609,0.15997415630324818,0.21793565386913513,0.05796149756588695,0.15763416000977096,0.2155956575756579,0.05796149756588695,0.16517076775235312,0.22456584993265377,0.05939508218030065,0.15229706709866714,0.22972691868069745,0.0774298515820303,0.14584289519820864,0.22327274678023895,0.0774298515820303,0.1631765996439043,0.23807064322375102,0.07489404357984672,0.15997415630324818,0.21793565386913513,0.15229706709866714,0.22972691868069745,0.05796149756588695,0.0774298515820303,0.19181526714026131
linear,22,0.1882304858702376,0.1919673433573298,0.7592463717580317,0.5672790284007019,0.003521620090027211,0.00039888283692690596,0.15868811247360579,0.21793291918381427,0.059244806710208486,0.15852805255666094,0.21777285926686943,0.059244806710208486,0.1558229487332151,0.2105224638145926,0.05469951508137752,0.1600020414533021,0.22013164828454718,0.060129606831245075,0.15632932345592804,0.2164589302871731,0.060129606831245075,0.15954763303051606,0.2196928741305266,0.060145241100010544,0.15868811247360579,0.21793291918381427,0.1600020414533021,0.22013164828454718,0.059244806710208486,0.060129606831245075,0.19181526714026131
linear,23,0.17829510612987765,0.1919673433573298,0.7592463717580317,0.5672790284007019,-0.00324464068815028,-0.0025057215760206364,0.15200546916464525,0.19952110766180886,0.047515638497163615,0.15706910459794643,0.20458474309511004,0.047515638497163615,0.1549993865156023,0.199859691736179,0.04486030522057671,0.14713971528776523,0.20454036438593423,0.057400649098169,0.15204984787382106,0.20945049697199006,0.057400649098169,0.15515362688089615,0.22321675241592595,0.0680631255350298,0.15200546916464525,0.19952110766180886,0.14713971528776523,0.20454036438593423,0.047515638497163615,0.057400649098169,0.19181526714026131
linear,28,0.19240179752207098,0.1919673433573298,0.7592463717580317,0.5672790284007019,0.0009939422067189452,-0.002018249328090971,0.16508668784468275,0.224123769490404,0.059037081645721246,0.16067982555373797,0.21971690719945922,0.059037081645721246,0.16363891275828668,0.2202054111203295,0.056566498362042805,0.16324932178423499,0.23114459775644414,0.06789527597220915,0.15365899728769783,0.22155427325990698,0.06789527597220915,0.16688736135513113,0.2447694486356153,0.07788208728048418,0.16508668784468275,0.224123769490404,0.16324932178423499,0.23114459775644414,0.059037081645721246,0.06789527597220915,0.19181526714026131
linear,29,0.19530595732430744,0.1919673433573298,0.7592463717580317,0.5672790284007019,-0.00037545163466345954,-0.0007506210749487208,0.16986726705035315,0.2253952181972564,0.05552795114690323,0.1652166964513585,0.22074464759826173,0.05552795114690323,0.1716117793684067,0.22739557947808686,0.05578380010968015,0.15974890736016353,0.2245449858638139,0.06479607850365038,0.16606692878480098,0.23086300728845136,0.06479607850365038,0.16021745483361,0.22469736629361273,0.06447991146000273,0.16986726705035315,0.2253952181972564,0.15974890736016353,0.2245449858638139,0.05552795114690323,0.06479607850365038,0.19181526714026131
linear,30,0.21677951100785486,0.1919673433573298,0.7592463717580317,0.5672790284007019,-0.002652250113105714,-0.00042926435475609814,0.18926264961199432,0.2510430998231221,0.061780450211127796,0.1825159221925876,0.2442963724037154,0.061780450211127796,0.1915367671730051,0.2523706382662542,0.060833871093249114,0.18641773370862252,0.24519077569998227,0.05877304199135974,0.18836824631572746,0.2471412883070872,0.05877304199135974,0.18734467635963425,0.24597619245420735,0.058631516094573094,0.18926264961199432,0.2510430998231221,0.18641773370862252,0.24519077569998227,0.061780450211127796,0.05877304199135974,0.19181526714026131
linear,31,0.19199508615097516,0.1919673433573298,0.7592463717580317,0.5672790284007019,-0.0016329500199111502,-0.0025723814969406122,0.1698690992993881,0.21792049448654782,0.04805139518715973,0.1660696778154025,0.21412107300256222,0.04805139518715973,0.17048310738912492,0.2222177886741846,0.051734681285059675,0.15432358549704267,0.2148732033892199,0.06054961789217722,0.16911696891273043,0.22966658680490765,0.06054961789217722,0.1565115623635575,0.2172914969469044,0.06077993458334688,0.1698690992993881,0.21792049448654782,0.15432358549704267,0.2148732033892199,0.04805139518715973,0.06054961789217722,0.19181526714026131
linear,32,0.18032926407617222,0.1919673433573298,0.7592463717580317,0.5672790284007019,0.0017703322916405861,-0.0023472143920751365,0.15736810999103412,0.21298175707282255,0.055613647081788425,0.1476767710795219,0.20329041816131033,0.055613647081788425,0.15354933253375808,0.21028419521054778,0.056734862676789705,0.15070436857204203,0.20847700384948933,0.057772635277447304,0.15218152430285511,0.20995415958030242,0.057772635277447304,0.15189286700741042,0.2142904630990017,0.06239759609159129,0.15736810999103412,0.21298175707282255,0.15070436857204203,0.20847700384948933,0.055613647081788425,0.057772635277447304,0.19181526714026131
linear,33,0.1796690269232546,0.1919673433573298,0.7592463717580317,0.5672790284007019,-0.0004865407427718238,0.0009477745478072563,0.1474461804044599,0.2150776025189747,0.06763142211451481,0.14426045132753448,0.2118918734420493,0.06763142211451481,0.1484968543219135,0.21701550647019854,0.06851865214828504,0.1472224606582093,0.20675908893557426,0.05953662827736497,0.15257896491093492,0.2121155931882999,0.05953662827736497,0.1472224606582093,0.20675908893557426,0.05953662827736497,0.1474461804044599,0.2150776025189747,0.1472224606582093,0.20675908893557426,0.06763142211451481,0.05953662827736497,0.19181526714026131
linear,34,0.17834743923611107,0.1919673433573298,0.7592463717580317,0.5672790284007019,-0.0007293431170220521,-0.0020067637773900637,0.15536212479851258,0.20657151221819336,0.051209387419680785,0.15012336625402878,0.20133275367370956,0.051209387419680785,0.1567984921309,0.2067585686568813,0.049960076525981306,0.1444001848551011,0.20639512775969324,0.06199494290459215,0.1502997507125289,0.21229469361712106,0.06199494290459215,0.15238972421333716,0.2118552047110602,0.059465480497723044,0.15536212479851258,0.20657151221819336,0.1444001848551011,0.20639512775969324,0.051209387419680785,0.06199494290459215,0.19181526714026131
