n_reps_core,n_worlds,n_grid_cells,n_block_lengths,cov_naive_pct_median,cov_naive_basic_median,cov_nested_pct_median,cov_nested_pct_min,cov_nested_bc_median,cov_nested_bc_min,cov_nested_basic_median,cov_nested_basic_min,cov_mofn_median,cov_sparse_pct,cov_sparse_basic,cov_sparse_bc,cov_sparse_mofn,coverage_se_core,cov_grid_basic_min,cov_grid_basic_median,cov_block_basic_min,cov_block_basic_max,k_max,n_max,runtime_s
1000,6,10,3,0.921,0.92,0.9375,0.372,0.922,0.631,0.93,0.899,0.758,0.372,0.899,0.631,0.728,0.008529888627643386,0.21333333333333335,0.8333333333333334,0.836,0.92,3019,8000,896.5
