threshold,delta_honest,honest_lo,honest_hi,delta_naive,naive_lo,naive_hi,factor,factor_lo,factor_hi,p_honest_le0,frac_draws_positive
0.2,0.017195864193004312,0.014041761384468708,0.020367841167412182,0.019304099142040038,0.016040918090489104,0.022494408594265592,1.122601279317698,1.053375505175565,1.2018013247202413,0.0,1.0
0.3,0.06492839857949487,0.05977435338731814,0.07018798646539352,0.06987292973946933,0.06467698174085208,0.0747965094962235,1.076153597934818,1.0477215671978781,1.1069055040969005,0.0,1.0
0.4,0.040673657451541126,0.03302290337562025,0.04893549412138544,0.09716213243381976,0.08855686734619052,0.10598860942044926,2.3888221153846168,2.1146541800694987,2.759095052453197,0.0,1.0
0.5,-0.01613258047957762,-0.02302559213903351,-0.008871086015985921,0.08410940822761603,0.07545281220209724,0.09320231722519616,,,,1.0,0.0
0.6,0.0017599178704993876,-0.003666495563540359,0.00722299626017453,0.039818141820048406,0.032519065776930416,0.04722537948229083,22.624999999999865,5.833429052249166,270.18749999998334,0.2545,0.7455
