rho,n,rep,R_hat,V_lo,V_hi,R_true
0.6,60000,0,0.6001373340899365,0.13781926757947305,0.05510877974810047,0.600006020344926
0.6,60000,1,0.5896944833723046,0.1329159042337521,0.05453612875466696,0.600006020344926
0.6,60000,2,0.606421727726641,0.1315182143390088,0.05176271157202439,0.600006020344926
0.6,60000,3,0.5929476716770905,0.13265094017720824,0.0539958740533556,0.600006020344926
0.6,60000,4,0.5952181643940002,0.13047369630126515,0.05281338228712584,0.600006020344926
0.6,60000,5,0.5883985092787001,0.1315581695317849,0.054149538695848154,0.600006020344926
0.6,60000,6,0.5836817172992383,0.1323296877429443,0.0550912683514706,0.600006020344926
0.6,60000,7,0.6191218066169326,0.12842197115727538,0.04891312836507544,0.600006020344926
0.6,60000,8,0.6073375348320458,0.13361580417318786,0.05246591105204257,0.600006020344926
0.6,60000,9,0.573416322614922,0.12876267396579522,0.05492805497026476,0.600006020344926
0.6,60000,10,0.591677752675498,0.13276955601753304,0.05421276348935544,0.600006020344926
0.6,60000,11,0.6075408218483278,0.13160721277359466,0.051650458563957224,0.600006020344926
0.6,60000,12,0.6203590567161383,0.13191446130395967,0.050080130522217714,0.600006020344926
0.6,60000,13,0.6078292356120276,0.13724841248387765,0.05382481483483803,0.600006020344926
0.6,60000,14,0.6059330253276127,0.12758880408539697,0.05027853402800031,0.600006020344926
0.6,60000,15,0.5883687789007054,0.1298220486492282,0.05343880841109383,0.600006020344926
0.6,60000,16,0.6088758707572723,0.13182290025934562,0.0515591170781875,0.600006020344926
0.6,60000,17,0.6069940749555143,0.13511815035176422,0.05310223366929501,0.600006020344926
0.6,60000,18,0.6115213114243883,0.1356866797597721,0.052711383410255275,0.600006020344926
0.6,60000,19,0.6016907602690006,0.1300121026592982,0.05178502176605371,0.600006020344926
0.6,60000,20,0.6097826634536793,0.13644817193979564,0.053244442230961475,0.600006020344926
0.6,60000,21,0.6024912158763374,0.1319420463071841,0.052448122402356745,0.600006020344926
0.6,60000,22,0.6233705081187406,0.12871917003683675,0.04847943560635126,0.600006020344926
0.6,60000,23,0.5861564426171284,0.13458453268789228,0.055696941776268716,0.600006020344926
0.6,60000,24,0.5878207182812527,0.12618745006414933,0.05201185252936136,0.600006020344926
0.6,60000,25,0.6062858170315104,0.12738638745414588,0.05015382745781649,0.600006020344926
0.6,60000,26,0.6170122731276282,0.13227117189560889,0.050658235455044,0.600006020344926
0.6,60000,27,0.6244694527077664,0.1331273576168005,0.04999338946540599,0.600006020344926
0.6,60000,28,0.6080841559897407,0.12587710655331263,0.04933323245641086,0.600006020344926
0.6,60000,29,0.6033939300340849,0.12836668703966003,0.05091100726134412,0.600006020344926
0.6,60000,30,0.6134834542773705,0.13352941541261254,0.05161132839764504,0.600006020344926
0.6,60000,31,0.6052549751460203,0.13311154697992034,0.052545120920940325,0.600006020344926
0.6,60000,32,0.5970978421313752,0.1305018921972686,0.05257949397221817,0.600006020344926
0.6,60000,33,0.565802533491792,0.1237582671598908,0.053735526060270544,0.600006020344926
0.6,60000,34,0.6251899529096261,0.13315041915316606,0.0499061148729012,0.600006020344926
0.6,60000,35,0.5889687690956489,0.12979520547543344,0.053349883072050575,0.600006020344926
0.6,60000,36,0.5835519623867363,0.1238298863686571,0.05156871317610068,0.600006020344926
0.6,60000,37,0.5902683360765408,0.13555943196053954,0.05554299161771081,0.600006020344926
0.6,60000,38,0.6049928400915138,0.13438661239819882,0.05308367409313508,0.600006020344926
0.6,60000,39,0.5829136792595968,0.12949721064725506,0.05401151513500857,0.600006020344926
0.8,5000,0,0.936552164333454,0.14522557885411025,0.009214248661714608,0.8765818692805066
0.8,5000,1,0.9261022044088186,0.1145195154005727,0.008462739740272673,0.8765818692805066
0.8,5000,2,0.8921038440798083,0.11555944087070635,0.012468419450235912,0.8765818692805066
0.8,5000,3,0.8853802741198586,0.09968762223186667,0.011426167933859643,0.8765818692805066
0.8,5000,4,0.9124234785740015,0.1379782284656037,0.012083653281539264,0.8765818692805066
0.8,5000,5,0.8362899976979745,0.1237113402061858,0.02025278378994133,0.8765818692805066
0.8,5000,6,0.8914789232457547,0.138033721180972,0.01497956805095435,0.8765818692805066
0.8,5000,7,0.909555936725748,0.11665309011745806,0.0105505794637204,0.8765818692805066
0.8,5000,8,0.8565597718491904,0.10292285431148396,0.014763277704371802,0.8765818692805066
0.8,5000,9,0.9331328541391624,0.1094838539287345,0.007320872830059333,0.8765818692805066
0.8,20000,0,0.8807018256458152,0.12107392339417244,0.014443898022823198,0.8765818692805066
0.8,20000,1,0.8962617864551458,0.11857001271149903,0.012300241298681569,0.8765818692805066
0.8,20000,2,0.864883458296407,0.11180508530556121,0.015106716471362636,0.8765818692805066
0.8,20000,3,0.9113336953935404,0.12318694330679347,0.010922531038778827,0.8765818692805066
0.8,20000,4,0.8421643360308003,0.12611015632982092,0.019904680257576857,0.8765818692805066
0.8,20000,5,0.9047880831953643,0.12255312939991281,0.011668518360572255,0.8765818692805066
0.8,20000,6,0.8659356952135608,0.11633439714287752,0.015596290075709396,0.8765818692805066
