n_pairs,n_with_denominator,n_resolvable,h_star,h_star_balacc,h_star_tp,h_star_fp,h_star_tn,h_star_fn,l_star,l_star_balacc,l_star_tp,l_star_fp,l_star_tn,l_star_fn
19,9,4,0.33129258670390804,0.6,4.0,4.0,1.0,0.0,0.01330189834291401,1.0,4.0,0.0,5.0,0.0
