log,target,metric,measure,component,order,share,scale
BPIC15_3,duration,logloss_skill,equal-level,learner+split+quality_level,3,0.051121033072186475,raw-within-metric
BPIC15_3,duration,logloss_skill,equal-level,learner+split+rung,3,0.09186208815423212,raw-within-metric
BPIC15_3,duration,logloss_skill,equal-level,learner+quality_level+rung,3,0.009204771905918507,raw-within-metric
BPIC15_3,duration,logloss_skill,equal-level,split+quality_level+rung,3,0.0347456194567633,raw-within-metric
BPIC15_3,duration,logloss_skill,equal-level,learner+split+quality_level+rung,4,0.027492340311007314,raw-within-metric
BPIC15_3,duration,nagelkerke,equal-level,learner,1,0.0029300260048247618,raw-within-metric
BPIC15_3,duration,nagelkerke,equal-level,split,1,0.2746827735066498,raw-within-metric
BPIC15_3,duration,nagelkerke,equal-level,quality_level,1,0.021920463920615793,raw-within-metric
BPIC15_3,duration,nagelkerke,equal-level,rung,1,0.04308895064357194,raw-within-metric
BPIC15_3,duration,nagelkerke,equal-level,learner+split,2,0.15861202976673325,raw-within-metric
BPIC15_3,duration,nagelkerke,equal-level,learner+quality_level,2,0.0015760038298830627,raw-within-metric
BPIC15_3,duration,nagelkerke,equal-level,learner+rung,2,0.0713243855519899,raw-within-metric
BPIC15_3,duration,nagelkerke,equal-level,split+quality_level,2,0.07896519474695851,raw-within-metric
BPIC15_3,duration,nagelkerke,equal-level,split+rung,2,0.11629961624768032,raw-within-metric
BPIC15_3,duration,nagelkerke,equal-level,quality_level+rung,2,0.004470403199662223,raw-within-metric
BPIC15_3,duration,nagelkerke,equal-level,learner+split+quality_level,3,0.04899026120265812,raw-within-metric
BPIC15_3,duration,nagelkerke,equal-level,learner+split+rung,3,0.10778342273067383,raw-within-metric
BPIC15_3,duration,nagelkerke,equal-level,learner+quality_level+rung,3,0.006107008673243343,raw-within-metric
BPIC15_3,duration,nagelkerke,equal-level,split+quality_level+rung,3,0.03576551611875996,raw-within-metric
BPIC15_3,duration,nagelkerke,equal-level,learner+split+quality_level+rung,4,0.027483943856095146,raw-within-metric
BPIC15_3,handover,ap,equal-level,learner,1,0.001113410581585519,raw-within-metric
BPIC15_3,handover,ap,equal-level,split,1,0.29593865848118195,raw-within-metric
BPIC15_3,handover,ap,equal-level,quality_level,1,0.009848944828061458,raw-within-metric
BPIC15_3,handover,ap,equal-level,rung,1,0.21445176664641785,raw-within-metric
BPIC15_3,handover,ap,equal-level,learner+split,2,0.014473250079101115,raw-within-metric
BPIC15_3,handover,ap,equal-level,learner+quality_level,2,0.00310745891752251,raw-within-metric
BPIC15_3,handover,ap,equal-level,learner+rung,2,0.0006651101177621114,raw-within-metric
BPIC15_3,handover,ap,equal-level,split+quality_level,2,0.05844263280964805,raw-within-metric
BPIC15_3,handover,ap,equal-level,split+rung,2,0.2702905073752786,raw-within-metric
BPIC15_3,handover,ap,equal-level,quality_level+rung,2,0.004707940695654585,raw-within-metric
BPIC15_3,handover,ap,equal-level,learner+split+quality_level,3,0.020041086292127332,raw-within-metric
BPIC15_3,handover,ap,equal-level,learner+split+rung,3,0.0396370156808022,raw-within-metric
BPIC15_3,handover,ap,equal-level,learner+quality_level+rung,3,0.00515441915666975,raw-within-metric
BPIC15_3,handover,ap,equal-level,split+quality_level+rung,3,0.0343141002142618,raw-within-metric
BPIC15_3,handover,ap,equal-level,learner+split+quality_level+rung,4,0.027813698123925108,raw-within-metric
BPIC15_3,handover,auc,equal-level,learner,1,0.021165087161018552,raw-within-metric
BPIC15_3,handover,auc,equal-level,split,1,0.1758344817555887,raw-within-metric
BPIC15_3,handover,auc,equal-level,quality_level,1,0.002669871797601679,raw-within-metric
BPIC15_3,handover,auc,equal-level,rung,1,0.20137114736680461,raw-within-metric
BPIC15_3,handover,auc,equal-level,learner+split,2,0.11834061454345712,raw-within-metric
BPIC15_3,handover,auc,equal-level,learner+quality_level,2,0.006195900063354507,raw-within-metric
BPIC15_3,handover,auc,equal-level,learner+rung,2,0.00038261303158439495,raw-within-metric
BPIC15_3,handover,auc,equal-level,split+quality_level,2,0.04009171774373909,raw-within-metric
BPIC15_3,handover,auc,equal-level,split+rung,2,0.056289303280066684,raw-within-metric
BPIC15_3,handover,auc,equal-level,quality_level+rung,2,0.0029082221861513207,raw-within-metric
BPIC15_3,handover,auc,equal-level,learner+split+quality_level,3,0.0284509334992958,raw-within-metric
BPIC15_3,handover,auc,equal-level,learner+split+rung,3,0.2711647878688689,raw-within-metric
BPIC15_3,handover,auc,equal-level,learner+quality_level+rung,3,0.004771766616460177,raw-within-metric
BPIC15_3,handover,auc,equal-level,split+quality_level+rung,3,0.03659193075746533,raw-within-metric
BPIC15_3,handover,auc,equal-level,learner+split+quality_level+rung,4,0.03377162232854323,raw-within-metric
BPIC15_3,handover,brier_skill,equal-level,learner,1,0.013813860862033974,raw-within-metric
BPIC15_3,handover,brier_skill,equal-level,split,1,0.24021170313388296,raw-within-metric
BPIC15_3,handover,brier_skill,equal-level,quality_level,1,0.01748082286811238,raw-within-metric
BPIC15_3,handover,brier_skill,equal-level,rung,1,0.06622527985517725,raw-within-metric
BPIC15_3,handover,brier_skill,equal-level,learner+split,2,0.125430376434557,raw-within-metric
BPIC15_3,handover,brier_skill,equal-level,learner+quality_level,2,0.016544258570551817,raw-within-metric
BPIC15_3,handover,brier_skill,equal-level,learner+rung,2,0.06551317665094376,raw-within-metric
BPIC15_3,handover,brier_skill,equal-level,split+quality_level,2,0.0643920207778743,raw-within-metric
BPIC15_3,handover,brier_skill,equal-level,split+rung,2,0.12801277929544677,raw-within-metric
BPIC15_3,handover,brier_skill,equal-level,quality_level+rung,2,0.020606154185110883,raw-within-metric
BPIC15_3,handover,brier_skill,equal-level,learner+split+quality_level,3,0.04768710963348105,raw-within-metric
BPIC15_3,handover,brier_skill,equal-level,learner+split+rung,3,0.09243940753708166,raw-within-metric
BPIC15_3,handover,brier_skill,equal-level,learner+quality_level+rung,3,0.012250207727878293,raw-within-metric
BPIC15_3,handover,brier_skill,equal-level,split+quality_level+rung,3,0.047387026322705264,raw-within-metric
BPIC15_3,handover,brier_skill,equal-level,learner+split+quality_level+rung,4,0.04200581614516268,raw-within-metric
BPIC15_3,handover,logloss_skill,equal-level,learner,1,6.751345351672395e-06,raw-within-metric
BPIC15_3,handover,logloss_skill,equal-level,split,1,0.18903048792291102,raw-within-metric
BPIC15_3,handover,logloss_skill,equal-level,quality_level,1,0.0025795082296024862,raw-within-metric
BPIC15_3,handover,logloss_skill,equal-level,rung,1,0.12845775162828532,raw-within-metric
BPIC15_3,handover,logloss_skill,equal-level,learner+split,2,0.11930874021262677,raw-within-metric
BPIC15_3,handover,logloss_skill,equal-level,learner+quality_level,2,0.004601271793852592,raw-within-metric
BPIC15_3,handover,logloss_skill,equal-level,learner+rung,2,0.1332126567288007,raw-within-metric
BPIC15_3,handover,logloss_skill,equal-level,split+quality_level,2,0.061074017299042146,raw-within-metric
BPIC15_3,handover,logloss_skill,equal-level,split+rung,2,0.11238619491668235,raw-within-metric
BPIC15_3,handover,logloss_skill,equal-level,quality_level+rung,2,0.014753427567037238,raw-within-metric
BPIC15_3,handover,logloss_skill,equal-level,learner+split+quality_level,3,0.044185370701836625,raw-within-metric
BPIC15_3,handover,logloss_skill,equal-level,learner+split+rung,3,0.10411431354359493,raw-within-metric
BPIC15_3,handover,logloss_skill,equal-level,learner+quality_level+rung,3,0.011642300257154157,raw-within-metric
BPIC15_3,handover,logloss_skill,equal-level,split+quality_level+rung,3,0.037302048321203776,raw-within-metric
BPIC15_3,handover,logloss_skill,equal-level,learner+split+quality_level+rung,4,0.037345159532018224,raw-within-metric
BPIC15_3,handover,nagelkerke,equal-level,learner,1,0.0018082608871901541,raw-within-metric
BPIC15_3,handover,nagelkerke,equal-level,split,1,0.1637523558549073,raw-within-metric
BPIC15_3,handover,nagelkerke,equal-level,quality_level,1,0.003611092404342003,raw-within-metric
BPIC15_3,handover,nagelkerke,equal-level,rung,1,0.1214124742943992,raw-within-metric
BPIC15_3,handover,nagelkerke,equal-level,learner+split,2,0.115553074734918,raw-within-metric
BPIC15_3,handover,nagelkerke,equal-level,learner+quality_level,2,0.004226235336501329,raw-within-metric
BPIC15_3,handover,nagelkerke,equal-level,learner+rung,2,0.12321393402570349,raw-within-metric
BPIC15_3,handover,nagelkerke,equal-level,split+quality_level,2,0.06157701982122028,raw-within-metric
BPIC15_3,handover,nagelkerke,equal-level,split+rung,2,0.120416065907533,raw-within-metric
BPIC15_3,handover,nagelkerke,equal-level,quality_level+rung,2,0.011193077286451754,raw-within-metric
BPIC15_3,handover,nagelkerke,equal-level,learner+split+quality_level,3,0.052819788123882265,raw-within-metric
BPIC15_3,handover,nagelkerke,equal-level,learner+split+rung,3,0.12241320611247967,raw-within-metric
BPIC15_3,handover,nagelkerke,equal-level,learner+quality_level+rung,3,0.009571467967097335,raw-within-metric
BPIC15_3,handover,nagelkerke,equal-level,split+quality_level+rung,3,0.04441420001391391,raw-within-metric
BPIC15_3,handover,nagelkerke,equal-level,learner+split+quality_level+rung,4,0.044017747229460225,raw-within-metric
BPIC15_4,duration,ap,equal-level,learner,1,0.004100254257573213,raw-within-metric
BPIC15_4,duration,ap,equal-level,split,1,0.31092663456029357,raw-within-metric
BPIC15_4,duration,ap,equal-level,quality_level,1,0.024599834529856163,raw-within-metric
BPIC15_4,duration,ap,equal-level,rung,1,0.018275714834877405,raw-within-metric
BPIC15_4,duration,ap,equal-level,learner+split,2,0.1439596693908303,raw-within-metric
BPIC15_4,duration,ap,equal-level,learner+quality_level,2,0.0138977774383851,raw-within-metric
BPIC15_4,duration,ap,equal-level,learner+rung,2,0.008827985839749813,raw-within-metric
BPIC15_4,duration,ap,equal-level,split+quality_level,2,0.11154773162522323,raw-within-metric
BPIC15_4,duration,ap,equal-level,split+rung,2,0.04229434029819174,raw-within-metric
BPIC15_4,duration,ap,equal-level,quality_level+rung,2,0.012990372253126364,raw-within-metric
BPIC15_4,duration,ap,equal-level,learner+split+quality_level,3,0.04999869996460855,raw-within-metric
BPIC15_4,duration,ap,equal-level,learner+split+rung,3,0.06462011369550225,raw-within-metric
BPIC15_4,duration,ap,equal-level,learner+quality_level+rung,3,0.01910218711491606,raw-within-metric
BPIC15_4,duration,ap,equal-level,split+quality_level+rung,3,0.07297680561233064,raw-within-metric
BPIC15_4,duration,ap,equal-level,learner+split+quality_level+rung,4,0.10188187858453569,raw-within-metric
BPIC15_4,duration,auc,equal-level,learner,1,0.010443674220043801,raw-within-metric
BPIC15_4,duration,auc,equal-level,split,1,0.35354152822510804,raw-within-metric
BPIC15_4,duration,auc,equal-level,quality_level,1,0.004077641705023907,raw-within-metric
BPIC15_4,duration,auc,equal-level,rung,1,0.011174031101663578,raw-within-metric
BPIC15_4,duration,auc,equal-level,learner+split,2,0.04046323021873998,raw-within-metric
BPIC15_4,duration,auc,equal-level,learner+quality_level,2,0.02585718194747065,raw-within-metric
BPIC15_4,duration,auc,equal-level,learner+rung,2,0.014608077274205744,raw-within-metric
BPIC15_4,duration,auc,equal-level,split+quality_level,2,0.05603701362741346,raw-within-metric
BPIC15_4,duration,auc,equal-level,split+rung,2,0.2019932220304166,raw-within-metric
BPIC15_4,duration,auc,equal-level,quality_level+rung,2,0.005237021971017759,raw-within-metric
BPIC15_4,duration,auc,equal-level,learner+split+quality_level,3,0.0790008615962062,raw-within-metric
BPIC15_4,duration,auc,equal-level,learner+split+rung,3,0.13239685505862026,raw-within-metric
BPIC15_4,duration,auc,equal-level,learner+quality_level+rung,3,0.006314500657938723,raw-within-metric
BPIC15_4,duration,auc,equal-level,split+quality_level+rung,3,0.031082897767760343,raw-within-metric
BPIC15_4,duration,auc,equal-level,learner+split+quality_level+rung,4,0.027772262598370925,raw-within-metric
BPIC15_4,duration,brier_skill,equal-level,learner,1,0.06008521103520848,raw-within-metric
BPIC15_4,duration,brier_skill,equal-level,split,1,0.09690491051122192,raw-within-metric
BPIC15_4,duration,brier_skill,equal-level,quality_level,1,0.014971467731666702,raw-within-metric
BPIC15_4,duration,brier_skill,equal-level,rung,1,0.023166638142123705,raw-within-metric
BPIC15_4,duration,brier_skill,equal-level,learner+split,2,0.20060731431668374,raw-within-metric
BPIC15_4,duration,brier_skill,equal-level,learner+quality_level,2,0.041142110627775445,raw-within-metric
BPIC15_4,duration,brier_skill,equal-level,learner+rung,2,0.029342298366734423,raw-within-metric
BPIC15_4,duration,brier_skill,equal-level,split+quality_level,2,0.1372524317382558,raw-within-metric
BPIC15_4,duration,brier_skill,equal-level,split+rung,2,0.06584990185463417,raw-within-metric
BPIC15_4,duration,brier_skill,equal-level,quality_level+rung,2,0.00860629765521366,raw-within-metric
BPIC15_4,duration,brier_skill,equal-level,learner+split+quality_level,3,0.17813878941401773,raw-within-metric
BPIC15_4,duration,brier_skill,equal-level,learner+split+rung,3,0.056754032187652785,raw-within-metric
BPIC15_4,duration,brier_skill,equal-level,learner+quality_level+rung,3,0.0065183095837988755,raw-within-metric
BPIC15_4,duration,brier_skill,equal-level,split+quality_level+rung,3,0.03849126720794931,raw-within-metric
BPIC15_4,duration,brier_skill,equal-level,learner+split+quality_level+rung,4,0.04216901962706319,raw-within-metric
BPIC15_4,duration,logloss_skill,equal-level,learner,1,0.10972556522325431,raw-within-metric
BPIC15_4,duration,logloss_skill,equal-level,split,1,0.11140936238747652,raw-within-metric
BPIC15_4,duration,logloss_skill,equal-level,quality_level,1,0.026389874177903377,raw-within-metric
BPIC15_4,duration,logloss_skill,equal-level,rung,1,0.007552474969541927,raw-within-metric
BPIC15_4,duration,logloss_skill,equal-level,learner+split,2,0.19938552574793758,raw-within-metric
BPIC15_4,duration,logloss_skill,equal-level,learner+quality_level,2,0.047691902513283355,raw-within-metric
BPIC15_4,duration,logloss_skill,equal-level,learner+rung,2,0.010264656695664717,raw-within-metric
BPIC15_4,duration,logloss_skill,equal-level,split+quality_level,2,0.15522266440535798,raw-within-metric
BPIC15_4,duration,logloss_skill,equal-level,split+rung,2,0.04619260124246753,raw-within-metric
BPIC15_4,duration,logloss_skill,equal-level,quality_level+rung,2,0.008453758541260023,raw-within-metric
BPIC15_4,duration,logloss_skill,equal-level,learner+split+quality_level,3,0.17997187062468661,raw-within-metric
BPIC15_4,duration,logloss_skill,equal-level,learner+split+rung,3,0.04484361360043692,raw-within-metric
BPIC15_4,duration,logloss_skill,equal-level,learner+quality_level+rung,3,0.006582521141572335,raw-within-metric
BPIC15_4,duration,logloss_skill,equal-level,split+quality_level+rung,3,0.022700879797919894,raw-within-metric
BPIC15_4,duration,logloss_skill,equal-level,learner+split+quality_level+rung,4,0.023612728931236997,raw-within-metric
BPIC15_4,duration,nagelkerke,equal-level,learner,1,0.15073798658433377,raw-within-metric
BPIC15_4,duration,nagelkerke,equal-level,split,1,0.07528011459729089,raw-within-metric
BPIC15_4,duration,nagelkerke,equal-level,quality_level,1,0.04060180633338397,raw-within-metric
BPIC15_4,duration,nagelkerke,equal-level,rung,1,0.0011241597118490754,raw-within-metric
BPIC15_4,duration,nagelkerke,equal-level,learner+split,2,0.15891294433387507,raw-within-metric
BPIC15_4,duration,nagelkerke,equal-level,learner+quality_level,2,0.06335536081003484,raw-within-metric
BPIC15_4,duration,nagelkerke,equal-level,learner+rung,2,0.0021572904364349616,raw-within-metric
BPIC15_4,duration,nagelkerke,equal-level,split+quality_level,2,0.19043314314272106,raw-within-metric
BPIC15_4,duration,nagelkerke,equal-level,split+rung,2,0.02384767653061739,raw-within-metric
BPIC15_4,duration,nagelkerke,equal-level,quality_level+rung,2,0.006504906032233885,raw-within-metric
BPIC15_4,duration,nagelkerke,equal-level,learner+split+quality_level,3,0.22742710898299537,raw-within-metric
BPIC15_4,duration,nagelkerke,equal-level,learner+split+rung,3,0.022032588649027376,raw-within-metric
BPIC15_4,duration,nagelkerke,equal-level,learner+quality_level+rung,3,0.00534673252409166,raw-within-metric
BPIC15_4,duration,nagelkerke,equal-level,split+quality_level+rung,3,0.016201240088116273,raw-within-metric
BPIC15_4,duration,nagelkerke,equal-level,learner+split+quality_level+rung,4,0.0160369412429944,raw-within-metric
BPIC15_4,handover,ap,equal-level,learner,1,0.014326424899546648,raw-within-metric
BPIC15_4,handover,ap,equal-level,split,1,0.10868971839804671,raw-within-metric
BPIC15_4,handover,ap,equal-level,quality_level,1,0.018132515550856425,raw-within-metric
BPIC15_4,handover,ap,equal-level,rung,1,0.08933448987686697,raw-within-metric
BPIC15_4,handover,ap,equal-level,learner+split,2,0.062436001875317844,raw-within-metric
BPIC15_4,handover,ap,equal-level,learner+quality_level,2,0.014605233389273697,raw-within-metric
BPIC15_4,handover,ap,equal-level,learner+rung,2,0.049658609635042913,raw-within-metric
BPIC15_4,handover,ap,equal-level,split+quality_level,2,0.04958531447032604,raw-within-metric
BPIC15_4,handover,ap,equal-level,split+rung,2,0.21750689521724786,raw-within-metric
BPIC15_4,handover,ap,equal-level,quality_level+rung,2,0.01595368818889396,raw-within-metric
BPIC15_4,handover,ap,equal-level,learner+split+quality_level,3,0.07823912358619728,raw-within-metric
BPIC15_4,handover,ap,equal-level,learner+split+rung,3,0.166030175540792,raw-within-metric
BPIC15_4,handover,ap,equal-level,learner+quality_level+rung,3,0.021389825796169454,raw-within-metric
BPIC15_4,handover,ap,equal-level,split+quality_level+rung,3,0.04539945588781837,raw-within-metric
BPIC15_4,handover,ap,equal-level,learner+split+quality_level+rung,4,0.04871252768760392,raw-within-metric
BPIC15_4,handover,auc,equal-level,learner,1,0.019044347868022386,raw-within-metric
BPIC15_4,handover,auc,equal-level,split,1,0.07663330026166167,raw-within-metric
BPIC15_4,handover,auc,equal-level,quality_level,1,0.0763206301301188,raw-within-metric
BPIC15_4,handover,auc,equal-level,rung,1,0.02945090543109253,raw-within-metric
BPIC15_4,handover,auc,equal-level,learner+split,2,0.15681839474776152,raw-within-metric
BPIC15_4,handover,auc,equal-level,learner+quality_level,2,0.06863688965034677,raw-within-metric
BPIC15_4,handover,auc,equal-level,learner+rung,2,0.05569736159514002,raw-within-metric
BPIC15_4,handover,auc,equal-level,split+quality_level,2,0.1007039578891513,raw-within-metric
BPIC15_4,handover,auc,equal-level,split+rung,2,0.06964609249375905,raw-within-metric
BPIC15_4,handover,auc,equal-level,quality_level+rung,2,0.015110408143786617,raw-within-metric
BPIC15_4,handover,auc,equal-level,learner+split+quality_level,3,0.07902804022297878,raw-within-metric
BPIC15_4,handover,auc,equal-level,learner+split+rung,3,0.10314668004089157,raw-within-metric
BPIC15_4,handover,auc,equal-level,learner+quality_level+rung,3,0.018919027275975612,raw-within-metric
BPIC15_4,handover,auc,equal-level,split+quality_level+rung,3,0.06345641708782541,raw-within-metric
BPIC15_4,handover,auc,equal-level,learner+split+quality_level+rung,4,0.06738754716148788,raw-within-metric
BPIC15_4,handover,brier_skill,equal-level,learner,1,0.05312802428186082,raw-within-metric
BPIC15_4,handover,brier_skill,equal-level,split,1,0.019413599143142418,raw-within-metric
BPIC15_4,handover,brier_skill,equal-level,quality_level,1,0.09833148823239095,raw-within-metric
BPIC15_4,handover,brier_skill,equal-level,rung,1,0.03638153796276116,raw-within-metric
BPIC15_4,handover,brier_skill,equal-level,learner+split,2,0.045989592885102716,raw-within-metric
BPIC15_4,handover,brier_skill,equal-level,learner+quality_level,2,0.08344077133172978,raw-within-metric
BPIC15_4,handover,brier_skill,equal-level,learner+rung,2,0.03413307709453659,raw-within-metric
BPIC15_4,handover,brier_skill,equal-level,split+quality_level,2,0.12640055346654158,raw-within-metric
BPIC15_4,handover,brier_skill,equal-level,split+rung,2,0.09068048269374751,raw-within-metric
BPIC15_4,handover,brier_skill,equal-level,quality_level+rung,2,0.016651858141137007,raw-within-metric
BPIC15_4,handover,brier_skill,equal-level,learner+split+quality_level,3,0.13270526764076704,raw-within-metric
BPIC15_4,handover,brier_skill,equal-level,learner+split+rung,3,0.09824571906017382,raw-within-metric
BPIC15_4,handover,brier_skill,equal-level,learner+quality_level+rung,3,0.0156115285584042,raw-within-metric
BPIC15_4,handover,brier_skill,equal-level,split+quality_level+rung,3,0.07223943246479068,raw-within-metric
BPIC15_4,handover,brier_skill,equal-level,learner+split+quality_level+rung,4,0.07664706704291373,raw-within-metric
BPIC15_4,handover,logloss_skill,equal-level,learner,1,0.1817911060448609,raw-within-metric
BPIC15_4,handover,logloss_skill,equal-level,split,1,0.034815678320657815,raw-within-metric
BPIC15_4,handover,logloss_skill,equal-level,quality_level,1,0.02572014710442145,raw-within-metric
BPIC15_4,handover,logloss_skill,equal-level,rung,1,0.027975630084781048,raw-within-metric
BPIC15_4,handover,logloss_skill,equal-level,learner+split,2,0.067836091079265,raw-within-metric
BPIC15_4,handover,logloss_skill,equal-level,learner+quality_level,2,0.0189505347437745,raw-within-metric
BPIC15_4,handover,logloss_skill,equal-level,learner+rung,2,0.034727323618506514,raw-within-metric
BPIC15_4,handover,logloss_skill,equal-level,split+quality_level,2,0.08912879923340444,raw-within-metric
BPIC15_4,handover,logloss_skill,equal-level,split+rung,2,0.11633474500314016,raw-within-metric
BPIC15_4,handover,logloss_skill,equal-level,quality_level+rung,2,0.01980536277618083,raw-within-metric
BPIC15_4,handover,logloss_skill,equal-level,learner+split+quality_level,3,0.09868693902556198,raw-within-metric
BPIC15_4,handover,logloss_skill,equal-level,learner+split+rung,3,0.1248927421034643,raw-within-metric
BPIC15_4,handover,logloss_skill,equal-level,learner+quality_level+rung,3,0.018376525456292207,raw-within-metric
BPIC15_4,handover,logloss_skill,equal-level,split+quality_level+rung,3,0.07080428809751516,raw-within-metric
BPIC15_4,handover,logloss_skill,equal-level,learner+split+quality_level+rung,4,0.07015408730817366,raw-within-metric
BPIC15_4,handover,nagelkerke,equal-level,learner,1,0.021653963214319685,raw-within-metric
BPIC15_4,handover,nagelkerke,equal-level,split,1,0.05041350595361816,raw-within-metric
BPIC15_4,handover,nagelkerke,equal-level,quality_level,1,0.03132673464871265,raw-within-metric
BPIC15_4,handover,nagelkerke,equal-level,rung,1,0.03484749905737127,raw-within-metric
BPIC15_4,handover,nagelkerke,equal-level,learner+split,2,0.0527168102575319,raw-within-metric
BPIC15_4,handover,nagelkerke,equal-level,learner+quality_level,2,0.03062392184827223,raw-within-metric
BPIC15_4,handover,nagelkerke,equal-level,learner+rung,2,0.035567240184140224,raw-within-metric
BPIC15_4,handover,nagelkerke,equal-level,split+quality_level,2,0.1707005419751694,raw-within-metric
BPIC15_4,handover,nagelkerke,equal-level,split+rung,2,0.17442646506380316,raw-within-metric
BPIC15_4,handover,nagelkerke,equal-level,quality_level+rung,2,0.004559889156932817,raw-within-metric
BPIC15_4,handover,nagelkerke,equal-level,learner+split+quality_level,3,0.17248617443513745,raw-within-metric
BPIC15_4,handover,nagelkerke,equal-level,learner+split+rung,3,0.17567200202331482,raw-within-metric
BPIC15_4,handover,nagelkerke,equal-level,learner+quality_level+rung,3,0.004463559294336337,raw-within-metric
BPIC15_4,handover,nagelkerke,equal-level,split+quality_level+rung,3,0.020272138735132644,raw-within-metric
BPIC15_4,handover,nagelkerke,equal-level,learner+split+quality_level+rung,4,0.02026955415220724,raw-within-metric
BPIC15_5,duration,ap,equal-level,learner,1,0.07798402230819687,raw-within-metric
BPIC15_5,duration,ap,equal-level,split,1,0.01737140107572854,raw-within-metric
BPIC15_5,duration,ap,equal-level,quality_level,1,0.07633185849460467,raw-within-metric
BPIC15_5,duration,ap,equal-level,rung,1,0.07889077553802569,raw-within-metric
BPIC15_5,duration,ap,equal-level,learner+split,2,0.060667916699029115,raw-within-metric
BPIC15_5,duration,ap,equal-level,learner+quality_level,2,0.04025941648052922,raw-within-metric
BPIC15_5,duration,ap,equal-level,learner+rung,2,0.014820119099750154,raw-within-metric
BPIC15_5,duration,ap,equal-level,split+quality_level,2,0.08360074216381544,raw-within-metric
BPIC15_5,duration,ap,equal-level,split+rung,2,0.16768022552697487,raw-within-metric
BPIC15_5,duration,ap,equal-level,quality_level+rung,2,0.025037600267251135,raw-within-metric
BPIC15_5,duration,ap,equal-level,learner+split+quality_level,3,0.057208090075108714,raw-within-metric
BPIC15_5,duration,ap,equal-level,learner+split+rung,3,0.16153750784308601,raw-within-metric
BPIC15_5,duration,ap,equal-level,learner+quality_level+rung,3,0.012061952214169558,raw-within-metric
BPIC15_5,duration,ap,equal-level,split+quality_level+rung,3,0.08893370792054583,raw-within-metric
BPIC15_5,duration,ap,equal-level,learner+split+quality_level+rung,4,0.037614664293184115,raw-within-metric
BPIC15_5,duration,auc,equal-level,learner,1,0.057259595093687395,raw-within-metric
BPIC15_5,duration,auc,equal-level,split,1,0.13033117401677968,raw-within-metric
BPIC15_5,duration,auc,equal-level,quality_level,1,0.02610422519596576,raw-within-metric
BPIC15_5,duration,auc,equal-level,rung,1,0.02846764171342136,raw-within-metric
BPIC15_5,duration,auc,equal-level,learner+split,2,0.00678415985214791,raw-within-metric
BPIC15_5,duration,auc,equal-level,learner+quality_level,2,0.01803266267763079,raw-within-metric
BPIC15_5,duration,auc,equal-level,learner+rung,2,0.02636157470051776,raw-within-metric
BPIC15_5,duration,auc,equal-level,split+quality_level,2,0.08091661058211384,raw-within-metric
BPIC15_5,duration,auc,equal-level,split+rung,2,0.17889172863680122,raw-within-metric
BPIC15_5,duration,auc,equal-level,quality_level+rung,2,0.0018176839352932498,raw-within-metric
BPIC15_5,duration,auc,equal-level,learner+split+quality_level,3,0.04086473888624755,raw-within-metric
BPIC15_5,duration,auc,equal-level,learner+split+rung,3,0.2856811157852147,raw-within-metric
BPIC15_5,duration,auc,equal-level,learner+quality_level+rung,3,0.008305450877235804,raw-within-metric
BPIC15_5,duration,auc,equal-level,split+quality_level+rung,3,0.06387762412998874,raw-within-metric
BPIC15_5,duration,auc,equal-level,learner+split+quality_level+rung,4,0.04630401391695417,raw-within-metric
BPIC15_5,duration,brier_skill,equal-level,learner,1,0.07100384512017356,raw-within-metric
BPIC15_5,duration,brier_skill,equal-level,split,1,0.03567153611137505,raw-within-metric
BPIC15_5,duration,brier_skill,equal-level,quality_level,1,0.041553180530304615,raw-within-metric
BPIC15_5,duration,brier_skill,equal-level,rung,1,0.12357312972862715,raw-within-metric
BPIC15_5,duration,brier_skill,equal-level,learner+split,2,0.0353273016339994,raw-within-metric
BPIC15_5,duration,brier_skill,equal-level,learner+quality_level,2,0.03408782615497086,raw-within-metric
BPIC15_5,duration,brier_skill,equal-level,learner+rung,2,0.02571984661847713,raw-within-metric
BPIC15_5,duration,brier_skill,equal-level,split+quality_level,2,0.10826899786912131,raw-within-metric
BPIC15_5,duration,brier_skill,equal-level,split+rung,2,0.23623466629099146,raw-within-metric
BPIC15_5,duration,brier_skill,equal-level,quality_level+rung,2,0.001430010582538962,raw-within-metric
BPIC15_5,duration,brier_skill,equal-level,learner+split+quality_level,3,0.05188093548152927,raw-within-metric
BPIC15_5,duration,brier_skill,equal-level,learner+split+rung,3,0.14511165230203601,raw-within-metric
BPIC15_5,duration,brier_skill,equal-level,learner+quality_level+rung,3,0.003155136012275822,raw-within-metric
BPIC15_5,duration,brier_skill,equal-level,split+quality_level+rung,3,0.0510239657043801,raw-within-metric
BPIC15_5,duration,brier_skill,equal-level,learner+split+quality_level+rung,4,0.03595796985919926,raw-within-metric
BPIC15_5,duration,logloss_skill,equal-level,learner,1,0.15419927803401376,raw-within-metric
BPIC15_5,duration,logloss_skill,equal-level,split,1,0.041966595774674556,raw-within-metric
BPIC15_5,duration,logloss_skill,equal-level,quality_level,1,0.045629497974117514,raw-within-metric
BPIC15_5,duration,logloss_skill,equal-level,rung,1,0.05747275318881147,raw-within-metric
BPIC15_5,duration,logloss_skill,equal-level,learner+split,2,0.03258138358920263,raw-within-metric
BPIC15_5,duration,logloss_skill,equal-level,learner+quality_level,2,0.03678761498336039,raw-within-metric
