log,target,metric,measure,component,order,share,scale
Helpdesk,duration,auc,reference,learner+rung,2,0.01895724443284183,raw-within-metric
Helpdesk,duration,auc,reference,split+quality_level,2,0.02943331953178372,raw-within-metric
Helpdesk,duration,auc,reference,split+rung,2,0.0524219455053285,raw-within-metric
Helpdesk,duration,auc,reference,quality_level+rung,2,0.006464839802679511,raw-within-metric
Helpdesk,duration,auc,reference,learner+split+quality_level,3,0.040647373397645334,raw-within-metric
Helpdesk,duration,auc,reference,learner+split+rung,3,0.023343417827483347,raw-within-metric
Helpdesk,duration,auc,reference,learner+quality_level+rung,3,0.007285162443901517,raw-within-metric
Helpdesk,duration,auc,reference,split+quality_level+rung,3,0.016320915167622817,raw-within-metric
Helpdesk,duration,auc,reference,learner+split+quality_level+rung,4,0.016449708443206496,raw-within-metric
Helpdesk,duration,brier_skill,reference,learner,1,0.33611210783029977,raw-within-metric
Helpdesk,duration,brier_skill,reference,split,1,0.1454142677603834,raw-within-metric
Helpdesk,duration,brier_skill,reference,quality_level,1,0.16099332851997727,raw-within-metric
Helpdesk,duration,brier_skill,reference,rung,1,0.04552128530468982,raw-within-metric
Helpdesk,duration,brier_skill,reference,learner+split,2,0.07756210761937288,raw-within-metric
Helpdesk,duration,brier_skill,reference,learner+quality_level,2,0.024504104742519607,raw-within-metric
Helpdesk,duration,brier_skill,reference,learner+rung,2,0.049061119404474024,raw-within-metric
Helpdesk,duration,brier_skill,reference,split+quality_level,2,0.025010797663986752,raw-within-metric
Helpdesk,duration,brier_skill,reference,split+rung,2,0.020939913551031357,raw-within-metric
Helpdesk,duration,brier_skill,reference,quality_level+rung,2,0.017729086341227482,raw-within-metric
Helpdesk,duration,brier_skill,reference,learner+split+quality_level,3,0.02437553584105896,raw-within-metric
Helpdesk,duration,brier_skill,reference,learner+split+rung,3,0.020941262204170138,raw-within-metric
Helpdesk,duration,brier_skill,reference,learner+quality_level+rung,3,0.015600162386090896,raw-within-metric
Helpdesk,duration,brier_skill,reference,split+quality_level+rung,3,0.01872370945431514,raw-within-metric
Helpdesk,duration,brier_skill,reference,learner+split+quality_level+rung,4,0.017511211376402543,raw-within-metric
Helpdesk,duration,logloss_skill,reference,learner,1,0.4641419532324136,raw-within-metric
Helpdesk,duration,logloss_skill,reference,split,1,0.1612522248709259,raw-within-metric
Helpdesk,duration,logloss_skill,reference,quality_level,1,0.10328082203614902,raw-within-metric
Helpdesk,duration,logloss_skill,reference,rung,1,0.013250635105097629,raw-within-metric
Helpdesk,duration,logloss_skill,reference,learner+split,2,0.09345814104326017,raw-within-metric
Helpdesk,duration,logloss_skill,reference,learner+quality_level,2,0.018128297678263117,raw-within-metric
Helpdesk,duration,logloss_skill,reference,learner+rung,2,0.015540115808746358,raw-within-metric
Helpdesk,duration,logloss_skill,reference,split+quality_level,2,0.026522262242008505,raw-within-metric
Helpdesk,duration,logloss_skill,reference,split+rung,2,0.02539462319258,raw-within-metric
Helpdesk,duration,logloss_skill,reference,quality_level+rung,2,0.0052595516861806465,raw-within-metric
Helpdesk,duration,logloss_skill,reference,learner+split+quality_level,3,0.027137628857512017,raw-within-metric
Helpdesk,duration,logloss_skill,reference,learner+split+rung,3,0.027575829239803753,raw-within-metric
Helpdesk,duration,logloss_skill,reference,learner+quality_level+rung,3,0.0045156875219921535,raw-within-metric
Helpdesk,duration,logloss_skill,reference,split+quality_level+rung,3,0.007519443181813113,raw-within-metric
Helpdesk,duration,logloss_skill,reference,learner+split+quality_level+rung,4,0.007022784303254077,raw-within-metric
Helpdesk,duration,nagelkerke,reference,learner,1,0.46762230827828827,raw-within-metric
Helpdesk,duration,nagelkerke,reference,split,1,0.169786152672474,raw-within-metric
Helpdesk,duration,nagelkerke,reference,quality_level,1,0.09404110766046354,raw-within-metric
Helpdesk,duration,nagelkerke,reference,rung,1,0.009992699889521466,raw-within-metric
Helpdesk,duration,nagelkerke,reference,learner+split,2,0.0922691545553303,raw-within-metric
Helpdesk,duration,nagelkerke,reference,learner+quality_level,2,0.01948926009586995,raw-within-metric
Helpdesk,duration,nagelkerke,reference,learner+rung,2,0.011838425461229074,raw-within-metric
Helpdesk,duration,nagelkerke,reference,split+quality_level,2,0.028805881050679945,raw-within-metric
Helpdesk,duration,nagelkerke,reference,split+rung,2,0.024364020407338413,raw-within-metric
Helpdesk,duration,nagelkerke,reference,quality_level+rung,2,0.005061869351888738,raw-within-metric
Helpdesk,duration,nagelkerke,reference,learner+split+quality_level,3,0.03075044845413195,raw-within-metric
Helpdesk,duration,nagelkerke,reference,learner+split+rung,3,0.025769289118849376,raw-within-metric
Helpdesk,duration,nagelkerke,reference,learner+quality_level+rung,3,0.004567906749896424,raw-within-metric
Helpdesk,duration,nagelkerke,reference,split+quality_level+rung,3,0.008062387266224104,raw-within-metric
Helpdesk,duration,nagelkerke,reference,learner+split+quality_level+rung,4,0.007579088987814384,raw-within-metric
RoadFines,duration,ap,reference,learner,1,0.016600309230868728,raw-within-metric
RoadFines,duration,ap,reference,split,1,0.06911071985703389,raw-within-metric
RoadFines,duration,ap,reference,quality_level,1,0.3875015629658542,raw-within-metric
RoadFines,duration,ap,reference,rung,1,0.16701576786764485,raw-within-metric
RoadFines,duration,ap,reference,learner+split,2,0.016528375758471325,raw-within-metric
RoadFines,duration,ap,reference,learner+quality_level,2,0.015565691463250972,raw-within-metric
RoadFines,duration,ap,reference,learner+rung,2,0.04571081824545787,raw-within-metric
RoadFines,duration,ap,reference,split+quality_level,2,0.0815112882406135,raw-within-metric
RoadFines,duration,ap,reference,split+rung,2,0.06803300584003577,raw-within-metric
RoadFines,duration,ap,reference,quality_level+rung,2,0.04228513221168093,raw-within-metric
RoadFines,duration,ap,reference,learner+split+quality_level,3,0.012883221290891003,raw-within-metric
RoadFines,duration,ap,reference,learner+split+rung,3,0.04585312428051349,raw-within-metric
RoadFines,duration,ap,reference,learner+quality_level+rung,3,0.0028389025757504485,raw-within-metric
RoadFines,duration,ap,reference,split+quality_level+rung,3,0.020570169838730938,raw-within-metric
RoadFines,duration,ap,reference,learner+split+quality_level+rung,4,0.007991910333202039,raw-within-metric
RoadFines,duration,auc,reference,learner,1,0.014129858548973352,raw-within-metric
RoadFines,duration,auc,reference,split,1,0.11204874372993376,raw-within-metric
RoadFines,duration,auc,reference,quality_level,1,0.19200373061933337,raw-within-metric
RoadFines,duration,auc,reference,rung,1,0.30274856861022587,raw-within-metric
RoadFines,duration,auc,reference,learner+split,2,0.03131737199629338,raw-within-metric
RoadFines,duration,auc,reference,learner+quality_level,2,0.033497194568134284,raw-within-metric
RoadFines,duration,auc,reference,learner+rung,2,0.017490273983540083,raw-within-metric
RoadFines,duration,auc,reference,split+quality_level,2,0.08617652869228594,raw-within-metric
RoadFines,duration,auc,reference,split+rung,2,0.07891514381414498,raw-within-metric
RoadFines,duration,auc,reference,quality_level+rung,2,0.021510804487016186,raw-within-metric
RoadFines,duration,auc,reference,learner+split+quality_level,3,0.021554018406247273,raw-within-metric
RoadFines,duration,auc,reference,learner+split+rung,3,0.04447489483747772,raw-within-metric
RoadFines,duration,auc,reference,learner+quality_level+rung,3,0.00712924040496529,raw-within-metric
RoadFines,duration,auc,reference,split+quality_level+rung,3,0.025771482561606922,raw-within-metric
RoadFines,duration,auc,reference,learner+split+quality_level+rung,4,0.011232144739821492,raw-within-metric
RoadFines,duration,brier_skill,reference,learner,1,0.0020878366964262648,raw-within-metric
RoadFines,duration,brier_skill,reference,split,1,0.1128091304850385,raw-within-metric
RoadFines,duration,brier_skill,reference,quality_level,1,0.40662781903878753,raw-within-metric
RoadFines,duration,brier_skill,reference,rung,1,0.06194342334254607,raw-within-metric
RoadFines,duration,brier_skill,reference,learner+split,2,0.029223552669359963,raw-within-metric
RoadFines,duration,brier_skill,reference,learner+quality_level,2,0.007237190454380664,raw-within-metric
RoadFines,duration,brier_skill,reference,learner+rung,2,0.055411544969402524,raw-within-metric
RoadFines,duration,brier_skill,reference,split+quality_level,2,0.07791507493984452,raw-within-metric
RoadFines,duration,brier_skill,reference,split+rung,2,0.14550900184416002,raw-within-metric
RoadFines,duration,brier_skill,reference,quality_level+rung,2,0.00989515803269698,raw-within-metric
RoadFines,duration,brier_skill,reference,learner+split+quality_level,3,0.008117293630276922,raw-within-metric
RoadFines,duration,brier_skill,reference,learner+split+rung,3,0.07324859288649306,raw-within-metric
RoadFines,duration,brier_skill,reference,learner+quality_level+rung,3,0.0017883056458699472,raw-within-metric
RoadFines,duration,brier_skill,reference,split+quality_level+rung,3,0.003954698525852057,raw-within-metric
RoadFines,duration,brier_skill,reference,learner+split+quality_level+rung,4,0.00423137683886502,raw-within-metric
RoadFines,duration,logloss_skill,reference,learner,1,0.016627493224931164,raw-within-metric
RoadFines,duration,logloss_skill,reference,split,1,0.09819481001304155,raw-within-metric
RoadFines,duration,logloss_skill,reference,quality_level,1,0.4411003540635437,raw-within-metric
RoadFines,duration,logloss_skill,reference,rung,1,0.04761910900258487,raw-within-metric
RoadFines,duration,logloss_skill,reference,learner+split,2,0.02530868175447643,raw-within-metric
RoadFines,duration,logloss_skill,reference,learner+quality_level,2,0.008682558400036237,raw-within-metric
RoadFines,duration,logloss_skill,reference,learner+rung,2,0.03658228932952979,raw-within-metric
RoadFines,duration,logloss_skill,reference,split+quality_level,2,0.08644504805897844,raw-within-metric
RoadFines,duration,logloss_skill,reference,split+rung,2,0.13951382468365442,raw-within-metric
RoadFines,duration,logloss_skill,reference,quality_level+rung,2,0.008462713819148917,raw-within-metric
RoadFines,duration,logloss_skill,reference,learner+split+quality_level,3,0.004888627609097114,raw-within-metric
RoadFines,duration,logloss_skill,reference,learner+split+rung,3,0.07449813970118607,raw-within-metric
RoadFines,duration,logloss_skill,reference,learner+quality_level+rung,3,0.0020996124015300053,raw-within-metric
RoadFines,duration,logloss_skill,reference,split+quality_level+rung,3,0.0050968604604286274,raw-within-metric
RoadFines,duration,logloss_skill,reference,learner+split+quality_level+rung,4,0.004879877477832685,raw-within-metric
RoadFines,duration,nagelkerke,reference,learner,1,0.016433779942734067,raw-within-metric
RoadFines,duration,nagelkerke,reference,split,1,0.10170204722682596,raw-within-metric
RoadFines,duration,nagelkerke,reference,quality_level,1,0.4359907551940676,raw-within-metric
RoadFines,duration,nagelkerke,reference,rung,1,0.04719159945139785,raw-within-metric
RoadFines,duration,nagelkerke,reference,learner+split,2,0.024517973812152864,raw-within-metric
RoadFines,duration,nagelkerke,reference,learner+quality_level,2,0.009077606911883066,raw-within-metric
RoadFines,duration,nagelkerke,reference,learner+rung,2,0.03678163354714057,raw-within-metric
RoadFines,duration,nagelkerke,reference,split+quality_level,2,0.08681355214825087,raw-within-metric
RoadFines,duration,nagelkerke,reference,split+rung,2,0.14005219509319627,raw-within-metric
RoadFines,duration,nagelkerke,reference,quality_level+rung,2,0.00892393366992622,raw-within-metric
RoadFines,duration,nagelkerke,reference,learner+split+quality_level,3,0.005063017640346615,raw-within-metric
RoadFines,duration,nagelkerke,reference,learner+split+rung,3,0.07504001715479874,raw-within-metric
RoadFines,duration,nagelkerke,reference,learner+quality_level+rung,3,0.0020201812087323042,raw-within-metric
RoadFines,duration,nagelkerke,reference,split+quality_level+rung,3,0.005397554492005153,raw-within-metric
RoadFines,duration,nagelkerke,reference,learner+split+quality_level+rung,4,0.004994152506541801,raw-within-metric
Sepsis,duration,ap,reference,learner,1,0.028642333506365327,raw-within-metric
Sepsis,duration,ap,reference,split,1,0.09297759661239531,raw-within-metric
Sepsis,duration,ap,reference,quality_level,1,0.1549247880622119,raw-within-metric
Sepsis,duration,ap,reference,rung,1,0.25743353977714006,raw-within-metric
Sepsis,duration,ap,reference,learner+split,2,0.1350711584201078,raw-within-metric
Sepsis,duration,ap,reference,learner+quality_level,2,0.008853496974750573,raw-within-metric
Sepsis,duration,ap,reference,learner+rung,2,0.0024110775185192663,raw-within-metric
Sepsis,duration,ap,reference,split+quality_level,2,0.04048832503311192,raw-within-metric
Sepsis,duration,ap,reference,split+rung,2,0.15925316026081715,raw-within-metric
Sepsis,duration,ap,reference,quality_level+rung,2,0.015666186879502504,raw-within-metric
Sepsis,duration,ap,reference,learner+split+quality_level,3,0.03048904437987902,raw-within-metric
Sepsis,duration,ap,reference,learner+split+rung,3,0.03160706472830591,raw-within-metric
Sepsis,duration,ap,reference,learner+quality_level+rung,3,0.004383107121751717,raw-within-metric
Sepsis,duration,ap,reference,split+quality_level+rung,3,0.01883490524905478,raw-within-metric
Sepsis,duration,ap,reference,learner+split+quality_level+rung,4,0.018964215476086684,raw-within-metric
Sepsis,duration,auc,reference,learner,1,0.001669059073036249,raw-within-metric
Sepsis,duration,auc,reference,split,1,0.2359746294253523,raw-within-metric
Sepsis,duration,auc,reference,quality_level,1,0.12624926983515683,raw-within-metric
Sepsis,duration,auc,reference,rung,1,0.24797217956737283,raw-within-metric
Sepsis,duration,auc,reference,learner+split,2,0.0348178921581981,raw-within-metric
Sepsis,duration,auc,reference,learner+quality_level,2,0.005915362535352223,raw-within-metric
Sepsis,duration,auc,reference,learner+rung,2,0.0002682247819284038,raw-within-metric
Sepsis,duration,auc,reference,split+quality_level,2,0.023019422437429445,raw-within-metric
Sepsis,duration,auc,reference,split+rung,2,0.18022351769331552,raw-within-metric
Sepsis,duration,auc,reference,quality_level+rung,2,0.006450124242022703,raw-within-metric
Sepsis,duration,auc,reference,learner+split+quality_level,3,0.016777252969656233,raw-within-metric
Sepsis,duration,auc,reference,learner+split+rung,3,0.09775239629245047,raw-within-metric
Sepsis,duration,auc,reference,learner+quality_level+rung,3,0.0016842323478552961,raw-within-metric
Sepsis,duration,auc,reference,split+quality_level+rung,3,0.010152256500332895,raw-within-metric
Sepsis,duration,auc,reference,learner+split+quality_level+rung,4,0.011074180140540506,raw-within-metric
Sepsis,duration,brier_skill,reference,learner,1,0.05636424041212889,raw-within-metric
Sepsis,duration,brier_skill,reference,split,1,0.1680833074150129,raw-within-metric
Sepsis,duration,brier_skill,reference,quality_level,1,0.19643089714913262,raw-within-metric
Sepsis,duration,brier_skill,reference,rung,1,0.019329806576705362,raw-within-metric
Sepsis,duration,brier_skill,reference,learner+split,2,0.08749361627424494,raw-within-metric
Sepsis,duration,brier_skill,reference,learner+quality_level,2,0.016660318748923195,raw-within-metric
Sepsis,duration,brier_skill,reference,learner+rung,2,0.0058917903641192175,raw-within-metric
Sepsis,duration,brier_skill,reference,split+quality_level,2,0.053169211988397205,raw-within-metric
Sepsis,duration,brier_skill,reference,split+rung,2,0.17095188925173685,raw-within-metric
Sepsis,duration,brier_skill,reference,quality_level+rung,2,0.005351224153480223,raw-within-metric
Sepsis,duration,brier_skill,reference,learner+split+quality_level,3,0.044771536358131456,raw-within-metric
Sepsis,duration,brier_skill,reference,learner+split+rung,3,0.11484312816320279,raw-within-metric
Sepsis,duration,brier_skill,reference,learner+quality_level+rung,3,0.004154829066753456,raw-within-metric
Sepsis,duration,brier_skill,reference,split+quality_level+rung,3,0.029363098781421532,raw-within-metric
Sepsis,duration,brier_skill,reference,learner+split+quality_level+rung,4,0.027141105296609368,raw-within-metric
Sepsis,duration,logloss_skill,reference,learner,1,0.27967163721930777,raw-within-metric
Sepsis,duration,logloss_skill,reference,split,1,0.11911855265022882,raw-within-metric
Sepsis,duration,logloss_skill,reference,quality_level,1,0.09590259403312919,raw-within-metric
Sepsis,duration,logloss_skill,reference,rung,1,0.03631613805497855,raw-within-metric
Sepsis,duration,logloss_skill,reference,learner+split,2,0.11493405738090773,raw-within-metric
Sepsis,duration,logloss_skill,reference,learner+quality_level,2,0.02046213998337767,raw-within-metric
Sepsis,duration,logloss_skill,reference,learner+rung,2,0.01070775221503048,raw-within-metric
Sepsis,duration,logloss_skill,reference,split+quality_level,2,0.05061536474340795,raw-within-metric
Sepsis,duration,logloss_skill,reference,split+rung,2,0.09920125322246018,raw-within-metric
Sepsis,duration,logloss_skill,reference,quality_level+rung,2,0.00980959695367135,raw-within-metric
Sepsis,duration,logloss_skill,reference,learner+split+quality_level,3,0.04438283590592173,raw-within-metric
Sepsis,duration,logloss_skill,reference,learner+split+rung,3,0.0745793193614936,raw-within-metric
Sepsis,duration,logloss_skill,reference,learner+quality_level+rung,3,0.007608123886230786,raw-within-metric
Sepsis,duration,logloss_skill,reference,split+quality_level+rung,3,0.018877327107253924,raw-within-metric
Sepsis,duration,logloss_skill,reference,learner+split+quality_level+rung,4,0.017813307282600256,raw-within-metric
Sepsis,duration,nagelkerke,reference,learner,1,0.1083964508692224,raw-within-metric
Sepsis,duration,nagelkerke,reference,split,1,0.13799627927624997,raw-within-metric
Sepsis,duration,nagelkerke,reference,quality_level,1,0.11709842580576299,raw-within-metric
Sepsis,duration,nagelkerke,reference,rung,1,0.029450456476545293,raw-within-metric
Sepsis,duration,nagelkerke,reference,learner+split,2,0.11570361229919505,raw-within-metric
Sepsis,duration,nagelkerke,reference,learner+quality_level,2,0.03939375489937776,raw-within-metric
Sepsis,duration,nagelkerke,reference,learner+rung,2,0.014209332627286958,raw-within-metric
Sepsis,duration,nagelkerke,reference,split+quality_level,2,0.07863103304577734,raw-within-metric
Sepsis,duration,nagelkerke,reference,split+rung,2,0.12278651385092822,raw-within-metric
Sepsis,duration,nagelkerke,reference,quality_level+rung,2,0.014228932611281876,raw-within-metric
Sepsis,duration,nagelkerke,reference,learner+split+quality_level,3,0.0641703830390561,raw-within-metric
Sepsis,duration,nagelkerke,reference,learner+split+rung,3,0.10258329871996145,raw-within-metric
Sepsis,duration,nagelkerke,reference,learner+quality_level+rung,3,0.012473596227851859,raw-within-metric
Sepsis,duration,nagelkerke,reference,split+quality_level+rung,3,0.021750091158090717,raw-within-metric
Sepsis,duration,nagelkerke,reference,learner+split+quality_level+rung,4,0.02112783909341208,raw-within-metric
UCI498,duration,ap,reference,learner,1,0.0075096652657968225,raw-within-metric
UCI498,duration,ap,reference,split,1,0.038849220560975256,raw-within-metric
UCI498,duration,ap,reference,quality_level,1,0.010892982464698615,raw-within-metric
UCI498,duration,ap,reference,rung,1,0.7522180581506,raw-within-metric
UCI498,duration,ap,reference,learner+split,2,0.013445428357972978,raw-within-metric
UCI498,duration,ap,reference,learner+quality_level,2,0.0005433595315613082,raw-within-metric
UCI498,duration,ap,reference,learner+rung,2,0.06575774391017082,raw-within-metric
UCI498,duration,ap,reference,split+quality_level,2,0.004846981843925732,raw-within-metric
UCI498,duration,ap,reference,split+rung,2,0.04425461202193724,raw-within-metric
UCI498,duration,ap,reference,quality_level+rung,2,0.025193835561934178,raw-within-metric
UCI498,duration,ap,reference,learner+split+quality_level,3,0.0032868275898137907,raw-within-metric
UCI498,duration,ap,reference,learner+split+rung,3,0.020443874118071272,raw-within-metric
UCI498,duration,ap,reference,learner+quality_level+rung,3,0.003959338407365063,raw-within-metric
UCI498,duration,ap,reference,split+quality_level+rung,3,0.004341346254120101,raw-within-metric
UCI498,duration,ap,reference,learner+split+quality_level+rung,4,0.004456725961056766,raw-within-metric
UCI498,duration,auc,reference,learner,1,0.008326376441765366,raw-within-metric
UCI498,duration,auc,reference,split,1,0.011280469487492492,raw-within-metric
UCI498,duration,auc,reference,quality_level,1,0.008898395030746561,raw-within-metric
UCI498,duration,auc,reference,rung,1,0.864199104473685,raw-within-metric
UCI498,duration,auc,reference,learner+split,2,0.001550420945372986,raw-within-metric
UCI498,duration,auc,reference,learner+quality_level,2,0.0009822642769011529,raw-within-metric
UCI498,duration,auc,reference,learner+rung,2,0.003519995728153097,raw-within-metric
UCI498,duration,auc,reference,split+quality_level,2,0.004195048378506915,raw-within-metric
UCI498,duration,auc,reference,split+rung,2,0.014406047148485403,raw-within-metric
UCI498,duration,auc,reference,quality_level+rung,2,0.0701407426587607,raw-within-metric
UCI498,duration,auc,reference,learner+split+quality_level,3,0.0007034749245401569,raw-within-metric
UCI498,duration,auc,reference,learner+split+rung,3,0.00441694879490796,raw-within-metric
UCI498,duration,auc,reference,learner+quality_level+rung,3,0.0015341566419900137,raw-within-metric
UCI498,duration,auc,reference,split+quality_level+rung,3,0.004001142788521661,raw-within-metric
UCI498,duration,auc,reference,learner+split+quality_level+rung,4,0.0018454122801705448,raw-within-metric
UCI498,duration,brier_skill,reference,learner,1,0.09840132079022539,raw-within-metric
UCI498,duration,brier_skill,reference,split,1,0.24576236405430463,raw-within-metric
UCI498,duration,brier_skill,reference,quality_level,1,0.05025957482990428,raw-within-metric
UCI498,duration,brier_skill,reference,rung,1,0.19053339949561057,raw-within-metric
UCI498,duration,brier_skill,reference,learner+split,2,0.0433288096328291,raw-within-metric
UCI498,duration,brier_skill,reference,learner+quality_level,2,0.010461185087836068,raw-within-metric
UCI498,duration,brier_skill,reference,learner+rung,2,0.006568344466265569,raw-within-metric
UCI498,duration,brier_skill,reference,split+quality_level,2,0.019395603916713258,raw-within-metric
UCI498,duration,brier_skill,reference,split+rung,2,0.22322522016114454,raw-within-metric
UCI498,duration,brier_skill,reference,quality_level+rung,2,0.012761304482307438,raw-within-metric
UCI498,duration,brier_skill,reference,learner+split+quality_level,3,0.022467692984238695,raw-within-metric
UCI498,duration,brier_skill,reference,learner+split+rung,3,0.027089559614391114,raw-within-metric
UCI498,duration,brier_skill,reference,learner+quality_level+rung,3,0.007257324510609806,raw-within-metric
UCI498,duration,brier_skill,reference,split+quality_level+rung,3,0.01942510062980216,raw-within-metric
UCI498,duration,brier_skill,reference,learner+split+quality_level+rung,4,0.023063195343817327,raw-within-metric
UCI498,duration,logloss_skill,reference,learner,1,0.0987682714203175,raw-within-metric
UCI498,duration,logloss_skill,reference,split,1,0.27864859773101086,raw-within-metric
UCI498,duration,logloss_skill,reference,quality_level,1,0.0475062463546627,raw-within-metric
UCI498,duration,logloss_skill,reference,rung,1,0.1477063333694652,raw-within-metric
UCI498,duration,logloss_skill,reference,learner+split,2,0.06054912108209002,raw-within-metric
UCI498,duration,logloss_skill,reference,learner+quality_level,2,0.009250236214769721,raw-within-metric
UCI498,duration,logloss_skill,reference,learner+rung,2,0.015708140933536063,raw-within-metric
UCI498,duration,logloss_skill,reference,split+quality_level,2,0.015965468462908746,raw-within-metric
UCI498,duration,logloss_skill,reference,split+rung,2,0.21394747073248568,raw-within-metric
UCI498,duration,logloss_skill,reference,quality_level+rung,2,0.015588833599038067,raw-within-metric
UCI498,duration,logloss_skill,reference,learner+split+quality_level,3,0.019193897313707655,raw-within-metric
UCI498,duration,logloss_skill,reference,learner+split+rung,3,0.03129949910999226,raw-within-metric
UCI498,duration,logloss_skill,reference,learner+quality_level+rung,3,0.007949271747417478,raw-within-metric
UCI498,duration,logloss_skill,reference,split+quality_level+rung,3,0.01807703812820125,raw-within-metric
UCI498,duration,logloss_skill,reference,learner+split+quality_level+rung,4,0.01984157380039683,raw-within-metric
UCI498,duration,nagelkerke,reference,learner,1,0.08721278612034039,raw-within-metric
UCI498,duration,nagelkerke,reference,split,1,0.3060262927761054,raw-within-metric
UCI498,duration,nagelkerke,reference,quality_level,1,0.04001384162596422,raw-within-metric
UCI498,duration,nagelkerke,reference,rung,1,0.11185253175122437,raw-within-metric
UCI498,duration,nagelkerke,reference,learner+split,2,0.05908174377695306,raw-within-metric
UCI498,duration,nagelkerke,reference,learner+quality_level,2,0.007953180904053652,raw-within-metric
UCI498,duration,nagelkerke,reference,learner+rung,2,0.010568142643342628,raw-within-metric
UCI498,duration,nagelkerke,reference,split+quality_level,2,0.015245733567007036,raw-within-metric
UCI498,duration,nagelkerke,reference,split+rung,2,0.2579949877197102,raw-within-metric
UCI498,duration,nagelkerke,reference,quality_level+rung,2,0.01345357872140932,raw-within-metric
UCI498,duration,nagelkerke,reference,learner+split+quality_level,3,0.018685896908242634,raw-within-metric
UCI498,duration,nagelkerke,reference,learner+split+rung,3,0.02432114658056658,raw-within-metric
UCI498,duration,nagelkerke,reference,learner+quality_level+rung,3,0.0068298192061630346,raw-within-metric
UCI498,duration,nagelkerke,reference,split+quality_level+rung,3,0.01915241681403234,raw-within-metric
UCI498,duration,nagelkerke,reference,learner+split+quality_level+rung,4,0.021607900884885258,raw-within-metric
UCI498,handover,ap,reference,learner,1,0.0021585993752284227,raw-within-metric
UCI498,handover,ap,reference,split,1,0.02613435859935753,raw-within-metric
UCI498,handover,ap,reference,quality_level,1,0.005860571358956755,raw-within-metric
UCI498,handover,ap,reference,rung,1,0.7463274553298382,raw-within-metric
UCI498,handover,ap,reference,learner+split,2,0.007542906769392192,raw-within-metric
UCI498,handover,ap,reference,learner+quality_level,2,0.0031835629567238634,raw-within-metric
UCI498,handover,ap,reference,learner+rung,2,0.07588460016013808,raw-within-metric
UCI498,handover,ap,reference,split+quality_level,2,0.004972351160426663,raw-within-metric
UCI498,handover,ap,reference,split+rung,2,0.06818742947232183,raw-within-metric
UCI498,handover,ap,reference,quality_level+rung,2,0.013081237698722787,raw-within-metric
UCI498,handover,ap,reference,learner+split+quality_level,3,0.0021770872220437773,raw-within-metric
UCI498,handover,ap,reference,learner+split+rung,3,0.013687721283128526,raw-within-metric
UCI498,handover,ap,reference,learner+quality_level+rung,3,0.013882821028265423,raw-within-metric
UCI498,handover,ap,reference,split+quality_level+rung,3,0.012796762148039134,raw-within-metric
UCI498,handover,ap,reference,learner+split+quality_level+rung,4,0.004122535437416749,raw-within-metric
UCI498,handover,auc,reference,learner,1,0.003104592528167993,raw-within-metric
UCI498,handover,auc,reference,split,1,0.03584451065040875,raw-within-metric
UCI498,handover,auc,reference,quality_level,1,0.004309606544591737,raw-within-metric
UCI498,handover,auc,reference,rung,1,0.8018107410187781,raw-within-metric
UCI498,handover,auc,reference,learner+split,2,0.007929932166641396,raw-within-metric
UCI498,handover,auc,reference,learner+quality_level,2,0.0016312618642749192,raw-within-metric
UCI498,handover,auc,reference,learner+rung,2,0.012736379748939741,raw-within-metric
UCI498,handover,auc,reference,split+quality_level,2,0.0039436059252733,raw-within-metric
UCI498,handover,auc,reference,split+rung,2,0.08234594738112114,raw-within-metric
UCI498,handover,auc,reference,quality_level+rung,2,0.012670434444968862,raw-within-metric
UCI498,handover,auc,reference,learner+split+quality_level,3,0.0013337705109356154,raw-within-metric
UCI498,handover,auc,reference,learner+split+rung,3,0.018516853393697713,raw-within-metric
UCI498,handover,auc,reference,learner+quality_level+rung,3,0.002046015315481597,raw-within-metric
UCI498,handover,auc,reference,split+quality_level+rung,3,0.009465185930639239,raw-within-metric
UCI498,handover,auc,reference,learner+split+quality_level+rung,4,0.002311162576079866,raw-within-metric
UCI498,handover,brier_skill,reference,learner,1,0.2090632988486226,raw-within-metric
UCI498,handover,brier_skill,reference,split,1,0.0808372409331396,raw-within-metric
UCI498,handover,brier_skill,reference,quality_level,1,0.05537690816746321,raw-within-metric
UCI498,handover,brier_skill,reference,rung,1,0.33576421835082537,raw-within-metric
UCI498,handover,brier_skill,reference,learner+split,2,0.022243616556119703,raw-within-metric
UCI498,handover,brier_skill,reference,learner+quality_level,2,0.0408152299493164,raw-within-metric
UCI498,handover,brier_skill,reference,learner+rung,2,0.043243877252379194,raw-within-metric
UCI498,handover,brier_skill,reference,split+quality_level,2,0.0061089841730883315,raw-within-metric
UCI498,handover,brier_skill,reference,split+rung,2,0.09045667802853677,raw-within-metric
UCI498,handover,brier_skill,reference,quality_level+rung,2,0.027545333098321585,raw-within-metric
UCI498,handover,brier_skill,reference,learner+split+quality_level,3,0.0026065848524058346,raw-within-metric
UCI498,handover,brier_skill,reference,learner+split+rung,3,0.04513314900721859,raw-within-metric
UCI498,handover,brier_skill,reference,learner+quality_level+rung,3,0.017656074640591424,raw-within-metric
UCI498,handover,brier_skill,reference,split+quality_level+rung,3,0.014844321006029372,raw-within-metric
UCI498,handover,brier_skill,reference,learner+split+quality_level+rung,4,0.008304485135942022,raw-within-metric
UCI498,handover,logloss_skill,reference,learner,1,0.1946835562641538,raw-within-metric
