k,pct_vocab,coverage
8,0.31323414252153486,0.3015274372996417
32,1.2529365700861395,0.5719089823370419
64,2.505873140172279,0.7051354579169024
128,5.011746280344558,0.8196932553900308
256,10.023492560689116,0.8928908165189515
