n_pairs,n_cells,n_band_rows,q_median,q_max,q_min,q_within_instrument_median,q_emp_median,q_emp_width_median,q_mult_width_median,n_mult,q_dc_median,family_size_median,n_uniformly_beneficial,n_conditionally_beneficial,n_conditionally_harmful,n_uniformly_harmful,n_sign_changing,n_unresolved,rho_median,rho_min,rho_max,n_region_changed_by_family,n_resolved_whole,n_resolved_within,share_resolution_lost,n_incomplete_families,n_region_changed_by_mc,runtime_s
19,28080,31303,3.3347165264190672,3.569011767065125,3.139959571475433,2.353591488688499,4.343083105737341,2.0092595752008116,0.03700917954615601,20000,3.868511389189661,180.0,0,11,2,0,4,2,0.11666666666666667,-0.11666666666666667,0.7020833333333333,9,1150,1510,0.23841059602649006,2,0,198.3
