log,target,metric,unit,measure,rule,n_cells,adopts,loss,excess,rel_excess,L_adopt,L_decline,best,mean,share_positive
Helpdesk,duration,nagelkerke,Nagelkerke R2,equal-level,uniform-beneficial,216,False,0.0016146839934981217,0.0,0.0,0.0740071301453756,0.0016146839934981217,0.0016146839934981217,-0.07239244615187748,0.09722222222222222
Helpdesk,duration,nagelkerke,Nagelkerke R2,equal-level,majority,216,False,0.0016146839934981217,0.0,0.0,0.0740071301453756,0.0016146839934981217,0.0016146839934981217,-0.07239244615187748,0.09722222222222222
Helpdesk,duration,nagelkerke,Nagelkerke R2,equal-level,weighted-mean,216,False,0.0016146839934981217,0.0,0.0,0.0740071301453756,0.0016146839934981217,0.0016146839934981217,-0.07239244615187748,0.09722222222222222
Helpdesk,duration,nagelkerke,Nagelkerke R2,reference,one-number,216,False,0.0006479931394241196,0.0,0.0,0.10023257945355463,0.0006479931394241196,0.0006479931394241196,-0.0995845863141305,0.03624999999999999
Helpdesk,duration,nagelkerke,Nagelkerke R2,reference,uniform-beneficial,216,False,0.0006479931394241196,0.0,0.0,0.10023257945355463,0.0006479931394241196,0.0006479931394241196,-0.0995845863141305,0.03624999999999999
Helpdesk,duration,nagelkerke,Nagelkerke R2,reference,majority,216,False,0.0006479931394241196,0.0,0.0,0.10023257945355463,0.0006479931394241196,0.0006479931394241196,-0.0995845863141305,0.03624999999999999
Helpdesk,duration,nagelkerke,Nagelkerke R2,reference,weighted-mean,216,False,0.0006479931394241196,0.0,0.0,0.10023257945355463,0.0006479931394241196,0.0006479931394241196,-0.0995845863141305,0.03624999999999999
Helpdesk,duration,nagelkerke,Nagelkerke R2,concentrated,one-number,216,False,9.562395638149508e-05,0.0,0.0,0.0815626147725739,9.562395638149508e-05,9.562395638149508e-05,-0.08146699081619241,0.007263999999999997
Helpdesk,duration,nagelkerke,Nagelkerke R2,concentrated,uniform-beneficial,216,False,9.562395638149508e-05,0.0,0.0,0.0815626147725739,9.562395638149508e-05,9.562395638149508e-05,-0.08146699081619241,0.007263999999999997
Helpdesk,duration,nagelkerke,Nagelkerke R2,concentrated,majority,216,False,9.562395638149508e-05,0.0,0.0,0.0815626147725739,9.562395638149508e-05,9.562395638149508e-05,-0.08146699081619241,0.007263999999999997
Helpdesk,duration,nagelkerke,Nagelkerke R2,concentrated,weighted-mean,216,False,9.562395638149508e-05,0.0,0.0,0.0815626147725739,9.562395638149508e-05,9.562395638149508e-05,-0.08146699081619241,0.007263999999999997
RoadFines,duration,ap,average precision,equal-level,one-number,324,True,7.126446105344073e-05,0.0,0.0,7.126446105344073e-05,0.02596613962892621,7.126446105344073e-05,0.02589487516787277,0.9876543209876543
RoadFines,duration,ap,average precision,equal-level,uniform-beneficial,324,False,0.02596613962892621,0.02589487516787277,363.3630955049864,7.126446105344073e-05,0.02596613962892621,7.126446105344073e-05,0.02589487516787277,0.9876543209876543
RoadFines,duration,ap,average precision,equal-level,majority,324,True,7.126446105344073e-05,0.0,0.0,7.126446105344073e-05,0.02596613962892621,7.126446105344073e-05,0.02589487516787277,0.9876543209876543
RoadFines,duration,ap,average precision,equal-level,weighted-mean,324,True,7.126446105344073e-05,0.0,0.0,7.126446105344073e-05,0.02596613962892621,7.126446105344073e-05,0.02589487516787277,0.9876543209876543
RoadFines,duration,ap,average precision,reference,one-number,324,True,4.070531307278074e-05,0.0,0.0,4.070531307278074e-05,0.029742203120513212,4.070531307278074e-05,0.02970149780744043,0.9943749999999998
RoadFines,duration,ap,average precision,reference,uniform-beneficial,324,False,0.029742203120513212,0.02970149780744043,729.6712779074912,4.070531307278074e-05,0.029742203120513212,4.070531307278074e-05,0.02970149780744043,0.9943749999999998
RoadFines,duration,ap,average precision,reference,majority,324,True,4.070531307278074e-05,0.0,0.0,4.070531307278074e-05,0.029742203120513212,4.070531307278074e-05,0.02970149780744043,0.9943749999999998
RoadFines,duration,ap,average precision,reference,weighted-mean,324,True,4.070531307278074e-05,0.0,0.0,4.070531307278074e-05,0.029742203120513212,4.070531307278074e-05,0.02970149780744043,0.9943749999999998
RoadFines,duration,ap,average precision,concentrated,one-number,324,True,3.6020323938265073e-06,0.0,0.0,3.6020323938265073e-06,0.031684166664045194,3.6020323938265073e-06,0.031680564631651364,0.9995200000000002
RoadFines,duration,ap,average precision,concentrated,uniform-beneficial,324,False,0.031684166664045194,0.031680564631651364,8795.191482993994,3.6020323938265073e-06,0.031684166664045194,3.6020323938265073e-06,0.031680564631651364,0.9995200000000002
RoadFines,duration,ap,average precision,concentrated,majority,324,True,3.6020323938265073e-06,0.0,0.0,3.6020323938265073e-06,0.031684166664045194,3.6020323938265073e-06,0.031680564631651364,0.9995200000000002
RoadFines,duration,ap,average precision,concentrated,weighted-mean,324,True,3.6020323938265073e-06,0.0,0.0,3.6020323938265073e-06,0.031684166664045194,3.6020323938265073e-06,0.031680564631651364,0.9995200000000002
RoadFines,duration,auc,AUC,equal-level,one-number,324,True,0.0004385673594405632,0.0,0.0,0.0004385673594405632,0.026171119878406122,0.0004385673594405632,0.02573255251896556,0.9598765432098766
RoadFines,duration,auc,AUC,equal-level,uniform-beneficial,324,False,0.026171119878406122,0.025732552518965557,58.67411690598684,0.0004385673594405632,0.026171119878406122,0.0004385673594405632,0.02573255251896556,0.9598765432098766
RoadFines,duration,auc,AUC,equal-level,majority,324,True,0.0004385673594405632,0.0,0.0,0.0004385673594405632,0.026171119878406122,0.0004385673594405632,0.02573255251896556,0.9598765432098766
RoadFines,duration,auc,AUC,equal-level,weighted-mean,324,True,0.0004385673594405632,0.0,0.0,0.0004385673594405632,0.026171119878406122,0.0004385673594405632,0.02573255251896556,0.9598765432098766
RoadFines,duration,auc,AUC,reference,one-number,324,True,0.00023050262166184792,0.0,0.0,0.00023050262166184792,0.027924298993651387,0.00023050262166184792,0.027693796371989543,0.9799999999999999
RoadFines,duration,auc,AUC,reference,uniform-beneficial,324,False,0.027924298993651387,0.02769379637198954,120.14525549569197,0.00023050262166184792,0.027924298993651387,0.00023050262166184792,0.027693796371989543,0.9799999999999999
RoadFines,duration,auc,AUC,reference,majority,324,True,0.00023050262166184792,0.0,0.0,0.00023050262166184792,0.027924298993651387,0.00023050262166184792,0.027693796371989543,0.9799999999999999
RoadFines,duration,auc,AUC,reference,weighted-mean,324,True,0.00023050262166184792,0.0,0.0,0.00023050262166184792,0.027924298993651387,0.00023050262166184792,0.027693796371989543,0.9799999999999999
RoadFines,duration,auc,AUC,concentrated,one-number,324,True,2.0003283727938786e-05,0.0,0.0,2.0003283727938786e-05,0.02949547388347519,2.0003283727938786e-05,0.02947547059974725,0.9982400000000002
RoadFines,duration,auc,AUC,concentrated,uniform-beneficial,324,False,0.02949547388347519,0.029475470599747252,1473.5315961438155,2.0003283727938786e-05,0.02949547388347519,2.0003283727938786e-05,0.02947547059974725,0.9982400000000002
RoadFines,duration,auc,AUC,concentrated,majority,324,True,2.0003283727938786e-05,0.0,0.0,2.0003283727938786e-05,0.02949547388347519,2.0003283727938786e-05,0.02947547059974725,0.9982400000000002
RoadFines,duration,auc,AUC,concentrated,weighted-mean,324,True,2.0003283727938786e-05,0.0,0.0,2.0003283727938786e-05,0.02949547388347519,2.0003283727938786e-05,0.02947547059974725,0.9982400000000002
RoadFines,duration,brier_skill,Brier skill,equal-level,one-number,324,True,0.0022156329861878796,0.0,0.0,0.0022156329861878796,0.0080947803779748,0.0022156329861878796,0.00587914739178692,0.7314814814814815
RoadFines,duration,brier_skill,Brier skill,equal-level,uniform-beneficial,324,False,0.0080947803779748,0.00587914739178692,2.6534843218336093,0.0022156329861878796,0.0080947803779748,0.0022156329861878796,0.00587914739178692,0.7314814814814815
RoadFines,duration,brier_skill,Brier skill,equal-level,majority,324,True,0.0022156329861878796,0.0,0.0,0.0022156329861878796,0.0080947803779748,0.0022156329861878796,0.00587914739178692,0.7314814814814815
RoadFines,duration,brier_skill,Brier skill,equal-level,weighted-mean,324,True,0.0022156329861878796,0.0,0.0,0.0022156329861878796,0.0080947803779748,0.0022156329861878796,0.00587914739178692,0.7314814814814815
RoadFines,duration,brier_skill,Brier skill,reference,one-number,324,True,0.0016396614277159973,0.0,0.0,0.0016396614277159973,0.008945218109333034,0.0016396614277159973,0.007305556681617037,0.7962499999999999
RoadFines,duration,brier_skill,Brier skill,reference,uniform-beneficial,324,False,0.008945218109333034,0.007305556681617037,4.455527560829112,0.0016396614277159973,0.008945218109333034,0.0016396614277159973,0.007305556681617037,0.7962499999999999
RoadFines,duration,brier_skill,Brier skill,reference,majority,324,True,0.0016396614277159973,0.0,0.0,0.0016396614277159973,0.008945218109333034,0.0016396614277159973,0.007305556681617037,0.7962499999999999
RoadFines,duration,brier_skill,Brier skill,reference,weighted-mean,324,True,0.0016396614277159973,0.0,0.0,0.0016396614277159973,0.008945218109333034,0.0016396614277159973,0.007305556681617037,0.7962499999999999
RoadFines,duration,brier_skill,Brier skill,concentrated,one-number,324,True,0.0006251043510074901,0.0,0.0,0.0006251043510074901,0.010498234611601324,0.0006251043510074901,0.009873130260593834,0.918128
RoadFines,duration,brier_skill,Brier skill,concentrated,uniform-beneficial,324,False,0.010498234611601324,0.009873130260593834,15.794371363247048,0.0006251043510074901,0.010498234611601324,0.0006251043510074901,0.009873130260593834,0.918128
RoadFines,duration,brier_skill,Brier skill,concentrated,majority,324,True,0.0006251043510074901,0.0,0.0,0.0006251043510074901,0.010498234611601324,0.0006251043510074901,0.009873130260593834,0.918128
RoadFines,duration,brier_skill,Brier skill,concentrated,weighted-mean,324,True,0.0006251043510074901,0.0,0.0,0.0006251043510074901,0.010498234611601324,0.0006251043510074901,0.009873130260593834,0.918128
RoadFines,duration,logloss_skill,log-loss skill,equal-level,one-number,324,True,0.002011072847759305,0.0,0.0,0.002011072847759305,0.005949216045645377,0.002011072847759305,0.003938143197886072,0.7283950617283951
RoadFines,duration,logloss_skill,log-loss skill,equal-level,uniform-beneficial,324,False,0.005949216045645377,0.003938143197886072,1.9582300075672883,0.002011072847759305,0.005949216045645377,0.002011072847759305,0.003938143197886072,0.7283950617283951
RoadFines,duration,logloss_skill,log-loss skill,equal-level,majority,324,True,0.002011072847759305,0.0,0.0,0.002011072847759305,0.005949216045645377,0.002011072847759305,0.003938143197886072,0.7283950617283951
RoadFines,duration,logloss_skill,log-loss skill,equal-level,weighted-mean,324,True,0.002011072847759305,0.0,0.0,0.002011072847759305,0.005949216045645377,0.002011072847759305,0.003938143197886072,0.7283950617283951
RoadFines,duration,logloss_skill,log-loss skill,reference,one-number,324,True,0.0014948835557357378,0.0,0.0,0.0014948835557357378,0.0065457650225409884,0.0014948835557357378,0.005050881466805251,0.7887499999999998
RoadFines,duration,logloss_skill,log-loss skill,reference,uniform-beneficial,324,False,0.0065457650225409884,0.005050881466805251,3.3787792015140306,0.0014948835557357378,0.0065457650225409884,0.0014948835557357378,0.005050881466805251,0.7887499999999998
RoadFines,duration,logloss_skill,log-loss skill,reference,majority,324,True,0.0014948835557357378,0.0,0.0,0.0014948835557357378,0.0065457650225409884,0.0014948835557357378,0.005050881466805251,0.7887499999999998
RoadFines,duration,logloss_skill,log-loss skill,reference,weighted-mean,324,True,0.0014948835557357378,0.0,0.0,0.0014948835557357378,0.0065457650225409884,0.0014948835557357378,0.005050881466805251,0.7887499999999998
RoadFines,duration,logloss_skill,log-loss skill,concentrated,one-number,324,True,0.0005089043420347757,0.0,0.0,0.0005089043420347757,0.007901485033412713,0.0005089043420347757,0.007392580691377937,0.9151520000000002
RoadFines,duration,logloss_skill,log-loss skill,concentrated,uniform-beneficial,324,False,0.007901485033412713,0.007392580691377938,14.52646417167486,0.0005089043420347757,0.007901485033412713,0.0005089043420347757,0.007392580691377937,0.9151520000000002
RoadFines,duration,logloss_skill,log-loss skill,concentrated,majority,324,True,0.0005089043420347757,0.0,0.0,0.0005089043420347757,0.007901485033412713,0.0005089043420347757,0.007392580691377937,0.9151520000000002
RoadFines,duration,logloss_skill,log-loss skill,concentrated,weighted-mean,324,True,0.0005089043420347757,0.0,0.0,0.0005089043420347757,0.007901485033412713,0.0005089043420347757,0.007392580691377937,0.9151520000000002
RoadFines,duration,nagelkerke,Nagelkerke R2,equal-level,one-number,324,True,0.0037350397799634245,0.0,0.0,0.0037350397799634245,0.010940559933657331,0.0037350397799634245,0.007205520153693908,0.7283950617283951
RoadFines,duration,nagelkerke,Nagelkerke R2,equal-level,uniform-beneficial,324,False,0.010940559933657331,0.0072055201536939065,1.9291682493846067,0.0037350397799634245,0.010940559933657331,0.0037350397799634245,0.007205520153693908,0.7283950617283951
RoadFines,duration,nagelkerke,Nagelkerke R2,equal-level,majority,324,True,0.0037350397799634245,0.0,0.0,0.0037350397799634245,0.010940559933657331,0.0037350397799634245,0.007205520153693908,0.7283950617283951
RoadFines,duration,nagelkerke,Nagelkerke R2,equal-level,weighted-mean,324,True,0.0037350397799634245,0.0,0.0,0.0037350397799634245,0.010940559933657331,0.0037350397799634245,0.007205520153693908,0.7283950617283951
RoadFines,duration,nagelkerke,Nagelkerke R2,reference,one-number,324,True,0.002768668824749524,0.0,0.0,0.002768668824749524,0.011995948459729545,0.002768668824749524,0.009227279634980021,0.7887499999999998
RoadFines,duration,nagelkerke,Nagelkerke R2,reference,uniform-beneficial,324,False,0.011995948459729545,0.009227279634980021,3.3327494976994205,0.002768668824749524,0.011995948459729545,0.002768668824749524,0.009227279634980021,0.7887499999999998
RoadFines,duration,nagelkerke,Nagelkerke R2,reference,majority,324,True,0.002768668824749524,0.0,0.0,0.002768668824749524,0.011995948459729545,0.002768668824749524,0.009227279634980021,0.7887499999999998
RoadFines,duration,nagelkerke,Nagelkerke R2,reference,weighted-mean,324,True,0.002768668824749524,0.0,0.0,0.002768668824749524,0.011995948459729545,0.002768668824749524,0.009227279634980021,0.7887499999999998
RoadFines,duration,nagelkerke,Nagelkerke R2,concentrated,one-number,324,True,0.0009389834542567685,0.0,0.0,0.0009389834542567685,0.014431537628335583,0.0009389834542567685,0.013492554174078814,0.9151520000000002
RoadFines,duration,nagelkerke,Nagelkerke R2,concentrated,uniform-beneficial,324,False,0.014431537628335583,0.013492554174078814,14.369320474084972,0.0009389834542567685,0.014431537628335583,0.0009389834542567685,0.013492554174078814,0.9151520000000002
RoadFines,duration,nagelkerke,Nagelkerke R2,concentrated,majority,324,True,0.0009389834542567685,0.0,0.0,0.0009389834542567685,0.014431537628335583,0.0009389834542567685,0.013492554174078814,0.9151520000000002
RoadFines,duration,nagelkerke,Nagelkerke R2,concentrated,weighted-mean,324,True,0.0009389834542567685,0.0,0.0,0.0009389834542567685,0.014431537628335583,0.0009389834542567685,0.013492554174078814,0.9151520000000002
Sepsis,duration,ap,average precision,equal-level,one-number,216,True,0.0006244564745170379,0.0,0.0,0.0006244564745170379,0.12845703631086897,0.0006244564745170379,0.12783257983635193,0.9722222222222222
Sepsis,duration,ap,average precision,equal-level,uniform-beneficial,216,False,0.12845703631086897,0.12783257983635193,204.71015203296463,0.0006244564745170379,0.12845703631086897,0.0006244564745170379,0.12783257983635193,0.9722222222222222
Sepsis,duration,ap,average precision,equal-level,majority,216,True,0.0006244564745170379,0.0,0.0,0.0006244564745170379,0.12845703631086897,0.0006244564745170379,0.12783257983635193,0.9722222222222222
Sepsis,duration,ap,average precision,equal-level,weighted-mean,216,True,0.0006244564745170379,0.0,0.0,0.0006244564745170379,0.12845703631086897,0.0006244564745170379,0.12783257983635193,0.9722222222222222
Sepsis,duration,ap,average precision,reference,one-number,216,True,0.0003014752647869421,0.0,0.0,0.0003014752647869421,0.13697860989427776,0.0003014752647869421,0.13667713462949083,0.9850000000000001
Sepsis,duration,ap,average precision,reference,uniform-beneficial,216,False,0.13697860989427776,0.13667713462949083,453.3610235854108,0.0003014752647869421,0.13697860989427776,0.0003014752647869421,0.13667713462949083,0.9850000000000001
Sepsis,duration,ap,average precision,reference,majority,216,True,0.0003014752647869421,0.0,0.0,0.0003014752647869421,0.13697860989427776,0.0003014752647869421,0.13667713462949083,0.9850000000000001
Sepsis,duration,ap,average precision,reference,weighted-mean,216,True,0.0003014752647869421,0.0,0.0,0.0003014752647869421,0.13697860989427776,0.0003014752647869421,0.13667713462949083,0.9850000000000001
Sepsis,duration,ap,average precision,concentrated,one-number,216,True,2.4081817862663667e-05,0.0,0.0,2.4081817862663667e-05,0.1417658527566294,2.4081817862663667e-05,0.14174177093876672,0.9987520000000001
Sepsis,duration,ap,average precision,concentrated,uniform-beneficial,216,False,0.1417658527566294,0.14174177093876672,5885.8418308412865,2.4081817862663667e-05,0.1417658527566294,2.4081817862663667e-05,0.14174177093876672,0.9987520000000001
Sepsis,duration,ap,average precision,concentrated,majority,216,True,2.4081817862663667e-05,0.0,0.0,2.4081817862663667e-05,0.1417658527566294,2.4081817862663667e-05,0.14174177093876672,0.9987520000000001
Sepsis,duration,ap,average precision,concentrated,weighted-mean,216,True,2.4081817862663667e-05,0.0,0.0,2.4081817862663667e-05,0.1417658527566294,2.4081817862663667e-05,0.14174177093876672,0.9987520000000001
Sepsis,duration,auc,AUC,equal-level,one-number,216,True,0.0,0.0,,0.0,0.1522786985889751,0.0,0.1522786985889751,1.0
Sepsis,duration,auc,AUC,equal-level,uniform-beneficial,216,True,0.0,0.0,,0.0,0.1522786985889751,0.0,0.1522786985889751,1.0
Sepsis,duration,auc,AUC,equal-level,majority,216,True,0.0,0.0,,0.0,0.1522786985889751,0.0,0.1522786985889751,1.0
Sepsis,duration,auc,AUC,equal-level,weighted-mean,216,True,0.0,0.0,,0.0,0.1522786985889751,0.0,0.1522786985889751,1.0
Sepsis,duration,auc,AUC,reference,one-number,216,True,0.0,0.0,,0.0,0.1580886610187584,0.0,0.1580886610187584,1.0
Sepsis,duration,auc,AUC,reference,uniform-beneficial,216,True,0.0,0.0,,0.0,0.1580886610187584,0.0,0.1580886610187584,1.0
Sepsis,duration,auc,AUC,reference,majority,216,True,0.0,0.0,,0.0,0.1580886610187584,0.0,0.1580886610187584,1.0
Sepsis,duration,auc,AUC,reference,weighted-mean,216,True,0.0,0.0,,0.0,0.1580886610187584,0.0,0.1580886610187584,1.0
Sepsis,duration,auc,AUC,concentrated,one-number,216,True,0.0,0.0,,0.0,0.1557842839789922,0.0,0.1557842839789922,1.0000000000000002
Sepsis,duration,auc,AUC,concentrated,uniform-beneficial,216,True,0.0,0.0,,0.0,0.1557842839789922,0.0,0.1557842839789922,1.0000000000000002
Sepsis,duration,auc,AUC,concentrated,majority,216,True,0.0,0.0,,0.0,0.1557842839789922,0.0,0.1557842839789922,1.0000000000000002
Sepsis,duration,auc,AUC,concentrated,weighted-mean,216,True,0.0,0.0,,0.0,0.1557842839789922,0.0,0.1557842839789922,1.0000000000000002
Sepsis,duration,brier_skill,Brier skill,equal-level,one-number,216,True,0.0004343566458976213,0.0,0.0,0.0004343566458976213,0.20430524809454229,0.0004343566458976213,0.20387089144864468,0.9768518518518519
Sepsis,duration,brier_skill,Brier skill,equal-level,uniform-beneficial,216,False,0.20430524809454229,0.20387089144864468,469.3628919325835,0.0004343566458976213,0.20430524809454229,0.0004343566458976213,0.20387089144864468,0.9768518518518519
Sepsis,duration,brier_skill,Brier skill,equal-level,majority,216,True,0.0004343566458976213,0.0,0.0,0.0004343566458976213,0.20430524809454229,0.0004343566458976213,0.20387089144864468,0.9768518518518519
Sepsis,duration,brier_skill,Brier skill,equal-level,weighted-mean,216,True,0.0004343566458976213,0.0,0.0,0.0004343566458976213,0.20430524809454229,0.0004343566458976213,0.20387089144864468,0.9768518518518519
Sepsis,duration,brier_skill,Brier skill,reference,one-number,216,True,0.00016991797198332825,0.0,0.0,0.00016991797198332825,0.20319843551529906,0.00016991797198332825,0.20302851754331575,0.9875000000000002
Sepsis,duration,brier_skill,Brier skill,reference,uniform-beneficial,216,False,0.20319843551529906,0.20302851754331575,1194.8619394023617,0.00016991797198332825,0.20319843551529906,0.00016991797198332825,0.20302851754331575,0.9875000000000002
Sepsis,duration,brier_skill,Brier skill,reference,majority,216,True,0.00016991797198332825,0.0,0.0,0.00016991797198332825,0.20319843551529906,0.00016991797198332825,0.20302851754331575,0.9875000000000002
Sepsis,duration,brier_skill,Brier skill,reference,weighted-mean,216,True,0.00016991797198332825,0.0,0.0,0.00016991797198332825,0.20319843551529906,0.00016991797198332825,0.20302851754331575,0.9875000000000002
Sepsis,duration,brier_skill,Brier skill,concentrated,one-number,216,True,9.542821720930792e-06,0.0,0.0,9.542821720930792e-06,0.20854619949985542,9.542821720930792e-06,0.2085366566781345,0.9990080000000001
Sepsis,duration,brier_skill,Brier skill,concentrated,uniform-beneficial,216,False,0.20854619949985542,0.20853665667813448,21852.724778535852,9.542821720930792e-06,0.20854619949985542,9.542821720930792e-06,0.2085366566781345,0.9990080000000001
Sepsis,duration,brier_skill,Brier skill,concentrated,majority,216,True,9.542821720930792e-06,0.0,0.0,9.542821720930792e-06,0.20854619949985542,9.542821720930792e-06,0.2085366566781345,0.9990080000000001
Sepsis,duration,brier_skill,Brier skill,concentrated,weighted-mean,216,True,9.542821720930792e-06,0.0,0.0,9.542821720930792e-06,0.20854619949985542,9.542821720930792e-06,0.2085366566781345,0.9990080000000001
Sepsis,duration,logloss_skill,log-loss skill,equal-level,one-number,216,True,0.009390957674331442,0.0,0.0,0.009390957674331442,0.17102823543915435,0.009390957674331442,0.1616372777648229,0.8842592592592592
Sepsis,duration,logloss_skill,log-loss skill,equal-level,uniform-beneficial,216,False,0.17102823543915435,0.16163727776482292,17.212012168538514,0.009390957674331442,0.17102823543915435,0.009390957674331442,0.1616372777648229,0.8842592592592592
Sepsis,duration,logloss_skill,log-loss skill,equal-level,majority,216,True,0.009390957674331442,0.0,0.0,0.009390957674331442,0.17102823543915435,0.009390957674331442,0.1616372777648229,0.8842592592592592
Sepsis,duration,logloss_skill,log-loss skill,equal-level,weighted-mean,216,True,0.009390957674331442,0.0,0.0,0.009390957674331442,0.17102823543915435,0.009390957674331442,0.1616372777648229,0.8842592592592592
Sepsis,duration,logloss_skill,log-loss skill,reference,one-number,216,True,0.0069490417764287325,0.0,0.0,0.0069490417764287325,0.1574982861495105,0.0069490417764287325,0.1505492443730818,0.8450000000000001
Sepsis,duration,logloss_skill,log-loss skill,reference,uniform-beneficial,216,False,0.1574982861495105,0.15054924437308176,21.6647487836017,0.0069490417764287325,0.1574982861495105,0.0069490417764287325,0.1505492443730818,0.8450000000000001
Sepsis,duration,logloss_skill,log-loss skill,reference,majority,216,True,0.0069490417764287325,0.0,0.0,0.0069490417764287325,0.1574982861495105,0.0069490417764287325,0.1505492443730818,0.8450000000000001
Sepsis,duration,logloss_skill,log-loss skill,reference,weighted-mean,216,True,0.0069490417764287325,0.0,0.0,0.0069490417764287325,0.1574982861495105,0.0069490417764287325,0.1505492443730818,0.8450000000000001
Sepsis,duration,logloss_skill,log-loss skill,concentrated,one-number,216,True,0.0019467009945950808,0.0,0.0,0.0019467009945950808,0.17843710303478127,0.0019467009945950808,0.1764904020401862,0.8739200000000001
Sepsis,duration,logloss_skill,log-loss skill,concentrated,uniform-beneficial,216,False,0.17843710303478127,0.1764904020401862,90.66127902035448,0.0019467009945950808,0.17843710303478127,0.0019467009945950808,0.1764904020401862,0.8739200000000001
Sepsis,duration,logloss_skill,log-loss skill,concentrated,majority,216,True,0.0019467009945950808,0.0,0.0,0.0019467009945950808,0.17843710303478127,0.0019467009945950808,0.1764904020401862,0.8739200000000001
Sepsis,duration,logloss_skill,log-loss skill,concentrated,weighted-mean,216,True,0.0019467009945950808,0.0,0.0,0.0019467009945950808,0.17843710303478127,0.0019467009945950808,0.1764904020401862,0.8739200000000001
Sepsis,duration,nagelkerke,Nagelkerke R2,equal-level,one-number,216,True,0.020225092769635848,0.0,0.0,0.020225092769635848,0.3013826771963245,0.020225092769635848,0.28115758442668864,0.8842592592592592
Sepsis,duration,nagelkerke,Nagelkerke R2,equal-level,uniform-beneficial,216,False,0.3013826771963245,0.28115758442668864,13.901423722950412,0.020225092769635848,0.3013826771963245,0.020225092769635848,0.28115758442668864,0.8842592592592592
Sepsis,duration,nagelkerke,Nagelkerke R2,equal-level,majority,216,True,0.020225092769635848,0.0,0.0,0.020225092769635848,0.3013826771963245,0.020225092769635848,0.28115758442668864,0.8842592592592592
Sepsis,duration,nagelkerke,Nagelkerke R2,equal-level,weighted-mean,216,True,0.020225092769635848,0.0,0.0,0.020225092769635848,0.3013826771963245,0.020225092769635848,0.28115758442668864,0.8842592592592592
Sepsis,duration,nagelkerke,Nagelkerke R2,reference,one-number,216,True,0.014694570797118355,0.0,0.0,0.014694570797118355,0.272976968031811,0.014694570797118355,0.25828239723469265,0.8450000000000001
Sepsis,duration,nagelkerke,Nagelkerke R2,reference,uniform-beneficial,216,False,0.272976968031811,0.25828239723469265,17.576722777458905,0.014694570797118355,0.272976968031811,0.014694570797118355,0.25828239723469265,0.8450000000000001
Sepsis,duration,nagelkerke,Nagelkerke R2,reference,majority,216,True,0.014694570797118355,0.0,0.0,0.014694570797118355,0.272976968031811,0.014694570797118355,0.25828239723469265,0.8450000000000001
Sepsis,duration,nagelkerke,Nagelkerke R2,reference,weighted-mean,216,True,0.014694570797118355,0.0,0.0,0.014694570797118355,0.272976968031811,0.014694570797118355,0.25828239723469265,0.8450000000000001
Sepsis,duration,nagelkerke,Nagelkerke R2,concentrated,one-number,216,True,0.004317036890933013,0.0,0.0,0.004317036890933013,0.2863045749950928,0.004317036890933013,0.28198753810415983,0.8739200000000001
Sepsis,duration,nagelkerke,Nagelkerke R2,concentrated,uniform-beneficial,216,False,0.2863045749950928,0.28198753810415983,65.31969617781415,0.004317036890933013,0.2863045749950928,0.004317036890933013,0.28198753810415983,0.8739200000000001
Sepsis,duration,nagelkerke,Nagelkerke R2,concentrated,majority,216,True,0.004317036890933013,0.0,0.0,0.004317036890933013,0.2863045749950928,0.004317036890933013,0.28198753810415983,0.8739200000000001
Sepsis,duration,nagelkerke,Nagelkerke R2,concentrated,weighted-mean,216,True,0.004317036890933013,0.0,0.0,0.004317036890933013,0.2863045749950928,0.004317036890933013,0.28198753810415983,0.8739200000000001
UCI498,duration,ap,average precision,equal-level,one-number,216,False,0.017653332040445092,0.015173068450361465,6.117522553258089,0.002480263590083627,0.017653332040445092,0.002480263590083627,0.015173068450361465,0.6805555555555555
UCI498,duration,ap,average precision,equal-level,uniform-beneficial,216,False,0.017653332040445092,0.015173068450361465,6.117522553258089,0.002480263590083627,0.017653332040445092,0.002480263590083627,0.015173068450361465,0.6805555555555555
UCI498,duration,ap,average precision,equal-level,majority,216,True,0.002480263590083627,0.0,0.0,0.002480263590083627,0.017653332040445092,0.002480263590083627,0.015173068450361465,0.6805555555555555
UCI498,duration,ap,average precision,equal-level,weighted-mean,216,True,0.002480263590083627,0.0,0.0,0.002480263590083627,0.017653332040445092,0.002480263590083627,0.015173068450361465,0.6805555555555555
UCI498,duration,ap,average precision,reference,one-number,216,False,0.015323698255064976,0.012278267654852022,4.031701675944761,0.003045430600212953,0.015323698255064976,0.003045430600212953,0.012278267654852022,0.5612500000000001
UCI498,duration,ap,average precision,reference,uniform-beneficial,216,False,0.015323698255064976,0.012278267654852022,4.031701675944761,0.003045430600212953,0.015323698255064976,0.003045430600212953,0.012278267654852022,0.5612500000000001
UCI498,duration,ap,average precision,reference,majority,216,True,0.003045430600212953,0.0,0.0,0.003045430600212953,0.015323698255064976,0.003045430600212953,0.012278267654852022,0.5612500000000001
UCI498,duration,ap,average precision,reference,weighted-mean,216,True,0.003045430600212953,0.0,0.0,0.003045430600212953,0.015323698255064976,0.003045430600212953,0.012278267654852022,0.5612500000000001
