n_test,prevalence_test,prevalence_train,n_boot,n_grid,n_instruments_named,n_instruments_independent,auc_reduction,auc_reduction_lo,auc_reduction_hi,ap_reduction,ap_reduction_lo,ap_reduction_hi,brier_skill_reduction,brier_skill_reduction_lo,brier_skill_reduction_hi,nagelkerke_reduction,nagelkerke_reduction_lo,nagelkerke_reduction_hi,rank_family_lo,rank_family_hi,proper_family_lo,proper_family_hi,scalar_reduction_lo,scalar_reduction_hi,nb_reduction_lo,nb_reduction_hi,n_nb_thresholds_reportable,n_resolvably_positive,n_resolvably_negative,pos_run_n,pos_run_lo,pos_run_hi,pos_outside_run,nb_best_threshold,nb_best_per_thousand,nb_best_lo,nb_best_hi,nb_best_reduction,nb_worst_threshold,nb_worst_per_thousand,nb_worst_lo,nb_worst_hi,neg_band_lo,neg_band_hi,cost_identity_max_gap,intake_distinct_scores,runtime_s
13637,0.37200263987680576,0.4126595009114338,2000,31,7,6,0.43673515041607924,0.4017948425358718,0.47078624259926616,0.6032108726671612,0.57292603927267,0.6337380542666471,0.5836667996380001,0.5443966016851846,0.623417208057451,0.5657452269870302,0.5286933708334464,0.6027508395695302,0.43673515041607924,0.6032108726671612,0.5657452269870302,0.5836667996380001,0.43673515041607924,0.6032108726671612,0.06349485018726553,1.1918047079337402,5,20,4,14,0.1,0.425,6,0.325,86.92582000494298,80.77024924022062,93.0801007064115,0.06349485018726553,0.525,-21.099717100921247,-27.680497717124094,-14.402959440840142,0.475,0.575,3.3306690738754696e-16,23,67.5
