n_cells,n_draws,n_ref_points,n_degenerate_band,share_degenerate_band,n_degenerate_ref,n_lowdistinct_band,kurt_med_band,kurt_p90_band,q_nominal,factor_applied,factor_all_cells,factor_admissible_min,factor_admissible_median,factor_all_cells_min,ratio_dca_adm,ratio_dca_all,q_widened,q_all_cells,n_beneficial_pointwise,n_harmful_pointwise,n_beneficial_sim_nominal,n_harmful_sim_nominal,n_beneficial_sim_widened,n_harmful_sim_widened,n_unresolved_sim_widened,n_beneficial_sim_all_cells,n_harmful_sim_all_cells,n_beneficial_lost_to_widening,theta_min_beneficial_widened,n_beneficial_widened_above_min,beneficial_widened_contiguous,width_sim_nominal,width_sim_widened,width_pointwise,dip_theta_nominal,dip_value_nominal,dip_theta_widened,dip_value_widened,n_family_beneficial_nominal,n_family_harmful_nominal,n_family_beneficial_widened,n_family_harmful_widened,n_family_beneficial_all_cells,n_family_harmful_all_cells,q_emp_adm,q_emp_adm_lo,q_emp_adm_hi,q_emp_all,n_cells_admissible,n_cells_excluded_degenerate,n_beneficial_sim_emp,n_harmful_sim_emp,n_unresolved_sim_emp,n_beneficial_sim_emp_hi,n_beneficial_sim_emp_all,n_harmful_sim_emp_all,n_beneficial_lost_to_emp,theta_min_beneficial_emp,beneficial_emp_contiguous,width_sim_emp,n_family_beneficial_emp,n_family_harmful_emp,n_family_beneficial_emp_all,n_family_harmful_emp_all,shortfall_whole_min,shortfall_whole_max,runtime_s
248,200,31,2,0.008064516129032258,1,6,0.42388432442161994,8.15809012553651,3.574210982848223,1.9615376478376223,1.6475794032060211,1.815103098163972,1.8883203730007971,1.5669866475360572,2.238407263053817,2.67711728623712,7.0109494041715,5.888796398053482,24,0,18,0,8,0,23,9,0,10,0.6,8,False,0.013557795210467842,0.02659412572700527,0.0071311406591082005,0.55,-0.013036324626964156,0.575,-0.037371598129795486,110,1,44,0,61,0,6.643915380040814,5.731065909086406,9.081714190307052,6.995884198633907,246,2,8,0,23,5,8,0,10,0.6,False,0.025201882191769887,51,0,45,0,1.2734859999892338,1.2734859999892338,0.093
