log,target,learner,quality,level,rung,metric,V,without_f,with_f,se,lo,hi,n_draws,mean,resolved
BPIC14,duration,logit,clean,1.0,B_half,nb_0.275,0.0404608881369643,0.21099788397890878,0.2514587721158731,0.0027875322319800178,0.03313200716191754,0.04364336659448853,200,0.03844590828602293,True
BPIC14,duration,logit,clean,1.0,B_half,nb_0.300,0.050268712834869306,0.1833479780125467,0.23361669084741601,0.0029823151546794387,0.043682949506508355,0.05441792508735722,200,0.04884545435968695,True
BPIC14,duration,logit,clean,1.0,B_half,nb_0.325,0.06034478191537268,0.15364993086349116,0.21399471277886384,0.0032643149541462047,0.0545691020730357,0.06630528934026289,200,0.060500868841950224,True
BPIC14,duration,logit,clean,1.0,B_half,nb_0.350,0.07517907639492533,0.12166741854912361,0.19684649494404893,0.009917782139026825,0.049256599143954284,0.08305376142953029,200,0.06701465070475227,True
BPIC14,duration,logit,clean,1.0,B_half,nb_0.375,0.07821484766127881,0.10670862537548276,0.18492347303676157,0.006191481953059346,0.06232763553139749,0.08418788442282935,200,0.07338013159776856,True
BPIC14,duration,logit,clean,1.0,B_half,nb_0.400,0.09166547465789349,0.07678920516854998,0.16845467982644347,0.005439479721200376,0.07854384208267781,0.09977351833309497,200,0.08975325418395082,True
BPIC14,duration,logit,clean,1.0,B_half,nb_0.425,0.10559228324616127,0.044268096247970956,0.14986037949413222,0.0058404695470243625,0.09367719676851609,0.11641800327128667,200,0.10522078075538115,True
BPIC14,duration,logit,clean,1.0,B_half,nb_0.450,0.12408161142247823,0.008575961300893387,0.13265757272337161,0.010174776330600568,0.10706005123470437,0.13674497080662154,200,0.12225972354065616,True
BPIC14,duration,logit,clean,1.0,B_half,nb_0.475,0.061051283623161756,0.058909073570781484,0.11996035719394324,0.011287926281384626,0.04534707889735783,0.06957295434265828,200,0.05763917553861768,True
BPIC14,duration,logit,clean,1.0,B_half,nb_0.500,0.05371191531969674,0.04555857531111429,0.09927049063081103,0.0069513910045126154,0.040550350450579316,0.06532863681876701,200,0.05270454870547847,True
BPIC14,duration,logit,clean,1.0,B_half,nb_0.525,0.05052736977617836,0.030802761445166332,0.08133013122134469,0.008973241657188307,0.03828964307493087,0.07298989678458771,200,0.053913509098163795,True
