log,target,learner,quality,level,rung,metric,V,without_f,with_f,se,lo,hi,n_draws,mean,resolved
BPIC14,duration,logit,mask_rare,0.75,B_intake_g_km,nb_0.500,0.0017880131597768079,0.1180803890716636,0.11986840223144041,0.00700461958451092,-0.016676798741238726,0.008875697325132336,200,-0.003296023458732656,False
BPIC14,duration,logit,mask_rare,0.75,B_intake_g_km,nb_0.525,-0.006425554660503374,0.11466998923427865,0.10824443457377528,0.004439112151424953,-0.014977998027539175,0.003814020281715572,200,-0.005774322625330314,False
BPIC14,duration,logit,mask_rare,0.75,B_intake_g_km,nb_0.550,-0.011077734865461902,0.106994707481047,0.0959169726155851,0.00500248299926214,-0.015312544700328964,0.00430891304693335,200,-0.006490527503615763,False
BPIC14,duration,logit,mask_rare,0.75,B_intake_g_km,nb_0.575,0.00048381532558669504,0.09124336331585989,0.09172717864144658,0.0058178349196562375,-0.016409438185229712,0.005796633486751876,200,-0.0046905054397670945,False
BPIC14,duration,logit,mask_rare,0.75,B_intake_g_km,nb_0.600,-0.002682019739665281,0.07702760692318697,0.07434558718352169,0.006052842336149274,-0.014491846659991429,0.007153840652267203,200,-0.0028692247174939177,False
BPIC14,duration,logit,mask_rare,0.75,B_intake_g_km,nb_0.625,-0.008558622991465203,0.06584656463071567,0.05728794163925047,0.006280378313147238,-0.012340866828779844,0.009312568540504489,200,-0.0005698993944595432,False
BPIC14,duration,logit,mask_rare,0.75,B_intake_g_km,nb_0.650,0.0017164926333857744,0.05616404765310501,0.057880540286490784,0.00701476693697508,-0.01351763491836441,0.010174561170484498,200,0.0003137196804054193,False
BPIC14,duration,logit,mask_rare,0.75,B_intake_g_km,nb_0.675,0.002541729476359722,0.04872748478813413,0.05126921426449385,0.007528652371185353,-0.017067961004808375,0.012667935697545214,200,0.0006957296744165563,False
BPIC14,duration,logit,mask_rare,0.75,B_intake_g_km,nb_0.700,0.003933628951509088,0.037452915653459234,0.04138654460496832,0.006769458469631926,-0.017554713202689205,0.010138034615934766,200,5.030277022838772e-05,False
BPIC14,duration,logit,mask_rare,0.75,B_intake_g_km,nb_0.725,0.0011508302882927562,0.036748546832941056,0.03789937712123381,0.006809997508061299,-0.01714932185537249,0.010119016657780791,200,-7.844501371893588e-05,False
BPIC14,duration,logit,mask_rare,0.75,B_intake_g_km,nb_0.750,0.0008582463166929011,0.029609497925904726,0.030467744242597627,0.005868766801247121,-0.0135889000143041,0.009599842654841933,200,-0.0012415963381490476,False
BPIC14,duration,logit,mask_rare,0.75,B_intake_g_km,nb_0.775,-0.00459320713933789,0.03246237225639313,0.027869165117055242,0.005306427909021175,-0.01342261479044488,0.007722627505205114,200,-0.0022043420906244556,False
BPIC14,duration,logit,mask_rare,0.75,B_intake_g_km,nb_0.800,-0.004648834215419825,0.025032184236875976,0.02038335002145615,0.006129683366566672,-0.014954942068373648,0.0077367329423544675,200,-0.0035188098984408576,False
BPIC14,duration,logit,mask_rare,0.5,B_half,auc,0.09981734452357172,0.6180215311136803,0.717838875637252,0.004995598744115417,0.09031248460180345,0.10919292202713858,200,0.10019656239800376,True
BPIC14,duration,logit,mask_rare,0.5,B_half,ap,0.09848567030773903,0.5149282639092254,0.6134139342169644,0.005963757091267396,0.08860931716893951,0.11115023060827418,200,0.0993564692122367,True
BPIC14,duration,logit,mask_rare,0.5,B_half,brier_skill,0.09636406354023808,0.05051395237678591,0.14687801591702399,0.005472650887184677,0.08419050601012237,0.10576299341742254,200,0.09575650048544931,True
BPIC14,duration,logit,mask_rare,0.5,B_half,nagelkerke,0.12785156200590747,0.0668417937861346,0.19469335579204206,0.007115797531447136,0.1121642770451553,0.14007932951330346,200,0.1269737112253455,True
BPIC14,duration,logit,mask_rare,0.5,B_half,logloss_skill,0.07676289046679763,0.0371000298643408,0.11386292033113843,0.004472815423521917,0.06671452930791118,0.08470688065851067,200,0.07621278297851619,True
BPIC14,duration,logit,mask_rare,0.5,B_half,nb_0.050,-0.00012045562339552118,0.39711960490555526,0.39699914928215974,0.00010706145770914951,-0.0003440513743234119,3.0113905848894174e-05,200,-0.00011048039208305522,False
BPIC14,duration,logit,mask_rare,0.5,B_half,nb_0.075,-0.00015657196318041855,0.38082554017327297,0.38066896821009255,0.00016757111364517588,-0.0004430889908647192,0.0002696033896863905,200,-0.00012745151101609285,False
BPIC14,duration,logit,mask_rare,0.5,B_half,nb_0.100,0.00042117643319189435,0.36362624962253054,0.36404742605572243,0.0005140916616134884,-0.0003822374799345412,0.0016215292677887448,200,0.00044255312385765996,False
BPIC14,duration,logit,mask_rare,0.5,B_half,nb_0.125,0.001563234362547794,0.34544414246888855,0.34700737683143634,0.0007272606822481878,-5.108609028470104e-07,0.0028102458262664236,200,0.0015371293704150234,False
BPIC14,duration,logit,mask_rare,0.5,B_half,nb_0.150,0.0028734423250060814,0.3261924996003265,0.32906594192533256,0.0009840000388625105,0.0006834417360135057,0.005033888108239988,200,0.0027054321943338934,True
BPIC14,duration,logit,mask_rare,0.5,B_half,nb_0.175,0.006926654616541572,0.30581960355955495,0.3127462581760965,0.0017453974953347375,0.002025602181159304,0.008212344442855096,200,0.005157756942909284,True
BPIC14,duration,logit,mask_rare,0.5,B_half,nb_0.200,0.00910098698326417,0.2841331712201402,0.29323415820340437,0.002662324992805908,0.006595533543126834,0.01643273494492926,200,0.010913495923329995,True
BPIC14,duration,logit,mask_rare,0.5,B_half,nb_0.225,0.019248250054217153,0.2621135007682689,0.28136175082248605,0.002117635136368034,0.014499979235976212,0.022644898279354526,200,0.019275300962989284,True
BPIC14,duration,logit,mask_rare,0.5,B_half,nb_0.250,0.025294426166976608,0.23790111095217661,0.2631955371191532,0.0021412514061494876,0.020382158012682953,0.028706551280217506,200,0.02475361178658275,True
BPIC14,duration,logit,mask_rare,0.5,B_half,nb_0.275,0.030637913770907438,0.21099788397890878,0.24163579774981622,0.002348504624169252,0.0260209555142326,0.03495220455857034,200,0.030372917889503262,True
BPIC14,duration,logit,mask_rare,0.5,B_half,nb_0.300,0.03915237959008522,0.1833479780125467,0.22250035760263193,0.0024869574705027263,0.033548235486441765,0.04304743854343339,200,0.038598095510554396,True
BPIC14,duration,logit,mask_rare,0.5,B_half,nb_0.325,0.04787372123947725,0.15364993086349116,0.2015236521029684,0.0026760049745899036,0.04185990453334182,0.05225349258570542,200,0.04761514804748962,True
BPIC14,duration,logit,mask_rare,0.5,B_half,nb_0.350,0.05778858532398795,0.12166741854912361,0.17945600387311156,0.009717127747561798,0.034259569996589016,0.06499482851578402,200,0.05055208344794956,True
BPIC14,duration,logit,mask_rare,0.5,B_half,nb_0.375,0.05614361321699329,0.10670862537548276,0.16285223859247605,0.009774268725151821,0.041902446002002526,0.07639107423830639,200,0.056199685309683875,True
BPIC14,duration,logit,mask_rare,0.5,B_half,nb_0.400,0.08637295570495404,0.07678920516854998,0.16316216087350402,0.005908428765126971,0.06314845277261243,0.09219115052686791,200,0.08423043913603205,True
BPIC14,duration,logit,mask_rare,0.5,B_half,nb_0.425,0.10154048994670167,0.044268096247970956,0.14580858619467263,0.0042460702243702075,0.09213966093051318,0.10773914287313499,200,0.10006567450075565,True
BPIC14,duration,logit,mask_rare,0.5,B_half,nb_0.450,0.11748221739639278,0.008575961300893387,0.12605817869728617,0.009358117432639214,0.10550886854527246,0.12462646779625754,200,0.11498033185524244,True
BPIC14,duration,logit,mask_rare,0.5,B_half,nb_0.475,0.04282036087214178,0.058909073570781484,0.10172943444292326,0.01055228792430203,0.03431963544965978,0.05603735414921224,200,0.04512354319499221,True
BPIC14,duration,logit,mask_rare,0.5,B_half,nb_0.500,0.03261336003432985,0.04555857531111429,0.07817193534544414,0.006541606480711401,0.02307967386639964,0.04742168502360177,200,0.034451437562580456,True
BPIC14,duration,logit,mask_rare,0.5,B_half,nb_0.525,0.022803755204059334,0.030802761445166332,0.053606516649225666,0.008409485800249517,0.014111188068870493,0.04549881802919541,200,0.02861041263579488,True
BPIC14,duration,logit,mask_rare,0.5,B_half,nb_0.550,0.026303660261606104,0.014407412705224137,0.04071107296683024,0.012776970486304216,0.004244941909439064,0.05296512182329666,200,0.028014431252880664,True
BPIC14,duration,logit,mask_rare,0.5,B_half,nb_0.575,0.026727641421323237,0.01786751032840543,0.04459515174972867,0.012722664186532492,0.018466705091420066,0.05985910456300959,200,0.03795840450326891,True
BPIC14,duration,logit,mask_rare,0.5,B_half,nb_0.600,0.02367329423544559,0.007581175797453876,0.03125447003289947,0.0070487777405202345,0.007758189100271767,0.03521134315548566,200,0.021842189958518103,True
BPIC14,duration,logit,mask_rare,0.5,B_half,nb_0.625,0.016282839841701258,-0.0040766700042912385,0.01220616983741002,0.011251840288192884,-0.0031385590997949787,0.039710580269870774,200,0.016537691317408093,False
BPIC14,duration,logit,mask_rare,0.5,B_half,nb_0.650,0.013987371518482963,-0.01739992234914281,-0.0034125508306598468,0.01409802286944296,-0.003340008582463157,0.04892693667368252,200,0.023505527514968226,False
BPIC14,duration,logit,mask_rare,0.5,B_half,nb_0.675,0.0095727473784976,0.0,0.0095727473784976,0.010224428911492433,-0.01888719562514448,0.02106100700901158,200,0.0073283507366613924,False
BPIC14,duration,logit,mask_rare,0.5,B_half,nb_0.700,-0.0026224193010060404,0.0,-0.0026224193010060404,0.00648404584845066,-0.014820245077003748,0.009937777142039786,200,-0.001429933724312197,False
BPIC14,duration,logit,mask_rare,0.5,B_half,nb_0.725,0.004466781966424367,0.0,0.004466781966424367,0.005840424410981506,-0.01600076722019218,0.011184347407706012,200,0.0031413115564166926,False
BPIC14,duration,logit,mask_rare,0.5,B_half,nb_0.750,0.0027893005292518973,0.0,0.0027893005292518973,0.0036797799716730903,-0.006436847375196682,0.007801101416106423,200,0.0010588613932198535,False
BPIC14,duration,logit,mask_rare,0.5,B_half,nb_0.775,-0.00038938953257363143,0.0,-0.00038938953257363143,0.003510985922853943,-0.009047942592857489,0.005191198207218801,200,-0.00205045375800633,False
BPIC14,duration,logit,mask_rare,0.5,B_half,nb_0.800,-0.005006436847375201,0.0,-0.005006436847375201,0.002935370348429365,-0.011448648262051211,0.0005757402374481448,200,-0.005270705192390219,False
BPIC14,duration,logit,mask_rare,0.5,B_intake,auc,0.101217361062105,0.6177990071528738,0.7190163682149788,0.005027532474386778,0.09118180309946382,0.10926731323397296,200,0.1007335298622608,True
BPIC14,duration,logit,mask_rare,0.5,B_intake,ap,0.10157232438104868,0.515356584240772,0.6169289086218207,0.005981902601071812,0.08916646685298173,0.1117692315730504,200,0.10049985810683396,True
BPIC14,duration,logit,mask_rare,0.5,B_intake,brier_skill,0.09655637624812274,0.0508873296957274,0.14744370594385015,0.00541177104541069,0.08397088852007982,0.1056287205092186,200,0.0959410516178043,True
BPIC14,duration,logit,mask_rare,0.5,B_intake,nagelkerke,0.12821173202520653,0.0672902009674526,0.19550193299265914,0.007034791308626792,0.11215361728151167,0.1404327358354593,200,0.1273022494358924,True
BPIC14,duration,logit,mask_rare,0.5,B_intake,logloss_skill,0.0770198780036695,0.037355471509709526,0.11437534951337902,0.004425599088099541,0.06681760516155016,0.08496574759286585,200,0.0764400705309936,True
BPIC14,duration,logit,mask_rare,0.5,B_intake,nb_0.050,-0.00012045562339552118,0.39711960490555526,0.39699914928215974,0.0001087480934912207,-0.0003440513743234119,3.0113905848894174e-05,200,-0.00011386820649105345,False
BPIC14,duration,logit,mask_rare,0.5,B_intake,nb_0.075,-0.00015657196318041855,0.38082554017327297,0.38066896821009255,0.0001740322761164298,-0.000460969122462454,0.0002809113648049742,200,-0.00011879172836117196,False
BPIC14,duration,logit,mask_rare,0.5,B_intake,nb_0.100,0.0003734960822645017,0.36362624962253054,0.36399974570479504,0.0005277571247525131,-0.0003820388118056225,0.0016292773248144641,200,0.0004935710993499609,False
BPIC14,duration,logit,mask_rare,0.5,B_intake,nb_0.125,0.001563234362547794,0.34544414246888855,0.34700737683143634,0.0007482609491965976,-6.232503014079041e-05,0.0028102458262664236,200,0.001503514723011219,False
BPIC14,duration,logit,mask_rare,0.5,B_intake,nb_0.150,0.0028734423250060814,0.3261924996003265,0.32906594192533256,0.0009658371362155645,0.0006834417360135057,0.005008540392268975,200,0.0026904970255875204,True
BPIC14,duration,logit,mask_rare,0.5,B_intake,nb_0.175,0.006956996658040837,0.30581960355955495,0.3127766002175958,0.0017796308786647659,0.0019071598548783056,0.008212344442855096,200,0.005159609974729414,True
BPIC14,duration,logit,mask_rare,0.5,B_intake,nb_0.200,0.009118867114861928,0.2841331712201402,0.29325203833500213,0.002663630761758509,0.006500321842368712,0.016522135602918053,200,0.010941746531254466,True
BPIC14,duration,logit,mask_rare,0.5,B_intake,nb_0.225,0.019206722006635313,0.2621850212946599,0.28139174330129524,0.002137178104896756,0.01459895441604638,0.022612137264039937,200,0.019210171141698314,True
BPIC14,duration,logit,mask_rare,0.5,B_intake,nb_0.250,0.02512754493873076,0.23802031182949507,0.26314785676822583,0.002175780725163129,0.02033388165736897,0.029014089543699023,200,0.024653363848757926,True
BPIC14,duration,logit,mask_rare,0.5,B_intake,nb_0.275,0.030682305821770867,0.2110521409299641,0.24173444675173497,0.0023655513741323722,0.0259388918757615,0.03488752780668742,200,0.030426348655167485,True
BPIC14,duration,logit,mask_rare,0.5,B_intake,nb_0.300,0.03919324846230873,0.1834092813208819,0.22260252978319064,0.002504795774921146,0.033840703353291,0.0433018472730245,200,0.038767701330281804,True
BPIC14,duration,logit,mask_rare,0.5,B_intake,nb_0.325,0.04752141642429153,0.1538194610001219,0.20134087742441342,0.002688055783821914,0.04199758154664459,0.052306139639854386,200,0.04761510831386385,True
BPIC14,duration,logit,mask_rare,0.5,B_intake,nb_0.350,0.057805090060847414,0.12197550697050058,0.179780597031348,0.009473283461092708,0.03481825533928238,0.06495521714732125,200,0.05134026715667397,True
BPIC14,duration,logit,mask_rare,0.5,B_intake,nb_0.375,0.0572307252181376,0.10632241453297098,0.16355313975110858,0.009224357375595542,0.042476398226290936,0.07620082963810612,200,0.056606064940637954,True
BPIC14,duration,logit,mask_rare,0.5,B_intake,nb_0.400,0.08701664044247373,0.07633624183473986,0.1633528822772136,0.005995963456074087,0.06449601869069756,0.09278953893100651,200,0.08465837028560533,True
BPIC14,duration,logit,mask_rare,0.5,B_intake,nb_0.425,0.10213753086266197,0.043742575858401744,0.14588010672106372,0.00419049576386804,0.09281358641234384,0.10837295466842461,200,0.1006045194753503,True
BPIC14,duration,logit,mask_rare,0.5,B_intake,nb_0.450,0.11801537041130808,0.00802980455390695,0.12604517496521503,0.014933597274735259,0.05488485195251036,0.12548113808663086,200,0.11310041481905307,True
BPIC14,duration,logit,mask_rare,0.5,B_intake,nb_0.475,0.04339252508327035,0.05820749126427857,0.10160001634754892,0.008414298283558028,0.034991672967284435,0.05586953634264467,200,0.04530171444918978,True
BPIC14,duration,logit,mask_rare,0.5,B_intake,nb_0.500,0.033829208982978115,0.04462880846803033,0.07845801745100844,0.006502987558418347,0.024245458446574164,0.04863395794593048,200,0.03542554713202689,True
BPIC14,duration,logit,mask_rare,0.5,B_intake,nb_0.525,0.024350857117045238,0.029549270114206966,0.053900127231252204,0.008435645475884952,0.01544241091930227,0.04551952133946653,200,0.029409334557965496,True
BPIC14,duration,logit,mask_rare,0.5,B_intake,nb_0.550,0.02620035283459682,0.014772962062334083,0.0409733148969309,0.012955913393767997,0.0056256854050445735,0.05396005181264798,200,0.0286064225432699,True
BPIC14,duration,logit,mask_rare,0.5,B_intake,nb_0.575,0.025995607798261627,0.018603751041254724,0.04459935883951635,0.012999493791662969,0.017567229294807613,0.05941714978081062,200,0.036620276489940845,True
BPIC14,duration,logit,mask_rare,0.5,B_intake,nb_0.600,0.023136890287512535,0.007473895007867271,0.030610785295379805,0.007093179670542538,0.007670576455442726,0.034755399799742535,200,0.021695751680732376,True
BPIC14,duration,logit,mask_rare,0.5,B_intake,nb_0.625,0.01597291756067326,-0.004362752109855539,0.011610165450817722,0.011874321472286056,-0.0019131740809612344,0.040842392600009554,200,0.01744647880608401,False
BPIC14,duration,logit,mask_rare,0.5,B_intake,nb_0.650,0.03658785785806243,-0.01739992234914281,0.019187935508919618,0.014219464956381085,0.000519290107689464,0.04878747164721992,200,0.025912857347201505,True
BPIC14,duration,logit,mask_rare,0.5,B_intake,nb_0.675,0.012906704224112293,-0.0033339568456146923,0.0095727473784976,0.00899689853210388,-0.012466440368385751,0.027016603765280603,200,0.01168274044650812,False
BPIC14,duration,logit,mask_rare,0.5,B_intake,nb_0.700,0.0013827301768941198,0.00011920087731845708,0.0015019310542125769,0.006269788757492883,-0.011445668240118237,0.014047823391980184,200,0.0021888857101988405,False
BPIC14,duration,logit,mask_rare,0.5,B_intake,nb_0.725,0.004538302492815439,0.0,0.004538302492815439,0.005337948930388982,-0.011336003432985273,0.01110063588249828,200,0.003122066032951458,False
