log,target,family,K,B,kurt_med,kurt_p90,kurt_max,rho_mean,absrho_mean,eff_rank,eff_rank_frac,q,q_emp,q_emp_lo,ratio,below,ceiling,q_emp_at_ceiling,share_draws_at_ceiling,n_degenerate,share_degenerate,n_degenerate_tau50,n_degenerate_tau75,n_degenerate_tau95,n_degenerate_tau99,n_lowdistinct_20,share_lowdistinct_20,adm_K,adm_B,adm_kurt_med,adm_kurt_p90,adm_kurt_max,adm_rho_mean,adm_absrho_mean,adm_eff_rank,adm_eff_rank_frac,adm_q,adm_q_emp,adm_q_emp_lo,adm_ratio,adm_below,adm_ceiling,adm_q_emp_at_ceiling,adm_share_draws_at_ceiling
BPIC15_4,handover,whole-surface,180,400,2.05790672026891,14.625977322219292,243.50434986644765,0.08229088326587483,0.11113669228912097,20.06399194420323,0.11146662191224017,3.4300404659512345,6.0683366349372765,5.3407882150797255,1.7691734821135348,True,19.95,False,0.0,0,0.0,0,0,0,0,0,0.0,180,400,2.05790672026891,14.625977322219292,243.50434986644765,0.08229088326587483,0.11113669228912097,20.06399194420323,0.11146662191224017,3.4300404659512345,6.0683366349372765,5.3407882150797255,1.7691734821135348,True,19.95,False,0.0
BPIC15_4,handover,decision-curve,1065,400,10.504161154382803,81.44721334249894,395.0025062656643,0.03686159115700128,0.0676096886658086,52.00768924576784,0.1300192231144196,3.8857406206481118,15.695798477816892,13.074852190056685,4.039332526317454,True,19.95,False,0.0225,152,0.14272300469483568,488,272,107,34,104,0.09765258215962441,913,400,8.465342994922656,27.296330977570918,102.63403741421604,0.048189767968262465,0.07852563262181214,40.444371209935326,0.10111092802483831,3.840724100415659,9.31598881724173,8.641208173104262,2.4255813679075553,True,19.95,False,0.0
BPIC15_5,duration,whole-surface,180,400,1.0559560582406804,8.081236953598486,111.94812772127335,0.09976203642668958,0.1281944312764864,18.27251299720785,0.10151396109559917,3.406992183017562,5.777372798771968,4.882115237891787,1.6957399631175463,True,19.95,False,0.0,0,0.0,0,0,0,0,0,0.0,180,400,1.0559560582406804,8.081236953598486,111.94812772127335,0.09976203642668958,0.1281944312764864,18.27251299720785,0.10151396109559917,3.406992183017562,5.777372798771968,4.882115237891787,1.6957399631175463,True,19.95,False,0.0
BPIC15_5,duration,decision-curve,1116,400,1.2373555701967125,7.386176689845376,253.38498195831954,0.03239341575854535,0.06975974236008832,54.1314125362342,0.1353285313405855,3.8837814398813246,8.370671185462555,7.750192775815861,2.155288940697532,True,19.95,False,0.0,9,0.008064516129032251,38,20,4,3,4,0.0035842293906810036,1107,400,1.226774412565005,6.917616160438491,99.34090758949829,0.034267944405428116,0.07062224914338734,52.84494634968208,0.13211236587420522,3.880576426895032,8.087457236873165,7.418827630958653,2.0840865755977878,True,19.95,False,0.0
BPIC17,duration,whole-surface,180,400,0.5245263605850339,13.59005397181535,25.311114402078818,0.13841468674841234,0.16171071618098698,12.073569028019955,0.06707538348899975,3.2759708034869135,5.171793595818396,4.401662291040717,1.578705643625879,True,19.95,False,0.0,0,0.0,0,0,0,0,0,0.0,180,400,0.5245263605850339,13.59005397181535,25.311114402078818,0.13841468674841234,0.16171071618098698,12.073569028019955,0.06707538348899975,3.2759708034869135,5.171793595818396,4.401662291040717,1.578705643625879,True,19.95,False,0.0
BPIC17,duration,decision-curve,1034,400,2.6469274453317846,97.5554946187667,395.0025062656642,0.014037474252393293,0.04973610745921161,102.16693477239957,0.25541733693099894,3.9254918227248172,17.569246140362687,15.082767303587957,4.475680229074398,True,19.95,False,0.0125,95,0.09187620889748549,199,144,74,30,71,0.06866537717601548,939,400,1.816276618291548,42.67184382279798,280.2061083825141,0.015192065550655293,0.05171942683383256,99.50247370670263,0.24875618426675658,3.8985997919416358,11.935239609973097,11.03373377808438,3.0614169822311874,True,19.95,False,0.0
BPIC19,duration,whole-surface,180,400,0.37061444902647045,19.330168287568007,192.29881098399767,0.13182236787867738,0.16104392668739403,13.448753074647056,0.07471529485915031,3.379726803158017,5.807614029943655,4.93446211008255,1.7183678942679685,True,19.95,False,0.0,0,0.0,0,0,0,0,0,0.0,180,400,0.37061444902647045,19.330168287568007,192.29881098399767,0.13182236787867738,0.16104392668739403,13.448753074647056,0.07471529485915031,3.379726803158017,5.807614029943655,4.93446211008255,1.7183678942679685,True,19.95,False,0.0
BPIC19,duration,decision-curve,1116,400,0.18672703308628913,5.269766126229911,344.581904630505,0.046678110211108896,0.07481623245412261,52.23692504805238,0.13059231262013093,3.9068016694373715,8.463088366715366,7.247467446757355,2.166244688826028,True,19.95,False,0.0,0,0.0,0,0,0,0,0,0.0,1116,400,0.18672703308628913,5.269766126229911,344.581904630505,0.04412303996259517,0.07366424078967039,52.99526075104096,0.1324881518776024,3.9068016694373715,8.463088366715366,7.247467446757355,2.166244688826028,True,19.95,False,0.0
Helpdesk,duration,whole-surface,180,400,0.26731228641482074,2.5344601792371133,17.669527365156863,0.1311723208690159,0.1548878156592605,12.025329650222602,0.06680738694568113,3.3250743655737796,3.93147566809165,3.5464398536800847,1.1823722527220015,True,19.95,False,0.0,0,0.0,0,0,0,0,0,0.0,180,400,0.26731228641482074,2.5344601792371133,17.669527365156863,0.1311723208690159,0.1548878156592605,12.025329650222602,0.06680738694568113,3.3250743655737796,3.93147566809165,3.5464398536800847,1.1823722527220015,True,19.95,False,0.0
Helpdesk,duration,decision-curve,1114,400,1.163155309751871,13.795343775350826,395.00250626566424,0.025860663396647065,0.061376960380308175,68.55459456024225,0.17138648640060564,3.9013909662014234,10.250669598610227,8.747149115006685,2.6274397227588695,True,19.95,False,0.0025,14,0.012567324955116699,38,26,14,3,13,0.011669658886894075,1100,400,1.132397079124566,11.876477534741966,157.34055085482245,0.0269466452409735,0.06204888496855293,67.89707434388411,0.16974268585971028,3.897607174644603,8.795031295267329,8.027653822339978,2.2565207064689092,True,19.95,False,0.0
RoadFines,duration,whole-surface,180,400,1.2172638034194039,29.086681659892847,358.6022712927122,0.16013736275923673,0.1742021385597831,11.646950443386144,0.06470528024103414,3.2984877707954605,5.062666885439723,4.653809585133208,1.5348448250329014,True,19.95,False,0.0,0,0.0,0,0,0,0,0,0.0,180,400,1.2172638034194039,29.086681659892847,358.6022712927122,0.16013736275923673,0.1742021385597831,11.646950443386144,0.06470528024103414,3.2984877707954605,5.062666885439723,4.653809585133208,1.5348448250329014,True,19.95,False,0.0
RoadFines,duration,decision-curve,1026,400,10.804330156842003,156.95406375436113,395.00250626566435,0.01759457594698904,0.05216866784772007,80.985982648129,0.2024649566203225,3.9213237219045616,18.306629511762527,16.44711379603415,4.668482076473685,True,19.95,False,0.0275,104,0.10136452241715399,244,141,77,35,75,0.07309941520467836,922,400,8.34330601088968,116.33125164794828,394.40885821109566,0.021268246803420494,0.05496081729623432,76.33936452843331,0.19084841132108327,3.8894327299266265,14.752384289636884,13.497828402704535,3.7929398228505127,True,19.95,False,0.0
Sepsis,duration,whole-surface,180,400,0.37358699357195446,1.1972804450175856,5.832127321863927,0.18834062880201735,0.20675638276405098,9.443250253886621,0.05246250141048123,3.319017543237407,3.91149754754511,3.629598554152426,1.1785106576236386,True,19.95,False,0.0,0,0.0,0,0,0,0,0,0.0,180,400,0.37358699357195446,1.1972804450175856,5.832127321863927,0.18834062880201735,0.20675638276405098,9.443250253886621,0.05246250141048123,3.319017543237407,3.91149754754511,3.629598554152426,1.1785106576236386,True,19.95,False,0.0
Sepsis,duration,decision-curve,1116,400,0.3209277174347738,1.9030114098200173,26.906288208670073,0.060536839857620296,0.09150285909000438,36.19573245322718,0.09048933113306795,3.8324122692504683,5.416082601213218,4.990326375294784,1.4132306810176452,True,19.95,False,0.0,0,0.0,0,0,0,0,0,0.0,1116,400,0.3209277174347738,1.9030114098200173,26.906288208670073,0.06414912466219029,0.09300215105261879,35.21593392539933,0.08803983481349832,3.8324122692504683,5.416082601213218,4.990326375294784,1.4132306810176452,True,19.95,False,0.0
UCI498,duration,whole-surface,180,400,0.3893241552159479,4.706305696719623,153.89927639790497,0.1572934729860662,0.18807345361387381,10.718516958834662,0.05954731643797035,3.29634256354508,4.010217763910006,3.7595456406046814,1.2165658412629248,True,19.95,False,0.0,0,0.0,0,0,0,0,0,0.0,180,400,0.3893241552159479,4.706305696719623,153.89927639790497,0.1572934729860662,0.18807345361387381,10.718516958834662,0.05954731643797035,3.29634256354508,4.010217763910006,3.7595456406046814,1.2165658412629248,True,19.95,False,0.0
UCI498,duration,decision-curve,1116,400,0.40649274782235123,11.062303671809168,391.9671232082083,0.0272530385650827,0.06518474799194751,67.87578696684906,0.16968946741712265,3.9208020355244453,8.084823072650758,7.210665627892766,2.0620329716721684,True,19.95,False,0.0,2,0.0017921146953404632,21,6,0,0,0,0.0,1114,400,0.4041890380760256,10.307723969433553,391.9671232082083,0.02702141749780046,0.06271591017546227,73.51960750492388,0.1837990187623097,3.9204566446634717,8.084823072650758,7.160417484939894,2.0622146360567015,True,19.95,False,0.0
UCI498,handover,whole-surface,180,400,0.5093592338730033,31.374217372021338,183.39560507185593,0.11124664309162759,0.13203299229355842,16.586311793596295,0.09214617663109052,3.339083760205697,5.506257834465351,5.036334682572678,1.649032557999129,True,19.95,False,0.0,0,0.0,0,0,0,0,0,0.0,180,400,0.5093592338730033,31.374217372021338,183.39560507185593,0.11124664309162759,0.13203299229355842,16.586311793596295,0.09214617663109052,3.339083760205697,5.506257834465351,5.036334682572678,1.649032557999129,True,19.95,False,0.0
UCI498,handover,decision-curve,1116,400,0.5240977330164269,62.80393521003893,389.0781708495985,0.02003947240889555,0.05423486639358306,87.29890611565385,0.21824726528913463,3.9279056841715185,12.427356900717788,11.326762827278882,3.1638633663728077,True,19.95,False,0.0,7,0.006272401433691788,33,20,2,0,0,0.0,1109,400,0.5195496451909309,61.19163310069132,389.0781708495985,0.019380973815420866,0.053591297301824596,89.23974043981204,0.2230993510995301,3.9277550275100297,12.358643634238714,11.127926305993531,3.14649043733091,True,19.95,False,0.0
