n_logs,n_surface_rows,n_reductions,n_instruments,n_grid,n_populations,min_baseline_spread,max_baseline_spread,min_metric_spread,max_metric_spread,min_threshold_spread,max_threshold_spread,min_threshold_stable_spread,max_threshold_stable_spread,min_population_spread,max_population_spread,runtime_s
3,2100,1894,4,31,5,0.4668676133062871,0.6542276630054399,0.20461032885561892,0.33699301786553015,17.33143752798893,45.49999999999718,1.2922530855386494,9.072491651085627,0.08523677667349949,1.2931918860794207,227.2
