claim_id,macro,value,n_uses,locations,sections,generator,source_line,result_file,verified_independently,unresolved,headline
K720,simGridSameRatioGapSE,3.2,1,75_simulation.tex:96,"Sample size, register cardinality and block length",round21_numbers.py,931,s31_coverage.csv,False,False,False
K721,simGridSameRatioKa,200,1,75_simulation.tex:93,"Sample size, register cardinality and block length",round21_numbers.py,923,s31_coverage.csv,False,False,False
K722,simGridSameRatioKb,"1{,}000",1,75_simulation.tex:94,"Sample size, register cardinality and block length",round21_numbers.py,926,s31_coverage.csv,False,False,False
K723,simGridSameRatioNa,"2{,}000",1,75_simulation.tex:94,"Sample size, register cardinality and block length",round21_numbers.py,924,s31_coverage.csv,False,False,False
K724,simGridSameRatioNb,"8{,}000",1,75_simulation.tex:95,"Sample size, register cardinality and block length",round21_numbers.py,927,s31_coverage.csv,False,False,False
K725,simGridWorstCoverage,21.3\%,0,,,round20_numbers.py,600,s31_coverage.csv,False,False,False
K726,simGridWorstK,"3{,}019",0,,,round20_numbers.py,601,s31_coverage.csv,False,False,False
K727,simGridWorstN,"8{,}000",0,,,round20_numbers.py,602,s31_coverage.csv,False,False,False
K728,simGridWorstRatio,0.377,1,75_simulation.tex:85,"Sample size, register cardinality and block length",round20_numbers.py,599,s31_coverage.csv,False,False,False
K729,simKMax,"3{,}019",1,75_simulation.tex:79,"Sample size, register cardinality and block length",round20_numbers.py,644,,False,False,False
K730,simNMax,"8{,}000",0,,,round20_numbers.py,645,,False,False,False
K731,simNoiseRate,20\%,3,app_corrections.tex:92; app_noisy.tex:38; app_noisy.tex:86,"The two estimands, and the marginalisation",make_numbers.py,451,s07_prop3.csv,False,False,False
K732,simPrevalence,0.02,1,75_simulation.tex:20,"Six worlds, two estimands",make_numbers.py,450,s07_prop3.csv,False,False,False
K733,sizeHi,"64{,}000",4,app_noisy.tex:16; app_noisy.tex:19; app_noisy.tex:20; app_noisy.tex:48,,make_numbers.py,517,s18_legacy_facts.csv,False,False,False
K734,sizeLo,"2{,}000",1,app_noisy.tex:16,,make_numbers.py,516,s18_legacy_facts.csv,False,False,False
K735,slopeHi,2.0,1,60_dca.tex:129,"The decision, in units a service desk uses",round21_numbers.py,564,s35_facts.csv,False,False,False
K736,slopeIsoMedian,0.95,1,60_dca.tex:47,"Calibration comes first, or the threshold means nothing",round20_numbers.py,367,s26_calibration.csv,True,False,False
K737,slopeLo,0.5,1,60_dca.tex:129,"The decision, in units a service desk uses",round21_numbers.py,563,s35_facts.csv,False,False,False
K738,slopePlattMedian,1.11,0,,,round20_numbers.py,368,s26_calibration.csv,True,False,False
K739,slopeRawMedian,0.63,1,60_dca.tex:47,"Calibration comes first, or the threshold means nothing",round20_numbers.py,366,s26_calibration.csv,True,False,False
K740,slopeWorstRaw,-0.28,1,60_dca.tex:36,"Calibration comes first, or the threshold means nothing",round20_numbers.py,380,s26_calibration.csv,False,False,False
K741,sobolInteractionPct,30.1\%,0,,,make_numbers.py,303,s38_facts.csv,True,False,False
K742,sobolLearnerPct,2.6\%,0,,,make_numbers.py,299,s38_facts.csv,True,False,False
K743,sobolMaxAxis,the metric,0,,,make_numbers.py,315,s38_facts.csv,False,False,False
K744,sobolMaxPct,10.1\%,0,,,make_numbers.py,314,s38_facts.csv,False,False,False
K745,sobolMetricPct,10.1\%,0,,,make_numbers.py,301,s38_facts.csv,True,False,False
K746,sobolQualityPct,2.7\%,0,,,make_numbers.py,300,s38_facts.csv,True,False,False
K747,sobolRungPct,1.9\%,0,,,make_numbers.py,298,s38_facts.csv,True,False,False
K748,sobolSplitPct,9.4\%,0,,,make_numbers.py,302,s38_facts.csv,True,False,False
K749,sobolTargetPct,2.1\%,1,40_multilog.tex:103,What the choices are worth,make_numbers.py,304,s38_facts.csv,False,False,False
K750,sobolTopAxis,the metric,0,,,make_numbers.py,319,s38_facts.csv,False,False,False
K751,sobolTopPair,RoadFines/duration,0,,,make_numbers.py,320,s38_facts.csv,False,False,False
K752,sobolTopPct,49.7\%,0,,,make_numbers.py,318,s38_facts.csv,False,False,False
K753,sparseGapLarge,$+0.0006$,1,app_noisy.tex:19,,make_numbers.py,526,s18_legacy_facts.csv,False,False,False
K754,sparseGapSmall,$+0.0118$,1,app_noisy.tex:18,,make_numbers.py,525,s18_legacy_facts.csv,False,False,False
K755,spreadHeadline,0.073 AUC at the median pair and 0.252 at the widest,0,,,make_numbers.py,392,s38_facts.csv,False,False,False
K756,spreadMax,0.252,1,40_multilog.tex:119,What the choices are worth,make_numbers.py,395,s38_facts.csv,True,False,False
K757,spreadMedian,0.073,3,00_front_intro_related.tex:107; 40_multilog.tex:118; 80_limits.tex:219,Conclusion; What the choices are worth,make_numbers.py,394,s38_facts.csv,True,False,True
K758,targetAgreement,51\%,2,40_multilog.tex:104; 80_limits.tex:84,Limitations; What the choices are worth,make_numbers.py,781,s16_facts.csv,True,False,True
K759,targetAgreementHi,66\%,0,,,make_numbers.py,783,s16_facts.csv,True,False,False
K760,targetAgreementLo,43\%,0,,,make_numbers.py,782,s16_facts.csv,True,False,False
K761,thetaBase,0.30,3,60_dca.tex:24; 60_dca.tex:36; 60_dca.tex:38,"Calibration comes first, or the threshold means nothing; The operating point is a cost ratio, not a knob",make_numbers.py,661,s11_facts.csv,False,False,False
K762,thetaCheap,0.10,1,60_dca.tex:23,"The operating point is a cost ratio, not a knob",make_numbers.py,661,s11_facts.csv,False,False,False
K763,thetaDear,0.60,1,60_dca.tex:25,"The operating point is a cost ratio, not a knob",make_numbers.py,661,s11_facts.csv,False,False,False
K764,tiebreakRange,0.00088,1,50_cmdb.tex:56,"One log, two published answers, and what separates them",round21_numbers.py,221,s32_tiebreak.csv,True,False,False
K765,tiebreakSd,0.00017,1,50_cmdb.tex:57,"One log, two published answers, and what separates them",round21_numbers.py,222,s32_tiebreak.csv,False,False,False
K766,topIndexAxis,the baseline rung,1,40_multilog.tex:111,What the choices are worth,round20_numbers.py,232,s22_indices.csv,False,False,False
K767,topIndexPair,UCI498 / duration,1,40_multilog.tex:111,What the choices are worth,round20_numbers.py,233,s22_indices.csv,False,False,False
K768,topIndexPct,77.0\%,1,40_multilog.tex:110,What the choices are worth,round20_numbers.py,227,s22_indices.csv,False,False,False
K769,unseenMax,87\%,1,app_secondary.tex:97,"Calibration, unseen categories and rolling origin",make_numbers.py,649,s11_facts.csv,False,False,False
K770,unseenMin,0\%,1,app_secondary.tex:97,"Calibration, unseen categories and rolling origin",make_numbers.py,648,s11_facts.csv,False,False,False
K771,widerMChangeAffine,0.080,1,10_surface.tex:256,Two propositions,round20_numbers.py,451,s29_facts.csv,False,False,False
K772,widerPsiWorst,beta-cdf,0,,,round21_numbers.py,93,s29_wider.csv,False,False,False
K773,widerRShiftAffine,$1.9 \times 10^{-14}$,2,10_surface.tex:259; 10_surface.tex:267,Two propositions,round20_numbers.py,452,s29_facts.csv,False,False,False
K774,widerRShiftNonAffine,0.638,1,10_surface.tex:266,Two propositions,round21_numbers.py,87,s29_wider.csv,True,False,False
K775,widerRShiftNonAffineMedian,0.059,0,,,round21_numbers.py,89,s29_wider.csv,False,False,False
K776,widthEmpHiOverMult,1.52,3,20_inference.tex:209; 75_simulation.tex:186; 80_limits.tex:144,Limitations; Simultaneous bands over the family the claim ranges over; The band's family-wise coverage,round21_numbers.py,994,s41_profile.csv,False,False,True
K777,widthNoisyBefore,0.0367,1,app_noisy.tex:6,,make_numbers.py,467,s10_coverage_wrongtruth.csv,False,False,False
K778,zenodoDOI,"the archived release cited in the data-availability statement (DOI reserved, inserted at proof)",1,90_backmatter.tex:80,Code availability,make_numbers.py,805,s16_facts.csv,False,False,False
