claim_id,macro,value,n_uses,locations,sections,generator,source_line,result_file,verified_independently,unresolved,headline
K001,Dabs,$+0.0804$,1,50_cmdb.tex:284,"The absorption, and why the ratio is secondary",round21_numbers.py,662,s39_absorption.csv,False,False,False
K002,DabsCorpus,$+0.0899$,0,,,,0,,False,False,False
K003,DabsHi,$+0.0914$,1,50_cmdb.tex:285,"The absorption, and why the ratio is secondary",round21_numbers.py,664,s39_absorption.csv,False,False,False
K004,DabsHiCorpus,$+0.1256$,0,,,,0,,False,False,False
K005,DabsLo,$+0.0626$,1,50_cmdb.tex:284,"The absorption, and why the ratio is secondary",round21_numbers.py,663,s39_absorption.csv,False,False,False
K006,DabsLoCorpus,$+0.0634$,0,,,,0,,False,False,False
K007,Rref,0.437,1,50_cmdb.tex:285,"The absorption, and why the ratio is secondary",round21_numbers.py,665,s39_absorption.csv,False,False,False
K008,RrefCorpus,0.350,0,,,,0,,False,False,False
K009,RrefKind,bounded,1,50_cmdb.tex:285,"The absorption, and why the ratio is secondary",round21_numbers.py,667,s39_absorption.csv,False,False,False
K010,RrefKindCorpus,bounded,0,,,,0,,False,False,False
K011,VCorruptDelta,$-0.0357$,0,,,make_numbers.py,755,s14_facts.csv,False,False,False
K012,VDuplicateDelta,$-0.0003$,0,,,make_numbers.py,756,s14_facts.csv,False,False,False
K013,VPopCommon,$+0.1055$,0,,,make_numbers.py,754,s14_facts.csv,False,False,False
K014,VPopRare,$+0.1039$,0,,,make_numbers.py,753,s14_facts.csv,False,False,False
K015,VStaleDelta,$+0.0000$,0,,,make_numbers.py,757,s14_facts.csv,False,False,False
K016,VTone,$+0.1838$,0,,,make_numbers.py,544,s17_facts.csv,True,False,False
K017,VToneLo,$+0.1644$,0,,,make_numbers.py,545,s17_facts.csv,False,False,False
K018,VTonehi,$+0.1912$,0,,,make_numbers.py,546,s17_facts.csv,False,False,False
K019,VTtwoGroup,$+0.1034$,2,50_cmdb.tex:93; 50_cmdb.tex:171,The leakage tipping point; Three decision times,make_numbers.py,547,s17_facts.csv,True,False,False
K020,VTtwoGroupHi,$+0.1115$,1,50_cmdb.tex:94,Three decision times,make_numbers.py,549,s17_facts.csv,False,False,False
K021,VTtwoGroupLo,$+0.0763$,1,50_cmdb.tex:93,Three decision times,make_numbers.py,548,s17_facts.csv,False,False,False
K022,VTtwoKnow,$-0.0029$,4,50_cmdb.tex:33; 50_cmdb.tex:55; 50_cmdb.tex:95; 50_cmdb.tex:166,"One log, two published answers, and what separates them; The leakage tipping point; Three decision times",make_numbers.py,550,s17_facts.csv,True,False,False
K023,VTtwoKnowHi,$+0.0015$,2,50_cmdb.tex:95; 50_cmdb.tex:167,The leakage tipping point; Three decision times,make_numbers.py,552,s17_facts.csv,False,False,False
K024,VTtwoKnowLo,$-0.0078$,2,50_cmdb.tex:95; 50_cmdb.tex:166,The leakage tipping point; Three decision times,make_numbers.py,551,s17_facts.csv,False,False,False
K025,VpublishedTauTwo,$-0.0032$,1,50_cmdb.tex:54,"One log, two published answers, and what separates them",round21_numbers.py,216,s32_tiebreak.csv,False,False,False
K026,VregisteredTauTwo,$+0.00768$,1,50_cmdb.tex:34,"One log, two published answers, and what separates them",round21_numbers.py,217,s32_tiebreak.csv,True,False,False
K027,VtauOne,$+0.2013$,1,50_cmdb.tex:88,Three decision times,round21_numbers.py,714,s38_facts.csv,False,False,False
K028,VtauOneHi,$+0.2224$,1,50_cmdb.tex:88,Three decision times,round21_numbers.py,743,s38_ladder.csv,False,False,False
K029,VtauOneLo,$+0.1930$,1,50_cmdb.tex:88,Three decision times,round21_numbers.py,742,s38_ladder.csv,False,False,False
K030,VtauTwo,$+0.1838$,1,50_cmdb.tex:93,Three decision times,round21_numbers.py,715,s38_facts.csv,False,False,False
K031,VtauTwoKnowledge,$-0.0029$,0,,,round21_numbers.py,733,s38_facts.csv,True,False,False
K032,VtauTwoMatched,$+0.1914$,0,,,round21_numbers.py,732,s38_facts.csv,False,False,False
K033,VtauZero,$+0.2310$,1,50_cmdb.tex:84,Three decision times,round21_numbers.py,713,s38_facts.csv,False,False,False
K034,VtauZeroHi,$+0.2618$,1,50_cmdb.tex:85,Three decision times,round21_numbers.py,739,s38_ladder.csv,False,False,False
K035,VtauZeroLo,$+0.2204$,1,50_cmdb.tex:85,Three decision times,round21_numbers.py,738,s38_ladder.csv,False,False,False
K036,agreeTolerance,$1.1 \times 10^{-16}$,1,70_standard.tex:53,\texttt{fieldvalue,make_numbers.py,642,s11_facts.csv,False,False,False
K037,aiModelDate,2026-08-24,1,90_backmatter.tex:28,Declaration of generative AI and AI-assisted technologies,round21_numbers.py,72,,False,False,False
K038,aiModelId,claude-opus-5,1,90_backmatter.tex:28,Declaration of generative AI and AI-assisted technologies,round21_numbers.py,71,,False,False,False
K039,auditBJustifiedPct,18\%,1,app_pilot.tex:118,"The prevalence estimates, and their denominators",make_numbers.py,607,s06_two_screens.csv,False,False,False
K040,auditBStatedPct,85\%,1,app_pilot.tex:117,"The prevalence estimates, and their denominators",make_numbers.py,606,s06_two_screens.csv,False,False,False
K041,auditBootWidthPct,27\%,1,app_pilot.tex:150,"The prevalence estimates, and their denominators",round20_numbers.py,481,s30_facts.csv,True,False,False
K042,auditBoundHi,48\%,2,app_pilot.tex:85; app_pilot.tex:170,"Four limits, stated rather than buried; What is missing, and what it could do",make_numbers.py,627,s06_missing_bounds.csv,False,False,False
K043,auditBoundLo,9\%,2,app_pilot.tex:85; app_pilot.tex:170,"Four limits, stated rather than buried; What is missing, and what it could do",make_numbers.py,626,s06_missing_bounds.csv,False,False,False
K044,auditDesignWidthPct,19\%,1,app_pilot.tex:149,"The prevalence estimates, and their denominators",round20_numbers.py,480,s30_facts.csv,True,False,False
K045,auditHalfWidthPct,18,2,app_pilot.tex:94; app_pilot.tex:164,"Four limits, stated rather than buried; What this design can and cannot resolve",make_numbers.py,621,s06_two_screens.csv,False,False,False
K046,auditKappa,0.20,1,app_pilot.tex:43,"The two-stratum adjudication, and why it is the point",make_numbers.py,605,s06_two_screens.csv,False,False,False
K047,auditMJustifiedPct,5\%,1,app_pilot.tex:119,"The prevalence estimates, and their denominators",make_numbers.py,608,s06_two_screens.csv,False,False,False
K048,auditMaxGapPct,13\%,1,app_pilot.tex:153,"The prevalence estimates, and their denominators",round20_numbers.py,483,s30_facts.csv,False,False,False
K049,auditMaxWeight,1.00,2,app_corrections.tex:118; app_pilot.tex:23,Flow,make_numbers.py,572,r35_facts.csv,False,False,False
K050,auditPrec,0.481,1,app_pilot.tex:42,"The two-stratum adjudication, and why it is the point",make_numbers.py,604,s06_two_screens.csv,True,False,False
K051,auditPrecReg,0.301,0,,,make_numbers.py,600,s06_two_screens.csv,False,False,False
K052,auditRangeBaselinePct,34\%,1,app_pilot.tex:120,"The prevalence estimates, and their denominators",make_numbers.py,610,s06_two_screens.csv,False,False,False
K053,auditRangeMetricPct,15\%,1,app_pilot.tex:121,"The prevalence estimates, and their denominators",make_numbers.py,611,s06_two_screens.csv,False,False,False
K054,auditRangePopulationPct,0\%,1,app_pilot.tex:123,"The prevalence estimates, and their denominators",make_numbers.py,613,s06_two_screens.csv,False,False,False
K055,auditRangeThresholdPct,5\%,2,app_corrections.tex:67; app_pilot.tex:122,"The prevalence estimates, and their denominators",make_numbers.py,612,s06_two_screens.csv,False,False,False
K056,auditSens,0.474,3,70_standard.tex:75; app_corrections.tex:62; app_pilot.tex:41,"Beyond process logs, and beyond this paper's claims; The two-stratum adjudication, and why it is the point",make_numbers.py,584,r35_facts.csv,True,False,False
K057,auditSensHi,0.602,1,app_pilot.tex:41,"The two-stratum adjudication, and why it is the point",make_numbers.py,589,s06_screen_accuracy.csv,False,False,False
K058,auditSensLo,0.347,1,app_pilot.tex:41,"The two-stratum adjudication, and why it is the point",make_numbers.py,588,s06_screen_accuracy.csv,False,False,False
K059,auditSensReg,0.569,0,,,make_numbers.py,598,s06_two_screens.csv,False,False,False
K060,auditSpec,0.911,1,app_pilot.tex:42,"The two-stratum adjudication, and why it is the point",make_numbers.py,593,s06_screen_accuracy.csv,True,False,False
K061,auditSpecReg,0.769,0,,,make_numbers.py,599,s06_two_screens.csv,False,False,False
K062,auditThetaStatedPct,27\%,1,app_pilot.tex:119,"The prevalence estimates, and their denominators",make_numbers.py,609,s06_two_screens.csv,False,False,False
K063,auditWeightIn,1.000,1,app_pilot.tex:136,"The prevalence estimates, and their denominators",round20_numbers.py,478,s30_facts.csv,False,False,False
K064,auditWeightOut,2.625,1,app_pilot.tex:138,"The prevalence estimates, and their denominators",round20_numbers.py,479,s30_facts.csv,False,False,False
K065,auditWilsonWidthPct,27\%,1,app_pilot.tex:151,"The prevalence estimates, and their denominators",round20_numbers.py,482,s30_facts.csv,True,False,False
K066,bandCoverageSEMax,1.1\%,1,75_simulation.tex:144,The band's family-wise coverage,round21_numbers.py,976,s41_profile.csv,False,False,False
K067,biasNoisyBefore,$-0.0353$,3,app_corrections.tex:94; app_noisy.tex:5; app_noisy.tex:99,"The two estimands, and the marginalisation",make_numbers.py,466,s10_coverage_wrongtruth.csv,False,False,False
K068,biasOracleMax,0.0161,1,75_simulation.tex:70,"Coverage, bias and width",round20_numbers.py,702,,False,False,False
K069,blockSparseGapMin,46.4\%,1,75_simulation.tex:118,"Sample size, register cardinality and block length",round20_numbers.py,637,s31_coverage.csv,False,False,False
K070,calAtMedianPair,1.37,0,,,round21_numbers.py,305,s33_regions.csv,False,False,False
K071,calIntercept,1.922,0,,,round21_numbers.py,304,s33_regions.csv,False,False,False
K072,calMax,1.82,1,40_multilog.tex:176,"Resolution regions, and the coverage they have",round21_numbers.py,337,s33_sensitivity.csv,False,False,False
K073,calMin,1.15,1,40_multilog.tex:176,"Resolution regions, and the coverage they have",round21_numbers.py,336,s33_sensitivity.csv,False,False,False
K074,calSlope,0.122,2,40_multilog.tex:175; app_calibration.tex:27,"A monotone fit, not a parametric one; Resolution regions, and the coverage they have",round21_numbers.py,302,s33_regions.csv,False,False,False
K075,calSlopeSe,0.006,2,40_multilog.tex:175; app_calibration.tex:27,"A monotone fit, not a parametric one; Resolution regions, and the coverage they have",round21_numbers.py,303,s33_regions.csv,False,False,False
K076,cardF,"3{,}019",3,20_inference.tex:18; 20_inference.tex:46; 50_cmdb.tex:10,"Case study: a configuration management database; The estimator, and uncertainty that includes the model",make_numbers.py,266,s10_coverage.csv,True,False,False
K077,cardTauZero,"4{,}034",1,50_cmdb.tex:83,Three decision times,round21_numbers.py,712,s38_facts.csv,False,False,False
K078,casePrevalence,0.400,2,50_cmdb.tex:24; 50_cmdb.tex:43,"One log, two published answers, and what separates them",make_numbers.py,280,s38_facts.csv,False,False,False
K079,casePrevalenceTest,0.372,1,50_cmdb.tex:24,"One log, two published answers, and what separates them",make_numbers.py,283,s38_facts.csv,False,False,False
K080,caseRatio,0.093,0,,,round20_numbers.py,180,s01_surface.csv,False,False,False
K081,certificateMaxShift,1.942,0,,,round20_numbers.py,450,s29_facts.csv,False,False,False
K082,certificateMinShift,0.241,1,10_surface.tex:282,Two propositions,round20_numbers.py,449,s29_facts.csv,True,False,False
K083,concentratedFirstOrderPct,39.2\%,1,40_multilog.tex:92,What the choices are worth,round20_numbers.py,240,s22_indices.csv,False,False,False
K084,corpusKurtMedDca,0.39,0,,,round21_numbers.py,1007,s41_profile.csv,False,False,False
K085,corpusKurtMedWhole,0.32,1,75_simulation.tex:150,The band's family-wise coverage,round21_numbers.py,1005,s41_profile.csv,False,False,False
K086,corpusKurtNinetyDca,5.9,0,,,round21_numbers.py,1008,s41_profile.csv,False,False,False
K087,corpusKurtNinetyWhole,3.6,1,75_simulation.tex:151,The band's family-wise coverage,round21_numbers.py,1006,s41_profile.csv,False,False,False
K088,corpusNtrainHi,"176{,}213",2,40_multilog.tex:187; 80_limits.tex:102,"Limitations; Resolution regions, and the coverage they have",round21_numbers.py,145,s01_surface.csv.gz,False,False,True
K089,corpusNtrainLo,735,2,40_multilog.tex:186; 80_limits.tex:101,"Limitations; Resolution regions, and the coverage they have",round21_numbers.py,144,s01_surface.csv.gz,False,False,True
K090,corpusRatioMax,0.324,1,75_simulation.tex:106,"Sample size, register cardinality and block length",round20_numbers.py,175,s01_surface.csv,False,False,False
K091,corpusRatioMedian,0.106,1,75_simulation.tex:105,"Sample size, register cardinality and block length",round20_numbers.py,174,s01_surface.csv,False,False,False
K092,corpusRatioMin,0.001,1,75_simulation.tex:106,"Sample size, register cardinality and block length",round20_numbers.py,176,s01_surface.csv,False,False,False
K093,corruptLevel,15\%,0,,,make_numbers.py,708,s02_cells.csv,False,False,False
K094,covEmpDegenMedian,89.0\%,0,,,round21_numbers.py,982,s41_profile.csv,False,False,False
K095,covEmpDegenMin,75.9\%,0,,,round21_numbers.py,984,s41_profile.csv,False,False,False
K096,covEmpGaussMedian,81.6\%,0,,,round21_numbers.py,982,s41_profile.csv,False,False,False
K097,covEmpGaussMin,54.9\%,0,,,round21_numbers.py,984,s41_profile.csv,False,False,False
K098,covEmpHeavyMedian,88.9\%,0,,,round21_numbers.py,982,s41_profile.csv,False,False,False
K099,covEmpHeavyMin,74.0\%,0,,,round21_numbers.py,984,s41_profile.csv,False,False,False
K100,covEmpHiDegenMedian,91.4\%,0,,,round21_numbers.py,982,s41_profile.csv,False,False,False
K101,covEmpHiDegenMin,88.9\%,0,,,round21_numbers.py,984,s41_profile.csv,False,False,False
K102,covEmpHiGaussMedian,92.1\%,0,,,round21_numbers.py,982,s41_profile.csv,False,False,False
K103,covEmpHiGaussMin,72.6\%,0,,,round21_numbers.py,984,s41_profile.csv,False,False,False
K104,covEmpHiHeavyMedian,92.2\%,3,20_inference.tex:208; 75_simulation.tex:185; 80_limits.tex:144,Limitations; Simultaneous bands over the family the claim ranges over; The band's family-wise coverage,round21_numbers.py,982,s41_profile.csv,False,False,True
K105,covEmpHiHeavyMin,86.5\%,2,20_inference.tex:208; 75_simulation.tex:187,Simultaneous bands over the family the claim ranges over; The band's family-wise coverage,round21_numbers.py,984,s41_profile.csv,False,False,False
K106,covMultBootEighty,90.9\%,1,20_inference.tex:218,Simultaneous bands over the family the claim ranges over,round21_numbers.py,991,s41_profile.csv,False,False,False
K107,covMultBootFourHundred,95.8\%,2,20_inference.tex:219; 80_limits.tex:147,Limitations; Simultaneous bands over the family the claim ranges over,round21_numbers.py,991,s41_profile.csv,False,False,True
K108,covMultBootOneFifty,94.4\%,1,20_inference.tex:218,Simultaneous bands over the family the claim ranges over,round21_numbers.py,991,s41_profile.csv,False,False,False
K109,covMultBootOneThousand,96.6\%,1,75_simulation.tex:178,The band's family-wise coverage,round21_numbers.py,991,s41_profile.csv,False,False,False
K110,covMultBootThirtyThree,82.0\%,3,20_inference.tex:217; 75_simulation.tex:177; 80_limits.tex:146,Limitations; Simultaneous bands over the family the claim ranges over; The band's family-wise coverage,round21_numbers.py,991,s41_profile.csv,False,False,True
K111,covMultDegenMedian,84.4\%,1,75_simulation.tex:154,The band's family-wise coverage,round21_numbers.py,982,s41_profile.csv,False,False,False
K112,covMultDegenMin,39.2\%,1,75_simulation.tex:154,The band's family-wise coverage,round21_numbers.py,984,s41_profile.csv,False,False,False
K113,covMultGaussMedian,87.3\%,3,20_inference.tex:193; 75_simulation.tex:148; 80_limits.tex:130,Limitations; Simultaneous bands over the family the claim ranges over; The band's family-wise coverage,round21_numbers.py,982,s41_profile.csv,False,False,True
K114,covMultGaussMin,74.8\%,3,20_inference.tex:194; 75_simulation.tex:149; 80_limits.tex:130,Limitations; Simultaneous bands over the family the claim ranges over; The band's family-wise coverage,round21_numbers.py,984,s41_profile.csv,False,False,True
K115,covMultHeavyMedian,84.6\%,5,20_inference.tex:196; 20_inference.tex:201; 75_simulation.tex:152; 80_limits.tex:129; 80_limits.tex:135,Limitations; Simultaneous bands over the family the claim ranges over; The band's family-wise coverage,round21_numbers.py,982,s41_profile.csv,False,False,True
K116,covMultHeavyMin,76.1\%,3,20_inference.tex:196; 75_simulation.tex:152; 80_limits.tex:129,Limitations; Simultaneous bands over the family the claim ranges over; The band's family-wise coverage,round21_numbers.py,984,s41_profile.csv,False,False,True
K117,covMultHiDegenMedian,84.8\%,0,,,round21_numbers.py,982,s41_profile.csv,False,False,False
K118,covMultHiDegenMin,39.4\%,0,,,round21_numbers.py,984,s41_profile.csv,False,False,False
K119,covMultHiGaussMedian,87.9\%,0,,,round21_numbers.py,982,s41_profile.csv,False,False,False
K120,covMultHiGaussMin,75.6\%,0,,,round21_numbers.py,984,s41_profile.csv,False,False,False
K121,covMultHiHeavyMedian,84.8\%,1,20_inference.tex:201,Simultaneous bands over the family the claim ranges over,round21_numbers.py,982,s41_profile.csv,False,False,False
K122,covMultHiHeavyMin,76.6\%,0,,,round21_numbers.py,984,s41_profile.csv,False,False,False
K123,covPercellBootEighty,92.4\%,0,,,round21_numbers.py,992,s41_profile.csv,False,False,False
K124,covPercellBootFourHundred,94.6\%,1,20_inference.tex:221,Simultaneous bands over the family the claim ranges over,round21_numbers.py,992,s41_profile.csv,False,False,False
K125,covPercellBootOneFifty,94.0\%,0,,,round21_numbers.py,992,s41_profile.csv,False,False,False
K126,covPercellBootOneThousand,94.9\%,1,75_simulation.tex:180,The band's family-wise coverage,round21_numbers.py,992,s41_profile.csv,False,False,False
K127,covPercellBootThirtyThree,90.3\%,2,20_inference.tex:220; 75_simulation.tex:180,Simultaneous bands over the family the claim ranges over; The band's family-wise coverage,round21_numbers.py,992,s41_profile.csv,False,False,False
K128,covRadDegenMedian,79.6\%,0,,,round21_numbers.py,982,s41_profile.csv,False,False,False
K129,covRadDegenMin,24.5\%,0,,,round21_numbers.py,984,s41_profile.csv,False,False,False
K130,covRadGaussMedian,82.9\%,0,,,round21_numbers.py,982,s41_profile.csv,False,False,False
K131,covRadGaussMin,60.1\%,0,,,round21_numbers.py,984,s41_profile.csv,False,False,False
K132,covRadHeavyMedian,80.7\%,2,20_inference.tex:212; 75_simulation.tex:190,Simultaneous bands over the family the claim ranges over; The band's family-wise coverage,round21_numbers.py,982,s41_profile.csv,False,False,False
K133,covRadHeavyMin,63.1\%,0,,,round21_numbers.py,984,s41_profile.csv,False,False,False
K134,coverageBlockMax,92.0\%,0,,,round20_numbers.py,611,s31_coverage.csv,False,False,False
K135,coverageBlockMin,83.6\%,0,,,round20_numbers.py,610,s31_coverage.csv,False,False,False
K136,coverageBlockSpreadMax,3.6\%,2,75_simulation.tex:115; 80_limits.tex:173,"Limitations; Sample size, register cardinality and block length",round20_numbers.py,625,s31_coverage.csv,False,False,True
K137,coverageDriftOracle,65.8\%,1,75_simulation.tex:68,"Coverage, bias and width",round20_numbers.py,668,,False,False,False
K138,coverageGridMedian,83.3\%,1,75_simulation.tex:84,"Sample size, register cardinality and block length",round20_numbers.py,551,s31_coverage.csv,False,False,False
K139,coverageGridMin,21.3\%,1,75_simulation.tex:85,"Sample size, register cardinality and block length",round20_numbers.py,550,s31_coverage.csv,False,False,False
K140,coverageGridSafeMax,90.7\%,1,75_simulation.tex:87,"Sample size, register cardinality and block length",round20_numbers.py,588,s31_coverage.csv,False,False,False
K141,coverageGridSafeMin,88.7\%,1,75_simulation.tex:86,"Sample size, register cardinality and block length",round20_numbers.py,586,s31_coverage.csv,False,False,False
K142,coverageMofnMedian,75.8\%,1,75_simulation.tex:63,"Coverage, bias and width",round20_numbers.py,546,s31_coverage.csv,False,False,False
K143,coverageNaiveBasicMedian,92.0\%,0,,,round20_numbers.py,532,s31_coverage.csv,False,False,False
K144,coverageNaiveMedian,92.1\%,2,20_inference.tex:38; 75_simulation.tex:47,"Coverage, bias and width; The estimator, and uncertainty that includes the model",round20_numbers.py,531,s31_coverage.csv,True,False,False
K145,coverageNaiveMin,63.5\%,0,,,make_numbers.py,538,s17_facts.csv,False,False,False
K146,coverageNestedBasicMedian,93.0\%,3,20_inference.tex:39; 75_simulation.tex:46; 75_simulation.tex:57,"Coverage, bias and width; The estimator, and uncertainty that includes the model",round20_numbers.py,536,s31_coverage.csv,True,False,False
K147,coverageNestedBasicMin,89.9\%,1,75_simulation.tex:58,"Coverage, bias and width",round20_numbers.py,538,s31_coverage.csv,True,False,False
K148,coverageNestedBcMedian,92.2\%,0,,,round20_numbers.py,540,s31_coverage.csv,False,False,False
K149,coverageNestedBcMin,63.1\%,0,,,round20_numbers.py,541,s31_coverage.csv,False,False,False
K150,coverageNestedMedian,93.8\%,0,,,round20_numbers.py,534,s31_coverage.csv,True,False,False
K151,coverageNestedMin,37.2\%,0,,,round20_numbers.py,535,s31_coverage.csv,True,False,False
K152,coverageNoisyAfter,94.8\%,1,app_noisy.tex:51,,round20_numbers.py,674,,False,False,False
K153,coverageNoisyBefore,7.0\%,3,app_corrections.tex:93; app_noisy.tex:4; app_noisy.tex:98,"The two estimands, and the marginalisation",make_numbers.py,464,s10_coverage_wrongtruth.csv,False,False,False
K154,coverageSparseBasic,89.9\%,1,75_simulation.tex:56,"Coverage, bias and width",round20_numbers.py,543,s31_coverage.csv,True,False,False
K155,coverageSparseBc,63.1\%,1,75_simulation.tex:59,"Coverage, bias and width",round20_numbers.py,544,s31_coverage.csv,False,False,False
K156,coverageSparseMofn,72.8\%,1,75_simulation.tex:62,"Coverage, bias and width",round20_numbers.py,547,s31_coverage.csv,False,False,False
K157,coverageSparsePct,37.2\%,2,20_inference.tex:54; 75_simulation.tex:51,"Coverage, bias and width; The estimator, and uncertainty that includes the model",round20_numbers.py,542,s31_coverage.csv,False,False,False
K158,crossTargetAgreement,45\%,0,,,make_numbers.py,784,s16_facts.csv,False,False,False
K159,crossedHigherOrderPct,27.5\%,0,,,round21_numbers.py,617,s37_facts.csv,False,False,False
K160,dcBandWidth,0.0136,1,60_dca.tex:84,Simultaneous bands change what can be said,round20_numbers.py,397,s26_bands.csv,False,False,False
K161,dcPointWidth,0.0071,1,60_dca.tex:85,Simultaneous bands change what can be said,round20_numbers.py,398,s26_bands.csv,False,False,False
K162,dcaDipTheta,0.55,2,60_dca.tex:70; 60_dca.tex:94,Simultaneous bands change what can be said,round20_numbers.py,417,s26_bands.csv,False,False,False
K163,dcaDipValue,-0.0130,2,60_dca.tex:71; 60_dca.tex:95,Simultaneous bands change what can be said,round20_numbers.py,419,s26_bands.csv,False,False,False
K164,dcaHarmfulPointwise,3,1,60_dca.tex:103,Simultaneous bands change what can be said,round21_numbers.py,362,s26_facts.csv,True,False,False
K165,dcaHarmfulSimultaneous,1,1,60_dca.tex:103,Simultaneous bands change what can be said,round21_numbers.py,363,s26_facts.csv,True,False,False
K166,dcaQ,3.57,1,60_dca.tex:83,Simultaneous bands change what can be said,round20_numbers.py,408,s26_bands.csv,False,False,False
K167,dcaSignChangePct,27.4\%,1,60_dca.tex:52,"Calibration comes first, or the threshold means nothing",round20_numbers.py,373,s26_calibration.csv,False,False,False
K168,deliveredPerThousand,0.003,2,60_dca.tex:166; 80_limits.tex:247,"Conclusion; The decision, in units a service desk uses",round21_numbers.py,575,s35_facts.csv,False,False,True
K169,deltaCohortAtTau,$-0.0297$,2,50_cmdb.tex:109; 80_limits.tex:252,Conclusion; Three decision times,round21_numbers.py,716,s38_facts.csv,True,False,True
K170,deltaCohortStep,$-0.00098$,0,,,round21_numbers.py,285,s32_tiebreak.csv,False,False,False
K171,deltaPopulationResidual,$-0.0076$,2,50_cmdb.tex:112; 80_limits.tex:254,Conclusion; Three decision times,round21_numbers.py,725,s38_facts.csv,True,False,True
K172,deltaSnapshotAtTau,$-0.0099$,2,50_cmdb.tex:111; 80_limits.tex:253,Conclusion; Three decision times,round21_numbers.py,724,s38_facts.csv,True,False,True
K173,deltaSnapshotUnmatched,$-0.0175$,1,50_cmdb.tex:115,Three decision times,round21_numbers.py,727,s38_facts.csv,True,False,False
K174,deltaTargetStep,$+0.01153$,0,,,round21_numbers.py,287,s32_tiebreak.csv,False,False,False
K175,deltaTiebreak,$+0.00035$,0,,,round21_numbers.py,283,s32_tiebreak.csv,False,False,False
K176,deskQhi,0.36,1,60_dca.tex:143,"The decision, in units a service desk uses",round21_numbers.py,567,s35_facts.csv,False,False,False
K177,deskQlo,0.08,1,60_dca.tex:143,"The decision, in units a service desk uses",round21_numbers.py,565,s35_facts.csv,False,False,False
K178,deskQmid,0.19,1,60_dca.tex:143,"The decision, in units a service desk uses",round21_numbers.py,566,s35_facts.csv,False,False,False
K179,doiBPICfourteen,\url{https://doi.org/10.4121/uuid:c3e5d162-0cfd-4bb0-bd82-af5268819c35},1,90_backmatter.tex:60,Data availability,make_numbers.py,785,s16_facts.csv,False,False,False
K180,doiBPICthirteen,\url{https://doi.org/10.4121/uuid:500573e6-accc-4b0c-9576-aa5468b10cee},1,90_backmatter.tex:60,Data availability,make_numbers.py,787,s16_facts.csv,False,False,False
K181,eceIsoMedian,0.089,1,60_dca.tex:49,"Calibration comes first, or the threshold means nothing",round20_numbers.py,370,s26_calibration.csv,True,False,False
K182,eceRawMedian,0.105,1,60_dca.tex:48,"Calibration comes first, or the threshold means nothing",round20_numbers.py,369,s26_calibration.csv,True,False,False
K183,exCells,480,2,70_standard.tex:61; app_worked.tex:13,"Beyond process logs, and beyond this paper's claims",make_numbers.py,731,s14_facts.csv,False,False,False
K184,exMisreportPct,24.9\%,2,70_standard.tex:65; app_worked.tex:17,"Beyond process logs, and beyond this paper's claims",make_numbers.py,738,s14_facts.csv,False,False,False
K185,exRmax,0.947,2,70_standard.tex:61; app_worked.tex:13,"Beyond process logs, and beyond this paper's claims",make_numbers.py,740,s14_facts.csv,False,False,False
K186,exRmin,0.200,2,70_standard.tex:61; app_worked.tex:13,"Beyond process logs, and beyond this paper's claims",make_numbers.py,739,s14_facts.csv,False,False,False
K187,exRows,"30{,}162",1,app_worked.tex:5,,make_numbers.py,730,s14_facts.csv,False,False,False
K188,exSbaselinePct,25.9\%,2,70_standard.tex:63; app_worked.tex:15,"Beyond process logs, and beyond this paper's claims",make_numbers.py,741,s14_facts.csv,False,False,False
K189,exSmetricPct,25.9\%,2,70_standard.tex:63; app_worked.tex:15,"Beyond process logs, and beyond this paper's claims",make_numbers.py,742,s14_facts.csv,False,False,False
K190,exSpopulationPct,7.2\%,2,70_standard.tex:63; app_worked.tex:16,"Beyond process logs, and beyond this paper's claims",make_numbers.py,743,s14_facts.csv,False,False,False
K191,exampleLines,121,2,70_standard.tex:66; app_worked.tex:21,"Beyond process logs, and beyond this paper's claims",make_numbers.py,736,s14_facts.csv,False,False,False
K192,excessMajorityAuc,0.0000,0,,,round20_numbers.py,277,s23_facts.csv,True,False,False
K193,excessOneNumberAuc,0.0045,0,,,round20_numbers.py,276,s23_facts.csv,True,False,False
K194,excessOneNumberDesk,0.000,1,60_dca.tex:153,"The decision, in units a service desk uses",round21_numbers.py,570,s35_facts.csv,False,False,False
K195,excessUniformAuc,0.0259,0,,,round20_numbers.py,285,s23_metric_regret.csv,False,False,False
K196,excessUniformDesk,0.048,1,60_dca.tex:154,"The decision, in units a service desk uses",round21_numbers.py,571,s35_facts.csv,False,False,False
K197,familySizeMedian,180,2,20_inference.tex:123; 40_multilog.tex:160,"Resolution regions, and the coverage they have; Simultaneous bands over the family the claim ranges over",round20_numbers.py,121,s21_incomplete.csv,True,False,False
K198,fieldAgreement,1.000,0,,,round21_numbers.py,215,s32_tiebreak.csv,False,False,False
K199,flipLearnerPct,31.3\%,1,40_multilog.tex:354,What one number costs,make_numbers.py,350,s38_facts.csv,True,False,False
K200,flipMetricPct,19.7\%,1,40_multilog.tex:355,What one number costs,make_numbers.py,351,s38_facts.csv,True,False,False
K201,flipQualityPct,20.4\%,1,40_multilog.tex:355,What one number costs,make_numbers.py,353,s38_facts.csv,True,False,False
K202,flipRungPct,22.2\%,1,40_multilog.tex:354,What one number costs,make_numbers.py,349,s38_facts.csv,True,False,False
