rung,learner,threshold,dnb,se,q_maxt,q_emp,q_lo,q_hi,n_family,n_draws,sim_lo,sim_hi,pt_lo,pt_hi,construction,sim_harmful,pt_harmful
B_half,hgb,0.325,0.0043230184840826,0.0009265175846799913,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.0013266692549149658,0.007949807908845433,0.0031151162605887453,0.006589027161906382,basic,False,False
B_half,hgb,0.35,0.0052154968475951,0.000965680860841524,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.0020610349723194474,0.008964129249811652,0.0038608705698531427,0.007516257165806233,basic,False,False
B_half,hgb,0.375,0.0061793734801888,0.0010581014196492718,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.0026621217127581268,0.010225877142913575,0.004589114575883312,0.008442998140466257,basic,False,False
B_half,hgb,0.4,0.0071520526391073,0.001128077382963132,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.0032631071201998426,0.011327080263578858,0.0052204024221616085,0.0096552710627948,basic,False,False
B_half,hgb,0.425,0.0082870522970527,0.001245141243541834,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.003897291757215384,0.012798086772944417,0.006038120440566348,0.010758786141187644,basic,False,False
B_half,hgb,0.45,0.009525233742084,0.0013486682248044124,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.0046625468315385525,0.014303396394167247,0.006904494089803832,0.012265120089465818,basic,False,False
B_half,hgb,0.475,0.0108813372294991,0.0014780557944772225,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.005458818662185904,0.016024585169951793,0.007910510792787956,0.01357995994850528,basic,False,False
B_half,hgb,0.5,0.0118724073809182,0.0016132452030651926,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.005534164446966725,0.017066321892612372,0.007867257903017899,0.014307681304534251,basic,False,False
B_half,hgb,0.525,0.0145450165250057,0.0017781065069197987,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.008342140367658814,0.021052795979072083,0.011132452250637692,0.017890577358859704,basic,False,False
B_half,hgb,0.55,0.0155676345777905,0.002555814098902717,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.005594236251567521,0.023864273896400376,0.010898337545097725,0.01842964764220678,basic,False,False
B_half,hgb,0.575,0.0181956633318467,0.00870432709639639,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,-0.013136310388251513,0.04908589262423521,0.01304429224128473,0.04305325334253241,basic,False,False
B_half,hgb,0.6,0.0042912315834643,0.00959958643861279,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,-0.028464144247220595,0.040157750312160796,-0.017630703761979893,0.014844979259046941,basic,False,False
B_half,hgb,0.625,0.0028369808801792,0.00446019403135371,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,-0.013927179665816624,0.017956169319180426,-0.006561412291994531,0.010562389739188183,basic,False,False
B_half,hgb,0.65,0.0080613850460795,0.004094053521084055,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,-0.006275326689727516,0.022990695429126618,0.0006181416923796944,0.01634652716758238,basic,False,False
B_half,hgb,0.675,0.0150413168579381,0.004230447551877075,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.0033482884434740297,0.03358931264803887,0.010195113497573523,0.025984370014193882,basic,False,False
B_half,hgb,0.7,0.0224097649358699,0.004668149167550489,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.010647811144889455,0.04401771119335495,0.017803843036284666,0.03631216325752155,basic,False,False
