n_cells,n_pairs,misreport_median,misreport_max,misreport_min,n_pairs_misreport_over_25pct,n_pairs_misreport_over_10pct,flip_rate_rung,flip_rate_learner,flip_rate_metric,flip_rate_split,flip_rate_quality,regret_one_number,regret_uniform_rule,regret_majority,regret_one_number_adj,regret_majority_adj,regret_mean_rule,regret_oracle,n_mean_rule_optimal,n_one_number_optimal,runtime_s
29040,19,0.38518518518518513,0.5771604938271605,0.056481481481481466,13,18,0.2222222222222222,0.31296296296296294,0.19722222222222222,0.3348148148148148,0.2037037037037037,0.03704074402406345,0.04783428025436694,0.028691445712827616,0.023614899650683783,0.019204762982078925,0.023196499120437572,0.023196499120437572,19,9,2.5
