top64,top64_lo,top64_hi,top64_cov,top128,top128_lo,top128_hi,top128_cov,top8,top8_cov,top64_intake,k32_spread,n_items_train,pct_vocab_64,pct_vocab_128
0.876615555115613,0.8199147669593287,0.9206126504147221,0.7041692826781304,0.9328771962305163,0.9066801921243439,0.9543432367971603,0.8189142312082296,0.5584614866602452,0.3005112297940974,0.890406077311719,0.09044474279151771,2554,2.505873140172279,5.011746280344558
