log,target,metric,measure,sum_first_order,interaction_total,largest_involvement,largest_involvement_axis,largest_first_order,largest_first_order_axis,var,mean,n_cells,check_sum,rep
BPIC14,handover,nagelkerke,envelope,0.6582331764850671,0.3417668235149329,0.32263707972250866,rung,0.5115994556253675,rung,0.012922068666794875,0.0524281898674058,960,0.9999999999999999,8
BPIC14,handover,ap,envelope,0.8577912728729353,0.14220872712706467,0.12925340998982426,rung,0.702998739923229,rung,0.00012185228934615915,0.011557917034441582,960,0.9999999999999997,9
BPIC14,handover,auc,envelope,0.891557909029491,0.10844209097050905,0.09541976701591903,learner,0.576701924110797,learner,0.008394918197066083,0.12455164941305023,960,1.0,9
BPIC14,handover,brier_skill,envelope,0.7552399150340259,0.24476008496597412,0.22695201229339934,rung,0.6312839559201346,rung,0.007122765517412235,0.04678023677532347,960,1.0000000000000004,9
BPIC14,handover,logloss_skill,envelope,0.6869623773850148,0.31303762261498524,0.28201559122531333,learner,0.43593350799736025,learner,0.010508443509562398,0.06595613910903174,960,1.0,9
BPIC14,handover,nagelkerke,envelope,0.7290062271186089,0.27099377288139115,0.24869500995588834,rung,0.5488962140650717,rung,0.015007877447291132,0.07678775019438636,960,1.0000000000000002,9
BPIC14,handover,ap,envelope,0.8348577918092647,0.16514220819073533,0.14251904195150739,rung,0.4677580482748665,rung,0.00018128964015531017,0.015089789349610071,960,1.0,10
BPIC14,handover,auc,envelope,0.8890223614388377,0.11097763856116227,0.09906181137009296,rung,0.6690898675911182,rung,0.008131966269164296,0.10912472455633024,960,1.0000000000000002,10
BPIC14,handover,brier_skill,envelope,0.7484359018182017,0.25156409818179826,0.2316690394787687,learner,0.5515293412389308,learner,0.011855570882427297,0.08086346837342245,960,1.0000000000000004,10
BPIC14,handover,logloss_skill,envelope,0.8276498027212792,0.1723501972787208,0.13525303495631308,learner,0.41103674468364965,learner,0.010527183956903084,0.11952841913528248,960,1.0,10
BPIC14,handover,nagelkerke,envelope,0.7267732467781853,0.27322675322181467,0.22682838765016033,rung,0.40469667204750204,rung,0.015910602152983375,0.096889616040148,960,1.0,10
BPIC14,handover,ap,envelope,0.7991360950212709,0.20086390497872908,0.1747619270680143,rung,0.5354852058434159,rung,0.00014312577136598692,0.010965083466728563,960,0.9999999999999999,11
BPIC14,handover,auc,envelope,0.8025515748738132,0.19744842512618677,0.1581697141977642,learner,0.40735926137226647,learner,0.009664557374722778,0.09929029432856543,960,1.0,11
BPIC14,handover,brier_skill,envelope,0.7599190751330435,0.24008092486695654,0.1888442988873062,learner,0.33266678757947815,learner,0.012261883870976065,0.10266948700173258,960,1.0000000000000002,11
BPIC14,handover,logloss_skill,envelope,0.6055446266054834,0.39445537339451664,0.35766447069003277,learner,0.3975185829493438,learner,0.010988579336490844,0.05467000407210073,960,1.0,11
BPIC14,handover,nagelkerke,envelope,0.8198324107388664,0.18016758926113363,0.13499447564263334,quality_level,0.36579475012706497,quality_level,0.012406147129649596,0.14455143817605257,960,1.0000000000000002,11
BPIC14,handover,ap,envelope,0.7507849380995462,0.24921506190045384,0.23186211104140686,rung,0.5710017477729497,rung,5.593444274766262e-05,0.005382005071630466,960,1.0,12
BPIC14,handover,auc,envelope,0.9294117325407634,0.07058826745923663,0.04866675765077344,learner,0.36613482696230903,quality_level,0.0037597589394888103,0.18199892130928094,960,1.0,12
BPIC14,handover,brier_skill,envelope,0.8430600159712971,0.1569399840287029,0.13170217809773127,learner,0.492171457669301,learner,0.01031393750772855,0.1228312924341772,960,0.9999999999999999,12
BPIC14,handover,logloss_skill,envelope,0.7966895755288644,0.20331042447113556,0.17137088515015247,quality_level,0.4702744231866816,quality_level,0.015091077728920214,0.12303759258903708,960,1.0,12
BPIC14,handover,nagelkerke,envelope,0.7543036740091159,0.2456963259908841,0.2241387568634139,learner,0.5443283095036087,learner,0.01886100794215105,0.10536099747358804,960,1.0000000000000002,12
BPIC14,handover,ap,envelope,0.8043340997734176,0.19566590022658237,0.1608366911739494,learner,0.5476469431119837,learner,0.00017396585293370385,0.010336588177271714,960,0.9999999999999999,13
BPIC14,handover,auc,envelope,0.8480657058718686,0.15193429412813142,0.13078858156348672,learner,0.42197942899746776,learner,0.007407323993475154,0.10282045251521751,960,1.0000000000000002,13
BPIC14,handover,brier_skill,envelope,0.6523363435535421,0.3476636564464579,0.2711243176839335,rung,0.29769999780376855,rung,0.007776374566922819,0.058260139425288404,960,1.0,13
BPIC14,handover,logloss_skill,envelope,0.6919937628955865,0.30800623710441355,0.28908256724993164,learner,0.4579808827780978,learner,0.012454937660829593,0.07140465664817348,960,0.9999999999999999,13
BPIC14,handover,nagelkerke,envelope,0.8424815136836549,0.15751848631634513,0.14036171398477748,rung,0.6856114569660473,rung,0.012730215316683691,0.09878945057643201,960,1.0,13
BPIC14,handover,ap,envelope,0.8998532062675241,0.10014679373247592,0.06486621959849626,quality_level,0.3485140619653282,rung,0.00011679609580157476,0.02219974955994348,960,1.0,14
BPIC14,handover,auc,envelope,0.8610024232190718,0.13899757678092817,0.12222627058849811,learner,0.5618396205479532,learner,0.010120265044934606,0.1141313586030116,960,1.0000000000000002,14
BPIC14,handover,brier_skill,envelope,0.782500463072555,0.21749953692744495,0.189194918661715,quality_level,0.47023015460041606,quality_level,0.012594980916099256,0.10928201075314793,960,1.0,14
