log,target,metric,split_set,share_resampling,share_analyst,share_counterfactual,share_mixed,check_sum,var_pooled
Helpdesk,duration,ap,rolling,0.7070874367795357,0.19558649042746365,0.0739793821998406,0.023346690593159813,0.9999999999999998,0.00040989083768558935
Helpdesk,duration,auc,rolling,0.8865856571824903,0.045342329531605066,0.056877331171061155,0.011194682114843622,1.0000000000000002,0.0003582597244854659
Helpdesk,duration,brier_skill,rolling,0.5096312941748571,0.2920326320987051,0.1743889834585925,0.02394709026784527,0.9999999999999999,0.0010067613447613864
Helpdesk,duration,logloss_skill,rolling,0.5695159591372594,0.33468671218803925,0.08432412602835068,0.011473202646350688,1.0,0.0014407580626283499
Helpdesk,duration,nagelkerke,rolling,0.5948512134484637,0.3236109883290801,0.06976005723687562,0.011777740985580407,0.9999999999999998,0.005112680943731059
RoadFines,duration,ap,rolling,0.4733684649051472,0.18992762685476797,0.2848081809166204,0.05189572732346439,1.0,0.00023552982849285096
RoadFines,duration,auc,rolling,0.5767683521691936,0.31884046159232726,0.07118551309936391,0.03320567313911523,1.0,0.0002952259971775979
RoadFines,duration,brier_skill,rolling,0.6911577538389261,0.04890138274289366,0.23652784526635914,0.023413018151821206,1.0000000000000002,0.00010382356133570588
RoadFines,duration,logloss_skill,rolling,0.6458411071374662,0.07717275421605085,0.2550187424135254,0.02196739623295742,0.9999999999999999,6.673722302004352e-05
RoadFines,duration,nagelkerke,rolling,0.6522846922331973,0.07550995166750916,0.24982952088048496,0.022375835218808614,1.0,0.00022981606233584274
Sepsis,duration,ap,rolling,0.7139881371734469,0.16199044516560673,0.10698311411217985,0.01703830354876663,1.0,0.003417593776437754
Sepsis,duration,auc,rolling,0.794545581767549,0.11053061740753908,0.08317486481272696,0.01174893601218519,1.0000000000000002,0.002766981413806146
Sepsis,duration,brier_skill,rolling,0.7446136175913542,0.0384040151812937,0.1530306287866594,0.0639517384406925,0.9999999999999998,0.007841585030071735
Sepsis,duration,logloss_skill,rolling,0.6771249808066075,0.11126575910289979,0.14811845945972552,0.0634908006307672,1.0000000000000002,0.01554614393361774
Sepsis,duration,nagelkerke,rolling,0.6956452391842568,0.05638677695812895,0.15695090104151935,0.09101708281609498,1.0,0.06646285458236219
UCI498,duration,ap,rolling,0.16313708713184077,0.7649636737503205,0.02152168953148476,0.05037754958635414,1.0000000000000002,0.000536984274241302
UCI498,duration,auc,rolling,0.08678754152004066,0.7717596527857342,0.03205523754098504,0.10939756815324005,1.0,0.0007186801090946336
UCI498,duration,brier_skill,rolling,0.8409639842758241,0.07238744946489895,0.02877118298650005,0.05787738327277705,1.0000000000000002,0.0001975650270774456
UCI498,duration,logloss_skill,rolling,0.8648563979598497,0.06640958776870706,0.027079356562902744,0.0416546577085404,0.9999999999999999,0.000186438926421665
UCI498,duration,nagelkerke,rolling,0.8849453716527704,0.052228141292759475,0.02131719321092592,0.041509293843544126,1.0,0.000477936037235246
UCI498,handover,ap,rolling,0.2514827758549428,0.6948975478557115,0.00913232822704925,0.04448734806229659,1.0,0.00028155316558922184
UCI498,handover,auc,rolling,0.2674781176861255,0.7019241236314085,0.006708579738843048,0.023889178943623073,1.0000000000000002,0.0005698328244867718
UCI498,handover,brier_skill,rolling,0.47885255693850537,0.36764058313639186,0.0662793855450763,0.0872274743800265,1.0,0.00020592163756309815
UCI498,handover,logloss_skill,rolling,0.499643787628225,0.33743814887989737,0.07589177467891875,0.0870262888129591,1.0000000000000002,0.00016867095108315282
UCI498,handover,nagelkerke,rolling,0.5379998181274023,0.3026551811786389,0.06363604525586239,0.09570895543809649,1.0,0.00046148639778698656
