log,target,unit,threshold_measure,rule,n_cells,adopts,loss,excess,rel_excess,L_adopt,L_decline,best,mean,share_positive
BPIC15_5,duration,net benefit (true positives per case),concentrated on a 1:4 exchange rate,majority,186,False,0.005188955181866135,0.00198816579217154,0.6211485824630409,0.0032007893896945955,0.005188955181866135,0.0032007893896945955,0.00198816579217154,0.3158815109893154
BPIC15_5,duration,net benefit (true positives per case),concentrated on a 1:4 exchange rate,weighted-mean,186,True,0.0032007893896945955,0.0,0.0,0.0032007893896945955,0.005188955181866135,0.0032007893896945955,0.00198816579217154,0.3158815109893154
BPIC17,duration,net benefit (true positives per case),uniform over the declared operating range,one-number,186,True,0.0003293058561354382,0.0,0.0,0.0003293058561354382,0.000749902345142929,0.0003293058561354382,0.0004205964890074907,0.33870967741935476
BPIC17,duration,net benefit (true positives per case),uniform over the declared operating range,uniform-beneficial,186,False,0.000749902345142929,0.0004205964890074908,1.2772214073062405,0.0003293058561354382,0.000749902345142929,0.0003293058561354382,0.0004205964890074907,0.33870967741935476
BPIC17,duration,net benefit (true positives per case),uniform over the declared operating range,majority,186,False,0.000749902345142929,0.0004205964890074908,1.2772214073062405,0.0003293058561354382,0.000749902345142929,0.0003293058561354382,0.0004205964890074907,0.33870967741935476
BPIC17,duration,net benefit (true positives per case),uniform over the declared operating range,weighted-mean,186,True,0.0003293058561354382,0.0,0.0,0.0003293058561354382,0.000749902345142929,0.0003293058561354382,0.0004205964890074907,0.33870967741935476
BPIC17,duration,net benefit (true positives per case),concentrated on a 1:4 exchange rate,one-number,186,True,7.701534266535163e-05,4.5174192777645184e-05,1.4187362245697823,7.701534266535163e-05,3.184114988770644e-05,3.184114988770644e-05,-4.517419277764519e-05,0.24163293235744635
BPIC17,duration,net benefit (true positives per case),concentrated on a 1:4 exchange rate,uniform-beneficial,186,False,3.184114988770644e-05,0.0,0.0,7.701534266535163e-05,3.184114988770644e-05,3.184114988770644e-05,-4.517419277764519e-05,0.24163293235744635
BPIC17,duration,net benefit (true positives per case),concentrated on a 1:4 exchange rate,majority,186,False,3.184114988770644e-05,0.0,0.0,7.701534266535163e-05,3.184114988770644e-05,3.184114988770644e-05,-4.517419277764519e-05,0.24163293235744635
BPIC17,duration,net benefit (true positives per case),concentrated on a 1:4 exchange rate,weighted-mean,186,False,3.184114988770644e-05,0.0,0.0,7.701534266535163e-05,3.184114988770644e-05,3.184114988770644e-05,-4.517419277764519e-05,0.24163293235744635
BPIC19,duration,net benefit (true positives per case),uniform over the declared operating range,one-number,186,True,0.09281227331207231,0.04745537538320385,1.0462658944980399,0.09281227331207231,0.04535689792886846,0.04535689792886846,-0.04745537538320386,0.639784946236559
BPIC19,duration,net benefit (true positives per case),uniform over the declared operating range,uniform-beneficial,186,False,0.04535689792886846,0.0,0.0,0.09281227331207231,0.04535689792886846,0.04535689792886846,-0.04745537538320386,0.639784946236559
BPIC19,duration,net benefit (true positives per case),uniform over the declared operating range,majority,186,True,0.09281227331207231,0.04745537538320385,1.0462658944980399,0.09281227331207231,0.04535689792886846,0.04535689792886846,-0.04745537538320386,0.639784946236559
BPIC19,duration,net benefit (true positives per case),uniform over the declared operating range,weighted-mean,186,False,0.04535689792886846,0.0,0.0,0.09281227331207231,0.04535689792886846,0.04535689792886846,-0.04745537538320386,0.639784946236559
BPIC19,duration,net benefit (true positives per case),concentrated on a 1:4 exchange rate,one-number,186,True,2.4726904953368073e-08,0.0,0.0,2.4726904953368073e-08,0.042375522281248454,2.4726904953368073e-08,0.0423754975543435,0.9996288820259498
BPIC19,duration,net benefit (true positives per case),concentrated on a 1:4 exchange rate,uniform-beneficial,186,False,0.042375522281248454,0.0423754975543435,1713740.4634449205,2.4726904953368073e-08,0.042375522281248454,2.4726904953368073e-08,0.0423754975543435,0.9996288820259498
BPIC19,duration,net benefit (true positives per case),concentrated on a 1:4 exchange rate,majority,186,True,2.4726904953368073e-08,0.0,0.0,2.4726904953368073e-08,0.042375522281248454,2.4726904953368073e-08,0.0423754975543435,0.9996288820259498
BPIC19,duration,net benefit (true positives per case),concentrated on a 1:4 exchange rate,weighted-mean,186,True,2.4726904953368073e-08,0.0,0.0,2.4726904953368073e-08,0.042375522281248454,2.4726904953368073e-08,0.0423754975543435,0.9996288820259498
Helpdesk,duration,net benefit (true positives per case),uniform over the declared operating range,one-number,186,False,0.005421798745608026,0.0009186141409100847,0.20399211259332822,0.004503184604697941,0.005421798745608026,0.004503184604697941,0.0009186141409100856,0.30107526881720426
Helpdesk,duration,net benefit (true positives per case),uniform over the declared operating range,uniform-beneficial,186,False,0.005421798745608026,0.0009186141409100847,0.20399211259332822,0.004503184604697941,0.005421798745608026,0.004503184604697941,0.0009186141409100856,0.30107526881720426
Helpdesk,duration,net benefit (true positives per case),uniform over the declared operating range,majority,186,False,0.005421798745608026,0.0009186141409100847,0.20399211259332822,0.004503184604697941,0.005421798745608026,0.004503184604697941,0.0009186141409100856,0.30107526881720426
Helpdesk,duration,net benefit (true positives per case),uniform over the declared operating range,weighted-mean,186,True,0.004503184604697941,0.0,0.0,0.004503184604697941,0.005421798745608026,0.004503184604697941,0.0009186141409100856,0.30107526881720426
Helpdesk,duration,net benefit (true positives per case),concentrated on a 1:4 exchange rate,one-number,186,False,0.00012032478419270262,0.0,0.0,0.0004097419536520956,0.00012032478419270262,0.00012032478419270262,-0.00028941716945939295,0.18334307424251378
