log,target,learner,quality,level,rung,metric,V,se,n_draws,pct_lo,pct_hi,basic_lo,basic_hi,bc_lo,bc_hi,boot_shift,pct_resolved,basic_resolved,bc_resolved,lo,hi,resolved
BPIC13_closed,handover,logit,clean,1.0,B_intake,nb_0.525,-0.0116566584245849,0.026457127011853675,250,-0.0608265630519251,0.042685152478511686,-0.06599846932768148,0.0375132462027553,-0.06153308306316627,0.04146413307175786,0.0007653361591899496,False,False,False,-0.06599846932768148,0.0375132462027553,False
BPIC13_closed,handover,logit,clean,1.0,B_intake,nb_0.550,-0.0151628138205319,0.02757492682693101,250,-0.06616331096196863,0.04172259507829978,-0.07204822271936358,0.03583768332090483,-0.08832051334210356,0.026238525641197268,0.0050956997265722,False,False,False,-0.07204822271936358,0.03583768332090483,False
BPIC13_closed,handover,logit,clean,1.0,B_intake,nb_0.575,-0.021581787077247,0.030615988631937277,250,-0.06825569153836027,0.04976970654033426,-0.09293328069482826,0.02509211738386627,-0.0958068542920284,0.019434838741894507,0.015659955257270698,False,False,False,-0.09293328069482826,0.02509211738386627,False
BPIC13_closed,handover,logit,clean,1.0,B_intake,nb_0.600,-0.0100671140939597,0.02852178547253358,250,-0.06126957494407152,0.04784675615212521,-0.06798098434004461,0.04113534675615212,-0.0659955257270693,0.0380313199105145,0.0039149888143176995,False,False,False,-0.06798098434004461,0.04113534675615212,False
BPIC13_closed,handover,logit,clean,1.0,B_intake,nb_0.625,-0.0082028337061894,0.0332080879565222,250,-0.07390007457121549,0.05417598806860546,-0.07058165548098426,0.05749440715883669,-0.08442737475457428,0.046979865771812,0.00484712900820285,False,False,False,-0.07058165548098426,0.05749440715883669,False
BPIC13_closed,handover,logit,clean,1.0,B_intake,nb_0.650,-0.0204538191115372,0.03689280492387892,250,-0.08020933205496962,0.06447746883988494,-0.10538510706295934,0.03930169383189522,-0.11964557904267054,0.020597768676453933,0.01981463726430175,False,False,False,-0.10538510706295934,0.03930169383189522,False
BPIC13_closed,handover,logit,clean,1.0,B_intake,nb_0.675,0.0435381173636207,0.04041853453279206,250,-0.09022543452073647,0.0789881259679917,0.008088108759249688,0.17730166924797786,0.016692479779728046,0.09343496459268409,-0.042247461710548995,False,True,True,0.008088108759249688,0.17730166924797786,True
BPIC13_closed,handover,logit,clean,1.0,B_intake,nb_0.700,0.058165548098434,0.040859688508903966,250,-0.08359433258762108,0.08020134228187917,0.036129753914988835,0.1999254287844891,0.04425267835270393,0.11111037053808988,-0.058165548098434,False,True,True,0.036129753914988835,0.1999254287844891,True
BPIC13_closed,handover,logit,clean,1.0,B_intake,nb_0.725,0.0634533251982916,0.04695685263667273,250,-0.09383770591824274,0.09033455358958706,0.036572096806996135,0.22074435631482592,0.03986170429123445,0.1460239983729916,-0.06711409395973145,False,True,True,0.036572096806996135,0.22074435631482592,True
BPIC13_closed,handover,logit,clean,1.0,B_intake,nb_0.750,-0.0246085011185682,0.0514202044455192,250,-0.1001677852348993,0.10240492170022372,-0.15162192393736013,0.05095078299776291,-0.12209030974223596,0.0536912751677852,0.022371364653243898,False,False,False,-0.15162192393736013,0.05095078299776291,False
BPIC13_closed,handover,logit,clean,1.0,B_intake,nb_0.775,-0.001988565746955,0.053786261045079366,250,-0.10177106636838182,0.1005530698483719,-0.1045302013422819,0.09779393487447181,-0.09649627967102782,0.1053247077156791,-0.0044742729306487,False,False,False,-0.1045302013422819,0.09779393487447181,False
BPIC13_closed,handover,logit,clean,1.0,B_intake,nb_0.800,-0.0111856823266219,0.060834575304530056,250,-0.1319910514541387,0.11806487695749435,-0.14043624161073814,0.1096196868008949,-0.15540609772022806,0.0912419989293409,0.004474272930648801,False,False,False,-0.14043624161073814,0.1096196868008949,False
BPIC13_closed,handover,logit,clean,1.0,B_intake_g,ap,-0.0144480850365501,0.0304246062714322,250,-0.07625943620985795,0.04636334101162165,-0.07525951108472184,0.04736326613675775,-0.06865115349141958,0.04917985823416982,-0.0009849719723757002,False,False,False,-0.07525951108472184,0.04736326613675775,False
BPIC13_closed,handover,logit,clean,1.0,B_intake_g,auc,-0.0090710629328516,0.01599846964224451,250,-0.036261371784935624,0.023211813056133665,-0.041353938921836864,0.018119245919232425,-0.0351476373287434,0.025151748137973426,-0.0018405127589875506,False,False,False,-0.041353938921836864,0.018119245919232425,False
BPIC13_closed,handover,logit,clean,1.0,B_intake_g,brier_skill,-0.0134902018903672,0.028278945471137937,250,-0.06619228943207152,0.03707468559508678,-0.06405508937582119,0.03921188565133712,-0.06028255048512909,0.060955653240746366,-0.00538357536505165,False,False,False,-0.06405508937582119,0.03921188565133712,False
BPIC13_closed,handover,logit,clean,1.0,B_intake_g,logloss_skill,-0.0042859417161112,0.02382464962403197,250,-0.0528863805858941,0.03809222226803138,-0.046664105700253776,0.0443144971536717,-0.04358772152020817,0.0543619461867012,-0.006885213530232549,False,False,False,-0.046664105700253776,0.0443144971536717,False
BPIC13_closed,handover,logit,clean,1.0,B_intake_g,nagelkerke,-0.0057731387405943,0.03473588619172181,250,-0.07802288724505803,0.05582646224817555,-0.06737273972936415,0.06647660976386943,-0.06291575886309797,0.07790148721797081,-0.010245308530767749,False,False,False,-0.06737273972936415,0.06647660976386943,False
BPIC13_closed,handover,logit,clean,1.0,B_intake_g,nb_0.050,0.000470976097963,0.0016916296248804803,250,-0.001883904391852,0.005625220770045893,-0.004683268574119893,0.0028258565877779997,-0.003767808783704199,0.00316122711062917,0.00011774402449070003,False,False,False,-0.004683268574119893,0.0028258565877779997,False
BPIC13_closed,handover,logit,clean,1.0,B_intake_g,nb_0.075,0.0033254731241308,0.004070809012249793,250,-0.006366769454017717,0.008927383759598522,-0.0022764375113369217,0.013017715702279317,-0.001138795026281813,0.01716474795484713,-0.0018743575790556,False,False,False,-0.0022764375113369217,0.013017715702279317,False
BPIC13_closed,handover,logit,clean,1.0,B_intake_g,nb_0.100,-0.0039771314939099,0.0053985033219218995,250,-0.010272184936614378,0.0104399701715137,-0.0183942331593335,0.002317921948794578,-0.02179101895106463,0.0014914243102162,0.0052199850857567,False,False,False,-0.0183942331593335,0.002317921948794578,False
BPIC13_closed,handover,logit,clean,1.0,B_intake_g,nb_0.125,0.0009587727708533,0.0072837560075773465,250,-0.011681048258229413,0.019670821348673696,-0.017753275806967096,0.013598593799936012,-0.012814627764726465,0.015127903031573983,0.0009587727708532,False,False,False,-0.017753275806967096,0.013598593799936012,False
BPIC13_closed,handover,logit,clean,1.0,B_intake_g,nb_0.150,0.0043426766679826,0.008551124352613175,250,-0.01728187919463086,0.017808264245295365,-0.009122910909330165,0.02596723253059606,-0.013243528093203675,0.018812669372272224,-0.00065798131333075,False,False,False,-0.009122910909330165,0.02596723253059606,False
BPIC13_closed,handover,logit,clean,1.0,B_intake_g,nb_0.175,0.0144396990034574,0.010088736069727855,250,-0.017647956070774806,0.021015524371229076,0.007863873635685723,0.046527354077689605,0.00833451186917795,0.0286727296534193,-0.0120669785099316,False,True,True,0.007863873635685723,0.046527354077689605,True
BPIC13_closed,handover,logit,clean,1.0,B_intake_g,nb_0.200,0.0145413870246084,0.012616240404879171,250,-0.022678970917225906,0.022804809843400407,0.006277964205816392,0.0517617449664427,0.006152125279642,0.04138541005352041,-0.012304250559284049,False,True,True,0.006277964205816392,0.0517617449664427,True
BPIC13_closed,handover,logit,clean,1.0,B_intake_g,nb_0.225,-0.000793822616728,0.013247848553919521,250,-0.02591830843616936,0.026555170671862537,-0.028142815905318537,0.02433066320271336,-0.028065807308994814,0.0197692115240097,0.0024536335426138,False,False,False,-0.028142815905318537,0.02433066320271336,False
BPIC13_closed,handover,logit,clean,1.0,B_intake_g,nb_0.250,0.005965697240865,0.014173542141840809,250,-0.02518642803877698,0.02667785234899328,-0.014746457867263281,0.03711782252050698,-0.01735927988610615,0.030537098146425815,-0.0052199850857569,False,False,False,-0.014746457867263281,0.03711782252050698,False
BPIC13_closed,handover,logit,clean,1.0,B_intake_g,nb_0.275,0.0087942605878268,0.015445639572513324,250,-0.028396204582272586,0.032478978631489616,-0.014890457455836018,0.045984725757926184,-0.010821224974597926,0.042145423008246675,-0.0112628249633571,False,False,False,-0.014890457455836018,0.045984725757926184,False
BPIC13_closed,handover,logit,clean,1.0,B_intake_g,nb_0.300,0.0111856823266219,0.01649279411039229,250,-0.02989773090444229,0.03213486736976662,-0.009763502716522817,0.05226909555768609,-0.0067114093959731,0.04909740558070695,-0.0143815915627995,False,False,False,-0.009763502716522817,0.05226909555768609,False
BPIC13_closed,handover,logit,clean,1.0,B_intake_g,nb_0.325,0.0017399950285856,0.0172844696683328,250,-0.03427375921783071,0.033269119231087864,-0.029789129173916663,0.03775374927500191,-0.024294751195315323,0.05421096678674996,-0.00476427210207965,False,False,False,-0.029789129173916663,0.03775374927500191,False
