n_arms,n_pairs,slope_raw_median,slope_iso_median,slope_platt_median,ece_raw_median,ece_iso_median,brier_raw_median,brier_iso_median,n_raw_slope_outside_half_two,n_iso_slope_outside_half_two,share_best_isotonic,dca_sign_change_share,n_dca_rows,dca_q_maxt,dca_q_lo,dca_q_hi,dca_n_family,dca_harmful_pointwise,dca_harmful_simultaneous,runtime_s
708,19,0.6343307840204275,0.9469877488277607,1.1091327173378143,0.10473830832271766,0.08914170402498603,0.22765045366934006,0.2166308097891355,92,63,0.3940677966101695,0.2744669218151995,10974,3.574210982848223,3.558745670917131,3.5942540315544664,248,3,1,573.1
