n_pairs,n_perms,n_cells,n_max_cases,n_capped,n_sca_nonnull,n_sign_varies,n_disagree,n_agree_null,n_sub_surface_disagree,sub_surface_disagree_pairs,sub_surface_disagree_regions,p_median_min,p_median_max,runtime_s
19,100,24,20000,7,12,16,9,4,1,BPIC19/duration (sign-changing),sign-changing,0.009900990099009901,1.0,0.0
