n_cohort,n_train,n_test,prevalence,V_T1,V_T1_lo,V_T1_hi,V_T2_group,V_T2_group_lo,V_T2_group_hi,V_T2_knowledge,V_T2_knowledge_lo,V_T2_knowledge_hi,lambda_half,n_boot,runtime_s
45455,31818,13637,0.37200263987680576,0.18345785349865806,0.16495084204256702,0.19090885771173285,0.10333536025591061,0.07623381362573585,0.1106290523990819,-0.0032197248522803923,-0.007888330417379824,0.0013468987224131011,0.6396920269718229,400,3188.1
