estimator,shrink_raw,shrink_corrected,shift,resid_intake,resid_queue,se_ratio_intake,se_ratio_queue
"E2 logistic, item target-encoded",42.73104901537387,42.62658721120246,-0.10446180417140738,0.00021828240584862064,-6.242082165842285e-05,0.8104387372843908,0.2112494673048111
"E3 boosting, item target-encoded",47.05958315244785,50.49678316504769,3.4372000125998383,-0.0036202871978503323,0.004168978009033331,8.047964257331168,11.302195337407081
