log,target,rung,learner,calibration,arm,n_test,ece,brier,cal_slope,cal_intercept
BPIC15_4,duration,B_half,logit,platt,with_f,316,0.3132814831277254,0.27662437457005534,0.30021590082256666,-1.430103669919304
BPIC15_4,duration,B_half,logit,isotonic,without_f,316,0.3600377664977342,0.3391625011551888,0.013153581519618956,-2.0924317563273593
BPIC15_4,duration,B_half,logit,isotonic,with_f,316,0.3300309396523954,0.29780786326295267,0.0391843370346741,-1.6104004767062223
BPIC15_4,duration,B_half,hgb,raw,without_f,316,0.3590890059538913,0.34071787368298395,0.021160557399596103,-2.010093656904908
BPIC15_4,duration,B_half,hgb,raw,with_f,316,0.3314424183432744,0.3580041780293899,-0.03212754504838103,-2.453975127382045
BPIC15_4,duration,B_half,hgb,platt,without_f,316,0.30196647316920194,0.265440907502356,0.41553651964148547,-1.3680955498546634
BPIC15_4,duration,B_half,hgb,platt,with_f,316,0.2829017427772693,0.25555635072263366,0.18761263171444373,-1.277650951252513
BPIC15_4,duration,B_half,hgb,isotonic,without_f,316,0.3112250359624867,0.2740260612553331,0.3621039864409378,-1.490549821508531
BPIC15_4,duration,B_half,hgb,isotonic,with_f,316,0.3093971538412561,0.277779414965008,-0.17767124136090673,-1.4273012967927707
BPIC15_4,duration,B_intake,logit,raw,without_f,316,0.3917762927797961,0.36188244265902214,-0.09928948441148432,-1.9520528260770384
BPIC15_4,duration,B_intake,logit,raw,with_f,316,0.3796847772125286,0.34714962729626836,0.015961366519321202,-1.8897229729978677
BPIC15_4,duration,B_intake,logit,platt,without_f,316,0.34863603540956,0.3128783811819496,-0.2226336176390666,-1.6152080348529285
BPIC15_4,duration,B_intake,logit,platt,with_f,316,0.33542624897899614,0.29629666348199124,-0.021465794731424855,-1.5337082552311054
BPIC15_4,duration,B_intake,logit,isotonic,without_f,316,0.3658474406693001,0.33401139264802354,-0.0463094364100357,-1.8045542253750348
BPIC15_4,duration,B_intake,logit,isotonic,with_f,316,0.3528590482425235,0.3155198363312303,0.08665514364601597,-1.7018239605872365
BPIC15_4,duration,B_intake,hgb,raw,without_f,316,0.2784262637517203,0.29750303540114303,0.1931129289662205,-1.9679533164592056
BPIC15_4,duration,B_intake,hgb,raw,with_f,316,0.3627947945902863,0.3677749327934995,0.10646199191213102,-2.608249901131625
BPIC15_4,duration,B_intake,hgb,platt,without_f,316,0.3071137757389853,0.27162331699429876,0.0673221557422356,-1.3832214324340704
BPIC15_4,duration,B_intake,hgb,platt,with_f,316,0.2970031557349809,0.26643229934535656,-0.46588591503194215,-1.3374646163040582
BPIC15_4,duration,B_intake,hgb,isotonic,without_f,316,0.34467874892016315,0.30838742706543,-0.021736333229612298,-1.618725859814378
BPIC15_4,duration,B_intake,hgb,isotonic,with_f,316,0.29844435090714283,0.2763066104619283,-0.14569297959287422,-1.3932399157504989
BPIC15_4,duration,B_intake_g,logit,raw,without_f,316,0.4035472757665395,0.3655691066747495,-0.0751502938160787,-1.98936992111762
BPIC15_4,duration,B_intake_g,logit,raw,with_f,316,0.38224766951436656,0.35092285098674647,0.028867246867033194,-1.92734124633051
BPIC15_4,duration,B_intake_g,logit,platt,without_f,316,0.35170932769842855,0.31480777638162766,-0.1318566836379162,-1.637529533899606
BPIC15_4,duration,B_intake_g,logit,platt,with_f,316,0.3387627228218457,0.29871356780184355,0.026818064090947856,-1.5531443704619299
BPIC15_4,duration,B_intake_g,logit,isotonic,without_f,316,0.3673926602272378,0.33817751878756214,-0.004772022120542407,-1.8699855897395468
BPIC15_4,duration,B_intake_g,logit,isotonic,with_f,316,0.3529221711697279,0.31649033926374964,0.06287741744817907,-1.699881886664155
BPIC15_4,duration,B_intake_g,hgb,raw,without_f,316,0.28216432939880765,0.30551244820562357,0.16751612680855063,-2.19550159362301
BPIC15_4,duration,B_intake_g,hgb,raw,with_f,316,0.3888939658140883,0.3785468141117818,0.095400970892999,-2.618107066472276
BPIC15_4,duration,B_intake_g,hgb,platt,without_f,316,0.31334111511204443,0.2770309271056252,0.1197540773994037,-1.4209570850413344
BPIC15_4,duration,B_intake_g,hgb,platt,with_f,316,0.29467250519129073,0.26568475924934654,-0.189822608610764,-1.3339465826613606
BPIC15_4,duration,B_intake_g,hgb,isotonic,without_f,316,0.3353037063619808,0.3021378047475417,-0.07611107402565663,-1.5873077569577603
BPIC15_4,duration,B_intake_g,hgb,isotonic,with_f,316,0.3058651052059164,0.28618422867785054,-0.14363160558380597,-1.460727899967341
BPIC15_3,handover,B_half,logit,raw,without_f,423,0.07867626076452809,0.08721547682503085,0.47335645832797363,0.05084631307064626
BPIC15_3,handover,B_half,logit,raw,with_f,423,0.07863305700885077,0.09419210749155196,0.37247988818216093,0.32691464537710463
BPIC15_3,handover,B_half,logit,platt,without_f,423,0.07417707917427789,0.0874892544907342,0.43684643912037036,-0.032267873480133734
BPIC15_3,handover,B_half,logit,platt,with_f,423,0.08034398728699073,0.09250515371881557,0.4108149213829424,0.31515922286891346
BPIC15_3,handover,B_half,logit,isotonic,without_f,423,0.07248218405367658,0.08971710275790958,0.23499807195550484,-0.1585526419975328
BPIC15_3,handover,B_half,logit,isotonic,with_f,423,0.08337568539350244,0.09489448850656472,0.1283651475621015,0.256808232009138
BPIC15_3,handover,B_half,hgb,raw,without_f,423,0.06526478717346411,0.0834021281650913,0.5264439752527394,-0.6440061157710073
BPIC15_3,handover,B_half,hgb,raw,with_f,423,0.15785246888991247,0.14802291189981662,0.0806923727907821,1.1297202627663911
BPIC15_3,handover,B_half,hgb,platt,without_f,423,0.0648272647789265,0.08463516487222675,0.9094647008584039,0.052035407917721696
BPIC15_3,handover,B_half,hgb,platt,with_f,423,0.08979887727461369,0.08868909869262978,0.4597799855470243,0.36602255955155255
BPIC15_3,handover,B_half,hgb,isotonic,without_f,423,0.06518963090421506,0.08643781846699909,0.591423825571955,-0.346846964767537
BPIC15_3,handover,B_half,hgb,isotonic,with_f,423,0.10488806193035588,0.09629813996941329,0.34561407319309784,0.5569284035267866
BPIC15_3,handover,B_intake,logit,raw,without_f,423,0.056240628572058755,0.06858405060727685,1.6139877923519697,-0.8012989721824416
BPIC15_3,handover,B_intake,logit,raw,with_f,423,0.04338548214763334,0.06913955183193139,1.4383401750380267,-0.6622710081503025
BPIC15_3,handover,B_intake,logit,platt,without_f,423,0.0409774936812478,0.06391653898906796,1.6563069625760454,-0.3755891456537187
BPIC15_3,handover,B_intake,logit,platt,with_f,423,0.04523376986918766,0.06380593212281609,1.599087941061598,-0.23251597383021916
BPIC15_3,handover,B_intake,logit,isotonic,without_f,423,0.03990234167580416,0.06420746095158099,1.001320104471246,-0.7948583919114338
BPIC15_3,handover,B_intake,logit,isotonic,with_f,423,0.03178313212494837,0.06269834764945321,0.7020965885240866,-0.4645334977819405
BPIC15_3,handover,B_intake,hgb,raw,without_f,423,0.0771979954724611,0.08449132954868445,0.4265317208856247,-4.099514632380305
BPIC15_3,handover,B_intake,hgb,raw,with_f,423,0.08360378168467252,0.08585787409668905,0.2837583990822988,-1.6623995570843846
BPIC15_3,handover,B_intake,hgb,platt,without_f,423,0.04849215888617831,0.0709633694503317,2.0873831093719204,0.09138845294883703
BPIC15_3,handover,B_intake,hgb,platt,with_f,423,0.07908929742129125,0.0787079294998416,1.129563042884368,0.4732657439790523
BPIC15_3,handover,B_intake,hgb,isotonic,without_f,423,0.036198293992570144,0.06917105279654193,1.6401980597078585,-0.17340778562396805
BPIC15_3,handover,B_intake,hgb,isotonic,with_f,423,0.028946408119616678,0.07489033518218252,1.0790150650128065,0.3462505246330455
BPIC15_3,handover,B_intake_g,logit,raw,without_f,423,0.05483986372444852,0.06800455149268304,1.6126700443857662,-0.7814987092096498
BPIC15_3,handover,B_intake_g,logit,raw,with_f,423,0.04678577113126412,0.06873538437996742,1.4370578318203269,-0.6490286939432833
BPIC15_3,handover,B_intake_g,logit,platt,without_f,423,0.0407983501184963,0.06391945120719164,1.6666553218901161,-0.3259358251685269
BPIC15_3,handover,B_intake_g,logit,platt,with_f,423,0.04290913098922639,0.06394311021740029,1.6019430340785434,-0.1915708847213528
BPIC15_3,handover,B_intake_g,logit,isotonic,without_f,423,0.03773145790754856,0.06457354626634089,0.9997110608505458,-0.7350307339411654
BPIC15_3,handover,B_intake_g,logit,isotonic,with_f,423,0.034511213122147236,0.06290967208171312,0.9316754224918739,-0.4332328203116834
BPIC15_3,handover,B_intake_g,hgb,raw,without_f,423,0.07180877370677656,0.08515472893859401,0.36409402340014296,-3.527807007161739
BPIC15_3,handover,B_intake_g,hgb,raw,with_f,423,0.07052434517216333,0.08616624839415911,0.32132441155134006,-2.1697699790590645
BPIC15_3,handover,B_intake_g,hgb,platt,without_f,423,0.034454755857781974,0.07460050143609728,1.297976750538555,0.08534914333275506
BPIC15_3,handover,B_intake_g,hgb,platt,with_f,423,0.08506877628109483,0.07860224874995798,1.1956161075105958,0.41596219184425814
BPIC15_3,handover,B_intake_g,hgb,isotonic,without_f,423,0.03877060214617212,0.07282102757735659,0.8820438514959456,-0.124410178747657
BPIC15_3,handover,B_intake_g,hgb,isotonic,with_f,423,0.06599190331010306,0.07621994477880395,0.9263527382833185,0.3382134071179459
BPIC14,handover,B_half,logit,raw,without_f,13982,0.020842659146213298,0.05165865284186211,0.7587162715744638,0.344790007546503
BPIC14,handover,B_half,logit,raw,with_f,13982,0.01668576450011265,0.03753111274537775,1.017382914539642,0.3555457476670821
BPIC14,handover,B_half,logit,platt,without_f,13982,0.022529480981349385,0.051306478251529605,0.8917895374532069,0.35426383151527185
BPIC14,handover,B_half,logit,platt,with_f,13982,0.014746079619010024,0.03759040383699869,1.0483485980118368,0.3513239424041857
BPIC14,handover,B_half,logit,isotonic,without_f,13982,0.01955858603030432,0.0517669142094256,0.724740849294556,0.3418877795466079
BPIC14,handover,B_half,logit,isotonic,with_f,13982,0.01662944075664569,0.037718907922701515,0.9902121394511252,0.34955345314174857
BPIC14,handover,B_half,hgb,raw,without_f,13982,0.025815057616697536,0.05157965606225707,0.7605375661829756,0.37080700338006634
BPIC14,handover,B_half,hgb,raw,with_f,13982,0.017062149271260846,0.03682902285199538,0.9747032656891099,0.4067458829262902
BPIC14,handover,B_half,hgb,platt,without_f,13982,0.02609218307466291,0.05130705649254441,0.8370385689163903,0.3589421927407498
BPIC14,handover,B_half,hgb,platt,with_f,13982,0.015474248473713804,0.03668274714353208,1.1109860827800206,0.3579775249286187
BPIC14,handover,B_half,hgb,isotonic,without_f,13982,0.02767419381651086,0.052091759834222436,0.6763895516162699,0.34839439392376154
BPIC14,handover,B_half,hgb,isotonic,with_f,13982,0.013261935410549376,0.03737092480138679,1.0264656403179069,0.3229463596138722
BPIC14,handover,B_intake,logit,raw,without_f,13982,0.02130633822082624,0.051678070386867066,0.7527373214997688,0.3439867145397007
BPIC14,handover,B_intake,logit,raw,with_f,13982,0.016377612058557155,0.03756882432983317,1.0202701359091033,0.348560276397371
BPIC14,handover,B_intake,logit,platt,without_f,13982,0.022539303501872325,0.05130529828255751,0.8892264696518682,0.3532441235312484
BPIC14,handover,B_intake,logit,platt,with_f,13982,0.01520723394982116,0.03759786050822436,1.047107645994912,0.34840678246246115
BPIC14,handover,B_intake,logit,isotonic,without_f,13982,0.019588156004424435,0.051749248214512225,0.723854547725655,0.34265268592812637
BPIC14,handover,B_intake,logit,isotonic,with_f,13982,0.015893212921404793,0.03764876132282325,0.9930955539978842,0.3362803171867355
BPIC14,handover,B_intake,hgb,raw,without_f,13982,0.026597301478938597,0.05168734844518665,0.7470141245348115,0.3698565848833165
BPIC14,handover,B_intake,hgb,raw,with_f,13982,0.017051367513414996,0.03690242541842134,0.9781295569236725,0.4095723318518887
BPIC14,handover,B_intake,hgb,platt,without_f,13982,0.025953806451794938,0.051350011262360794,0.8261151446863839,0.35702894608422486
BPIC14,handover,B_intake,hgb,platt,with_f,13982,0.015036339312609854,0.03668508041780852,1.107279351895608,0.3488614915222494
BPIC14,handover,B_intake,hgb,isotonic,without_f,13982,0.027278858541560744,0.05209954696826346,0.6732792606357975,0.34770024708202174
BPIC14,handover,B_intake,hgb,isotonic,with_f,13982,0.013265985964218248,0.037207348312568334,1.0232941639078323,0.32517834279831914
BPIC14,handover,B_intake_g,logit,raw,without_f,13982,0.017849303817123584,0.049875772086580554,0.8131827231932534,0.2823854047479877
BPIC14,handover,B_intake_g,logit,raw,with_f,13982,0.01583648988635059,0.03689061668059539,0.9935488924149509,0.3779545327181036
BPIC14,handover,B_intake_g,logit,platt,without_f,13982,0.01717196215345655,0.048862166187718666,0.9447258052615931,0.322781778258252
BPIC14,handover,B_intake_g,logit,platt,with_f,13982,0.015354213017625351,0.036740993545751555,1.05015058351901,0.3720385256675381
BPIC14,handover,B_intake_g,logit,isotonic,without_f,13982,0.014569681384051804,0.04843534771815983,0.8538724194618156,0.29433036929526635
BPIC14,handover,B_intake_g,logit,isotonic,with_f,13982,0.015045736324290484,0.036833727373926116,1.005007131835391,0.3562780873076598
BPIC14,handover,B_intake_g,hgb,raw,without_f,13982,0.01892324547186879,0.047638548514896475,0.7974224297190713,0.2847866964240499
BPIC14,handover,B_intake_g,hgb,raw,with_f,13982,0.016519485402321597,0.03717908018731104,0.9294639095862732,0.3923384031432314
BPIC14,handover,B_intake_g,hgb,platt,without_f,13982,0.017123756243222786,0.04709645273727156,0.9520444827287882,0.3262637147911367
BPIC14,handover,B_intake_g,hgb,platt,with_f,13982,0.016818493584718534,0.03621025966516546,1.077510707698919,0.40044897870311885
BPIC14,handover,B_intake_g,hgb,isotonic,without_f,13982,0.016118868729725924,0.0478940390819033,0.8564309828517513,0.3014532600253526
BPIC14,handover,B_intake_g,hgb,isotonic,with_f,13982,0.01609131168331124,0.036558449109340536,0.995924912944402,0.4078118397389493
BPIC14,handover,B_intake_g_km,logit,raw,without_f,13982,0.005629635555879118,0.03227067340461184,1.051023591455213,0.15667027885951695
BPIC14,handover,B_intake_g_km,logit,raw,with_f,13982,0.009132750578347752,0.03205369723960163,0.9985303784019327,0.24757281800859232
BPIC14,handover,B_intake_g_km,logit,platt,without_f,13982,0.00711046564080015,0.03296286438734109,1.0819912477103242,0.19522903125982882
BPIC14,handover,B_intake_g_km,logit,platt,with_f,13982,0.010262871184541535,0.03232540886305221,1.0892190272184927,0.27952379287705825
BPIC14,handover,B_intake_g_km,logit,isotonic,without_f,13982,0.005410467252290785,0.03289206782962708,1.0358659438214708,0.143552123735481
BPIC14,handover,B_intake_g_km,logit,isotonic,with_f,13982,0.009001274348610012,0.03240356710524649,1.0466737445632766,0.24070197317783815
BPIC14,handover,B_intake_g_km,hgb,raw,without_f,13982,0.009219915034223359,0.032374255098297486,0.9474087691929115,0.17221854878806192
BPIC14,handover,B_intake_g_km,hgb,raw,with_f,13982,0.012100314897008512,0.03207922159694127,0.9557933846189081,0.2664226308436202
BPIC14,handover,B_intake_g_km,hgb,platt,without_f,13982,0.008843022683548899,0.03306087266974499,1.121436680891717,0.2235008020636154
BPIC14,handover,B_intake_g_km,hgb,platt,with_f,13982,0.010631585422267775,0.03220438838446925,1.1269095725958866,0.2774932738381465
BPIC14,handover,B_intake_g_km,hgb,isotonic,without_f,13982,0.005891618137604635,0.032723795626012506,1.0524850779489208,0.16632509137527351
BPIC14,handover,B_intake_g_km,hgb,isotonic,with_f,13982,0.010288371361408153,0.03234851057031955,1.0719616684972884,0.27421273766408527
BPIC15_5,duration,B_half,logit,raw,without_f,347,0.27930882761574166,0.2896857442345532,0.19260231746324363,-1.22961331023652
BPIC15_5,duration,B_half,logit,raw,with_f,347,0.22710310072837703,0.24292988783579914,0.642094875295458,-1.0187163987254564
BPIC15_5,duration,B_half,logit,platt,without_f,347,0.25681362340707753,0.278648157075346,-0.5126605898827202,-1.0961532614414857
BPIC15_5,duration,B_half,logit,platt,with_f,347,0.22025429338579977,0.24438951407305973,0.7546592894785144,-1.0396695057694534
BPIC15_5,duration,B_half,logit,isotonic,without_f,347,0.26478036273459454,0.2779131293833688,0.2585104476490865,-1.1466249276706657
BPIC15_5,duration,B_half,logit,isotonic,with_f,347,0.21880113434810544,0.25183177346002183,0.4812664885800232,-1.1118606564896019
BPIC15_5,duration,B_half,hgb,raw,without_f,347,0.24562363870304968,0.25203287200078883,1.950997873015072,-1.0238798101072228
BPIC15_5,duration,B_half,hgb,raw,with_f,347,0.26886424427099653,0.27058875186711545,0.42504628515853815,-1.2544524905124412
BPIC15_5,duration,B_half,hgb,platt,without_f,347,0.2318830244233851,0.24691798781327565,2.3903531944605234,-0.8918037279216022
BPIC15_5,duration,B_half,hgb,platt,with_f,347,0.1869048457657906,0.22213140272131932,1.6469605377711638,-0.8370804688440615
BPIC15_5,duration,B_half,hgb,isotonic,without_f,347,0.24283760110936525,0.26423433520551226,-0.26710454208509776,-1.0343948256834217
BPIC15_5,duration,B_half,hgb,isotonic,with_f,347,0.19015811216540682,0.22249034300005227,1.2548711494149127,-0.8722028105374869
BPIC15_5,duration,B_intake,logit,raw,without_f,347,0.1505905586987043,0.21022019439791256,0.43888416428453264,-0.41442216759139017
BPIC15_5,duration,B_intake,logit,raw,with_f,347,0.1595314352768286,0.21835937039608994,0.45417016263069826,-0.618630906648764
BPIC15_5,duration,B_intake,logit,platt,without_f,347,0.20701003994013664,0.2386327425939826,4.233617660107041,-0.8473371994257255
BPIC15_5,duration,B_intake,logit,platt,with_f,347,0.16866268551402835,0.21952090439346303,1.4015696194230605,-0.7611808728095015
BPIC15_5,duration,B_intake,logit,isotonic,without_f,347,0.16727231390172875,0.22045880170844726,0.437302567220815,-0.5749989156030498
BPIC15_5,duration,B_intake,logit,isotonic,with_f,347,0.1610271881818567,0.22056291314253454,0.8069586353334628,-0.7608654398945451
BPIC15_5,duration,B_intake,hgb,raw,without_f,347,0.2635780269019858,0.25440272659305296,0.0569118532497859,-0.41983661653172527
BPIC15_5,duration,B_intake,hgb,raw,with_f,347,0.2591941934521495,0.26894401127250406,0.20746640868431468,-1.099558200998875
BPIC15_5,duration,B_intake,hgb,platt,without_f,347,0.2102555322757222,0.24220701869070735,2.18851351052022,-0.8581793609026239
BPIC15_5,duration,B_intake,hgb,platt,with_f,347,0.19070277157122828,0.2351225378233314,0.8074038563426793,-0.8146148784565667
BPIC15_5,duration,B_intake,hgb,isotonic,without_f,347,0.20753958403913306,0.24008549029017814,0.40186871461160767,-0.8225385200013001
BPIC15_5,duration,B_intake,hgb,isotonic,with_f,347,0.21088489262970517,0.23628651468992184,0.4270370671951419,-0.795273588646775
BPIC15_5,duration,B_intake_g,logit,raw,without_f,347,0.19812211672051455,0.23503881957055933,0.23540283585818267,-0.5931008300716085
BPIC15_5,duration,B_intake_g,logit,raw,with_f,347,0.21822709931720025,0.2442794494810098,0.29038988341885746,-0.7928350191561132
BPIC15_5,duration,B_intake_g,logit,platt,without_f,347,0.1806474595983022,0.23162254813406286,0.8987536532987276,-0.8056233432647328
BPIC15_5,duration,B_intake_g,logit,platt,with_f,347,0.18172936239519832,0.22950354954575775,0.7393791620513483,-0.8331721251149597
BPIC15_5,duration,B_intake_g,logit,isotonic,without_f,347,0.21196618269616796,0.24292598243648814,0.21687136431681125,-0.7317288071344183
BPIC15_5,duration,B_intake_g,logit,isotonic,with_f,347,0.1997655295951111,0.23608443101657806,0.4625464941633615,-0.8061921115748033
BPIC15_5,duration,B_intake_g,hgb,raw,without_f,347,0.34717815565345705,0.34508682532214896,0.051253964590973144,-1.4456867934849293
BPIC15_5,duration,B_intake_g,hgb,raw,with_f,347,0.3600915605968096,0.34793008697589445,0.09715395076216614,-1.8704664909275381
BPIC15_5,duration,B_intake_g,hgb,platt,without_f,347,0.2132068285174452,0.25728299963856543,-0.10519686115317375,-0.9186649368644512
BPIC15_5,duration,B_intake_g,hgb,platt,with_f,347,0.23214222187262662,0.25816259852076573,0.11850316848410622,-0.9389968529058055
BPIC15_5,duration,B_intake_g,hgb,isotonic,without_f,347,0.23927890670108357,0.26422587248332824,0.06610118541597923,-0.9769389243571238
BPIC15_5,duration,B_intake_g,hgb,isotonic,with_f,347,0.2477283317691914,0.26908052740924215,0.11980334607153559,-1.0025442466197902
BPIC17,duration,B_half,logit,raw,without_f,9453,0.01049558815087504,0.2460198902109999,1.165804968942032,-0.04251652185128578
BPIC17,duration,B_half,logit,raw,with_f,9453,0.02277413817127507,0.24639037879366915,0.7822307016931979,-0.06505020420927343
BPIC17,duration,B_half,logit,platt,without_f,9453,0.010502696612867797,0.24601937724023487,1.1648921143022584,-0.04254610821327067
BPIC17,duration,B_half,logit,platt,with_f,9453,0.017902990333099066,0.24591544433957865,1.0652361701202921,-0.05568050870586931
BPIC17,duration,B_half,logit,isotonic,without_f,9453,0.010505159065448789,0.24601894111846415,1.1642151565408962,-0.04255666957179195
BPIC17,duration,B_half,logit,isotonic,with_f,9453,0.018703807345243358,0.24590782807703276,0.960271604896098,-0.05843142830758929
BPIC17,duration,B_half,hgb,raw,without_f,9453,0.011941528626722282,0.24610742617763992,1.234899697605137,-0.04831232941467322
BPIC17,duration,B_half,hgb,raw,with_f,9453,0.025227466669886216,0.2464433541573522,0.8760859671777509,-0.06229056047820044
BPIC17,duration,B_half,hgb,platt,without_f,9453,0.010502696622004683,0.24601937724595158,1.164892121987919,-0.042546108243658926
BPIC17,duration,B_half,hgb,platt,with_f,9453,0.02440012411012271,0.24595776216434678,1.173534794587662,-0.05150893535497914
BPIC17,duration,B_half,hgb,isotonic,without_f,9453,0.010505159065448789,0.24601894111846415,1.1642151565408962,-0.04255666957179195
BPIC17,duration,B_half,hgb,isotonic,with_f,9453,0.023250652373429298,0.24583137291426552,1.0533431986953716,-0.0567535989729397
BPIC17,duration,B_intake,logit,raw,without_f,9453,0.01699553136621831,0.24527267245240583,0.904615830464308,-0.06333762632860983
BPIC17,duration,B_intake,logit,raw,with_f,9453,0.023424552741309085,0.24582779427743173,0.7457679951829015,-0.07119170755751074
BPIC17,duration,B_intake,logit,platt,without_f,9453,0.01612373772059019,0.24519334821465943,0.9810606080376376,-0.059755354804261675
BPIC17,duration,B_intake,logit,platt,with_f,9453,0.02015541438481596,0.24512576214746926,1.024919892089143,-0.05985605053405386
BPIC17,duration,B_intake,logit,isotonic,without_f,9453,0.017694044706300087,0.2452752256714377,0.9169750170716933,-0.0668369386109779
BPIC17,duration,B_intake,logit,isotonic,with_f,9453,0.01810432339545511,0.24508557230277905,0.961148668114272,-0.06456656724767643
BPIC17,duration,B_intake,hgb,raw,without_f,9453,0.027367846117539597,0.24752138900768586,0.8203685528819713,-0.10188616455379816
BPIC17,duration,B_intake,hgb,raw,with_f,9453,0.02664327252536213,0.24546458986440262,0.9246734674036577,-0.08819430374253844
BPIC17,duration,B_intake,hgb,platt,without_f,9453,0.019053540961324028,0.2452944192813296,1.0547381655994976,-0.05324469228391604
BPIC17,duration,B_intake,hgb,platt,with_f,9453,0.018164775495359966,0.24500298068045903,1.164829463869699,-0.05605295971006427
BPIC17,duration,B_intake,hgb,isotonic,without_f,9453,0.015873405625590743,0.24512527709541096,0.9498814321943015,-0.0632896748804557
BPIC17,duration,B_intake,hgb,isotonic,with_f,9453,0.019620625899499047,0.24475559526757734,1.0892352529941631,-0.06068389113618219
BPIC17,duration,B_intake_g,logit,raw,without_f,9453,0.015587495561375602,0.24369468427387403,0.8783595289990507,-0.047253477655400986
BPIC17,duration,B_intake_g,logit,raw,with_f,9453,0.022228315546896554,0.24420187568401722,0.75835631255605,-0.05984600535727328
BPIC17,duration,B_intake_g,logit,platt,without_f,9453,0.020462123507739932,0.24353405736191286,1.1672018726097264,-0.04339292201330244
BPIC17,duration,B_intake_g,logit,platt,with_f,9453,0.014870516623715743,0.24345756699005838,1.1784014726430976,-0.04813644306001701
BPIC17,duration,B_intake_g,logit,isotonic,without_f,9453,0.0171569692546015,0.24369884412470527,1.0106912256925795,-0.046146958573849386
BPIC17,duration,B_intake_g,logit,isotonic,with_f,9453,0.014997478751955009,0.2434222105512078,1.0711317936924967,-0.051332341351674256
BPIC17,duration,B_intake_g,hgb,raw,without_f,9453,0.02632957255658644,0.24558629372373236,0.8248100728619905,-0.07310874387103941
BPIC17,duration,B_intake_g,hgb,raw,with_f,9453,0.02296498498066788,0.2444582402159173,0.859736925401852,-0.07382932681975606
BPIC17,duration,B_intake_g,hgb,platt,without_f,9453,0.020968465924672483,0.24411534903844045,1.1410479092529069,-0.03829355541873512
BPIC17,duration,B_intake_g,hgb,platt,with_f,9453,0.020660515923918894,0.2436696097864168,1.2010026167173666,-0.04876383989349219
BPIC17,duration,B_intake_g,hgb,isotonic,without_f,9453,0.010940767735669127,0.24417600381219953,0.9522652480772638,-0.04297312308030072
BPIC17,duration,B_intake_g,hgb,isotonic,with_f,9453,0.016993442805182446,0.2437236474283667,1.051914659406131,-0.051255883183700744
BPIC14,duration,B_half,logit,raw,without_f,13982,0.06666235790383314,0.23737151190580352,1.0729774036260493,-0.2807086945132937
BPIC14,duration,B_half,logit,raw,with_f,13982,0.056276686999712125,0.20432270532860758,0.9305337358822442,-0.2839833484566688
BPIC14,duration,B_half,logit,platt,without_f,13982,0.06702727661591487,0.23747610071680034,1.099917254133781,-0.281640234642546
BPIC14,duration,B_half,logit,platt,with_f,13982,0.05665392343951556,0.20438205098274123,1.0560458126222438,-0.27477951720149196
BPIC14,duration,B_half,logit,isotonic,without_f,13982,0.06784259265993339,0.23700274459805698,1.0292472224713602,-0.28705750014057774
BPIC14,duration,B_half,logit,isotonic,with_f,13982,0.05616596371357223,0.2042068564620582,0.9942577744021115,-0.27704836127180876
BPIC14,duration,B_half,hgb,raw,without_f,13982,0.0666248974686324,0.2354606158612406,1.00561388549253,-0.2841647225610057
BPIC14,duration,B_half,hgb,raw,with_f,13982,0.056454216213719204,0.20348810425220082,0.9389578706930435,-0.28024450116245436
BPIC14,duration,B_half,hgb,platt,without_f,13982,0.06713396918557009,0.2355638391397582,1.068501585840652,-0.28467511218087344
BPIC14,duration,B_half,hgb,platt,with_f,13982,0.05722670635334614,0.20434169058639956,1.1192155680475542,-0.26195863977546535
BPIC14,duration,B_half,hgb,isotonic,without_f,13982,0.0665754993062756,0.23540868520595332,1.032805394160287,-0.28335651642574455
BPIC14,duration,B_half,hgb,isotonic,with_f,13982,0.05922491790714903,0.20389397321686642,1.0588159422390304,-0.26164157998140236
BPIC14,duration,B_intake,logit,raw,without_f,13982,0.06583559897753705,0.23727816757606815,1.0615172539306408,-0.277463742212212
BPIC14,duration,B_intake,logit,raw,with_f,13982,0.0562104958839506,0.2039288405956263,0.937344391249482,-0.2808122054706329
BPIC14,duration,B_intake,logit,platt,without_f,13982,0.06640459145722712,0.23740905643724158,1.0968961164720439,-0.27907409620424495
BPIC14,duration,B_intake,logit,platt,with_f,13982,0.05630535200642269,0.20408321420164052,1.0629552853352537,-0.2728896968218253
BPIC14,duration,B_intake,logit,isotonic,without_f,13982,0.06702294996633695,0.23676520691412034,1.0217812302641083,-0.28393245006716156
BPIC14,duration,B_intake,logit,isotonic,with_f,13982,0.056589671550368995,0.2040599630369784,0.9966467596609355,-0.278161622841184
