n,n_test,n_items,auc_b0,auc_bg,full_naive,full_honest,full_reduction,half_life_random,half_life_rare,half_life_common,honest_at_50_random,honest_at_50_rare,honest_at_50_common,honest_at_25_rare,honest_at_10_rare,reduction_lo,reduction_hi,n_resolved_honest,n_rows,runtime_s
45455,13637,2929,0.5623977964686157,0.6442537504512584,0.18345785349865806,0.10333536025591061,0.43673515041607924,0.37838286017511297,0.30177496722589914,0.37025271011782146,0.0674725605873997,0.0821836198507857,0.0642912634803241,0.04369713394160357,0.023224859139699072,-0.005725371562709025,0.4700922467304155,19,19,481.6
