cells,retained,sd,margin_points,z
49,0.42126977155123724,0.12605698463372383,48.88447987006525,3.846796018099056
400,0.7751719031810513,0.0863067576998917,13.494266707083838,1.537073957735576
800,0.8095001189456527,0.060883754827603734,10.06144513062371,1.5977804478782252
1600,0.8544131255261874,0.05045538442669337,5.5701444725702345,1.051849155738317
2929,0.8748336701116852,0.036372835350155314,3.5280900140204494,0.8871531187467228
5000,0.89475832661745,0.03474679112317016,1.5356243634439721,0.40108119717226326
