cutoff,n,gain_intake,gain_plus_group,shrinkage
1900-01-01,46605,0.1838007952366324,0.1029318661803873,43.99813882857865
2013-10-01,45455,0.18345785349865806,0.10333536025591061,43.67351504160793
2013-10-15,41384,0.1935021481240886,0.11893182090745502,38.53720898685492
2013-11-01,36849,0.19180663857181846,0.11657298955709272,39.223694015447684
2013-12-01,28721,0.2024425039963328,0.12932857535094433,36.11589819434011
