log,all_lo,all_hi,all_spread,all_pairs,real_lo,real_hi,real_spread,real_pairs
BPIC13_incidents,0.3560088759368767,0.8228764892431644,0.4668676133062877,6,0.3784547003976858,0.7249597018677634,0.34650500147007757,3
BPIC14,0.00996329123623274,0.5752401738454918,0.565276882609259,6,0.00996329123623274,0.3560742480236262,0.34611095678739345,3
BPIC19,0.18978930841999575,0.8440169714254364,0.6542276630054407,6,0.18978930841999575,0.5714984711253721,0.38170916270537636,3
