n_decision_times,n_draws,n_t0,n_t1,n_t2,prev_t0,prev_t2,card_t0,card_t2,n_t2_matched,n_t2_unmatched,prev_t1,prev_t2_matched,V_t0_intake,V_t1_intake,V_t2_intake,V_t2_matched_intake,delta_cohort,delta_snapshot,delta_population_residual,delta_snapshot_unmatched,V_t2_group,V_t2_knowledge,n_resolved,n_cells,runtime_s
4,300,145478,44513,45455,0.14558902376991711,0.4004619953800462,4034,2929,44513,942,0.4016354772763013,0.4016354772763013,0.23104516330022007,0.2012965862377224,0.1838046123974374,0.19143345290209146,-0.029748577062497672,-0.009863133335630936,-0.007628840504654066,-0.017491973840285002,0.10344533795377764,-0.0028649673662244357,5,6,331.0
