n_pairs,n_cells,n_band_rows,q_median,q_max,q_min,q_within_instrument_median,q_emp_median,q_emp_width_median,q_mult_width_median,n_mult,q_dc_median,family_size_median,n_uniformly_beneficial,n_conditionally_beneficial,n_conditionally_harmful,n_uniformly_harmful,n_sign_changing,n_unresolved,rho_median,rho_min,rho_max,n_region_changed_by_family,n_resolved_whole,n_resolved_within,share_resolution_lost,n_incomplete_families,n_region_changed_by_mc,operative,q_op_median,runtime_s,n_resolved_mult,rho_median_mult,n_uniformly_beneficial_mult,n_conditionally_beneficial_mult,n_conditionally_harmful_mult,n_sign_changing_mult,n_unresolved_mult,n_pairs_resolving_nothing_mult,n_resolved_emp,rho_median_emp,n_uniformly_beneficial_emp,n_conditionally_beneficial_emp,n_conditionally_harmful_emp,n_sign_changing_emp,n_unresolved_emp,n_pairs_resolving_nothing_emp,n_resolved_emphi,rho_median_emphi,n_uniformly_beneficial_emphi,n_conditionally_beneficial_emphi,n_conditionally_harmful_emphi,n_sign_changing_emphi,n_unresolved_emphi,n_pairs_resolving_nothing_emphi
19,24624,27697,3.3445917071951103,3.43097778830476,3.166147203837018,2.3776178535511168,4.462555942714892,1.1538692873388072,0.03605077934077627,20000,3.9015000779139837,180.0,1,9,1,0,2,6,0.03333333333333333,-0.15555555555555556,1.0,10,780,1210,0.3553719008264463,2,4,emp,4.462555942714892,70.4,936,0.09444444444444444,1,10,2,4,2,2,780,0.03333333333333333,1,9,1,2,6,6,672,0.005555555555555556,1,8,1,2,7,7
