h_queue,h_queue_given_item,u_queue_given_item,h_item,h_item_given_queue,u_item_given_queue,n_queues,n_items,lookup_train,lookup_test_seen,lookup_test_all,lookup_prior,n_test_seen,n_test,lookup_balanced_acc,lookup_macro_f1,const_macro_f1,items_single_queue,items_single_pct,single_queue_mass
2.4288996439791783,0.961040985573004,0.6043307149575907,7.507847005130286,6.039988346724112,0.1955099321287651,49,2554,0.809070337544786,0.9071046718834741,0.9034978367676175,0.7857299992667008,12907,13637,0.3410857981039899,0.28515020779803424,0.027500307982917215,2060,0.8065779169929522,0.08834621912125212
