n,n_test,n_strata,n_reps,auc_group,auc_real_base,auc_real_full,item_gain_real,null_base_auc_max,null_gain_lo,null_gain_hi,auc_gap_real_minus_null,inside_null,runtime_s
45455,13637,20,5,0.6442537504512584,0.804095458524137,0.8047056414001537,0.0006101828760166628,0.6482641960768392,0.09294298570161019,0.10025085180926441,0.15583126244729784,False,15.9
