n_pairs,n_logs,n_domains,n_entity_pays,n_reduction_resolved,n_no_entity_value,loo_r2,perm_p,n_correlations,n_correlations_p05,runtime_s
19,13,6,9,4,10,-1.323403652543417,0.448,22,4,36.3
