n_cells,n_reps,n_boot,n_replicates,kn_min,kn_max,c_at_median_pair,c_intercept,c_slope,c_slope_se,world_residual_gap,n_train_min,n_train_max,beta_logn,se_logn,t_logn,wrss_ratio,wrss_ratio_only,wrss_with_n,wrss_isotonic,under_ratio_only,under_with_n,under_isotonic,n_ladder_ratios,ladder_spread_max,ladder_spread_se_max,ladder_coverage_spread_max,n_cells_undefined,n_cells_offered,straddle_min,n_cells_under_applied,max_shortfall_applied,straddle_gap_lo,straddle_gap_hi,straddle_ratio,n_straddle_all_max,n_straddle_half_min,share_straddle_at_half,fixedk_coverage_spread,coverage_nominal_median,n_regions_changed,n_uniformly_beneficial_nominal,n_uniformly_beneficial_calibrated,n_unresolved_nominal,n_unresolved_calibrated,rho_median_nominal,rho_median_calibrated,n_resolved_cells_nominal,n_resolved_cells_calibrated,n_total_cells,runtime_s
29,500,50,16500,0.0011111111111111111,0.5,1.3431886688688968,1.815154314088104,0.10217297700773813,0.005170254911459601,0.013566331072057592,500,180000,0.06692745995623138,0.00811200862190831,8.250417754177267,0.7311833972493959,253.21870904526156,185.14931592682066,52.10502641843189,8,8,2,3,0.215884223528388,2.7897073918808175,0.216758064516129,4,33,0.9,2,0.17565589829613937,0.078,0.976,0.125,8000,50000,0.016,0.19540257805415212,0.884,2,1,1,8,10,0.0,0.0,698,519,3420,12.1
