log,target,perm,n_cells,n_cases,capped,median,share_positive,share_dominant
BPIC13_incidents,duration,9,24,7554,False,-0.0067025948258142565,0.16666666666666666,0.8333333333333334
BPIC13_incidents,duration,11,24,7554,False,-0.01586704276653972,0.125,0.875
BPIC13_incidents,duration,13,24,7554,False,-0.014996295090097977,0.125,0.875
BPIC13_incidents,duration,12,24,7554,False,-0.012643940790310226,0.08333333333333333,0.9166666666666666
BPIC13_incidents,duration,16,24,7554,False,-0.009431417794180608,0.041666666666666664,0.9583333333333334
BPIC13_incidents,duration,17,24,7554,False,-0.010356819524229621,0.25,0.75
BPIC13_incidents,duration,14,24,7554,False,-0.012312928347638696,0.0,1.0
BPIC13_incidents,duration,15,24,7554,False,-0.009844528236492733,0.2916666666666667,0.7083333333333333
BPIC13_incidents,duration,18,24,7554,False,-0.008220599467420875,0.25,0.75
BPIC13_incidents,duration,19,24,7554,False,-0.007270885682614747,0.16666666666666666,0.8333333333333334
BPIC13_incidents,duration,21,24,7554,False,-0.014427113367255162,0.041666666666666664,0.9583333333333334
BPIC13_incidents,duration,22,24,7554,False,-0.009394112778652541,0.4166666666666667,0.5833333333333333
BPIC13_incidents,duration,20,24,7554,False,-0.010480171040956887,0.16666666666666666,0.8333333333333334
BPIC13_incidents,duration,23,24,7554,False,-0.007100678222794976,0.25,0.75
BPIC13_incidents,duration,24,24,7554,False,-0.021038435452402304,0.125,0.875
BPIC13_incidents,duration,25,24,7554,False,-0.014942514139908158,0.125,0.875
BPIC13_incidents,duration,26,24,7554,False,-0.01692808931349582,0.125,0.875
BPIC13_incidents,duration,27,24,7554,False,-0.010687807248827674,0.16666666666666666,0.8333333333333334
BPIC13_incidents,duration,29,24,7554,False,-0.011910372157198978,0.20833333333333334,0.7916666666666666
BPIC13_incidents,duration,28,24,7554,False,-0.015670255410174694,0.0,1.0
BPIC13_incidents,duration,30,24,7554,False,-0.014207881299467151,0.08333333333333333,0.9166666666666666
BPIC13_incidents,duration,31,24,7554,False,-0.011850109503990236,0.125,0.875
BPIC13_incidents,duration,32,24,7554,False,-0.008543658525533515,0.125,0.875
BPIC13_incidents,duration,33,24,7554,False,-0.015040739069768827,0.125,0.875
BPIC13_incidents,duration,34,24,7554,False,-0.011588095917057617,0.125,0.875
BPIC13_incidents,duration,35,24,7554,False,-0.015488665966251758,0.16666666666666666,0.8333333333333334
BPIC13_incidents,duration,36,24,7554,False,-0.01693507295282487,0.08333333333333333,0.9166666666666666
BPIC13_incidents,duration,38,24,7554,False,-0.014050273237105226,0.2916666666666667,0.7083333333333333
BPIC13_incidents,duration,37,24,7554,False,-0.005609651887860834,0.2916666666666667,0.7083333333333333
BPIC13_incidents,duration,40,24,7554,False,-0.005654095867531517,0.25,0.75
BPIC13_incidents,duration,41,24,7554,False,-0.012936932872410656,0.25,0.75
BPIC13_incidents,duration,39,24,7554,False,-0.013441471085739454,0.125,0.875
BPIC13_incidents,duration,42,24,7554,False,-0.017133633170116125,0.25,0.75
BPIC13_incidents,duration,43,24,7554,False,-0.01623544338211974,0.041666666666666664,0.9583333333333334
BPIC13_incidents,duration,45,24,7554,False,-0.009785219085595265,0.375,0.625
BPIC13_incidents,duration,44,24,7554,False,-0.005897711954430951,0.2916666666666667,0.7083333333333333
BPIC13_incidents,duration,46,24,7554,False,-0.01444848694636186,0.125,0.875
BPIC13_incidents,duration,48,24,7554,False,-0.010312888541893939,0.16666666666666666,0.8333333333333334
BPIC13_incidents,duration,47,24,7554,False,-0.012977826445877971,0.20833333333333334,0.7916666666666666
BPIC13_incidents,duration,49,24,7554,False,-0.009424022453217606,0.125,0.875
BPIC13_incidents,duration,50,24,7554,False,-0.016167474738320753,0.0,1.0
BPIC13_incidents,duration,51,24,7554,False,-0.010895871116940736,0.25,0.75
BPIC13_incidents,duration,52,24,7554,False,-0.008903289501660416,0.25,0.75
BPIC13_incidents,duration,53,24,7554,False,-0.011047253619563657,0.08333333333333333,0.9166666666666666
BPIC13_incidents,duration,54,24,7554,False,-0.005904326677442673,0.20833333333333334,0.7916666666666666
BPIC13_incidents,duration,55,24,7554,False,-0.01892926729801986,0.16666666666666666,0.8333333333333334
BPIC13_incidents,duration,57,24,7554,False,-0.016466536771036377,0.08333333333333333,0.9166666666666666
BPIC13_incidents,duration,56,24,7554,False,-0.015280512472698682,0.041666666666666664,0.9583333333333334
BPIC13_incidents,duration,58,24,7554,False,-0.004279124540039925,0.25,0.75
BPIC13_incidents,duration,60,24,7554,False,-0.007723503557025779,0.3333333333333333,0.6666666666666667
BPIC13_incidents,duration,59,24,7554,False,-0.020271683433375876,0.08333333333333333,0.9166666666666666
BPIC13_incidents,duration,62,24,7554,False,-0.015711880510680065,0.041666666666666664,0.9583333333333334
BPIC13_incidents,duration,61,24,7554,False,-0.010636118710811826,0.20833333333333334,0.7916666666666666
BPIC13_incidents,duration,63,24,7554,False,-0.006112646698989588,0.375,0.625
BPIC13_incidents,duration,64,24,7554,False,-0.014918721520083944,0.041666666666666664,0.9583333333333334
BPIC13_incidents,duration,65,24,7554,False,-0.013334093648595224,0.20833333333333334,0.7916666666666666
BPIC13_incidents,duration,66,24,7554,False,-0.013891918217101729,0.0,1.0
BPIC13_incidents,duration,67,24,7554,False,-0.013168761802556106,0.16666666666666666,0.8333333333333334
BPIC13_incidents,duration,69,24,7554,False,-0.006719833250260654,0.2916666666666667,0.7083333333333333
BPIC13_incidents,duration,70,24,7554,False,-0.01609426411983217,0.125,0.875
BPIC13_incidents,duration,68,24,7554,False,-0.010183968462549431,0.20833333333333334,0.7916666666666666
BPIC13_incidents,duration,72,24,7554,False,-0.013148258700381166,0.16666666666666666,0.8333333333333334
BPIC13_incidents,duration,71,24,7554,False,-0.00857175727882209,0.25,0.75
BPIC13_incidents,duration,74,24,7554,False,-0.011137511913974385,0.125,0.875
BPIC13_incidents,duration,73,24,7554,False,-0.012010059359282288,0.25,0.75
BPIC13_incidents,duration,75,24,7554,False,-0.010455539587261198,0.16666666666666666,0.8333333333333334
BPIC13_incidents,duration,76,24,7554,False,-0.014352791081923333,0.2916666666666667,0.7083333333333333
BPIC13_incidents,duration,77,24,7554,False,-0.009484892758786112,0.08333333333333333,0.9166666666666666
BPIC13_incidents,duration,78,24,7554,False,-0.013029595981869757,0.16666666666666666,0.8333333333333334
BPIC13_incidents,duration,79,24,7554,False,-0.011777654612762367,0.125,0.875
BPIC13_incidents,duration,80,24,7554,False,-0.007459865965920798,0.25,0.75
BPIC13_incidents,duration,81,24,7554,False,-0.010629207238915972,0.2916666666666667,0.7083333333333333
BPIC13_incidents,duration,82,24,7554,False,-0.006555417140646558,0.125,0.875
BPIC13_incidents,duration,84,24,7554,False,-0.008330375241399846,0.08333333333333333,0.9166666666666666
BPIC13_incidents,duration,83,24,7554,False,-0.006084343469050624,0.125,0.875
BPIC13_incidents,duration,85,24,7554,False,-0.015780631891218977,0.3333333333333333,0.6666666666666667
BPIC13_incidents,duration,86,24,7554,False,-0.0059556282115904025,0.25,0.75
BPIC13_incidents,duration,87,24,7554,False,-0.01603029572545228,0.0,1.0
BPIC13_incidents,duration,88,24,7554,False,-0.007071004576555351,0.25,0.75
BPIC13_incidents,duration,89,24,7554,False,-0.00994074165061598,0.16666666666666666,0.8333333333333334
BPIC13_incidents,duration,90,24,7554,False,-0.008957142558359776,0.16666666666666666,0.8333333333333334
BPIC13_incidents,duration,91,24,7554,False,-0.013942711336725477,0.16666666666666666,0.8333333333333334
BPIC13_incidents,duration,92,24,7554,False,-0.013815759662875626,0.08333333333333333,0.9166666666666666
BPIC13_incidents,duration,93,24,7554,False,-0.019184778792823154,0.16666666666666666,0.8333333333333334
BPIC13_incidents,duration,94,24,7554,False,-0.012188548646374975,0.041666666666666664,0.9583333333333334
BPIC13_incidents,duration,95,24,7554,False,-0.023340558903585717,0.16666666666666666,0.8333333333333334
BPIC13_incidents,duration,96,24,7554,False,-0.012983991203826928,0.25,0.75
BPIC13_incidents,duration,97,24,7554,False,-0.00919548941739573,0.16666666666666666,0.8333333333333334
BPIC13_incidents,duration,98,24,7554,False,-0.012836840548446138,0.125,0.875
BPIC13_incidents,duration,99,24,7554,False,-0.013025206437176584,0.20833333333333334,0.7916666666666666
BPIC13_incidents,handover,-1,24,7554,False,0.03146935888709257,0.8333333333333334,0.8333333333333334
BPIC13_incidents,handover,0,24,7554,False,-0.008073736492810457,0.125,0.875
BPIC13_incidents,handover,1,24,7554,False,-0.00493126169899899,0.2916666666666667,0.7083333333333333
BPIC13_incidents,handover,2,24,7554,False,-0.006572000039476333,0.16666666666666666,0.8333333333333334
BPIC13_incidents,handover,3,24,7554,False,-0.005798617915487025,0.16666666666666666,0.8333333333333334
BPIC13_incidents,handover,4,24,7554,False,-0.009474526174827191,0.125,0.875
BPIC13_incidents,handover,5,24,7554,False,-0.004564814201059975,0.2916666666666667,0.7083333333333333
BPIC13_incidents,handover,6,24,7554,False,-0.005004251938456272,0.20833333333333334,0.7916666666666666
BPIC13_incidents,handover,7,24,7554,False,-0.00533320989098901,0.2916666666666667,0.7083333333333333
BPIC13_incidents,handover,8,24,7554,False,-0.006659726585827808,0.3333333333333333,0.6666666666666667
BPIC13_incidents,handover,9,24,7554,False,-0.007735239504441438,0.16666666666666666,0.8333333333333334
BPIC13_incidents,handover,10,24,7554,False,-0.008464611648865139,0.16666666666666666,0.8333333333333334
BPIC13_incidents,handover,11,24,7554,False,-0.005316138282698668,0.2916666666666667,0.7083333333333333
BPIC13_incidents,handover,12,24,7554,False,-0.012071968787317588,0.20833333333333334,0.7916666666666666
BPIC13_incidents,handover,13,24,7554,False,-0.005827293990703308,0.3333333333333333,0.6666666666666667
BPIC13_incidents,handover,14,24,7554,False,-0.005989683538564217,0.20833333333333334,0.7916666666666666
BPIC13_incidents,handover,15,24,7554,False,-0.005901929080627366,0.20833333333333334,0.7916666666666666
BPIC13_incidents,handover,16,24,7554,False,-0.007768712545571987,0.16666666666666666,0.8333333333333334
BPIC13_incidents,handover,17,24,7554,False,-0.006399701953095471,0.3333333333333333,0.6666666666666667
BPIC13_incidents,handover,18,24,7554,False,-0.006143601579079394,0.3333333333333333,0.6666666666666667
BPIC13_incidents,handover,19,24,7554,False,-0.0060871528814491205,0.2916666666666667,0.7083333333333333
BPIC13_incidents,handover,20,24,7554,False,-0.00852895804377396,0.20833333333333334,0.7916666666666666
BPIC13_incidents,handover,21,24,7554,False,-0.006704204895732979,0.125,0.875
BPIC13_incidents,handover,22,24,7554,False,-0.006801454947672925,0.20833333333333334,0.7916666666666666
BPIC13_incidents,handover,23,24,7554,False,-0.005511397855485656,0.16666666666666666,0.8333333333333334
BPIC13_incidents,handover,24,24,7554,False,-0.009387572825754475,0.16666666666666666,0.8333333333333334
BPIC13_incidents,handover,25,24,7554,False,-0.013046337082495807,0.16666666666666666,0.8333333333333334
BPIC13_incidents,handover,26,24,7554,False,-0.004037580846853239,0.20833333333333334,0.7916666666666666
BPIC13_incidents,handover,27,24,7554,False,-0.00658145792965964,0.3333333333333333,0.6666666666666667
BPIC13_incidents,handover,28,24,7554,False,-0.005223376258018497,0.20833333333333334,0.7916666666666666
BPIC13_incidents,handover,29,24,7554,False,-0.006355027833489901,0.16666666666666666,0.8333333333333334
BPIC13_incidents,handover,30,24,7554,False,-0.005290615744312721,0.20833333333333334,0.7916666666666666
BPIC13_incidents,handover,31,24,7554,False,-0.008184981528329194,0.20833333333333334,0.7916666666666666
BPIC13_incidents,handover,32,24,7554,False,-0.011208011079712699,0.3333333333333333,0.6666666666666667
BPIC13_incidents,handover,33,24,7554,False,-0.004513058467854714,0.3333333333333333,0.6666666666666667
BPIC13_incidents,handover,34,24,7554,False,-0.0083168429435031,0.25,0.75
BPIC13_incidents,handover,35,24,7554,False,-0.007130837985518723,0.2916666666666667,0.7083333333333333
BPIC13_incidents,handover,36,24,7554,False,0.0003816053082615345,0.5416666666666666,0.5416666666666666
BPIC13_incidents,handover,37,24,7554,False,-0.004385993769306484,0.3333333333333333,0.6666666666666667
BPIC13_incidents,handover,38,24,7554,False,-0.0028943200023685556,0.375,0.625
BPIC13_incidents,handover,39,24,7554,False,-0.006233051536820411,0.125,0.875
BPIC13_incidents,handover,40,24,7554,False,-0.0059858164544261405,0.2916666666666667,0.7083333333333333
BPIC13_incidents,handover,41,24,7554,False,-0.00494154201441549,0.375,0.625
BPIC13_incidents,handover,43,24,7554,False,-0.008168127286650395,0.16666666666666666,0.8333333333333334
BPIC13_incidents,handover,42,24,7554,False,-0.004034818194677936,0.2916666666666667,0.7083333333333333
BPIC13_incidents,handover,44,24,7554,False,-0.007366823623059793,0.16666666666666666,0.8333333333333334
BPIC13_incidents,handover,45,24,7554,False,-0.008514728632616209,0.125,0.875
BPIC13_incidents,handover,46,24,7554,False,-0.008186420772487546,0.2916666666666667,0.7083333333333333
BPIC13_incidents,handover,47,24,7554,False,-0.0035335500149681898,0.375,0.625
BPIC13_incidents,handover,48,24,7554,False,-0.0034501992984754537,0.2916666666666667,0.7083333333333333
BPIC13_incidents,handover,49,24,7554,False,-0.0074876634476104265,0.3333333333333333,0.6666666666666667
BPIC13_incidents,handover,50,24,7554,False,-0.011687958057563952,0.16666666666666666,0.8333333333333334
BPIC13_incidents,handover,51,24,7554,False,-0.003866531801738682,0.25,0.75
BPIC13_incidents,handover,52,24,7554,False,-0.004881916184999613,0.20833333333333334,0.7916666666666666
BPIC13_incidents,handover,53,24,7554,False,-0.004497021175804972,0.2916666666666667,0.7083333333333333
BPIC13_incidents,handover,55,24,7554,False,-0.004629137241555392,0.3333333333333333,0.6666666666666667
BPIC13_incidents,handover,54,24,7554,False,-0.004027153026885388,0.20833333333333334,0.7916666666666666
BPIC13_incidents,handover,57,24,7554,False,-0.010864184338658212,0.16666666666666666,0.8333333333333334
BPIC13_incidents,handover,56,24,7554,False,-0.00839143551877286,0.16666666666666666,0.8333333333333334
BPIC13_incidents,handover,58,24,7554,False,-0.0050122705844812265,0.25,0.75
BPIC13_incidents,handover,59,24,7554,False,-0.010995208550590774,0.08333333333333333,0.9166666666666666
BPIC13_incidents,handover,60,24,7554,False,-0.0051646248589540256,0.2916666666666667,0.7083333333333333
BPIC13_incidents,handover,61,24,7554,False,-0.0029819013883571333,0.3333333333333333,0.6666666666666667
BPIC13_incidents,handover,62,24,7554,False,-0.006480142075513173,0.16666666666666666,0.8333333333333334
BPIC13_incidents,handover,63,24,7554,False,-0.002978765721589005,0.25,0.75
BPIC13_incidents,handover,64,24,7554,False,-0.006255571930955717,0.3333333333333333,0.6666666666666667
BPIC13_incidents,handover,65,24,7554,False,-0.0062151684676254315,0.25,0.75
BPIC13_incidents,handover,67,24,7554,False,-0.006910469667319008,0.16666666666666666,0.8333333333333334
BPIC13_incidents,handover,66,24,7554,False,-0.0089736873270852,0.20833333333333334,0.7916666666666666
BPIC13_incidents,handover,69,24,7554,False,-0.003951547639804043,0.375,0.625
BPIC13_incidents,handover,68,24,7554,False,-0.014263645452225027,0.125,0.875
BPIC13_incidents,handover,70,24,7554,False,-0.006490168728760903,0.16666666666666666,0.8333333333333334
BPIC13_incidents,handover,71,24,7554,False,-0.005389764256406471,0.25,0.75
BPIC13_incidents,handover,72,24,7554,False,-0.00798184249569861,0.125,0.875
BPIC13_incidents,handover,73,24,7554,False,-0.008691968294215147,0.20833333333333334,0.7916666666666666
BPIC13_incidents,handover,74,24,7554,False,-0.010807081170764954,0.20833333333333334,0.7916666666666666
BPIC13_incidents,handover,75,24,7554,False,-0.005866853143878303,0.20833333333333334,0.7916666666666666
BPIC13_incidents,handover,77,24,7554,False,-0.009600394265828482,0.16666666666666666,0.8333333333333334
BPIC13_incidents,handover,76,24,7554,False,-0.0072483866265244945,0.3333333333333333,0.6666666666666667
BPIC13_incidents,handover,78,24,7554,False,-0.007374481460890536,0.16666666666666666,0.8333333333333334
BPIC13_incidents,handover,79,24,7554,False,-0.005692005039821979,0.20833333333333334,0.7916666666666666
BPIC13_incidents,handover,80,24,7554,False,-0.01352375493043928,0.125,0.875
BPIC13_incidents,handover,81,24,7554,False,-0.0012173949516249838,0.375,0.625
BPIC13_incidents,handover,82,24,7554,False,-0.009163647280503062,0.125,0.875
BPIC13_incidents,handover,83,24,7554,False,-0.00650312192618574,0.3333333333333333,0.6666666666666667
BPIC13_incidents,handover,84,24,7554,False,-0.009367289202756646,0.16666666666666666,0.8333333333333334
BPIC13_incidents,handover,85,24,7554,False,-0.00041573595544441844,0.5,0.5
BPIC13_incidents,handover,86,24,7554,False,-0.00978350624599833,0.16666666666666666,0.8333333333333334
BPIC13_incidents,handover,87,24,7554,False,-0.006433010175044995,0.20833333333333334,0.7916666666666666
BPIC13_incidents,handover,88,24,7554,False,-0.006901896620756576,0.16666666666666666,0.8333333333333334
BPIC13_incidents,handover,89,24,7554,False,-0.007164394197226365,0.20833333333333334,0.7916666666666666
BPIC13_incidents,handover,90,24,7554,False,-0.0037276076795437763,0.2916666666666667,0.7083333333333333
BPIC13_incidents,handover,91,24,7554,False,-0.009013780557209583,0.3333333333333333,0.6666666666666667
BPIC13_incidents,handover,93,24,7554,False,-0.009916351144388824,0.125,0.875
BPIC13_incidents,handover,92,24,7554,False,-0.004287469156811274,0.25,0.75
BPIC13_incidents,handover,94,24,7554,False,-0.007824142457209249,0.16666666666666666,0.8333333333333334
BPIC13_incidents,handover,95,24,7554,False,-0.00788975612644649,0.2916666666666667,0.7083333333333333
BPIC13_incidents,handover,96,24,7554,False,-0.005394899174678891,0.125,0.875
BPIC15_1,duration,-1,24,1199,False,0.029511533242876586,0.7916666666666666,0.7916666666666666
BPIC15_1,duration,0,24,1199,False,0.0037798022872649883,0.7916666666666666,0.7916666666666666
BPIC13_incidents,handover,97,24,7554,False,-0.002731479806170778,0.375,0.625
BPIC13_incidents,handover,98,24,7554,False,-0.00770612295361589,0.20833333333333334,0.7916666666666666
BPIC15_1,duration,1,24,1199,False,-0.01102701391352473,0.25,0.75
BPIC15_1,duration,2,24,1199,False,0.0012599340957549776,0.7083333333333334,0.7083333333333334
BPIC13_incidents,handover,99,24,7554,False,-0.0039846502554453656,0.2916666666666667,0.7083333333333333
BPIC15_1,duration,3,24,1199,False,-0.0037000531931537517,0.25,0.75
BPIC15_1,duration,4,24,1199,False,-0.0004178446166619443,0.5,0.5
BPIC15_1,duration,5,24,1199,False,-0.0018504837569889854,0.4583333333333333,0.5416666666666667
BPIC15_1,duration,6,24,1199,False,-0.002315466691698742,0.4583333333333333,0.5416666666666667
BPIC15_1,duration,7,24,1199,False,-0.0012046684814919217,0.4583333333333333,0.5416666666666667
BPIC15_1,duration,8,24,1199,False,-0.0061058344640433915,0.4166666666666667,0.5833333333333333
BPIC15_1,duration,9,24,1199,False,-0.0009537382108489867,0.4166666666666667,0.5833333333333333
BPIC15_1,duration,10,24,1199,False,-0.0008604774867800313,0.4583333333333333,0.5416666666666667
BPIC15_1,duration,11,24,1199,False,-0.007349006011354742,0.4166666666666667,0.5833333333333333
BPIC15_1,duration,12,24,1199,False,-0.005811219976244009,0.375,0.625
BPIC15_1,duration,13,24,1199,False,0.008272774817410122,0.625,0.625
BPIC15_1,duration,14,24,1199,False,0.0005864860131263305,0.5416666666666666,0.5416666666666666
BPIC15_1,duration,15,24,1199,False,0.0062218516175148175,0.7083333333333334,0.7083333333333334
BPIC15_1,duration,16,24,1199,False,-0.001048218029350123,0.375,0.625
BPIC15_1,duration,17,24,1199,False,0.0002596671140742135,0.5416666666666666,0.5416666666666666
BPIC15_1,duration,18,24,1199,False,0.006505392664221177,0.625,0.625
BPIC15_1,duration,19,24,1199,False,-0.0011029756875997054,0.4583333333333333,0.5416666666666667
BPIC15_1,duration,20,24,1199,False,0.0035592477862261274,0.625,0.625
BPIC15_1,duration,21,24,1199,False,0.0013376513658124867,0.5416666666666666,0.5416666666666666
BPIC15_1,duration,22,24,1199,False,0.009718214449276119,0.625,0.625
BPIC15_1,duration,23,24,1199,False,0.001699519229792279,0.625,0.625
BPIC15_1,duration,24,24,1199,False,0.001593254831779245,0.5416666666666666,0.5416666666666666
BPIC15_1,duration,25,24,1199,False,-0.0005207565049863971,0.5,0.5
BPIC15_1,duration,26,24,1199,False,0.013541904136102956,0.75,0.75
BPIC15_1,duration,27,24,1199,False,0.0003207234268907122,0.5416666666666666,0.5416666666666666
BPIC15_1,duration,28,24,1199,False,0.00649350649350644,0.6666666666666666,0.6666666666666666
BPIC15_1,duration,29,24,1199,False,0.0022450639882348744,0.5833333333333334,0.5833333333333334
BPIC15_1,duration,30,24,1199,False,-0.0021067983613745067,0.5,0.5
BPIC15_1,duration,31,24,1199,False,-0.01089535171483913,0.3333333333333333,0.6666666666666667
BPIC15_1,duration,32,24,1199,False,-0.002859081217290116,0.375,0.625
BPIC15_1,duration,34,24,1199,False,0.0025892549829469313,0.5416666666666666,0.5416666666666666
BPIC15_1,duration,33,24,1199,False,0.0015957946118464461,0.7083333333333334,0.7083333333333334
BPIC15_1,duration,35,24,1199,False,0.0020807910134860164,0.5416666666666666,0.5416666666666666
BPIC15_1,duration,36,24,1199,False,0.004744715530409671,0.6666666666666666,0.6666666666666666
BPIC15_1,duration,37,24,1199,False,-0.002557964892518527,0.4583333333333333,0.5416666666666667
BPIC15_1,duration,38,24,1199,False,0.008093263162257724,0.7083333333333334,0.7083333333333334
BPIC15_1,duration,39,24,1199,False,0.0013845865014550096,0.5416666666666666,0.5416666666666666
BPIC15_1,duration,40,24,1199,False,0.003176553725694864,0.5416666666666666,0.5416666666666666
BPIC15_1,duration,41,24,1199,False,0.0021321961620469065,0.625,0.625
BPIC15_1,duration,43,24,1199,False,0.00220432591595654,0.5833333333333334,0.5833333333333334
BPIC15_1,duration,42,24,1199,False,-0.008129328039212569,0.3333333333333333,0.6666666666666667
BPIC15_1,duration,44,24,1199,False,-0.0032425880074429814,0.3333333333333333,0.6666666666666667
BPIC15_1,duration,45,24,1199,False,0.0009691800736576495,0.5416666666666666,0.5416666666666666
BPIC15_1,duration,46,24,1199,False,-0.002127726149128595,0.4166666666666667,0.5833333333333333
BPIC15_1,duration,47,24,1199,False,0.0012359585719203259,0.5833333333333334,0.5833333333333334
BPIC15_1,duration,48,24,1199,False,-0.000384217928571573,0.5,0.5
BPIC15_1,duration,49,24,1199,False,-0.002216720042684639,0.4583333333333333,0.5416666666666667
BPIC15_1,duration,50,24,1199,False,-0.0036875574752229245,0.375,0.625
BPIC15_1,duration,51,24,1199,False,0.005911998449311839,0.625,0.625
BPIC15_1,duration,52,24,1199,False,0.005427408412482959,0.75,0.75
BPIC15_1,duration,53,24,1199,False,0.0031732012160060608,0.5833333333333334,0.5833333333333334
BPIC15_1,duration,55,24,1199,False,0.0013351115857451745,0.5833333333333334,0.5833333333333334
BPIC15_1,duration,54,24,1199,False,-0.004513595544291149,0.375,0.625
BPIC15_1,duration,56,24,1199,False,0.007365768559798314,0.6666666666666666,0.6666666666666666
BPIC15_1,duration,58,24,1199,False,-0.002878688319409184,0.5,0.5
BPIC15_1,duration,57,24,1199,False,-0.00952102592485582,0.2916666666666667,0.7083333333333333
BPIC15_1,duration,59,24,1199,False,-0.001939985606558503,0.4166666666666667,0.5833333333333333
BPIC15_1,duration,60,24,1199,False,0.0005788666729247272,0.5416666666666666,0.5416666666666666
BPIC15_1,duration,61,24,1199,False,-0.005859069432710695,0.375,0.625
BPIC15_1,duration,62,24,1199,False,0.0026167861988756758,0.6666666666666666,0.6666666666666666
BPIC15_1,duration,63,24,1199,False,-0.0014652499163905208,0.4583333333333333,0.5416666666666667
BPIC15_1,duration,64,24,1199,False,-0.0020708350756225014,0.4166666666666667,0.5833333333333333
BPIC15_1,duration,65,24,1199,False,0.005610882124540195,0.625,0.625
BPIC15_1,duration,67,24,1199,False,0.005634349692361373,0.75,0.75
BPIC15_1,duration,66,24,1199,False,0.00029075402209732815,0.5,0.5
BPIC15_1,duration,68,24,1199,False,0.0017445241325838023,0.5833333333333334,0.5833333333333334
BPIC15_1,duration,69,24,1199,False,0.00037375403469458446,0.5833333333333334,0.5833333333333334
BPIC15_1,duration,70,24,1199,False,0.001671683240255406,0.625,0.625
BPIC15_1,duration,71,24,1199,False,-0.0005393476950785181,0.4583333333333333,0.5416666666666667
BPIC15_1,duration,72,24,1199,False,-0.005149353290722081,0.4166666666666667,0.5833333333333333
BPIC15_1,duration,73,24,1199,False,0.0034262649019055624,0.5,0.5
BPIC15_1,duration,74,24,1199,False,-0.004185049594793322,0.375,0.625
BPIC15_1,duration,75,24,1199,False,-0.0008604774867799203,0.4583333333333333,0.5416666666666667
BPIC15_1,duration,76,24,1199,False,0.00037548108514029455,0.5416666666666666,0.5416666666666666
BPIC15_1,duration,77,24,1199,False,-0.0008683000093871462,0.4166666666666667,0.5833333333333333
BPIC15_1,duration,78,24,1199,False,0.0011080552477341632,0.5,0.5
BPIC15_1,duration,79,24,1199,False,-0.0002972558590694785,0.5,0.5
BPIC15_1,duration,80,24,1199,False,-0.0012340283390691598,0.4583333333333333,0.5416666666666667
BPIC15_1,duration,81,24,1199,False,-0.003291656558342071,0.4583333333333333,0.5416666666666667
BPIC15_1,duration,82,24,1199,False,0.001353296411026661,0.5833333333333334,0.5833333333333334
BPIC15_1,duration,83,24,1199,False,0.005615250546255834,0.6666666666666666,0.6666666666666666
BPIC15_1,duration,84,24,1199,False,0.0016243417398021376,0.5833333333333334,0.5833333333333334
BPIC15_1,duration,85,24,1199,False,-0.00014080540692767984,0.5,0.5
BPIC15_1,duration,86,24,1199,False,0.006898753801034774,0.5833333333333334,0.5833333333333334
BPIC15_1,duration,87,24,1199,False,-0.004894359371971357,0.4583333333333333,0.5416666666666667
BPIC15_1,duration,88,24,1199,False,0.002417159485590903,0.6666666666666666,0.6666666666666666
BPIC15_1,duration,89,24,1199,False,0.008722620662919234,0.625,0.625
BPIC15_1,duration,90,24,1199,False,0.0032307018367282447,0.6666666666666666,0.6666666666666666
BPIC15_1,duration,91,24,1199,False,0.008383407637138907,0.7083333333333334,0.7083333333333334
BPIC15_1,duration,92,24,1199,False,0.011346924610793951,0.625,0.625
BPIC15_1,duration,94,24,1199,False,-0.005718264025783015,0.375,0.625
BPIC15_1,duration,93,24,1199,False,0.0048380778456813545,0.5,0.5
BPIC15_1,duration,95,24,1199,False,0.00147845677274,0.5416666666666666,0.5416666666666666
BPIC15_1,duration,96,24,1199,False,-0.0011420883006351135,0.4583333333333333,0.5416666666666667
BPIC15_1,duration,97,24,1199,False,-0.005076106033582717,0.2916666666666667,0.7083333333333333
BPIC15_1,duration,98,24,1199,False,0.011242488854429133,0.6666666666666666,0.6666666666666666
BPIC15_1,handover,-1,24,1199,False,0.0016669203441707636,0.7083333333333334,0.7083333333333334
BPIC15_1,handover,0,24,1199,False,-0.0035384970861286336,0.3333333333333333,0.6666666666666667
BPIC15_1,duration,99,24,1199,False,0.007405389128847362,0.7083333333333334,0.7083333333333334
BPIC15_1,handover,1,24,1199,False,-0.0006708152546243684,0.375,0.625
BPIC15_1,handover,2,24,1199,False,-0.0011070603508830934,0.4583333333333333,0.5416666666666667
BPIC15_1,handover,3,24,1199,False,-0.00047583703263537336,0.4583333333333333,0.5416666666666667
BPIC15_1,handover,4,24,1199,False,-0.0026837502159078874,0.375,0.625
BPIC15_1,handover,5,24,1199,False,-0.0019143947369340553,0.4166666666666667,0.5833333333333333
BPIC15_1,handover,6,24,1199,False,-0.003639529572961764,0.2916666666666667,0.7083333333333333
BPIC15_1,handover,7,24,1199,False,-0.004352038990673157,0.2916666666666667,0.7083333333333333
BPIC15_1,handover,8,24,1199,False,0.002547475683186584,0.625,0.625
BPIC15_1,handover,9,24,1199,False,-0.001241721854304656,0.4166666666666667,0.5833333333333333
BPIC15_1,handover,10,24,1199,False,-0.0054093400319708,0.2916666666666667,0.7083333333333333
