log,target,perm,n_cells,n_cases,capped,median,share_positive,share_dominant
BPIC14,handover,45,24,20000,True,-0.0014140231759546262,0.4583333333333333,0.5416666666666667
BPIC14,handover,44,24,20000,True,-0.00029701448526925356,0.5,0.5
BPIC14,handover,48,24,20000,True,0.001225242077464661,0.625,0.625
BPIC14,handover,47,24,20000,True,0.0020261608714788326,0.5833333333333334,0.5833333333333334
BPIC14,handover,49,24,20000,True,0.0002559941266253585,0.5,0.5
BPIC14,handover,50,24,20000,True,0.0023836592310971794,0.75,0.75
BPIC14,handover,52,24,20000,True,0.0024001430457746276,0.5833333333333334,0.5833333333333334
BPIC14,handover,53,24,20000,True,0.000918754664882504,0.5416666666666666,0.5416666666666666
BPIC14,handover,51,24,20000,True,0.0013021403341219595,0.5833333333333334,0.5833333333333334
BPIC14,handover,54,24,20000,True,0.00033579240060360727,0.5416666666666666,0.5416666666666666
BPIC14,handover,56,24,20000,True,-0.0010004951584507982,0.375,0.625
BPIC14,handover,55,24,20000,True,3.542057097960516e-05,0.5,0.5
BPIC14,handover,57,24,20000,True,-0.0059317809068967775,0.125,0.875
BPIC14,handover,58,24,20000,True,0.00028980467165135027,0.5,0.5
BPIC14,handover,59,24,20000,True,0.0007368835126768114,0.5416666666666666,0.5416666666666666
BPIC14,handover,61,24,20000,True,-0.0032566296214788792,0.3333333333333333,0.6666666666666667
BPIC14,handover,60,24,20000,True,0.006548889767191535,0.8333333333333334,0.8333333333333334
BPIC14,handover,64,24,20000,True,-0.002233915853301738,0.4166666666666667,0.5833333333333333
BPIC14,handover,62,24,20000,True,9.315444552987495e-05,0.5416666666666666,0.5416666666666666
BPIC14,handover,65,24,20000,True,-0.002191408778243975,0.375,0.625
BPIC14,handover,63,24,20000,True,0.0004437125031662714,0.5,0.5
BPIC14,handover,66,24,20000,True,0.002283902589035769,0.7916666666666666,0.7916666666666666
BPIC14,handover,68,24,20000,True,0.004238831426056411,0.7083333333333334,0.7083333333333334
BPIC14,handover,67,24,20000,True,-0.0004349141725353278,0.4583333333333333,0.5416666666666667
BPIC14,handover,70,24,20000,True,0.005268210827464814,0.7083333333333334,0.7083333333333334
BPIC14,handover,69,24,20000,True,-0.003624972491197309,0.25,0.75
BPIC14,handover,72,24,20000,True,0.0005933441854114596,0.5416666666666666,0.5416666666666666
BPIC14,handover,71,24,20000,True,-4.60772447182789e-05,0.4583333333333333,0.5416666666666667
BPIC14,handover,73,24,20000,True,0.0027450666414898794,0.625,0.625
BPIC14,handover,75,24,20000,True,0.0016132090042781377,0.5416666666666666,0.5416666666666666
BPIC14,handover,76,24,20000,True,-0.001178380406299473,0.375,0.625
BPIC14,handover,74,24,20000,True,0.0020527576197497677,0.5833333333333334,0.5833333333333334
BPIC14,handover,77,24,20000,True,0.002126705545774654,0.6666666666666666,0.6666666666666666
BPIC14,handover,78,24,20000,True,-0.0002474073215393835,0.5,0.5
BPIC14,handover,79,24,20000,True,0.000540432045097905,0.5416666666666666,0.5416666666666666
BPIC14,handover,82,24,20000,True,-0.005334015984337692,0.125,0.875
BPIC14,handover,80,24,20000,True,-0.001325855911599394,0.3333333333333333,0.6666666666666667
BPIC14,handover,81,24,20000,True,0.0008712037852112164,0.5833333333333334,0.5833333333333334
BPIC14,handover,83,24,20000,True,-0.0013868562940141382,0.4583333333333333,0.5416666666666667
BPIC14,handover,84,24,20000,True,0.0029745268485916188,0.6666666666666666,0.6666666666666666
BPIC14,handover,85,24,20000,True,-1.4105190005941903e-05,0.5,0.5
BPIC14,handover,87,24,20000,True,-1.402948943662885e-05,0.5,0.5
BPIC14,handover,88,24,20000,True,-0.0035334048855700795,0.3333333333333333,0.6666666666666667
BPIC14,handover,86,24,20000,True,-0.001043833493262536,0.4583333333333333,0.5416666666666667
BPIC14,handover,89,24,20000,True,0.0004937830105634644,0.5833333333333334,0.5833333333333334
BPIC14,handover,90,24,20000,True,-0.002678505317479707,0.4166666666666667,0.5833333333333333
BPIC14,handover,91,24,20000,True,-0.005588317214793359,0.20833333333333334,0.7916666666666666
BPIC14,handover,92,24,20000,True,0.0020833735839821954,0.7083333333333334,0.7083333333333334
