n,central_group,central_share_natural,n_groups,prestamped_share_of_joins,prestamped_share_of_cohort,n_no_interaction,uci_phone_share,wbs_gain,item_gain,n_wbs_cohort,n_wbs_train,n_item_cohort,n_item_train,wbs_share_of_item,item_marginal_over_wbs,auc_both_layers,auc_item_only,reduction_lo_intake_mix,reduction_hi_intake_mix,n_axisD_rows,runtime_s
45455,TEAM0008,0.6702452975470246,50,0.9774280340008096,0.9031129688703113,3456,0.991,0.07776933188341384,0.10333536025591061,272,256,2929,2554,0.7525916752098957,0.023177822843007734,0.74520090517768,0.747589110707169,0.06333871660372876,0.9531171324004011,18,19.7
