baseline,base_auc,gain,boot_se,lo,hi,null_mean,null_sd,z_pooled,z_naive
intake fields only,0.5623977964686157,0.18345785349865806,0.005796788946753107,0.17228442361090682,0.19492231019987902,-0.011336303951104156,0.0038004624224284122,28.10257125327129,51.25538310816741
+ intake routing queue,0.6442537504512584,0.10333536025591061,0.004989092349515913,0.09399907132148715,0.11347648546336091,0.0011652425958861368,0.003124201125066624,17.356484963300566,32.70279779373861
