auc_lo_0,auc_lo_1,auc_hi_0,auc_hi_1,V_lo,V_hi,R_true,prevalence,rho
0.6323822926898609,0.8742455565528973,0.6645233889050188,0.8742455565528976,0.24186326386303636,0.20972216764787877,0.1328895331262817,0.4622314902088131,0.0
0.646678480717933,0.8458227888861916,0.6805573365655313,0.8486639240680081,0.19914430816825857,0.16810658750247676,0.15585542439685396,0.47788655128780455,0.2
0.6576894041634578,0.816537231606393,0.7193497010874117,0.8293003696037298,0.15884782744293524,0.10995066851631807,0.3078239074071256,0.49566038500690696,0.4
0.6619635220433552,0.794090690879217,0.7710510929880203,0.8239011650712346,0.13212716883586184,0.05285007208321424,0.600006020344926,0.5138664840304232,0.6
0.6579697524784709,0.7850242642914748,0.8178937917232137,0.8335746220706525,0.12705451181300387,0.015680830347438723,0.8765818692805066,0.5309934364392097,0.8
0.6476701752400879,0.7873612920223397,0.8506366648043456,0.8506366648043459,0.13969111678225188,2.220446049250313e-16,0.9999999999999984,0.5463468671214904,1.0
