log,domain,target,population,regime,populated,baseline,instrument,without_f,with_f,V,n,n_test,card_f,card_g,n_b0,f,g
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0,nb_0.800,0.7363753397225004,0.7648405092261479,0.028465169503647525,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,auc,0.732497973024232,0.8427455999216078,0.11024762689737577,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,ap,0.973294516368866,0.9871725501838367,0.013878033814970658,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,brier_skill,0.04975913228633977,0.22477853255723956,0.1750194002708998,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,nagelkerke,0.15750539683939907,0.3403025937027891,0.18279719686339002,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,nb_0.050,0.9423318702994075,0.9423318702994075,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,nb_0.075,0.9407732721993914,0.9407732721993914,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,nb_0.100,0.9391280853160412,0.9391280853160412,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,nb_0.125,0.9373888877536425,0.9373888877536425,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,nb_0.150,0.9355473844522789,0.9363972165893965,0.0008498321371175344,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,nb_0.175,0.93180626173045,0.9347169304256989,0.002910668695248919,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,nb_0.200,0.9297310828207695,0.932860105850379,0.00312902302960949,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,nb_0.225,0.9275220214007872,0.9310219129664408,0.0034998915656535567,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,nb_0.250,0.9251656892194726,0.929003957469127,0.0038382682496543863,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,nb_0.275,0.9226468513704813,0.9268468326271709,0.004199981256689633,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,nb_0.300,0.9199480965322763,0.9245356274393608,0.004587530907084525,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,nb_0.325,0.9170494339282782,0.9220532218672685,0.005003787938990256,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,nb_0.350,0.9138562767514277,0.9193798620203998,0.00552358526897212,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,nb_0.375,0.9105707338006008,0.9165784580174511,0.006007724216850252,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,nb_0.400,0.9069279549897487,0.9140561674533925,0.007128212463643813,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,nb_0.425,0.9028968922776488,0.9099525476855336,0.0070556554078847755,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,nb_0.450,0.89856438797935,0.9046176252584491,0.006053237279099122,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,nb_0.475,0.8918950214902154,0.9006545831034459,0.008759561613230549,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,nb_0.500,0.8867114861965384,0.8954369904162495,0.008725504219711078,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,nb_0.525,0.8809823156087903,0.8769809303691213,-0.004001385239668975,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,nb_0.550,0.8746165705112923,0.8719862044851316,-0.0026303660261606243,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,nb_0.575,0.867001270541116,0.8726219424974968,0.005620671956380829,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,nb_0.600,0.8382205693033901,0.8706551280217423,0.03243455871835221,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,nb_0.625,0.8308777952605731,0.8591284031850475,0.028250607924474314,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,nb_0.650,0.8224451846251302,0.8535770480413594,0.0311318634162292,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,nb_0.675,0.8238999592883157,0.8470506035232112,0.023150644234895434,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,nb_0.700,0.8145472750679446,0.840318504744195,0.02577122967625045,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,nb_0.725,0.8034941028075058,0.8317447107319801,0.028250607924474314,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,nb_0.750,0.7923043913603204,0.8183378629666714,0.026033471606351055,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,nb_0.775,0.7764347812266565,0.8069740459956453,0.030539264768988716,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.5,rare-first,0.502510406385444,B0+g,nb_0.800,0.7559004434272636,0.791946788728365,0.0360463453011014,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,auc,0.5,0.6261149848431208,0.12611498484312078,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,ap,0.9452152767844372,0.9594664387503435,0.014251161965906367,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,brier_skill,-1.9904186030261783e-05,-0.01083071561689497,-0.010810811430864709,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,nagelkerke,-3.9619626170500563e-05,0.0635646953918749,0.0636043150180454,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,nb_0.050,0.9423318702994075,0.9423318702994075,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,nb_0.075,0.9407732721993914,0.9407732721993914,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,nb_0.100,0.9391280853160412,0.9391280853160412,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,nb_0.125,0.9373888877536425,0.9373888877536425,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,nb_0.150,0.9355473844522789,0.9355473844522789,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,nb_0.175,0.9335942748902268,0.9335942748902268,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,nb_0.200,0.9315190959805464,0.9315190959805464,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,nb_0.225,0.929310034560564,0.929310034560564,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,nb_0.250,0.9269537023792495,0.9269537023792495,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,nb_0.275,0.9244348645302581,0.9244348645302581,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,nb_0.300,0.9217361096920531,0.9217361096920531,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,nb_0.325,0.918837447088055,0.918837447088055,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,nb_0.350,0.9157158104375955,0.9157158104375955,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,nb_0.375,0.9123444428550994,0.9123444428550994,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,nb_0.400,0.908692127974062,0.908692127974062,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,nb_0.425,0.9047222204946733,0.9047222204946733,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,nb_0.450,0.9003914123353403,0.9003914123353403,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,nb_0.475,0.8956481462560708,0.8956481462560708,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,nb_0.500,0.8904305535688742,0.8904305535688742,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,nb_0.525,0.884663740598815,0.884663740598815,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,nb_0.550,0.8782561706320825,0.8782561706320825,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,nb_0.575,0.871094768904558,0.871094768904558,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,nb_0.600,0.8630381919610929,0.8430124445715921,-0.020025747389500803,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,nb_0.625,0.853907404758499,0.8346683831593001,-0.01923902159919888,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,nb_0.650,0.843472219384106,0.8251323129738235,-0.01833990641028249,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,nb_0.675,0.8314316208751911,0.8141291550675044,-0.017302465807686684,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,nb_0.700,0.8173842559481239,0.8012921375101322,-0.016092118437991743,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,nb_0.725,0.8007828246706804,0.7861211167605102,-0.014661707910170185,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,nb_0.750,0.7808611071377486,0.7679158918609641,-0.012945215276784494,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,nb_0.775,0.756512341264165,0.7456650614281854,-0.01084727983597955,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,empty,nb_0.800,0.7260763839221857,0.7178515233872121,-0.00822486053497351,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,auc,0.638968549870716,0.7027632164351778,0.06379466656446175,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,ap,0.9615253183629267,0.9720903283632272,0.010565010000300523,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,brier_skill,0.015791414393415915,0.01380361313936318,-0.0019878012540527346,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,nagelkerke,0.050661059438307274,0.09966045722633497,0.0489993977880277,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,nb_0.050,0.9423318702994075,0.9423318702994075,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,nb_0.075,0.9407732721993914,0.9407732721993914,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,nb_0.100,0.9391280853160412,0.9391280853160412,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,nb_0.125,0.9373888877536425,0.9373173672272515,-7.152052639103346e-05,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,nb_0.150,0.9355473844522789,0.9354758639258879,-7.152052639103346e-05,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,nb_0.175,0.9335942748902268,0.9335227543638358,-7.152052639103346e-05,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,nb_0.200,0.9315190959805464,0.9314475754541554,-7.152052639103346e-05,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,nb_0.225,0.929310034560564,0.929238514034173,-7.152052639103346e-05,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,nb_0.250,0.9269537023792495,0.9268821818528584,-7.152052639103346e-05,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,nb_0.275,0.9244348645302581,0.924363344003867,-7.152052639114448e-05,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,nb_0.300,0.9217361096920531,0.921664589165662,-7.152052639114448e-05,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,nb_0.325,0.9186228855088818,0.918765926561664,0.00014304105278217794,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,nb_0.350,0.9155012488584223,0.9156442899112045,0.00014304105278217794,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,nb_0.375,0.9121298812759262,0.9117722786439708,-0.00035760263195538933,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,nb_0.400,0.9084775663948887,0.9081199637629334,-0.00035760263195538933,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,nb_0.425,0.9045076589155001,0.9041500562835447,-0.00035760263195538933,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,nb_0.450,0.900176850756167,0.8998192481242117,-0.00035760263195538933,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,nb_0.475,0.8954335846768976,0.89493294099216,-0.0005006436847375673,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,nb_0.500,0.890215991989701,0.8895723072521814,-0.0006436847375196342,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,nb_0.525,0.8844491790196418,0.8838054942821222,-0.0006436847375196342,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,nb_0.550,0.8781449164799187,0.8773979243153895,-0.0007469921645291144,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,nb_0.575,0.8710022129292283,0.8702365225878651,-0.000765690341363201,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,nb_0.600,0.8629666714347017,0.8435130882563295,-0.019453583178372202,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,nb_0.625,0.8538597244075716,0.8351690268440376,-0.01869069756353403,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,nb_0.650,0.8434517849479943,0.825632956658561,-0.017818828289433375,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,nb_0.675,0.8346665492996489,0.8182113266507488,-0.016455222648900092,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,nb_0.700,0.8190530682305822,0.8061555333047251,-0.012897534925857101,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,nb_0.725,0.8039687390281012,0.7924149230829247,-0.01155381594517646,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,nb_0.750,0.7858675439851237,0.7759261908167644,-0.009941353168359313,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,nb_0.775,0.7637438611548181,0.7557732958247906,-0.00797056533002749,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0_half,nb_0.800,0.7360892576169361,0.7287941639250465,-0.007295093691889631,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,auc,0.641127051868453,0.7041555769097035,0.06302852504125056,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,ap,0.9619036277076416,0.9723722152503864,0.010468587542744823,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,brier_skill,0.015421468344613998,0.014529215948675067,-0.0008922523959389306,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,nagelkerke,0.05080610154344653,0.10055496814783073,0.0497488666043842,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,nb_0.050,0.9423318702994075,0.9423318702994075,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,nb_0.075,0.9407732721993914,0.9407732721993914,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,nb_0.100,0.9391280853160412,0.9391280853160412,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,nb_0.125,0.9373888877536425,0.9373173672272515,-7.152052639103346e-05,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,nb_0.150,0.9355473844522789,0.9354758639258879,-7.152052639103346e-05,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,nb_0.175,0.9335942748902268,0.9335227543638358,-7.152052639103346e-05,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,nb_0.200,0.9315190959805464,0.9314475754541554,-7.152052639103346e-05,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,nb_0.225,0.929310034560564,0.929238514034173,-7.152052639103346e-05,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,nb_0.250,0.9269537023792495,0.9268821818528584,-7.152052639103346e-05,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,nb_0.275,0.9244348645302581,0.924363344003867,-7.152052639114448e-05,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,nb_0.300,0.9217361096920531,0.921664589165662,-7.152052639114448e-05,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,nb_0.325,0.9186228855088818,0.918765926561664,0.00014304105278217794,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,nb_0.350,0.9155012488584223,0.9156442899112045,0.00014304105278217794,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,nb_0.375,0.9121298812759262,0.9117722786439708,-0.00035760263195538933,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,nb_0.400,0.9084775663948887,0.9081199637629334,-0.00035760263195538933,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,nb_0.425,0.9045076589155001,0.9041500562835447,-0.00035760263195538933,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,nb_0.450,0.900176850756167,0.8998192481242117,-0.00035760263195538933,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,nb_0.475,0.8954335846768976,0.89493294099216,-0.0005006436847375673,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,nb_0.500,0.890215991989701,0.8897153483049636,-0.0005006436847374562,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,nb_0.525,0.8844491790196418,0.8838054942821222,-0.0006436847375196342,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,nb_0.550,0.8780416090529093,0.8773979243153895,-0.0006436847375197452,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,nb_0.575,0.8708802073253847,0.8702365225878651,-0.0006436847375196342,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,nb_0.600,0.8628236303819196,0.8437276498355027,-0.019095980546416813,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,nb_0.625,0.8536928431793258,0.8353835884232108,-0.018309254756115,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,nb_0.650,0.8434517849479943,0.8260416453807957,-0.017410139567198613,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,nb_0.675,0.8346665492996489,0.8187229734933926,-0.01594357580625627,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,nb_0.700,0.8190530682305822,0.8070614599723455,-0.011991608258236752,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,nb_0.725,0.804157293143132,0.792935072365769,-0.011222220777363012,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,nb_0.750,0.7860821055642969,0.776498355027893,-0.009583750536403923,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,nb_0.775,0.7639902096346096,0.7559799106788093,-0.008010298955800299,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0,nb_0.800,0.7363753397225004,0.7286511228722643,-0.007724216850236054,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0+g,auc,0.732497973024232,0.781179816457937,0.04868184343370496,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0+g,ap,0.973294516368866,0.9807142115368535,0.007419695167987461,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0+g,brier_skill,0.04975913228633977,0.06415430900348407,0.014395176717144298,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0+g,nagelkerke,0.15750539683939907,0.18836499394856274,0.030859597109163667,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0+g,nb_0.050,0.9423318702994075,0.9423318702994075,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0+g,nb_0.075,0.9407732721993914,0.9407732721993914,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
BPIC14,itsm,handover,0.25,rare-first,0.25177015834871047,B0+g,nb_0.100,0.9391280853160412,0.9391280853160412,0.0,46606,13982,3019,57,4,CI Name (aff),assignment group
