n_interactions,n_orphans,orphan_share,km_populated_orphan,km_distinct_orphan,control_populated_orphan,n_joined,join_share,opened_before,closed_before,worked_before,n_closed_before,n_worked_before,min_n,km_agree_closed_before,control_agree_closed_before,km_agree_worked_before,control_agree_worked_before,test_discriminates,gain_intake,gain_group,gain_km_open,gain_km_int,gain_km_prov,reduction_km_open,reduction_km_prov,km_prov_populated,runtime_s,km_share_exactly_one_item,null_base_auc_max,null_gain_lo,null_gain_hi,inside_null
147004,94250,0.641139016625398,1.0,1978,0.9999787798408488,41999,0.9239687603123968,0.9999761899092836,0.0001190504535822,0.9860472868401629,5,41413,100,1.0,0.6,1.0,0.9897133750271654,False,0.183457853498658,0.1033353602559106,-0.0032197248522803,-0.0009630299081333,0.0006101828760166,1.0175502154357428,0.9966739887969902,0.9110768892311076,90.9,0.8352251922372758,0.6479440799543849,0.09407614958918786,0.09870603113275744,False
