n_contrasts,n_independent_draws,n_draw_records,p_min_attainable_raw,p_min_attainable_holm,p_raw_min,p_holm_min,n_reject,any_zero_p,runtime_s,est_PC1,p_PC1,est_PC2,p_PC2,est_PC3,p_PC3,est_PC4,p_PC4,est_PC5,p_PC5
5,2000,10000,0.0004997501249375312,0.0024987506246876563,0.0004997501249375312,0.002498750624687656,5,0,2561.5,0.2571802060482109,0.002498750624687656,0.16727153256753435,0.002498750624687656,0.0076842335265743245,0.002498750624687656,0.08990867348067655,0.002498750624687656,0.06338907384987913,0.002498750624687656
