log,target,learner,quality,level,metric,b_lo,b_hi,V_lo,V_hi,D,D_se,D_lo,D_hi,R,R_fieller_lo,R_fieller_hi,fieller_kind,denom_t
BPIC14,duration,hgb,mask_rare,0.75,nb_0.725,B_intake_g,B_intake_g_km,0.02455104615024515,0.011631838337602882,0.012919207812642268,0.012091199016269975,-0.007695283546377803,0.03684493699691812,0.526218220338984,-2.3748442467091726,1.0083644538836947,bounded,2.299405424627185
BPIC14,duration,hgb,mask_rare,0.75,nb_0.750,B_half,B_intake,0.012516092118438002,0.016592762122729234,-0.0040766700042912316,0.007883569099142035,-0.018840294664568744,0.008117579745386927,-0.3257142857142854,-inf,inf,unbounded,1.2802745567028948
BPIC14,duration,hgb,mask_rare,0.75,nb_0.750,B_half,B_intake_g,0.012516092118438002,0.010084394221141477,0.0024316978972965253,0.008457168275242028,-0.022745315405521382,0.008890001430410533,0.19428571428571417,-inf,inf,unbounded,1.2802745567028948
BPIC14,duration,hgb,mask_rare,0.75,nb_0.750,B_half,B_intake_g_km,0.012516092118438002,0.0035045057931626378,0.009011586325275364,0.012063879170196551,-0.02125053640394795,0.025845730224574454,0.7200000000000002,-inf,inf,unbounded,1.2802745567028948
BPIC14,duration,hgb,mask_rare,0.75,nb_0.750,B_intake,B_intake_g,0.016592762122729234,0.010084394221141477,0.006508367901587757,0.009607651484844892,-0.019178229151766552,0.01442569017307969,0.39224137931034464,-inf,inf,unbounded,1.5165126007116487
BPIC14,duration,hgb,mask_rare,0.75,nb_0.750,B_intake,B_intake_g_km,0.016592762122729234,0.0035045057931626378,0.013088256329566596,0.013494203897011446,-0.022389500786725792,0.03059826920326138,0.788793103448276,-inf,inf,unbounded,1.5165126007116487
BPIC14,duration,hgb,mask_rare,0.75,nb_0.750,B_intake_g,B_intake_g_km,0.010084394221141477,0.0035045057931626378,0.006579888427978839,0.01175046153872073,-0.010803175511371768,0.032268273494492926,0.6524822695035464,-inf,inf,unbounded,1.014689519510237
BPIC14,duration,hgb,mask_rare,0.75,nb_0.775,B_half,B_intake,-0.003599866495017416,-0.002272763394205254,-0.001327103100812162,0.005717841803075203,-0.01558889206757894,0.00963798693558385,0.36865342163355463,-inf,inf,unbounded,-0.45587907690174995
BPIC14,duration,hgb,mask_rare,0.75,nb_0.775,B_half,B_intake_g,-0.003599866495017416,0.003957469126972764,-0.00755733562199018,0.007114768568034107,-0.01915299829940084,0.009528322128450851,2.099337748344364,-inf,inf,unbounded,-0.45587907690174995
BPIC14,duration,hgb,mask_rare,0.75,nb_0.775,B_half,B_intake_g_km,-0.003599866495017416,0.007334827317662385,-0.0109346938126798,0.010983415916507979,-0.02669722182488599,0.01414397876635042,3.0375275938189756,-inf,inf,unbounded,-0.45587907690174995
BPIC14,duration,hgb,mask_rare,0.75,nb_0.775,B_intake,B_intake_g,-0.002272763394205254,0.003957469126972764,-0.006230232521178018,0.007767456204023993,-0.018036880751442334,0.01331732068214691,2.741258741258732,-inf,inf,unbounded,-0.270770078119398
BPIC14,duration,hgb,mask_rare,0.75,nb_0.775,B_intake,B_intake_g_km,-0.002272763394205254,0.007334827317662385,-0.009607590711867639,0.011128803938929276,-0.021929584068405415,0.020257990432142926,4.227272727272716,-inf,inf,unbounded,-0.270770078119398
BPIC14,duration,hgb,mask_rare,0.75,nb_0.775,B_intake_g,B_intake_g_km,0.003957469126972764,0.007334827317662385,-0.003377358190689621,0.011279921447611066,-0.01903796945278853,0.02102365740078515,-0.8534136546184772,-inf,inf,unbounded,0.5036415948857043
BPIC14,duration,hgb,mask_rare,0.75,nb_0.800,B_half,B_intake,-0.006150765269632392,-0.0025032184236876073,-0.0036475468459447845,0.005146888061586286,-0.011943927907309401,0.008298169074524398,0.5930232558139525,-inf,inf,unbounded,-0.7479250798513601
BPIC14,duration,hgb,mask_rare,0.75,nb_0.800,B_half,B_intake_g,-0.006150765269632392,-0.004648834215419822,-0.00150193105421257,0.008029538355403125,-0.021679659562294385,0.010590401945358317,0.24418604651162945,-inf,inf,unbounded,-0.7479250798513601
BPIC14,duration,hgb,mask_rare,0.75,nb_0.800,B_half,B_intake_g_km,-0.006150765269632392,0.005006436847375201,-0.011157202117007593,0.012210810016104948,-0.03555106565584325,0.012823630381919601,1.8139534883720927,-inf,inf,unbounded,-0.7479250798513601
BPIC14,duration,hgb,mask_rare,0.75,nb_0.800,B_intake,B_intake_g,-0.0025032184236876073,-0.004648834215419822,0.0021456157917322145,0.007909977705365622,-0.021171863824917758,0.010302531826634244,-0.857142857142849,-inf,inf,unbounded,-0.3069366514623001
BPIC14,duration,hgb,mask_rare,0.75,nb_0.800,B_intake,B_intake_g_km,-0.0025032184236876073,0.005006436847375201,-0.007509655271062808,0.01210272168628637,-0.030371191531969696,0.015096195107995996,2.9999999999999947,-inf,inf,unbounded,-0.3069366514623001
BPIC14,duration,hgb,mask_rare,0.75,nb_0.800,B_intake_g,B_intake_g_km,-0.004648834215419822,0.005006436847375201,-0.009655271062795023,0.012063245031972805,-0.0277749964239737,0.023392576169360586,2.0769230769230784,-inf,inf,unbounded,-0.5798259335937845
BPIC14,duration,hgb,stale,1.0,ap,B_half,B_intake,0.1534960705982642,0.14658587495028952,0.006910195647974682,0.0039238573798198355,-0.003828307308969567,0.012116740624834508,0.04501871364551291,-0.005204612081638249,0.09406852074288619,bounded,17.763238961466442
BPIC14,duration,hgb,stale,1.0,ap,B_half,B_intake_g,0.1534960705982642,0.10976155997635817,0.04373451062190603,0.006113356748010071,0.03148467748858901,0.053954432397939,0.28492267229673696,0.21549799885014131,0.35273148815246225,bounded,17.763238961466442
BPIC14,duration,hgb,stale,1.0,ap,B_half,B_intake_g_km,0.1534960705982642,0.000851771922144251,0.15264429867611995,0.009040532285876826,0.12634904552534623,0.16135565924631332,0.9944508551989351,0.9366006894790139,1.0544843247091065,bounded,17.763238961466442
BPIC14,duration,hgb,stale,1.0,ap,B_intake,B_intake_g,0.14658587495028952,0.10976155997635817,0.03682431497393135,0.0058701131551117764,0.028960862050916858,0.0514621300614868,0.25121325630057656,0.1808021667240728,0.3193248157790459,bounded,16.788703549216788
BPIC14,duration,hgb,stale,1.0,ap,B_intake,B_intake_g_km,0.14658587495028952,0.000851771922144251,0.14573410302814527,0.008982664328448358,0.12298547340306892,0.1563444538205014,0.9941892633077156,0.9338744363106893,1.057363665789731,bounded,16.788703549216788
BPIC14,duration,hgb,stale,1.0,ap,B_intake_g,B_intake_g_km,0.10976155997635817,0.000851771922144251,0.10890978805421392,0.008171460763879848,0.08576291612009322,0.11715729678397771,0.9922397975909989,0.9117023346456876,1.0770421423368506,bounded,14.205346159338895
BPIC14,duration,hgb,stale,1.0,auc,B_half,B_intake,0.12070574010856905,0.11682595735366064,0.003879782754908412,0.0024102123386812837,-0.003285558495493579,0.007148029439403223,0.03214248760182181,-0.007127445665148446,0.07064435719158901,bounded,19.602600467178338
BPIC14,duration,hgb,stale,1.0,auc,B_half,B_intake_g,0.12070574010856905,0.08470508191172743,0.03600065819684162,0.004424391567020991,0.024340776410331923,0.04269168949090511,0.298251418403638,0.23259067548224788,0.3638962743573724,bounded,19.602600467178338
BPIC14,duration,hgb,stale,1.0,auc,B_half,B_intake_g_km,0.12070574010856905,-0.0003564292252775658,0.12106216933384661,0.006257810240885425,0.10010525845761113,0.1224957550971998,1.0029528771784753,0.9653539893185543,1.0417349437854928,bounded,19.602600467178338
BPIC14,duration,hgb,stale,1.0,auc,B_intake,B_intake_g,0.11682595735366064,0.08470508191172743,0.032120875441933205,0.004124001313086072,0.024513220974198287,0.039760894489732176,0.2749463917911281,0.21134992356284543,0.33869121829962534,bounded,18.851678560965713
BPIC14,duration,hgb,stale,1.0,auc,B_intake,B_intake_g_km,0.11682595735366064,-0.0003564292252775658,0.1171823865789382,0.006207885401785003,0.09740220566087274,0.12216070370724898,1.0030509420453415,0.9643504317898564,1.0433343635330037,bounded,18.851678560965713
BPIC14,duration,hgb,stale,1.0,auc,B_intake_g,B_intake_g_km,0.08470508191172743,-0.0003564292252775658,0.085061511137005,0.005986061052234576,0.06607671579400737,0.0882970651582811,1.00420788478369,0.9507978567208921,1.0602024319384036,bounded,14.355804778429503
BPIC14,duration,hgb,stale,1.0,brier_skill,B_half,B_intake,0.1278900464361591,0.1250812505976222,0.0028087958385368816,0.003665275215737402,-0.00610635329966499,0.007994283470131622,0.02196258361622372,-0.03564429799652724,0.07650471396058511,bounded,13.92203638088346
BPIC14,duration,hgb,stale,1.0,brier_skill,B_half,B_intake_g,0.1278900464361591,0.09058731526557295,0.037302731170586134,0.00658580496667323,0.02424622285700624,0.04573563757347463,0.29167814235806955,0.19694231401981155,0.387948878117754,bounded,13.92203638088346
BPIC14,duration,hgb,stale,1.0,brier_skill,B_half,B_intake_g_km,0.1278900464361591,-0.00010376501192388421,0.12799381144808297,0.009404865835145697,0.09629797023122491,0.13156102638140993,1.0008113611247744,0.9307294109364898,1.075158815539519,bounded,13.92203638088346
BPIC14,duration,hgb,stale,1.0,brier_skill,B_intake,B_intake_g,0.1250812505976222,0.09058731526557295,0.03449393533204925,0.006200588327621598,0.02321064633714814,0.04247256258396444,0.2757722293888304,0.18334253028042802,0.370712360705735,bounded,13.87029938932318
BPIC14,duration,hgb,stale,1.0,brier_skill,B_intake,B_intake_g_km,0.1250812505976222,-0.00010376501192388421,0.1251850156095461,0.008932717502859296,0.09156263590380628,0.1268891688024563,1.0008295808638634,0.9298839236079686,1.077636491571637,bounded,13.87029938932318
BPIC14,duration,hgb,stale,1.0,brier_skill,B_intake_g,B_intake_g_km,0.09058731526557295,-0.00010376501192388421,0.09069108027749684,0.009367151447533622,0.06019395750610447,0.09806321384799584,1.0011454695574062,0.9027227254645505,1.1088887400007676,bounded,9.829204926456548
BPIC14,duration,hgb,stale,1.0,logloss_skill,B_half,B_intake,0.10311872279193302,0.10116844203087116,0.0019502807610618511,0.0033518674523701896,-0.0058331993393275355,0.0075999063684506875,0.01891296467080006,-0.04679299795515979,0.08109899135220566,bounded,12.467054599334402
BPIC14,duration,hgb,stale,1.0,logloss_skill,B_half,B_intake_g,0.10311872279193302,0.07539845653032196,0.02772026626161106,0.005805993838187448,0.015703755990920297,0.03546214944661908,0.268818944912103,0.16527310409964024,0.37276694810914324,bounded,12.467054599334402
BPIC14,duration,hgb,stale,1.0,logloss_skill,B_half,B_intake_g_km,0.10311872279193302,-0.00021569786393660362,0.10333442065586962,0.008757957897427919,0.07118073550090369,0.10466876059784955,1.0020917429744725,0.9069196640338789,1.1039833204723306,bounded,12.467054599334402
BPIC14,duration,hgb,stale,1.0,logloss_skill,B_intake,B_intake_g,0.10116844203087116,0.07539845653032196,0.02576998550054921,0.005454410193127425,0.014091769707317185,0.03248106510722292,0.2547235578925452,0.15482674442142708,0.3559819205574277,bounded,12.30846235600923
BPIC14,duration,hgb,stale,1.0,logloss_skill,B_intake,B_intake_g_km,0.10116844203087116,-0.00021569786393660362,0.10138413989480777,0.008405696728361105,0.06897466928386252,0.10178495066867099,1.0021320666761953,0.9060957441093112,1.1071536109586373,bounded,12.30846235600923
BPIC14,duration,hgb,stale,1.0,logloss_skill,B_intake_g,B_intake_g_km,0.07539845653032196,-0.00021569786393660362,0.07561415439425856,0.008638964684222743,0.04555551569658141,0.08197003249267516,1.002860772937041,0.8730559159489955,1.1456249585722251,bounded,9.250997489957545
BPIC14,duration,hgb,stale,1.0,nagelkerke,B_half,B_intake,0.1674678400519431,0.16427513642241437,0.003192703629528726,0.005335390912246818,-0.008873986037740778,0.012392587809554538,0.019064577584200326,-0.04527347545377314,0.07990244702409932,bounded,13.033353680078092
BPIC14,duration,hgb,stale,1.0,nagelkerke,B_half,B_intake_g,0.1674678400519431,0.11946469143548807,0.04800314861645502,0.009459293054074027,0.028626034774990837,0.060538283317629664,0.28664099687179345,0.18315296424708472,0.39051775620343443,bounded,13.033353680078092
BPIC14,duration,hgb,stale,1.0,nagelkerke,B_half,B_intake_g_km,0.1674678400519431,-0.0003038851045131241,0.16777172515645622,0.013448268228508068,0.11828293746755114,0.1699672751286696,1.0018145878302298,0.914889685448331,1.0946769331621868,bounded,13.033353680078092
BPIC14,duration,hgb,stale,1.0,nagelkerke,B_intake,B_intake_g,0.16427513642241437,0.11946469143548807,0.044810444986926296,0.008901235592069269,0.02589689150707093,0.056153872652478606,0.27277679363297835,0.17262674181158222,0.37434270944888315,bounded,12.894879249001237
BPIC14,duration,hgb,stale,1.0,nagelkerke,B_intake,B_intake_g_km,0.16427513642241437,-0.0003038851045131241,0.1645790215269275,0.012908228532111043,0.11361423565907726,0.16468110836024977,1.0018498545253478,0.9140539958078762,1.0974847946484303,bounded,12.894879249001237
BPIC14,duration,hgb,stale,1.0,nagelkerke,B_intake_g,B_intake_g_km,0.11946469143548807,-0.0003038851045131241,0.1197685765400012,0.013366098382598352,0.07464738051193551,0.12940165086301395,1.0025437231776322,0.881005163944881,1.1360180257765182,bounded,9.365712208546991
BPIC14,duration,hgb,stale,1.0,nb_0.050,B_half,B_intake,7.528476462237421e-06,7.528476462237421e-06,0.0,0.0002957426023106755,-0.0005874093759645662,0.00042300627122090654,0.0,-inf,inf,unbounded,0.020708509158709032
BPIC14,duration,hgb,stale,1.0,nb_0.050,B_half,B_intake_g,7.528476462237421e-06,3.7642382311187106e-06,3.7642382311187106e-06,0.00039181201427458765,-0.000688855596292895,0.0009299550549955974,0.5,-inf,inf,unbounded,0.020708509158709032
BPIC14,duration,hgb,stale,1.0,nb_0.050,B_half,B_intake_g_km,7.528476462237421e-06,-0.00026726091440881783,0.00027478939087105525,0.001086319502902031,-0.0011694547124499104,0.003160736736706596,36.49999999991889,-inf,inf,unbounded,0.020708509158709032
BPIC14,duration,hgb,stale,1.0,nb_0.050,B_intake,B_intake_g,7.528476462237421e-06,3.7642382311187106e-06,3.7642382311187106e-06,0.0004005223504721971,-0.0007312032763929748,0.0008441304233262426,0.5,-inf,inf,unbounded,0.025602184156432475
BPIC14,duration,hgb,stale,1.0,nb_0.050,B_intake,B_intake_g_km,7.528476462237421e-06,-0.00026726091440881783,0.00027478939087105525,0.0011070781902454052,-0.0010615151811727479,0.0032640650761505277,36.49999999991889,-inf,inf,unbounded,0.025602184156432475
BPIC14,duration,hgb,stale,1.0,nb_0.050,B_intake_g,B_intake_g_km,3.7642382311187106e-06,-0.00026726091440881783,0.00027102515263993654,0.0011006477760708568,-0.00127504159483246,0.0030893103162712384,71.99999999983778,-inf,inf,unbounded,0.009308599633307883
BPIC14,duration,hgb,stale,1.0,nb_0.075,B_half,B_intake,-0.00014497403998187108,-9.664935998793256e-05,-4.8324679993938524e-05,0.0006315498215045307,-0.0012847116176396764,0.001222711053207421,0.3333333333332057,-inf,inf,unbounded,-0.22559828597672305
BPIC14,duration,hgb,stale,1.0,nb_0.075,B_half,B_intake_g,-0.00014497403998187108,-0.00015077300158117257,5.798961599301489e-06,0.0007440264463678562,-0.0013571503129506932,0.0018393822946103854,-0.04000000000018389,-inf,inf,unbounded,-0.22559828597672305
BPIC14,duration,hgb,stale,1.0,nb_0.075,B_half,B_intake_g_km,-0.00014497403998187108,-6.572156479178748e-05,-7.92524751900836e-05,0.0020407096763604827,-0.004219904355793285,0.003032132046221523,0.5466666666666258,-inf,inf,unbounded,-0.22559828597672305
BPIC14,duration,hgb,stale,1.0,nb_0.075,B_intake,B_intake_g,-9.664935998793256e-05,-0.00015077300158117257,5.412364159324001e-05,0.0007502511511160359,-0.0012225177544874356,0.001643232418514907,-0.559999999999977,-inf,inf,unbounded,-0.15382444091656192
BPIC14,duration,hgb,stale,1.0,nb_0.075,B_intake,B_intake_g_km,-9.664935998793256e-05,-6.572156479178748e-05,-3.092779519614508e-05,0.0020268988144633822,-0.004278183919866103,0.003009757719384425,0.3200000000000689,-inf,inf,unbounded,-0.15382444091656192
BPIC14,duration,hgb,stale,1.0,nb_0.075,B_intake_g,B_intake_g_km,-0.00015077300158117257,-6.572156479178748e-05,-8.505143678938509e-05,0.0020004428447624226,-0.003971998747424242,0.0029588718313507726,0.5641025641026018,-inf,inf,unbounded,-0.21368801321135994
BPIC14,duration,hgb,stale,1.0,nb_0.100,B_half,B_intake,-0.0010966480713298088,-0.0003734960822644462,-0.0007231519890653626,0.0009332301785508017,-0.0020784659641762,0.0015984837648405435,0.6594202898551216,-inf,inf,unbounded,-0.9083946410519452
BPIC14,duration,hgb,stale,1.0,nb_0.100,B_half,B_intake_g,-0.0010966480713298088,-0.0006834183632924429,-0.0004132297080373659,0.001107847718731555,-0.002480967593254775,0.0020427057009805836,0.3768115942029411,-inf,inf,unbounded,-0.9083946410519452
BPIC14,duration,hgb,stale,1.0,nb_0.100,B_half,B_intake_g_km,-0.0010966480713298088,0.0008979799424657653,-0.001994628013795574,0.002214321059992325,-0.0052138463739093656,0.0026923504823662516,1.8188405797101925,-inf,inf,unbounded,-0.9083946410519452
BPIC14,duration,hgb,stale,1.0,nb_0.100,B_intake,B_intake_g,-0.0003734960822644462,-0.0006834183632924429,0.0003099222810279967,0.0010335526822626857,-0.002192104133886413,0.0019165514391519495,-0.8297872340426924,-inf,inf,unbounded,-0.3116071255978239
BPIC14,duration,hgb,stale,1.0,nb_0.100,B_intake,B_intake_g_km,-0.0003734960822644462,0.0008979799424657653,-0.0012714760247302115,0.002187718065466696,-0.005382912951572635,0.0029903526756623836,3.4042553191494234,-inf,inf,unbounded,-0.3116071255978239
BPIC14,duration,hgb,stale,1.0,nb_0.100,B_intake_g,B_intake_g_km,-0.0006834183632924429,0.0008979799424657653,-0.0015813983057582082,0.0022232710454364348,-0.00520073427740435,0.003539272715713881,2.3139534883722592,-inf,inf,unbounded,-0.626109678017351
BPIC14,duration,hgb,stale,1.0,nb_0.125,B_half,B_intake,0.0028710382736988893,0.0030345137625927276,-0.00016347548889383834,0.0010609727784461353,-0.0019829065941925753,0.0018623434211333424,-0.056939501779342594,0.8421065541516997,3.9654033508746935,exclusive,1.8228258932855905
BPIC14,duration,hgb,stale,1.0,nb_0.125,B_half,B_intake_g,0.0028710382736988893,0.0024112634611848094,0.0004597748125140799,0.0014108042822985356,-0.003033492040787067,0.0020334818235690473,0.16014234875445643,1.1943248405046454,4.8369650603545375,exclusive,1.8228258932855905
BPIC14,duration,hgb,stale,1.0,nb_0.125,B_half,B_intake_g_km,0.0028710382736988893,-0.00035760263195538933,0.0032286409056542786,0.002314477627925101,-0.004896857183726053,0.0034669575168073626,1.124555160142353,-inf,inf,unbounded,1.8228258932855905
BPIC14,duration,hgb,stale,1.0,nb_0.125,B_intake,B_intake_g,0.0030345137625927276,0.0024112634611848094,0.0006232503014079183,0.0012908926016435786,-0.002741279604389356,0.0021783108895110557,0.20538720538720023,-8.553165799980388,1.1666943854936456,bounded,2.027421024197042
BPIC14,duration,hgb,stale,1.0,nb_0.125,B_intake,B_intake_g_km,0.0030345137625927276,-0.00035760263195538933,0.003392116394548117,0.0023006121375844795,-0.004720610172262324,0.0037918650509838688,1.1178451178451236,-1.8449817235621162,7.93871880303846,bounded,2.027421024197042
BPIC14,duration,hgb,stale,1.0,nb_0.125,B_intake_g,B_intake_g_km,0.0024112634611848094,-0.00035760263195538933,0.0027688660931401987,0.0021429772004421584,-0.004498130249095689,0.0037249422727180276,1.148305084745769,-inf,inf,unbounded,1.8158417190532568
BPIC14,duration,hgb,stale,1.0,nb_0.150,B_half,B_intake,0.003445606536134682,0.003996735298324672,-0.0005511287621899896,0.0010101280062320857,-0.002156764579669604,0.0020473802451891725,-0.15995115995114517,-20.237667354829924,0.5225108967211787,bounded,1.9888147825437301
BPIC14,duration,hgb,stale,1.0,nb_0.150,B_half,B_intake_g,0.003445606536134682,0.0038368658863917604,-0.00039125935025707825,0.001504414389550955,-0.0038086783848139865,0.0026050299965501684,-0.11355311355312114,-33.1976848496588,0.7523935250540875,bounded,1.9888147825437301
BPIC14,duration,hgb,stale,1.0,nb_0.150,B_half,B_intake_g_km,0.003445606536134682,-0.0005132649541006451,0.003958871490235327,0.002452352654789072,-0.0029498010046531417,0.005470584028204346,1.148962148962148,-1.1306978134857029,19.21670254075229,bounded,1.9888147825437301
BPIC14,duration,hgb,stale,1.0,nb_0.150,B_intake,B_intake_g,0.003996735298324672,0.0038368658863917604,0.00015986941193291138,0.001387135050704907,-0.0023569168763199603,0.0028270591600966202,0.03999999999998116,-2.7356846364954097,0.7764790587687177,bounded,2.2150820361860997
BPIC14,duration,hgb,stale,1.0,nb_0.150,B_intake,B_intake_g_km,0.003996735298324672,-0.0005132649541006451,0.004510000252425317,0.002559814731441976,-0.002957794475249635,0.006307794895958692,1.1284210526315797,-0.36659468721609456,3.8007969174964287,bounded,2.2150820361860997
BPIC14,duration,hgb,stale,1.0,nb_0.150,B_intake_g,B_intake_g_km,0.0038368658863917604,-0.0005132649541006451,0.0043501308404924055,0.002616377315082172,-0.003886299191397357,0.00599342011157198,1.1337719298245597,-0.6841702592592178,3.7217418431548053,bounded,2.186778785964781
BPIC14,duration,hgb,stale,1.0,nb_0.175,B_half,B_intake,0.005353203035937948,0.0056956346471437325,-0.0003424316112057846,0.0013276905567609605,-0.003011664347667804,0.002895822767800982,-0.06396761133603945,-1.434331714949315,0.47863426335171444,bounded,2.4093355119514133
BPIC14,duration,hgb,stale,1.0,nb_0.175,B_half,B_intake_g,0.005353203035937948,0.004382257707962189,0.0009709453279757585,0.0016830521767382998,-0.002424925120176137,0.004366544865042895,0.18137651821861767,-1.0283399805026852,0.9971219904551424,bounded,2.4093355119514133
BPIC14,duration,hgb,stale,1.0,nb_0.175,B_half,B_intake_g_km,0.005353203035937948,-0.001679648725851024,0.007032851761788972,0.0027993796795321964,-0.0017897469907196982,0.009123418421086823,1.313765182186244,0.5442983132028616,3.6690850291549983,bounded,2.4093355119514133
BPIC14,duration,hgb,stale,1.0,nb_0.175,B_intake,B_intake_g,0.0056956346471437325,0.004382257707962189,0.001313376939181543,0.001843876124159967,-0.0024968791043028836,0.005195370237924907,0.2305936073059356,-0.9236538940470653,0.9976089767385373,bounded,2.487587212206121
BPIC14,duration,hgb,stale,1.0,nb_0.175,B_intake,B_intake_g_km,0.0056956346471437325,-0.001679648725851024,0.0073752833729947564,0.0029260800441231628,-0.001765852633039036,0.009367509308504949,1.2949010654490172,0.5546266996766636,3.1517738420165027,bounded,2.487587212206121
BPIC14,duration,hgb,stale,1.0,nb_0.175,B_intake_g,B_intake_g_km,0.004382257707962189,-0.001679648725851024,0.006061906433813213,0.0028735858589970355,-0.002649618773921479,0.008772642748468885,1.3832838773491676,0.2981827347429552,297.8834693315548,bounded,1.9628577709708064
BPIC14,duration,hgb,stale,1.0,nb_0.200,B_half,B_intake,0.011908167644113898,0.011872407380918326,3.576026319557224e-05,0.002210663938036161,-0.0052232334429981615,0.004738681876698576,0.003003003003005933,-0.5516008365783724,0.3275440824152125,bounded,3.7909704710140866
BPIC14,duration,hgb,stale,1.0,nb_0.200,B_half,B_intake_g,0.011908167644113898,0.010120154484336952,0.0017880131597769466,0.0022735951543237888,-0.0037382885138034392,0.004934916320984086,0.1501501501501573,-0.3154481323764422,0.508323748367789,bounded,3.7909704710140866
BPIC14,duration,hgb,stale,1.0,nb_0.200,B_half,B_intake_g_km,0.011908167644113898,-0.0009297668430839345,0.012837934487197833,0.003731212655868985,0.0037356064940638283,0.01668707981690743,1.0780780780780752,0.728968311172516,1.4699205990660968,bounded,3.7909704710140866
BPIC14,duration,hgb,stale,1.0,nb_0.200,B_intake,B_intake_g,0.011872407380918326,0.010120154484336952,0.0017522528965813744,0.002384466507293863,-0.003928264912029738,0.006401534115291048,0.14759036144578774,-0.3253049231367653,0.5322720480049858,bounded,4.078847559442255
BPIC14,duration,hgb,stale,1.0,nb_0.200,B_intake,B_intake_g_km,0.011872407380918326,-0.0009297668430839345,0.01280217422400226,0.0034609217550890794,0.0041942318695465525,0.01648682234301237,1.0783132530120456,0.7399914075177152,1.4694756035802201,bounded,4.078847559442255
BPIC14,duration,hgb,stale,1.0,nb_0.200,B_intake_g,B_intake_g_km,0.010120154484336952,-0.0009297668430839345,0.011049921327420886,0.0035760181420796534,0.003393648977256425,0.01634333428694036,1.0918727915194322,0.6756863044351509,1.6071923682531346,bounded,3.3423876862465796
BPIC14,duration,hgb,stale,1.0,nb_0.225,B_half,B_intake,0.022660471297197782,0.02200755810465993,0.0006529131925378517,0.0020267300097312722,-0.0056870930828115075,0.003623322151521959,0.028812869069435143,-0.16768380900233026,0.19218199018359372,bounded,7.293967752703761
BPIC14,duration,hgb,stale,1.0,nb_0.225,B_half,B_intake_g,0.022660471297197782,0.020018826048237126,0.0026416452489606557,0.001989074570873715,-0.003429639951827347,0.005159052422238674,0.11657503563429084,-0.062475595691899644,0.27617111469455413,bounded,7.293967752703761
BPIC14,duration,hgb,stale,1.0,nb_0.225,B_half,B_intake_g_km,0.022660471297197782,-0.0005767784386376817,0.023237249735835463,0.0039009082799396307,0.010552738313315376,0.026269950766192582,1.025453064548971,0.8295518879256237,1.2183597017775742,bounded,7.293967752703761
BPIC14,duration,hgb,stale,1.0,nb_0.225,B_intake,B_intake_g,0.02200755810465993,0.020018826048237126,0.001988732056422804,0.001953417339122057,-0.002896985063745627,0.0053304132963579165,0.09036586644302469,-0.09359241168480548,0.25447777323363063,bounded,7.29752606754186
BPIC14,duration,hgb,stale,1.0,nb_0.225,B_intake,B_intake_g_km,0.02200755810465993,-0.0005767784386376817,0.022584336543297612,0.0036593988868687207,0.013069857097374012,0.02662651519695829,1.02620819792431,0.8290932459489733,1.2308695583740472,bounded,7.29752606754186
BPIC14,duration,hgb,stale,1.0,nb_0.225,B_intake_g,B_intake_g_km,0.020018826048237126,-0.0005767784386376817,0.020595604486874808,0.0036898872031256207,0.010846376216425738,0.02515774890296749,1.0288118013138174,0.8094230161630517,1.2539448237295794,bounded,6.6933627177510076
BPIC14,duration,hgb,stale,1.0,nb_0.250,B_half,B_intake,0.029323415820340426,0.028393648977256436,0.00092976684308399,0.002128675758999838,-0.003659466933676606,0.00444380870643205,0.03170731707317165,-0.11836644478906932,0.16958488856111265,bounded,9.609813615501833
BPIC14,duration,hgb,stale,1.0,nb_0.250,B_half,B_intake_g,0.029323415820340426,0.02615267248366948,0.0031707433366709448,0.0021326715842281243,-0.001908406045868529,0.0055470128260144864,0.10813008130081259,-0.03693186958160122,0.24374441318218087,bounded,9.609813615501833
BPIC14,duration,hgb,stale,1.0,nb_0.250,B_half,B_intake_g_km,0.029323415820340426,0.0030515424593525187,0.026271873360987907,0.0035162828288099225,0.020531755113717545,0.033307705144709945,0.8959349593495929,0.7546395635615668,1.033478608432993,bounded,9.609813615501833
BPIC14,duration,hgb,stale,1.0,nb_0.250,B_intake,B_intake_g,0.028393648977256436,0.02615267248366948,0.0022409764935869547,0.002482320710885562,-0.0031033948409860566,0.006750345682544171,0.07892527287993156,-0.10370638863516723,0.2349569214923578,bounded,8.706489914182308
BPIC14,duration,hgb,stale,1.0,nb_0.250,B_intake,B_intake_g_km,0.028393648977256436,0.0030515424593525187,0.025342106517903917,0.0036001122271191975,0.01959841224431416,0.03368855194774228,0.8925272879932822,0.747843640809847,1.0350770156398226,bounded,8.706489914182308
BPIC14,duration,hgb,stale,1.0,nb_0.250,B_intake_g,B_intake_g_km,0.02615267248366948,0.0030515424593525187,0.023101130024316963,0.00353830421131522,0.018371239212320638,0.031950007152052665,0.8833181403828617,0.7239065768755564,1.0379399761453845,bounded,8.346089454565204
BPIC14,duration,hgb,stale,1.0,nb_0.275,B_half,B_intake,0.037891081636981544,0.03815990016721005,-0.000268818530228504,0.0016860129005992538,-0.0023802771050464413,0.0027968225156482463,-0.007094506638895659,-0.1023911487450544,0.07618786106611619,bounded,11.048075971038072
