log,target,learner,quality,level,rung,family,n_family,metric,V,se,q_maxt,sim_lo,sim_hi,sim_resolved
BPIC13_closed,handover,logit,clean,1.0,B_half,decision-curve,31,nb_0.400,-0.02013422818791949,0.028190365133134943,4.057038159313274,-0.13450361525802237,0.0942351588821834,False
BPIC13_closed,handover,logit,clean,1.0,B_half,decision-curve,31,nb_0.425,-0.03170897772590216,0.031026877028774193,4.057038159313274,-0.1575862017959595,0.0941682463441552,False
BPIC13_closed,handover,logit,clean,1.0,B_half,decision-curve,31,nb_0.450,-0.05186089078706528,0.03207726196509027,4.057038159313274,-0.1819995666257248,0.07827778505159423,False
BPIC13_closed,handover,logit,clean,1.0,B_half,decision-curve,31,nb_0.475,-0.018749334185575783,0.030523822730476748,4.057038159313274,-0.14258564777123384,0.10508697940008227,False
BPIC13_closed,handover,logit,clean,1.0,B_half,decision-curve,31,nb_0.500,-0.004474272930648782,0.02883548426259108,4.057038159313274,-0.12146093292625817,0.11251238706496061,False
BPIC13_closed,handover,logit,clean,1.0,B_half,decision-curve,31,nb_0.525,-0.005180737077593339,0.02740193227614561,4.057038159313274,-0.11635142196083412,0.10598994780564744,False
BPIC13_closed,handover,logit,clean,1.0,B_half,decision-curve,31,nb_0.550,0.005965697240865014,0.02635269904353315,4.057038159313274,-0.1009482083796474,0.11287960286137742,False
BPIC13_closed,handover,logit,clean,1.0,B_half,decision-curve,31,nb_0.575,0.007895775759968388,0.026939870747513774,4.057038159313274,-0.1014003078696624,0.11719185938959918,False
BPIC13_closed,handover,logit,clean,1.0,B_half,decision-curve,31,nb_0.600,-0.010067114093959717,0.027946905333642618,4.057038159313274,-0.12344877546726349,0.10331454727934405,False
BPIC13_closed,handover,logit,clean,1.0,B_half,decision-curve,31,nb_0.625,-0.030574198359433258,0.02783848247499292,4.057038159313274,-0.14351598405785337,0.08236758733898686,False
