log,target,admitted,threshold,excess_one_number_per_1000,excess_majority_per_1000,excess_uniform_per_1000,share_positive
RoadFines,duration,True,0.1,0.0,0.0,0.0,0.0
RoadFines,duration,True,0.125,0.0,0.0,0.0,0.0
RoadFines,duration,True,0.15,0.0,0.0,0.0,0.0
RoadFines,duration,True,0.175,0.0,0.0,0.0,0.5
RoadFines,duration,True,0.2,0.0,0.0,0.0,0.5
RoadFines,duration,True,0.225,0.0,0.0,0.0,0.5
RoadFines,duration,True,0.25,0.0,0.011083771142283982,0.011083771142283982,0.5
RoadFines,duration,True,0.275,0.0,0.01261256716190984,0.01261256716190984,0.5
RoadFines,duration,True,0.3,0.0,0.014250562897222265,0.014250562897222265,0.5
RoadFines,duration,True,0.325,0.0,0.0,0.0,0.0
RoadFines,duration,True,0.35,0.0,0.01790455338368524,0.01790455338368524,0.5
RoadFines,duration,True,0.375,0.0,0.0,0.0,0.0
RoadFines,duration,True,0.4,0.0,0.0,0.0,0.0
RoadFines,duration,True,0.425,0.0,0.0,0.0,0.0
RoadFines,duration,True,0.45,0.0,0.0,0.0,1.0
RoadFines,duration,True,0.475,0.0,0.0,0.0,1.0
RoadFines,duration,True,0.5,0.0,0.0,0.0,0.0
RoadFines,duration,True,0.525,0.0,0.0,0.0,1.0
RoadFines,duration,True,0.55,0.0,2.1785767945241497,2.1785767945241497,0.5
RoadFines,duration,True,0.575,0.0,14.62275406937395,14.62275406937395,0.5
RoadFines,duration,True,0.6,0.0,0.0,0.0,1.0
RoadFines,duration,True,0.625,0.0,14.375651171554649,14.375651171554649,0.5
RoadFines,duration,True,0.65,0.0,1.6641490672214498,1.6641490672214498,0.5
RoadFines,duration,True,0.675,0.0,0.0,0.0,1.0
RoadFines,duration,True,0.7,0.0,0.0,0.0,0.5
RoadFines,duration,True,0.725,0.0,0.0,0.0,0.5
RoadFines,duration,True,0.75,0.0,0.0,0.0,1.0
RoadFines,duration,True,0.775,0.0,0.0036945903807645113,0.0036945903807645113,0.5
RoadFines,duration,True,0.8,0.0,0.0,0.0,1.0
Sepsis,duration,True,0.05,0.0,0.0,0.0,1.0
Sepsis,duration,True,0.075,0.0,0.0,0.0,1.0
Sepsis,duration,True,0.1,0.0,0.0,0.0,1.0
Sepsis,duration,True,0.125,0.0,0.0,0.0,1.0
Sepsis,duration,True,0.15,0.0,0.0,0.0,1.0
Sepsis,duration,True,0.175,0.0,0.0,0.0,1.0
Sepsis,duration,True,0.2,0.0,0.0,0.0,1.0
Sepsis,duration,True,0.225,0.0,0.0,0.0,1.0
Sepsis,duration,True,0.25,0.0,0.0,0.0,1.0
Sepsis,duration,True,0.275,0.0,0.0,0.0,1.0
Sepsis,duration,True,0.3,0.0,0.0,0.0,1.0
Sepsis,duration,True,0.325,0.0,0.0,0.0,1.0
Sepsis,duration,True,0.35,0.0,0.0,0.0,1.0
Sepsis,duration,True,0.375,0.0,0.0,0.0,1.0
Sepsis,duration,True,0.4,0.0,0.0,0.0,1.0
Sepsis,duration,True,0.425,0.0,0.0,0.0,1.0
Sepsis,duration,True,0.45,0.0,0.0,0.0,1.0
Sepsis,duration,True,0.475,0.0,0.0,0.0,1.0
Sepsis,duration,True,0.5,0.0,0.0,0.0,1.0
Sepsis,duration,True,0.525,0.0,0.0,0.0,1.0
Sepsis,duration,True,0.55,0.0,0.0,0.0,1.0
Sepsis,duration,True,0.575,0.0,0.0,0.0,1.0
Sepsis,duration,True,0.6,0.0,0.0,0.0,1.0
Sepsis,duration,True,0.625,0.0,0.0,25.3968253968254,0.75
Sepsis,duration,True,0.65,0.0,0.0,0.0,0.25
Sepsis,duration,True,0.675,0.0,0.0,0.0,0.25
Sepsis,duration,True,0.7,0.0,0.0,0.0,0.25
Sepsis,duration,True,0.725,4.3290043290043485,4.3290043290043485,0.0,0.75
Sepsis,duration,True,0.75,0.0,0.0,0.0,0.5
Sepsis,duration,True,0.775,0.0,0.0,0.0,0.5
Sepsis,duration,True,0.8,0.0,0.0,0.0,0.25
UCI498,duration,True,0.05,0.0,0.0,0.0,0.0
UCI498,duration,True,0.075,0.0,0.0,0.0,0.0
UCI498,duration,True,0.1,0.0,0.0,0.0,0.0
UCI498,duration,True,0.125,0.022293561619399997,0.022293561619399997,0.022293561619399997,0.16666666666666666
UCI498,duration,True,0.15,0.0,0.0,0.0,0.16666666666666666
UCI498,duration,True,0.175,0.0,0.0,0.0,0.16666666666666666
UCI498,duration,True,0.2,0.0,0.0,0.0,0.5
UCI498,duration,True,0.225,0.0,0.0,0.0,0.5
UCI498,duration,True,0.25,5.1052256108436,0.0,0.0,0.5
UCI498,duration,True,0.275,0.0,0.0,0.0,0.5
UCI498,duration,True,0.3,0.0,0.0,0.0,0.5
UCI498,duration,True,0.325,0.0,0.0,0.0,0.5
UCI498,duration,True,0.35,0.0,0.0,0.0,0.3333333333333333
UCI498,duration,True,0.375,0.0,0.0,0.0,0.3333333333333333
UCI498,duration,True,0.4,5.350454788657016,5.350454788657016,5.350454788657016,0.5
UCI498,duration,True,0.425,6.273214382642816,6.273214382642816,6.273214382642816,0.5
UCI498,duration,True,0.45,0.0,0.0,39.95006242197246,0.8333333333333333
UCI498,duration,True,0.475,0.0,0.0,0.0,0.9999999999999999
UCI498,duration,True,0.5,21.535580524344603,21.535580524344603,0.0,0.6666666666666666
UCI498,duration,True,0.525,7.943548008598301,7.943548008598301,0.0,0.6666666666666666
UCI498,duration,True,0.55,0.0,0.0,1.7339436815091998,0.6666666666666666
UCI498,duration,True,0.575,0.0,0.0,5.5628993170301655,0.6666666666666666
UCI498,duration,True,0.6,5.01605136436595,5.01605136436595,5.01605136436595,0.5
UCI498,duration,True,0.625,2.177337851495183,2.177337851495183,2.177337851495183,0.3333333333333333
UCI498,duration,True,0.65,2.7675864353232003,2.7675864353232003,2.7675864353232003,0.3333333333333333
UCI498,duration,True,0.675,0.0,0.0,0.0,0.3333333333333333
UCI498,duration,True,0.7,0.6762380357886,0.0,0.0,0.5
UCI498,duration,True,0.725,0.0,0.0,0.0,0.3333333333333333
UCI498,duration,True,0.75,0.0,1.5159621901195,1.5159621901195,0.5
UCI498,duration,True,0.775,1.285595386718983,1.285595386718983,1.285595386718983,0.3333333333333333
UCI498,duration,True,0.8,0.0,2.6083467094702995,2.6083467094702995,0.5
UCI498,handover,True,0.05,0.0,0.0,0.0,0.0
UCI498,handover,True,0.075,0.0,0.0,0.0,0.0
UCI498,handover,True,0.1,0.0,0.0,0.0,0.25
UCI498,handover,True,0.125,0.0,0.0,0.0,0.0
UCI498,handover,True,0.15,0.0,0.0,0.0,0.25
UCI498,handover,True,0.175,0.524912041765975,0.0,0.0,0.5
UCI498,handover,True,0.2,0.0,0.0,0.0,0.5
UCI498,handover,True,0.225,0.0,0.2588929736447051,0.2588929736447051,0.5
UCI498,handover,True,0.25,0.0,0.35669698591044996,0.35669698591044996,0.5
UCI498,handover,True,0.275,0.15451744432759995,0.15451744432759995,0.15451744432759995,0.5
UCI498,handover,True,0.3,0.0,0.004777191775600146,0.004777191775600146,0.5
UCI498,handover,True,0.325,0.0,0.0,0.48550423082257516,0.75
UCI498,handover,True,0.35,0.0,0.0,0.0,0.5
UCI498,handover,True,0.375,0.0,0.0,0.0,0.0
UCI498,handover,True,0.4,0.0,0.0,0.0,0.25
UCI498,handover,True,0.425,0.0,0.0,0.0,0.5
UCI498,handover,True,0.45,0.0,0.0,0.0,0.25
UCI498,handover,True,0.475,0.0,0.0,0.0,0.5
UCI498,handover,True,0.5,0.0,0.0,0.0,0.25
UCI498,handover,True,0.525,1.9712201852946751,0.0,0.0,0.5
UCI498,handover,True,0.55,0.0,0.0,0.0,0.25
UCI498,handover,True,0.575,0.0,0.0,0.0,0.25
UCI498,handover,True,0.6,0.0,0.0,0.0,0.25
UCI498,handover,True,0.625,0.0,0.0,0.0,0.0
UCI498,handover,True,0.65,0.0,0.0,0.0,0.25
UCI498,handover,True,0.675,0.0,0.0,0.0,0.0
UCI498,handover,True,0.7,0.0,0.0,0.0,0.0
UCI498,handover,True,0.725,0.0,0.0,0.0,0.25
UCI498,handover,True,0.75,0.0,0.0,0.0,0.25
UCI498,handover,True,0.775,0.0,0.0,0.0,0.0
UCI498,handover,True,0.8,0.0,0.0,0.0,0.0
