threshold,rate,gain_intake,gain_queue,shrink_pct,lo,hi
1,0.37200263987680576,0.18345785349865806,0.10333536025591061,43.673515041607914,0.09399907132148715,0.11347648546336091
2,0.21778983647429787,0.13100168271256685,0.0678006432248488,48.24444860482333,0.058472505076609456,0.07793004362765103
3,0.10596172178631663,0.15115309034683821,0.08036037017864106,46.83511267004537,0.06563410753361873,0.09491794926757764
