term,order,share,variance,log,target,metric,total_variance
encoding x quality_level,2,0.007614669554356782,7.126982590830407e-05,BPIC14,handover,brier_skill,0.00935954284024401
encoding x rung,2,0.0486328882600412,0.0004551816011146556,BPIC14,handover,brier_skill,0.00935954284024401
encoding x split,2,0.0018463779758259994,1.728125376402646e-05,BPIC14,handover,brier_skill,0.00935954284024401
quality_level x rung,2,0.019049711460674364,0.000178296590510469,BPIC14,handover,brier_skill,0.00935954284024401
quality_level x split,2,0.00431825797301488,4.0416920493658036e-05,BPIC14,handover,brier_skill,0.00935954284024401
rung x split,2,0.00518217932058112,4.8502829356805594e-05,BPIC14,handover,brier_skill,0.00935954284024401
family x encoding x quality_level,3,0.00858580191630234,8.035918085348087e-05,BPIC14,handover,brier_skill,0.00935954284024401
family x encoding x rung,3,0.027835976496397217,0.0002605320145180551,BPIC14,handover,brier_skill,0.00935954284024401
family x encoding x split,3,0.0022273895430500574,2.0847347850088542e-05,BPIC14,handover,brier_skill,0.00935954284024401
family x quality_level x rung,3,0.0015821656446326248,1.4808347131301332e-05,BPIC14,handover,brier_skill,0.00935954284024401
family x quality_level x split,3,0.000467658871846602,4.377073245668455e-06,BPIC14,handover,brier_skill,0.00935954284024401
family x rung x split,3,0.0021239504362325036,1.987920509847307e-05,BPIC14,handover,brier_skill,0.00935954284024401
encoding x quality_level x rung,3,0.003332880128278265,3.119423434201837e-05,BPIC14,handover,brier_skill,0.00935954284024401
encoding x quality_level x split,3,0.0009792506924761412,9.165338807569056e-06,BPIC14,handover,brier_skill,0.00935954284024401
encoding x rung x split,3,0.002179992452707886,2.0403732752528072e-05,BPIC14,handover,brier_skill,0.00935954284024401
quality_level x rung x split,3,0.0014941671071140403,1.398472104951732e-05,BPIC14,handover,brier_skill,0.00935954284024401
family x encoding x quality_level x rung,4,0.002625990998842752,2.4578075251763894e-05,BPIC14,handover,brier_skill,0.00935954284024401
family x encoding x quality_level x split,4,0.0010490715142403193,9.818829780011922e-06,BPIC14,handover,brier_skill,0.00935954284024401
family x encoding x rung x split,4,0.0018011421456658413,1.6857867073728458e-05,BPIC14,handover,brier_skill,0.00935954284024401
family x quality_level x rung x split,4,0.00043186378596748006,4.0420476059125994e-06,BPIC14,handover,brier_skill,0.00935954284024401
encoding x quality_level x rung x split,4,0.0007115356684365925,6.659648571093946e-06,BPIC14,handover,brier_skill,0.00935954284024401
family x encoding x quality_level x rung x split,5,0.0018519125081138358,1.733305445607518e-05,BPIC14,handover,brier_skill,0.00935954284024401
family,1,0.0486600933017703,0.0005674975863100814,BPIC14,handover,logloss_skill,0.011662484549519663
encoding,1,0.1213763350987533,0.0014155496327665316,BPIC14,handover,logloss_skill,0.011662484549519663
quality_level,1,0.12607837883820033,0.0014703871452289982,BPIC14,handover,logloss_skill,0.011662484549519663
rung,1,0.4156556574202755,0.004847577682584401,BPIC14,handover,logloss_skill,0.011662484549519663
split,1,0.013771596808352748,0.00016061103499962823,BPIC14,handover,logloss_skill,0.011662484549519663
family x encoding,2,0.08063844274515149,0.0009404445926126552,BPIC14,handover,logloss_skill,0.011662484549519663
family x quality_level,2,0.018050461312253945,0.00021051322616586407,BPIC14,handover,logloss_skill,0.011662484549519663
family x rung,2,0.0171872309320867,0.0002004458151944876,BPIC14,handover,logloss_skill,0.011662484549519663
family x split,2,0.0016185540834798033,1.8876361991145165e-05,BPIC14,handover,logloss_skill,0.011662484549519663
