term,order,share,variance,log,target,metric,total_variance
encoding x quality_level,2,0.004719348756832725,5.503933196035649e-05,BPIC14,handover,logloss_skill,0.011662484549519663
encoding x rung,2,0.05203854712207708,0.0006068987517906749,BPIC14,handover,logloss_skill,0.011662484549519663
encoding x split,2,0.000882302389727171,1.0289837988197407e-05,BPIC14,handover,logloss_skill,0.011662484549519663
quality_level x rung,2,0.030377250155473438,0.00035427421059510273,BPIC14,handover,logloss_skill,0.011662484549519663
quality_level x split,2,0.0009332862166661823,1.0884436082149011e-05,BPIC14,handover,logloss_skill,0.011662484549519663
rung x split,2,0.003395335930596522,3.9598052831010904e-05,BPIC14,handover,logloss_skill,0.011662484549519663
family x encoding x quality_level,3,0.01685787618973926,0.00019660472060054952,BPIC14,handover,logloss_skill,0.011662484549519663
family x encoding x rung,3,0.022488682307326216,0.0002622739099482482,BPIC14,handover,logloss_skill,0.011662484549519663
family x encoding x split,3,0.0015344803490048367,1.789585336181045e-05,BPIC14,handover,logloss_skill,0.011662484549519663
family x quality_level x rung,3,0.003428703966254978,3.998720703132547e-05,BPIC14,handover,logloss_skill,0.011662484549519663
family x quality_level x split,3,0.0013160520099311822,1.5348436232186712e-05,BPIC14,handover,logloss_skill,0.011662484549519663
family x rung x split,3,0.00046419561558413346,5.413674194704725e-06,BPIC14,handover,logloss_skill,0.011662484549519663
encoding x quality_level x rung,3,0.0028351808596923183,3.306525297125554e-05,BPIC14,handover,logloss_skill,0.011662484549519663
encoding x quality_level x split,3,0.0006653995132188419,7.760211542172648e-06,BPIC14,handover,logloss_skill,0.011662484549519663
encoding x rung x split,3,0.0020928454830294613,2.4407778110363108e-05,BPIC14,handover,logloss_skill,0.011662484549519663
quality_level x rung x split,3,0.001012047072695339,1.1802983348695994e-05,BPIC14,handover,logloss_skill,0.011662484549519663
family x encoding x quality_level x rung,4,0.006403258665932795,7.467790525801912e-05,BPIC14,handover,logloss_skill,0.011662484549519663
family x encoding x quality_level x split,4,0.0018752676722284373,2.1870280253577854e-05,BPIC14,handover,logloss_skill,0.011662484549519663
family x encoding x rung x split,4,0.0008914300588556025,1.0396289288380868e-05,BPIC14,handover,logloss_skill,0.011662484549519663
family x quality_level x rung x split,4,0.0009665478464975277,1.127234932614892e-05,BPIC14,handover,logloss_skill,0.011662484549519663
encoding x quality_level x rung x split,4,0.001159643864712508,1.3524328655154894e-05,BPIC14,handover,logloss_skill,0.011662484549519663
family x encoding x quality_level x rung x split,5,0.0006255674135996404,7.295670295788782e-06,BPIC14,handover,logloss_skill,0.011662484549519663
family,1,0.04610022278912714,0.0007277815387893351,BPIC14,handover,nagelkerke,0.01578694190087481
encoding,1,0.1251146672344834,0.0019751779825780747,BPIC14,handover,nagelkerke,0.01578694190087481
quality_level,1,0.11546505091371331,0.0018228400503563441,BPIC14,handover,nagelkerke,0.01578694190087481
rung,1,0.42955496923758296,0.0067813593425857886,BPIC14,handover,nagelkerke,0.01578694190087481
split,1,0.009127823530000292,0.00014410041974955264,BPIC14,handover,nagelkerke,0.01578694190087481
family x encoding,2,0.08208410372934408,0.0012958569765605364,BPIC14,handover,nagelkerke,0.01578694190087481
family x quality_level,2,0.01675579436391925,0.00026452275212619883,BPIC14,handover,nagelkerke,0.01578694190087481
family x rung,2,0.016426886147992523,0.0002593302972306432,BPIC14,handover,nagelkerke,0.01578694190087481
family x split,2,0.0016399233514450304,2.58893746711506e-05,BPIC14,handover,nagelkerke,0.01578694190087481
encoding x quality_level,2,0.004192583386099802,6.618807033093056e-05,BPIC14,handover,nagelkerke,0.01578694190087481
encoding x rung,2,0.05369828680984692,0.0008477317340435655,BPIC14,handover,nagelkerke,0.01578694190087481
encoding x split,2,0.0004341600311653028,6.854059187688633e-06,BPIC14,handover,nagelkerke,0.01578694190087481
quality_level x rung,2,0.029897787643461276,0.000471994636492016,BPIC14,handover,nagelkerke,0.01578694190087481
quality_level x split,2,0.0009425080299674847,1.4879319510204655e-05,BPIC14,handover,nagelkerke,0.01578694190087481
rung x split,2,0.002684573600660096,4.238120746224323e-05,BPIC14,handover,nagelkerke,0.01578694190087481
family x encoding x quality_level,3,0.01638963861738742,0.0002587422726290294,BPIC14,handover,nagelkerke,0.01578694190087481
family x encoding x rung,3,0.024139977539946185,0.00038109642291155326,BPIC14,handover,nagelkerke,0.01578694190087481
family x encoding x split,3,0.0011581163462911666,1.828311547335206e-05,BPIC14,handover,nagelkerke,0.01578694190087481
family x quality_level x rung,3,0.003726011675615353,5.8822329844920786e-05,BPIC14,handover,nagelkerke,0.01578694190087481
family x quality_level x split,3,0.0015364902044166322,2.4256481588388633e-05,BPIC14,handover,nagelkerke,0.01578694190087481
family x rung x split,3,0.0004602559174339692,7.266033428063905e-06,BPIC14,handover,nagelkerke,0.01578694190087481
encoding x quality_level x rung,3,0.002599265223948917,4.103444907544591e-05,BPIC14,handover,nagelkerke,0.01578694190087481
encoding x quality_level x split,3,0.000533501244446077,8.422353150114629e-06,BPIC14,handover,nagelkerke,0.01578694190087481
encoding x rung x split,3,0.001985803396352795,3.134976284478145e-05,BPIC14,handover,nagelkerke,0.01578694190087481
quality_level x rung x split,3,0.0009179265257142189,1.4491252730722242e-05,BPIC14,handover,nagelkerke,0.01578694190087481
family x encoding x quality_level x rung,4,0.006571741901968941,0.0001037477075939282,BPIC14,handover,nagelkerke,0.01578694190087481
family x encoding x quality_level x split,4,0.002196189139230628,3.4671110344366186e-05,BPIC14,handover,nagelkerke,0.01578694190087481
family x encoding x rung x split,4,0.0008898237912789379,1.4047596494936747e-05,BPIC14,handover,nagelkerke,0.01578694190087481
family x quality_level x rung x split,4,0.0009709377059405144,1.5328137153051574e-05,BPIC14,handover,nagelkerke,0.01578694190087481
encoding x quality_level x rung x split,4,0.00124306684162576,1.9624224007649825e-05,BPIC14,handover,nagelkerke,0.01578694190087481
family x encoding x quality_level x rung x split,5,0.0005619131295934711,8.870889930230866e-06,BPIC14,handover,nagelkerke,0.01578694190087481
