rep,psi,is_affine,m_changed,R,R_psi,R_shift
131,square,False,0.0003632398254019842,-1.3953966201601022,-1.5154766296406184,0.12008000948051611
131,sqrt,False,0.028282105744018293,-1.3953966201601022,-1.35450681245322,0.04088980770688222
131,logit-shift,False,0.015252728769501511,-1.3953966201601022,-1.312716850875903,0.08267976928419918
131,logit-scale,False,0.041252227999160174,-1.3953966201601022,-1.3619313342551282,0.033465285904973996
131,beta-cdf,False,0.07826050327525824,-1.3953966201601022,-1.3640419037008815,0.03135471645922072
131,affine,True,0.047940572100002354,-1.3953966201601022,-1.3953966201601027,4.440892098500626e-16
132,square,False,0.00038298251911628167,-0.7851957932333933,-0.9479178817538063,0.16272208852041303
132,sqrt,False,0.027658258724025664,-0.7851957932333933,-0.7218660909179098,0.06332970231548352
132,logit-shift,False,0.01682637737537912,-0.7851957932333933,-0.6791885007428706,0.10600729249052265
132,logit-scale,False,0.04539996697397902,-0.7851957932333933,-0.6986762123705375,0.08651958086285583
132,beta-cdf,False,0.08625960316655373,-0.7851957932333933,-0.6048168839320083,0.180378909301385
132,affine,True,0.04332910095344139,-0.7851957932333933,-0.7851957932333953,1.9984014443252818e-15
133,square,False,0.008498845623141321,-1.148879032246437,-1.4113987545262305,0.2625197222797935
133,sqrt,False,0.03761770314606794,-1.148879032246437,-1.0695980126263818,0.07928101962005529
133,logit-shift,False,0.025911499972225638,-1.148879032246437,-1.006437345123762,0.14244168712267502
133,logit-scale,False,0.04760943214161123,-1.148879032246437,-0.986410240936713,0.16246879130972403
133,beta-cdf,False,0.08122227822609795,-1.148879032246437,-0.8019003495939097,0.3469786826525274
133,affine,True,0.05500221521356741,-1.148879032246437,-1.1488790322464402,3.1086244689504383e-15
134,square,False,0.006114448672681683,-0.6671920287381259,-0.518165220771222,0.14902680796690393
134,sqrt,False,0.03182943253679149,-0.6671920287381259,-0.7862766269915906,0.11908459825346474
134,logit-shift,False,0.01435389234855533,-0.6671920287381259,-0.856490326692781,0.18929829795465514
134,logit-scale,False,0.04992804535796519,-0.6671920287381259,-0.6318735066821501,0.03531852205597574
134,beta-cdf,False,0.08770080401582209,-0.6671920287381259,-0.5709601488913039,0.09623187984682202
134,affine,True,0.056329036665022925,-0.6671920287381259,-0.6671920287381248,1.1102230246251565e-15
135,square,False,0.0023247061503237354,-0.8290239318602632,-0.8293584249225852,0.00033449306232191667
135,sqrt,False,0.02498217076846193,-0.8290239318602632,-0.8603801297161731,0.03135619785590982
135,logit-shift,False,0.014579507421837279,-0.8290239318602632,-0.859590158310342,0.03056622645007878
135,logit-scale,False,0.030312601486381485,-0.8290239318602632,-0.7703791406877947,0.05864479117246857
135,beta-cdf,False,0.04566464199477405,-0.8290239318602632,-0.7262581300340163,0.10276580182624695
135,affine,True,0.040268393206232045,-0.8290239318602632,-0.8290239318602632,0.0
136,square,False,0.00047059513323732816,-1.8202965995120746,-2.118682944577894,0.2983863450658193
136,sqrt,False,0.03835896628927432,-1.8202965995120746,-1.7075616776145286,0.11273492189754597
136,logit-shift,False,0.021286531473422132,-1.8202965995120746,-1.6308215052366042,0.18947509427547038
136,logit-scale,False,0.05562763922823394,-1.8202965995120746,-1.6763344211900826,0.14396217832199198
136,beta-cdf,False,0.09836082711629751,-1.8202965995120746,-1.5571481005971899,0.2631484989148847
136,affine,True,0.06234691176508583,-1.8202965995120746,-1.820296599512072,2.6645352591003757e-15
137,square,False,0.000608526499602885,-0.7046826502450421,-0.7200336677602146,0.015351017515172538
