log,target,rung,learner,calibration,bin,n,p_mean,y_mean
BPIC14,handover,B_intake_g,logit,isotonic,3,1596,0.9629264682649095,0.9805764411027569
BPIC14,handover,B_intake_g,logit,isotonic,4,1434,0.9805631367857744,0.9944211994421199
BPIC14,handover,B_intake_g,logit,isotonic,5,1043,0.9840927002518457,0.9827420901246404
BPIC14,handover,B_intake_g,logit,isotonic,6,1424,0.9897277552794213,0.9894662921348315
BPIC14,handover,B_intake_g,logit,isotonic,7,1728,0.9915794647486069,0.9901620370370371
BPIC14,handover,B_intake_g,logit,isotonic,8,1099,0.9937902484834564,0.997270245677889
BPIC14,handover,B_intake_g,logit,isotonic,9,1700,0.9978823471960183,0.9994117647058823
BPIC14,handover,B_intake_g,hgb,raw,0,1342,0.5253733249470836,0.643070044709389
BPIC14,handover,B_intake_g,hgb,raw,1,1431,0.8596871434316422,0.8888888888888888
BPIC14,handover,B_intake_g,hgb,raw,2,1364,0.969074035315382,0.9714076246334311
BPIC14,handover,B_intake_g,hgb,raw,3,1248,0.9841588362041003,0.9911858974358975
BPIC14,handover,B_intake_g,hgb,raw,4,1346,0.9853720644900695,0.9829123328380386
BPIC14,handover,B_intake_g,hgb,raw,5,1631,0.9867086898040721,0.9901900674432863
BPIC14,handover,B_intake_g,hgb,raw,6,1060,0.990125221532373,0.9886792452830189
BPIC14,handover,B_intake_g,hgb,raw,7,1677,0.9918851017276418,0.9922480620155039
BPIC14,handover,B_intake_g,hgb,raw,8,1173,0.9949407341639677,0.9906223358908781
BPIC14,handover,B_intake_g,hgb,raw,9,1710,0.9964385176355329,0.9982456140350877
BPIC14,handover,B_intake_g,hgb,platt,0,1358,0.5624101889406623,0.6288659793814433
BPIC14,handover,B_intake_g,hgb,platt,1,1424,0.8629552716487402,0.9073033707865169
BPIC14,handover,B_intake_g,hgb,platt,2,1407,0.9518351587962974,0.9637526652452025
BPIC14,handover,B_intake_g,hgb,platt,3,1404,0.9764986916115137,0.9857549857549858
BPIC14,handover,B_intake_g,hgb,platt,4,1394,0.9817119681153613,0.9928263988522238
BPIC14,handover,B_intake_g,hgb,platt,5,1402,0.9830232536301081,0.9893009985734664
BPIC14,handover,B_intake_g,hgb,platt,6,1343,0.9854881396783319,0.9895755770662695
BPIC14,handover,B_intake_g,hgb,platt,7,1287,0.9872538978886836,0.9937839937839937
BPIC14,handover,B_intake_g,hgb,platt,8,783,0.9891927972273743,0.9923371647509579
BPIC14,handover,B_intake_g,hgb,platt,9,2180,0.9920444331643529,0.9972477064220183
BPIC14,handover,B_intake_g,hgb,isotonic,0,1399,0.5565983355664916,0.629735525375268
BPIC14,handover,B_intake_g,hgb,isotonic,1,1394,0.8722484854568158,0.9167862266857962
BPIC14,handover,B_intake_g,hgb,isotonic,2,1153,0.9539931767124594,0.9592367736339983
BPIC14,handover,B_intake_g,hgb,isotonic,3,1069,0.9796999510858478,0.9925163704396632
BPIC14,handover,B_intake_g,hgb,isotonic,4,1648,0.9818462667189136,0.9890776699029126
BPIC14,handover,B_intake_g,hgb,isotonic,5,1724,0.9847591467794286,0.988399071925754
BPIC14,handover,B_intake_g,hgb,isotonic,6,539,0.9858507866163913,0.9907235621521335
BPIC14,handover,B_intake_g,hgb,isotonic,7,2207,0.986860554752751,0.9882193022202084
BPIC14,handover,B_intake_g,hgb,isotonic,8,1449,0.9891654293727885,0.9951690821256038
BPIC14,handover,B_intake_g,hgb,isotonic,9,1400,0.9933424980801074,0.9992857142857143
BPIC14,handover,B_intake_g_km,logit,raw,0,1371,0.534023957384292,0.5769511305616338
BPIC14,handover,B_intake_g_km,logit,raw,1,1421,0.9198565236244182,0.9415904292751583
BPIC14,handover,B_intake_g_km,logit,raw,2,1402,0.9725990389341799,0.9814550641940085
BPIC14,handover,B_intake_g_km,logit,raw,3,1398,0.9813943229268205,0.9871244635193133
BPIC14,handover,B_intake_g_km,logit,raw,4,1397,0.9857736965049767,0.9863994273443092
BPIC14,handover,B_intake_g_km,logit,raw,5,1399,0.989022910048495,0.9892780557541101
BPIC14,handover,B_intake_g_km,logit,raw,6,1393,0.9914375069712715,0.9870782483847811
BPIC14,handover,B_intake_g_km,logit,raw,7,1236,0.9940235568648832,0.9959546925566343
BPIC14,handover,B_intake_g_km,logit,raw,8,1562,0.9958591735383088,1.0
BPIC14,handover,B_intake_g_km,logit,raw,9,1403,0.9975967187568169,0.9985744832501782
BPIC14,handover,B_intake_g_km,logit,platt,0,1373,0.5457387031291216,0.5775673707210488
BPIC14,handover,B_intake_g_km,logit,platt,1,1419,0.9173450553195259,0.9422128259337562
BPIC14,handover,B_intake_g_km,logit,platt,2,1401,0.9681970141870807,0.9807280513918629
BPIC14,handover,B_intake_g_km,logit,platt,3,1400,0.9768630601317201,0.9871428571428571
BPIC14,handover,B_intake_g_km,logit,platt,4,1397,0.9816496422275426,0.9856836077308518
BPIC14,handover,B_intake_g_km,logit,platt,5,1351,0.9851716926400305,0.9881569207994079
BPIC14,handover,B_intake_g_km,logit,platt,6,1442,0.9878380013774539,0.9902912621359223
BPIC14,handover,B_intake_g_km,logit,platt,7,1386,0.990726138311856,0.9942279942279942
BPIC14,handover,B_intake_g_km,logit,platt,8,1396,0.9933903593746611,1.0
BPIC14,handover,B_intake_g_km,logit,platt,9,1417,0.995573102907858,0.9992942836979535
BPIC14,handover,B_intake_g_km,logit,isotonic,0,1391,0.5423342965833717,0.5837526959022286
BPIC14,handover,B_intake_g_km,logit,isotonic,1,1397,0.9225052866954684,0.9427344309234073
BPIC14,handover,B_intake_g_km,logit,isotonic,2,1407,0.9716606889199665,0.9808102345415778
BPIC14,handover,B_intake_g_km,logit,isotonic,3,1388,0.978332130139527,0.9855907780979827
BPIC14,handover,B_intake_g_km,logit,isotonic,4,1377,0.9820034801041035,0.9847494553376906
BPIC14,handover,B_intake_g_km,logit,isotonic,5,1402,0.988231285248633,0.9893009985734664
BPIC14,handover,B_intake_g_km,logit,isotonic,6,963,0.9914200342011307,0.9896157840083074
BPIC14,handover,B_intake_g_km,logit,isotonic,7,1841,0.9934895052248071,0.9929386203150462
BPIC14,handover,B_intake_g_km,logit,isotonic,8,765,0.9946858328286511,1.0
BPIC14,handover,B_intake_g_km,logit,isotonic,9,2051,0.9971056362610167,0.999512432959532
BPIC14,handover,B_intake_g_km,hgb,raw,0,1394,0.5311801281921787,0.5839311334289814
BPIC14,handover,B_intake_g_km,hgb,raw,1,1401,0.9132778337999268,0.953604568165596
BPIC14,handover,B_intake_g_km,hgb,raw,2,1319,0.9757885088891967,0.9802880970432145
BPIC14,handover,B_intake_g_km,hgb,raw,3,1477,0.9861866999563027,0.97968855788761
BPIC14,handover,B_intake_g_km,hgb,raw,4,1396,0.9896521162652536,0.9899713467048711
BPIC14,handover,B_intake_g_km,hgb,raw,5,1369,0.9906394449225888,0.9883126369612856
BPIC14,handover,B_intake_g_km,hgb,raw,6,1428,0.9914919779988589,0.9957983193277311
BPIC14,handover,B_intake_g_km,hgb,raw,7,1394,0.9931338203959899,0.9885222381635581
BPIC14,handover,B_intake_g_km,hgb,raw,8,1203,0.9946942177162066,0.9916874480465503
BPIC14,handover,B_intake_g_km,hgb,raw,9,1601,0.995755750544664,0.9981261711430356
BPIC14,handover,B_intake_g_km,hgb,platt,0,1394,0.5634402728439508,0.5817790530846485
BPIC14,handover,B_intake_g_km,hgb,platt,1,1341,0.9116784415235022,0.9440715883668904
BPIC14,handover,B_intake_g_km,hgb,platt,2,1460,0.9632435678762076,0.9863013698630136
BPIC14,handover,B_intake_g_km,hgb,platt,3,1385,0.9763269177848882,0.984115523465704
BPIC14,handover,B_intake_g_km,hgb,platt,4,1338,0.9832588571798471,0.9872944693572496
BPIC14,handover,B_intake_g_km,hgb,platt,5,897,0.9857643416231168,0.9899665551839465
BPIC14,handover,B_intake_g_km,hgb,platt,6,1962,0.986521613084299,0.9918450560652395
BPIC14,handover,B_intake_g_km,hgb,platt,7,1408,0.9887817853068305,0.9893465909090909
BPIC14,handover,B_intake_g_km,hgb,platt,8,1014,0.9908049800328353,0.9980276134122288
BPIC14,handover,B_intake_g_km,hgb,platt,9,1783,0.9918883220907216,0.9960740325294447
BPIC14,handover,B_intake_g_km,hgb,isotonic,0,1380,0.5424388474346219,0.5789855072463768
BPIC14,handover,B_intake_g_km,hgb,isotonic,1,1416,0.9138453049946713,0.9463276836158192
BPIC14,handover,B_intake_g_km,hgb,isotonic,2,1271,0.9717918348852206,0.9866247049567269
BPIC14,handover,B_intake_g_km,hgb,isotonic,3,1524,0.9819491328010782,0.9835958005249343
BPIC14,handover,B_intake_g_km,hgb,isotonic,4,1366,0.9859285430352627,0.9904831625183016
BPIC14,handover,B_intake_g_km,hgb,isotonic,5,1204,0.9871805111200347,0.989202657807309
BPIC14,handover,B_intake_g_km,hgb,isotonic,6,1474,0.9873723673593888,0.991180461329715
BPIC14,handover,B_intake_g_km,hgb,isotonic,7,1470,0.9889754167523268,0.9918367346938776
BPIC14,handover,B_intake_g_km,hgb,isotonic,8,1418,0.9906516821231268,0.9901269393511989
BPIC14,handover,B_intake_g_km,hgb,isotonic,9,1459,0.993940478222648,0.9986291980808774
BPIC15_5,duration,B_half,logit,raw,0,20,0.2103460191350826,0.3
BPIC15_5,duration,B_half,logit,raw,3,112,0.3541053991038687,0.16071428571428573
BPIC15_5,duration,B_half,logit,raw,4,38,0.4378607218061095,0.3684210526315789
BPIC15_5,duration,B_half,logit,raw,5,8,0.4786825471939057,0.625
BPIC15_5,duration,B_half,logit,raw,6,60,0.5218435528773504,0.11666666666666667
BPIC15_5,duration,B_half,logit,raw,7,38,0.5945998909180602,0.3684210526315789
BPIC15_5,duration,B_half,logit,raw,8,36,0.6936745171403152,0.4722222222222222
BPIC15_5,duration,B_half,logit,raw,9,35,0.8189986554330178,0.5142857142857142
BPIC15_5,duration,B_half,logit,platt,0,18,0.26577764663502296,0.2222222222222222
BPIC15_5,duration,B_half,logit,platt,3,113,0.3695149774659551,0.168141592920354
BPIC15_5,duration,B_half,logit,platt,4,42,0.4550837459494368,0.4523809523809524
BPIC15_5,duration,B_half,logit,platt,5,35,0.510376220473697,0.0
BPIC15_5,duration,B_half,logit,platt,6,28,0.5511874437525603,0.32142857142857145
BPIC15_5,duration,B_half,logit,platt,7,40,0.597654464639408,0.325
BPIC15_5,duration,B_half,logit,platt,8,36,0.6851921882680148,0.5
BPIC15_5,duration,B_half,logit,platt,9,35,0.7973148250581973,0.4857142857142857
BPIC15_5,duration,B_half,logit,isotonic,0,13,0.1867133492751742,0.15384615384615385
BPIC15_5,duration,B_half,logit,isotonic,2,91,0.285547552354275,0.16483516483516483
BPIC15_5,duration,B_half,logit,isotonic,3,27,0.37761689372105595,0.2222222222222222
BPIC15_5,duration,B_half,logit,isotonic,4,40,0.47244784406890067,0.375
BPIC15_5,duration,B_half,logit,isotonic,5,8,0.5399838413299025,0.5
BPIC15_5,duration,B_half,logit,isotonic,6,56,0.5666151361446147,0.16071428571428573
BPIC15_5,duration,B_half,logit,isotonic,7,41,0.6278667603641265,0.3170731707317073
BPIC15_5,duration,B_half,logit,isotonic,8,34,0.6981016927345298,0.5294117647058824
BPIC15_5,duration,B_half,logit,isotonic,9,37,0.8618921577867817,0.4594594594594595
BPIC15_5,duration,B_half,hgb,raw,0,15,0.16354728195309992,0.4
BPIC15_5,duration,B_half,hgb,raw,1,53,0.32213554942862227,0.33962264150943394
BPIC15_5,duration,B_half,hgb,raw,2,33,0.4387891597219767,0.21212121212121213
BPIC15_5,duration,B_half,hgb,raw,5,106,0.4783868307504187,0.1792452830188679
BPIC15_5,duration,B_half,hgb,raw,6,12,0.5464457239909892,0.5
BPIC15_5,duration,B_half,hgb,raw,7,58,0.5563107854645194,0.08620689655172414
BPIC15_5,duration,B_half,hgb,raw,8,35,0.7902688402449668,0.4857142857142857
BPIC15_5,duration,B_half,hgb,raw,9,35,0.9185844607791952,0.6
BPIC15_5,duration,B_half,hgb,platt,0,16,0.35628181008310245,0.0625
BPIC15_5,duration,B_half,hgb,platt,3,122,0.40503244896044605,0.2540983606557377
BPIC15_5,duration,B_half,hgb,platt,4,18,0.424776184091984,0.2222222222222222
BPIC15_5,duration,B_half,hgb,platt,5,49,0.4319029869071937,0.061224489795918366
BPIC15_5,duration,B_half,hgb,platt,6,38,0.4553958108366188,0.3684210526315789
BPIC15_5,duration,B_half,hgb,platt,7,24,0.5184501863203302,0.16666666666666666
BPIC15_5,duration,B_half,hgb,platt,8,38,0.5955439028725014,0.4473684210526316
BPIC15_5,duration,B_half,hgb,platt,9,42,0.6560424400352997,0.5952380952380952
BPIC15_5,duration,B_half,hgb,isotonic,0,12,0.3262107315265023,0.25
BPIC15_5,duration,B_half,hgb,isotonic,3,123,0.3795371749319205,0.23577235772357724
BPIC15_5,duration,B_half,hgb,isotonic,4,14,0.39606379261404207,0.21428571428571427
BPIC15_5,duration,B_half,hgb,isotonic,5,59,0.42927598075431284,0.11864406779661017
BPIC15_5,duration,B_half,hgb,isotonic,6,30,0.4840677313640145,0.26666666666666666
BPIC15_5,duration,B_half,hgb,isotonic,7,37,0.5517601676697858,0.21621621621621623
BPIC15_5,duration,B_half,hgb,isotonic,8,31,0.6296528918466774,0.41935483870967744
BPIC15_5,duration,B_half,hgb,isotonic,9,41,0.708748533497594,0.6829268292682927
BPIC15_5,duration,B_intake,logit,raw,0,30,0.11470314501921546,0.26666666666666666
BPIC15_5,duration,B_intake,logit,raw,1,40,0.19349241736925238,0.25
BPIC15_5,duration,B_intake,logit,raw,2,34,0.27412915703690754,0.17647058823529413
BPIC15_5,duration,B_intake,logit,raw,3,17,0.2951904401213686,0.35294117647058826
BPIC15_5,duration,B_intake,logit,raw,4,52,0.3167515646371514,0.19230769230769232
BPIC15_5,duration,B_intake,logit,raw,5,35,0.39258479018910153,0.2571428571428571
BPIC15_5,duration,B_intake,logit,raw,6,35,0.44699709304588114,0.11428571428571428
BPIC15_5,duration,B_intake,logit,raw,7,34,0.4957493986932197,0.35294117647058826
BPIC15_5,duration,B_intake,logit,raw,8,35,0.6225221067368872,0.4
BPIC15_5,duration,B_intake,logit,raw,9,35,0.8210241332427913,0.5714285714285714
BPIC15_5,duration,B_intake,logit,platt,0,27,0.31466043607876676,0.18518518518518517
BPIC15_5,duration,B_intake,logit,platt,1,40,0.3592734760530106,0.25
BPIC15_5,duration,B_intake,logit,platt,2,21,0.3919815023998589,0.19047619047619047
BPIC15_5,duration,B_intake,logit,platt,3,49,0.40360794543927986,0.16326530612244897
BPIC15_5,duration,B_intake,logit,platt,4,36,0.4234877294078458,0.2777777777777778
BPIC15_5,duration,B_intake,logit,platt,5,35,0.45371829396775387,0.22857142857142856
BPIC15_5,duration,B_intake,logit,platt,6,35,0.4730376754168079,0.11428571428571428
BPIC15_5,duration,B_intake,logit,platt,7,34,0.49631920870901863,0.4411764705882353
BPIC15_5,duration,B_intake,logit,platt,8,35,0.5483782554767149,0.42857142857142855
BPIC15_5,duration,B_intake,logit,platt,9,35,0.6543048844361482,0.5714285714285714
BPIC15_5,duration,B_intake,logit,isotonic,0,7,0.14200786456700495,0.14285714285714285
BPIC15_5,duration,B_intake,logit,isotonic,1,54,0.2597870337310785,0.24074074074074073
BPIC15_5,duration,B_intake,logit,isotonic,2,18,0.3659097141556987,0.3333333333333333
BPIC15_5,duration,B_intake,logit,isotonic,4,68,0.40987659325829967,0.08823529411764706
BPIC15_5,duration,B_intake,logit,isotonic,5,58,0.43193161806856756,0.29310344827586204
BPIC15_5,duration,B_intake,logit,isotonic,6,38,0.47686129831030205,0.15789473684210525
BPIC15_5,duration,B_intake,logit,isotonic,7,28,0.5061451439302915,0.5
BPIC15_5,duration,B_intake,logit,isotonic,8,41,0.5558130649771559,0.43902439024390244
BPIC15_5,duration,B_intake,logit,isotonic,9,35,0.7214526701528048,0.5142857142857142
BPIC15_5,duration,B_intake,hgb,raw,0,34,0.05700160895034695,0.38235294117647056
BPIC15_5,duration,B_intake,hgb,raw,1,36,0.12628167374913668,0.25
BPIC15_5,duration,B_intake,hgb,raw,2,30,0.23998442605166204,0.2
BPIC15_5,duration,B_intake,hgb,raw,3,38,0.2887167220542234,0.07894736842105263
BPIC15_5,duration,B_intake,hgb,raw,4,35,0.3632659100586856,0.02857142857142857
BPIC15_5,duration,B_intake,hgb,raw,5,35,0.46173893424345036,0.4
BPIC15_5,duration,B_intake,hgb,raw,6,35,0.5617043984025476,0.22857142857142856
BPIC15_5,duration,B_intake,hgb,raw,7,34,0.6757597508812924,0.47058823529411764
BPIC15_5,duration,B_intake,hgb,raw,8,35,0.8100880246314303,0.34285714285714286
BPIC15_5,duration,B_intake,hgb,raw,9,35,0.9540021708810951,0.4857142857142857
BPIC15_5,duration,B_intake,hgb,platt,0,35,0.33657679225069476,0.37142857142857144
BPIC15_5,duration,B_intake,hgb,platt,1,35,0.38945596112925535,0.3142857142857143
BPIC15_5,duration,B_intake,hgb,platt,2,29,0.41833290580024607,0.20689655172413793
BPIC15_5,duration,B_intake,hgb,platt,3,38,0.4408768757482269,0.07894736842105263
BPIC15_5,duration,B_intake,hgb,platt,4,28,0.4495600922329709,0.25
BPIC15_5,duration,B_intake,hgb,platt,5,43,0.4655250945295673,0.20930232558139536
BPIC15_5,duration,B_intake,hgb,platt,6,35,0.487514016948565,0.22857142857142856
BPIC15_5,duration,B_intake,hgb,platt,7,34,0.514421890941635,0.4411764705882353
BPIC15_5,duration,B_intake,hgb,platt,8,35,0.5516970006155141,0.2571428571428571
BPIC15_5,duration,B_intake,hgb,platt,9,35,0.6277178206792539,0.5142857142857142
BPIC15_5,duration,B_intake,hgb,isotonic,0,29,0.21592708907756117,0.4482758620689655
BPIC15_5,duration,B_intake,hgb,isotonic,1,39,0.33345689564685416,0.28205128205128205
BPIC15_5,duration,B_intake,hgb,isotonic,3,65,0.41268924496676423,0.2
BPIC15_5,duration,B_intake,hgb,isotonic,5,63,0.4560299574757933,0.14285714285714285
BPIC15_5,duration,B_intake,hgb,isotonic,6,45,0.4657386875453871,0.15555555555555556
BPIC15_5,duration,B_intake,hgb,isotonic,7,36,0.5148639494457407,0.3055555555555556
BPIC15_5,duration,B_intake,hgb,isotonic,8,35,0.5648162700371703,0.4857142857142857
BPIC15_5,duration,B_intake,hgb,isotonic,9,35,0.7033578165949987,0.5142857142857142
BPIC15_5,duration,B_intake_g,logit,raw,0,35,0.09599321978001621,0.3142857142857143
BPIC15_5,duration,B_intake_g,logit,raw,1,34,0.16716358794490338,0.2647058823529412
BPIC15_5,duration,B_intake_g,logit,raw,2,27,0.2469230991184741,0.3333333333333333
BPIC15_5,duration,B_intake_g,logit,raw,3,42,0.3089857306540693,0.14285714285714285
BPIC15_5,duration,B_intake_g,logit,raw,4,35,0.3694623075373253,0.2
BPIC15_5,duration,B_intake_g,logit,raw,5,35,0.4346431653885032,0.2571428571428571
BPIC15_5,duration,B_intake_g,logit,raw,6,35,0.49614226360106023,0.11428571428571428
BPIC15_5,duration,B_intake_g,logit,raw,7,34,0.5779637921814368,0.35294117647058826
BPIC15_5,duration,B_intake_g,logit,raw,8,35,0.6867650708649221,0.37142857142857144
BPIC15_5,duration,B_intake_g,logit,raw,9,35,0.8646123983240408,0.5428571428571428
BPIC15_5,duration,B_intake_g,logit,platt,0,35,0.26576363584690144,0.2857142857142857
BPIC15_5,duration,B_intake_g,logit,platt,1,35,0.3177116703809215,0.22857142857142856
BPIC15_5,duration,B_intake_g,logit,platt,2,34,0.36797859516227277,0.17647058823529413
BPIC15_5,duration,B_intake_g,logit,platt,3,35,0.3984691372138369,0.2857142857142857
BPIC15_5,duration,B_intake_g,logit,platt,4,34,0.4333793933255463,0.20588235294117646
BPIC15_5,duration,B_intake_g,logit,platt,5,29,0.4669722285620177,0.1724137931034483
BPIC15_5,duration,B_intake_g,logit,platt,6,36,0.4905512212686771,0.25
BPIC15_5,duration,B_intake_g,logit,platt,7,39,0.530589405253088,0.28205128205128205
BPIC15_5,duration,B_intake_g,logit,platt,8,35,0.605381794341105,0.4
BPIC15_5,duration,B_intake_g,logit,platt,9,35,0.7418836551597993,0.5428571428571428
BPIC15_5,duration,B_intake_g,logit,isotonic,0,9,0.1684701009123612,0.1111111111111111
BPIC15_5,duration,B_intake_g,logit,isotonic,1,61,0.22638514542085353,0.29508196721311475
BPIC15_5,duration,B_intake_g,logit,isotonic,2,24,0.3038632389502523,0.375
BPIC15_5,duration,B_intake_g,logit,isotonic,3,39,0.36771760130634035,0.1282051282051282
BPIC15_5,duration,B_intake_g,logit,isotonic,4,38,0.4328715694383572,0.21052631578947367
BPIC15_5,duration,B_intake_g,logit,isotonic,5,33,0.5015082489153042,0.2727272727272727
BPIC15_5,duration,B_intake_g,logit,isotonic,6,39,0.5184261049825317,0.1282051282051282
BPIC15_5,duration,B_intake_g,logit,isotonic,7,32,0.5595917993137844,0.375
BPIC15_5,duration,B_intake_g,logit,isotonic,8,33,0.6069345163653294,0.3939393939393939
BPIC15_5,duration,B_intake_g,logit,isotonic,9,39,0.7284704218088416,0.48717948717948717
BPIC15_5,duration,B_intake_g,hgb,raw,0,35,0.01646242449759322,0.2571428571428571
BPIC15_5,duration,B_intake_g,hgb,raw,1,35,0.06826087371664846,0.3142857142857143
BPIC15_5,duration,B_intake_g,hgb,raw,2,34,0.21830263574907996,0.38235294117647056
BPIC15_5,duration,B_intake_g,hgb,raw,3,32,0.33890478648578704,0.25
BPIC15_5,duration,B_intake_g,hgb,raw,4,37,0.4642366816295096,0.10810810810810811
BPIC15_5,duration,B_intake_g,hgb,raw,5,35,0.5521187187713889,0.08571428571428572
BPIC15_5,duration,B_intake_g,hgb,raw,6,35,0.7008898460476262,0.37142857142857144
BPIC15_5,duration,B_intake_g,hgb,raw,7,34,0.838062699494861,0.38235294117647056
BPIC15_5,duration,B_intake_g,hgb,raw,8,35,0.9476534795181217,0.2857142857142857
BPIC15_5,duration,B_intake_g,hgb,raw,9,35,0.9942960816456571,0.42857142857142855
BPIC15_5,duration,B_intake_g,hgb,platt,0,34,0.29025095201557033,0.4117647058823529
BPIC15_5,duration,B_intake_g,hgb,platt,1,36,0.35942118320373795,0.25
BPIC15_5,duration,B_intake_g,hgb,platt,2,31,0.4202819818601579,0.3225806451612903
BPIC15_5,duration,B_intake_g,hgb,platt,3,38,0.45246435276788444,0.2894736842105263
BPIC15_5,duration,B_intake_g,hgb,platt,4,34,0.48856719921523,0.35294117647058826
BPIC15_5,duration,B_intake_g,hgb,platt,5,35,0.5126834132710141,0.08571428571428572
BPIC15_5,duration,B_intake_g,hgb,platt,6,35,0.5335813849836379,0.22857142857142856
BPIC15_5,duration,B_intake_g,hgb,platt,7,29,0.5742584645354747,0.20689655172413793
BPIC15_5,duration,B_intake_g,hgb,platt,8,40,0.6034135049352879,0.2
BPIC15_5,duration,B_intake_g,hgb,platt,9,35,0.6925641582565953,0.5142857142857142
BPIC15_5,duration,B_intake_g,hgb,isotonic,0,29,0.22175636825920542,0.41379310344827586
BPIC15_5,duration,B_intake_g,hgb,isotonic,1,41,0.2970164150449801,0.2682926829268293
BPIC15_5,duration,B_intake_g,hgb,isotonic,2,34,0.4131253309456397,0.35294117647058826
BPIC15_5,duration,B_intake_g,hgb,isotonic,3,26,0.467065262432507,0.19230769230769232
BPIC15_5,duration,B_intake_g,hgb,isotonic,4,43,0.5030259862592312,0.27906976744186046
BPIC15_5,duration,B_intake_g,hgb,isotonic,5,22,0.5345400763197959,0.2727272727272727
BPIC15_5,duration,B_intake_g,hgb,isotonic,6,33,0.5703856895259017,0.06060606060606061
BPIC15_5,duration,B_intake_g,hgb,isotonic,7,43,0.5813553516855778,0.18604651162790697
BPIC15_5,duration,B_intake_g,hgb,isotonic,8,40,0.6345625345241954,0.375
BPIC15_5,duration,B_intake_g,hgb,isotonic,9,36,0.7342090657000105,0.4444444444444444
BPIC17,duration,B_half,logit,raw,0,929,0.32800763964056756,0.31216361679224974
BPIC17,duration,B_half,logit,raw,1,912,0.44359872874479406,0.47149122807017546
BPIC17,duration,B_half,logit,raw,2,753,0.4891206746851409,0.47941567065073043
BPIC17,duration,B_half,logit,raw,3,1041,0.5068250985220376,0.49375600384245916
BPIC17,duration,B_half,logit,raw,4,1057,0.5100509295096946,0.5014191106906338
BPIC17,duration,B_half,logit,raw,5,580,0.521901799546816,0.5344827586206896
BPIC17,duration,B_half,logit,raw,6,1317,0.5360466589629963,0.5026575550493546
BPIC17,duration,B_half,logit,raw,7,573,0.5377138859282712,0.5305410122164049
BPIC17,duration,B_half,logit,raw,8,1209,0.5612948407219431,0.5392886683209264
BPIC17,duration,B_half,logit,raw,9,1082,0.6285622164919475,0.5702402957486137
BPIC17,duration,B_half,logit,platt,0,935,0.3679105150855158,0.3144385026737968
BPIC17,duration,B_half,logit,platt,1,926,0.458362062538547,0.46976241900647947
BPIC17,duration,B_half,logit,platt,2,737,0.4929739874984227,0.4816824966078697
BPIC17,duration,B_half,logit,platt,3,1048,0.5052104856480898,0.4933206106870229
BPIC17,duration,B_half,logit,platt,4,1052,0.5077299709987368,0.5009505703422054
BPIC17,duration,B_half,logit,platt,5,664,0.5176818754104939,0.5286144578313253
BPIC17,duration,B_half,logit,platt,6,1128,0.5280275664305778,0.5035460992907801
BPIC17,duration,B_half,logit,platt,7,683,0.5285417777635064,0.5314787701317716
BPIC17,duration,B_half,logit,platt,8,1283,0.5496551403087003,0.5339049103663289
BPIC17,duration,B_half,logit,platt,9,997,0.6004831677267848,0.5767301905717152
BPIC17,duration,B_half,logit,isotonic,0,873,0.342361330267058,0.29896907216494845
BPIC17,duration,B_half,logit,isotonic,1,969,0.44932257877919773,0.47058823529411764
BPIC17,duration,B_half,logit,isotonic,2,435,0.5048080475348876,0.4850574712643678
BPIC17,duration,B_half,logit,isotonic,3,1223,0.5076778078008275,0.4987735077677841
BPIC17,duration,B_half,logit,isotonic,4,1218,0.5096189164663286,0.5041050903119869
BPIC17,duration,B_half,logit,isotonic,5,627,0.525216994107681,0.5039872408293461
BPIC17,duration,B_half,logit,isotonic,6,651,0.5326209350672088,0.5192012288786483
BPIC17,duration,B_half,logit,isotonic,7,1196,0.5355731540324414,0.5108695652173914
BPIC17,duration,B_half,logit,isotonic,8,1111,0.5492470658240789,0.5310531053105311
BPIC17,duration,B_half,logit,isotonic,9,1150,0.5941875322493824,0.5765217391304348
BPIC17,duration,B_half,hgb,raw,0,898,0.3401537390849826,0.31403118040089084
BPIC17,duration,B_half,hgb,raw,1,834,0.41941928655609345,0.4568345323741007
BPIC17,duration,B_half,hgb,raw,2,540,0.49484789874116386,0.4962962962962963
BPIC17,duration,B_half,hgb,raw,3,1482,0.5115310761134509,0.49055330634278005
BPIC17,duration,B_half,hgb,raw,4,880,0.5226011928488404,0.5397727272727273
BPIC17,duration,B_half,hgb,raw,5,937,0.5281818443421706,0.4973319103521878
BPIC17,duration,B_half,hgb,raw,7,1618,0.5390118793244281,0.5049443757725587
BPIC17,duration,B_half,hgb,raw,8,1271,0.5665316158116599,0.5468135326514555
BPIC17,duration,B_half,hgb,raw,9,993,0.5908775804177416,0.5629405840886204
BPIC17,duration,B_half,hgb,platt,0,865,0.3510967950880731,0.29132947976878615
BPIC17,duration,B_half,hgb,platt,1,990,0.46378271581444735,0.48787878787878786
BPIC17,duration,B_half,hgb,platt,2,773,0.5039338167202211,0.47477360931435963
BPIC17,duration,B_half,hgb,platt,3,1128,0.5179836376392382,0.4920212765957447
BPIC17,duration,B_half,hgb,platt,4,539,0.5222115181650803,0.5547309833024119
BPIC17,duration,B_half,hgb,platt,5,1306,0.5244316217690677,0.5114854517611026
BPIC17,duration,B_half,hgb,platt,6,545,0.5312893352021415,0.5211009174311927
BPIC17,duration,B_half,hgb,platt,7,1407,0.5316158333641865,0.503909026297086
