log,target,rung,learner,calibration,bin,n,p_mean,y_mean
BPIC15_1,handover,B_intake_g,hgb,platt,8,36,0.9901847096272286,1.0
BPIC15_1,handover,B_intake_g,hgb,platt,9,36,0.9938839088782543,1.0
BPIC15_1,handover,B_intake_g,hgb,isotonic,0,35,0.41414771667517986,0.14285714285714285
BPIC15_1,handover,B_intake_g,hgb,isotonic,1,37,0.6277343515822127,0.40540540540540543
BPIC15_1,handover,B_intake_g,hgb,isotonic,2,36,0.7769163410361677,0.8333333333333334
BPIC15_1,handover,B_intake_g,hgb,isotonic,3,28,0.8590070670028026,1.0
BPIC15_1,handover,B_intake_g,hgb,isotonic,4,44,0.9189361604208497,1.0
BPIC15_1,handover,B_intake_g,hgb,isotonic,5,1,0.9902694530975618,1.0
BPIC15_1,handover,B_intake_g,hgb,isotonic,6,49,0.9949892853048595,1.0
BPIC15_1,handover,B_intake_g,hgb,isotonic,9,130,1.0,1.0
BPIC15_3,duration,B_half,logit,raw,0,14,0.1416474586822096,0.21428571428571427
BPIC15_3,duration,B_half,logit,raw,1,70,0.2134923776559465,0.12857142857142856
BPIC15_3,duration,B_half,logit,raw,2,33,0.38650016978481894,0.2727272727272727
BPIC15_3,duration,B_half,logit,raw,3,52,0.5336933769523534,0.36538461538461536
BPIC15_3,duration,B_half,logit,raw,4,8,0.6532436169395011,0.625
BPIC15_3,duration,B_half,logit,raw,5,77,0.6724777271646418,0.42857142857142855
BPIC15_3,duration,B_half,logit,raw,6,42,0.7385935973400474,0.38095238095238093
BPIC15_3,duration,B_half,logit,raw,7,29,0.8038063785820888,0.5862068965517241
BPIC15_3,duration,B_half,logit,raw,8,47,0.8537059024974321,0.8723404255319149
BPIC15_3,duration,B_half,logit,raw,9,51,0.9101617041628539,0.803921568627451
BPIC15_3,duration,B_half,logit,platt,0,14,0.15835795967365465,0.21428571428571427
BPIC15_3,duration,B_half,logit,platt,1,67,0.2157857258861008,0.1044776119402985
BPIC15_3,duration,B_half,logit,platt,2,31,0.37045834323839055,0.25806451612903225
BPIC15_3,duration,B_half,logit,platt,3,57,0.5295104539199804,0.40350877192982454
BPIC15_3,duration,B_half,logit,platt,4,8,0.6452475098449348,0.625
BPIC15_3,duration,B_half,logit,platt,5,77,0.6494880496292113,0.4025974025974026
BPIC15_3,duration,B_half,logit,platt,6,29,0.7113724462815078,0.5517241379310345
BPIC15_3,duration,B_half,logit,platt,7,45,0.7686180867608412,0.4666666666666667
BPIC15_3,duration,B_half,logit,platt,8,49,0.8412896340619013,0.8367346938775511
BPIC15_3,duration,B_half,logit,platt,9,46,0.8977647225322272,0.8260869565217391
BPIC15_3,duration,B_half,logit,isotonic,0,6,0.06818181818181818,0.16666666666666666
BPIC15_3,duration,B_half,logit,isotonic,1,72,0.16346960633221239,0.1527777777777778
BPIC15_3,duration,B_half,logit,isotonic,2,36,0.3490218442350877,0.16666666666666666
BPIC15_3,duration,B_half,logit,isotonic,3,55,0.556374973166378,0.43636363636363634
BPIC15_3,duration,B_half,logit,isotonic,4,9,0.6686352354296051,0.4444444444444444
BPIC15_3,duration,B_half,logit,isotonic,5,76,0.6811627450130465,0.40789473684210525
BPIC15_3,duration,B_half,logit,isotonic,6,32,0.7245781991859754,0.4375
BPIC15_3,duration,B_half,logit,isotonic,7,43,0.7814554525321772,0.5581395348837209
BPIC15_3,duration,B_half,logit,isotonic,8,40,0.846322854195536,0.825
BPIC15_3,duration,B_half,logit,isotonic,9,54,0.9279404051419873,0.8333333333333334
BPIC15_3,duration,B_half,hgb,raw,0,43,0.18239973637274493,0.3023255813953488
BPIC15_3,duration,B_half,hgb,raw,2,63,0.40831025767452955,0.12698412698412698
BPIC15_3,duration,B_half,hgb,raw,3,63,0.4566905962345556,0.7142857142857143
BPIC15_3,duration,B_half,hgb,raw,4,37,0.6012627690724811,0.4864864864864865
BPIC15_3,duration,B_half,hgb,raw,5,25,0.718160736730882,0.2
BPIC15_3,duration,B_half,hgb,raw,7,98,0.7548707090546959,0.41836734693877553
BPIC15_3,duration,B_half,hgb,raw,8,51,0.9354157475822895,0.6078431372549019
BPIC15_3,duration,B_half,hgb,raw,9,43,0.9908109526393337,0.7441860465116279
BPIC15_3,duration,B_half,hgb,platt,0,28,0.3590923502026694,0.32142857142857145
BPIC15_3,duration,B_half,hgb,platt,1,39,0.462614768327782,0.3333333333333333
BPIC15_3,duration,B_half,hgb,platt,2,58,0.48874480501411666,0.08620689655172414
BPIC15_3,duration,B_half,hgb,platt,3,18,0.5009604142605135,0.3888888888888889
BPIC15_3,duration,B_half,hgb,platt,5,109,0.5275472807802919,0.42201834862385323
BPIC15_3,duration,B_half,hgb,platt,6,34,0.5734775126436835,0.4411764705882353
BPIC15_3,duration,B_half,hgb,platt,7,50,0.5944152516542898,0.8
BPIC15_3,duration,B_half,hgb,platt,8,43,0.6569688804012888,0.6511627906976745
BPIC15_3,duration,B_half,hgb,platt,9,44,0.7281238846014674,0.6818181818181818
BPIC15_3,duration,B_half,hgb,isotonic,0,28,0.30238569185357544,0.32142857142857145
BPIC15_3,duration,B_half,hgb,isotonic,1,30,0.43794928621591356,0.43333333333333335
BPIC15_3,duration,B_half,hgb,isotonic,2,69,0.4812848030931901,0.10144927536231885
BPIC15_3,duration,B_half,hgb,isotonic,3,16,0.5070672652940018,0.25
BPIC15_3,duration,B_half,hgb,isotonic,5,108,0.5558767713992733,0.3888888888888889
BPIC15_3,duration,B_half,hgb,isotonic,6,44,0.6080483653583157,0.5909090909090909
BPIC15_3,duration,B_half,hgb,isotonic,7,26,0.6564683613264541,0.6153846153846154
BPIC15_3,duration,B_half,hgb,isotonic,8,43,0.6777895608744539,0.8372093023255814
BPIC15_3,duration,B_half,hgb,isotonic,9,59,0.7903637975298466,0.6779661016949152
BPIC15_3,duration,B_intake,logit,raw,0,34,0.14810441693092094,0.17647058823529413
BPIC15_3,duration,B_intake,logit,raw,1,51,0.22966886915112214,0.09803921568627451
BPIC15_3,duration,B_intake,logit,raw,2,42,0.39095864802795155,0.2857142857142857
BPIC15_3,duration,B_intake,logit,raw,3,42,0.5143768785847007,0.40476190476190477
BPIC15_3,duration,B_intake,logit,raw,4,35,0.6199142629123084,0.4
BPIC15_3,duration,B_intake,logit,raw,5,49,0.6821926995489749,0.3469387755102041
BPIC15_3,duration,B_intake,logit,raw,6,43,0.7367854969891006,0.5581395348837209
BPIC15_3,duration,B_intake,logit,raw,7,39,0.7945013379475729,0.5897435897435898
BPIC15_3,duration,B_intake,logit,raw,8,45,0.8612650929637605,0.8444444444444444
BPIC15_3,duration,B_intake,logit,raw,9,43,0.9282234668164686,0.8604651162790697
BPIC15_3,duration,B_intake,logit,platt,0,31,0.18558837657257157,0.1935483870967742
BPIC15_3,duration,B_intake,logit,platt,1,54,0.26908874042194414,0.09259259259259259
BPIC15_3,duration,B_intake,logit,platt,2,40,0.41003895035051974,0.275
BPIC15_3,duration,B_intake,logit,platt,3,44,0.507740871864173,0.45454545454545453
BPIC15_3,duration,B_intake,logit,platt,4,34,0.598462361544315,0.3235294117647059
BPIC15_3,duration,B_intake,logit,platt,5,49,0.6443646322361535,0.32653061224489793
BPIC15_3,duration,B_intake,logit,platt,6,43,0.6889114487800262,0.5116279069767442
BPIC15_3,duration,B_intake,logit,platt,7,43,0.7452628681342987,0.6744186046511628
BPIC15_3,duration,B_intake,logit,platt,8,42,0.8100522190208594,0.8333333333333334
BPIC15_3,duration,B_intake,logit,platt,9,43,0.8861618590684759,0.8837209302325582
BPIC15_3,duration,B_intake,logit,isotonic,0,33,0.18044096738896134,0.18181818181818182
BPIC15_3,duration,B_intake,logit,isotonic,1,45,0.25510057747531495,0.13333333333333333
BPIC15_3,duration,B_intake,logit,isotonic,2,46,0.4038910009744225,0.1956521739130435
BPIC15_3,duration,B_intake,logit,isotonic,3,45,0.5294549953723514,0.4444444444444444
BPIC15_3,duration,B_intake,logit,isotonic,4,37,0.6430124275077266,0.3783783783783784
BPIC15_3,duration,B_intake,logit,isotonic,6,86,0.6888638094827144,0.45348837209302323
BPIC15_3,duration,B_intake,logit,isotonic,7,46,0.7785044423824116,0.5434782608695652
BPIC15_3,duration,B_intake,logit,isotonic,8,42,0.8490449104106828,0.8809523809523809
BPIC15_3,duration,B_intake,logit,isotonic,9,43,0.9356059181059757,0.8604651162790697
BPIC15_3,duration,B_intake,hgb,raw,0,43,0.11542428173101209,0.3488372093023256
BPIC15_3,duration,B_intake,hgb,raw,1,35,0.3149118738341484,0.14285714285714285
BPIC15_3,duration,B_intake,hgb,raw,2,49,0.41925753208793415,0.30612244897959184
BPIC15_3,duration,B_intake,hgb,raw,3,42,0.5616976523377053,0.19047619047619047
BPIC15_3,duration,B_intake,hgb,raw,4,42,0.7344108641477276,0.42857142857142855
BPIC15_3,duration,B_intake,hgb,raw,5,43,0.8688612961264127,0.7674418604651163
BPIC15_3,duration,B_intake,hgb,raw,6,41,0.9457780608317664,0.5121951219512195
BPIC15_3,duration,B_intake,hgb,raw,7,41,0.9651575332022273,0.4146341463414634
BPIC15_3,duration,B_intake,hgb,raw,8,44,0.9863909629695776,0.5909090909090909
BPIC15_3,duration,B_intake,hgb,raw,9,43,0.9973580542683931,0.813953488372093
BPIC15_3,duration,B_intake,hgb,platt,0,39,0.29382473717791197,0.20512820512820512
BPIC15_3,duration,B_intake,hgb,platt,1,40,0.3795991575792808,0.225
BPIC15_3,duration,B_intake,hgb,platt,2,46,0.4346747437136024,0.17391304347826086
BPIC15_3,duration,B_intake,hgb,platt,3,44,0.49142435573672105,0.36363636363636365
BPIC15_3,duration,B_intake,hgb,platt,4,42,0.5411284458483449,0.5952380952380952
BPIC15_3,duration,B_intake,hgb,platt,5,41,0.5692032827768575,0.5121951219512195
BPIC15_3,duration,B_intake,hgb,platt,6,44,0.6105264756670828,0.6590909090909091
BPIC15_3,duration,B_intake,hgb,platt,7,42,0.6527521978905992,0.42857142857142855
BPIC15_3,duration,B_intake,hgb,platt,8,42,0.7134692990759922,0.6904761904761905
BPIC15_3,duration,B_intake,hgb,platt,9,43,0.8043039739427517,0.6976744186046512
BPIC15_3,duration,B_intake,hgb,isotonic,0,31,0.22770833325092105,0.1935483870967742
BPIC15_3,duration,B_intake,hgb,isotonic,1,51,0.33651404194128587,0.23529411764705882
BPIC15_3,duration,B_intake,hgb,isotonic,2,45,0.4583711419713774,0.2
BPIC15_3,duration,B_intake,hgb,isotonic,3,40,0.5117976308530894,0.275
BPIC15_3,duration,B_intake,hgb,isotonic,4,31,0.5612644102365832,0.5483870967741935
BPIC15_3,duration,B_intake,hgb,isotonic,5,49,0.5968609219759251,0.5714285714285714
BPIC15_3,duration,B_intake,hgb,isotonic,6,46,0.6126140831509153,0.6739130434782609
BPIC15_3,duration,B_intake,hgb,isotonic,7,41,0.6436372219834706,0.5853658536585366
BPIC15_3,duration,B_intake,hgb,isotonic,8,46,0.7145564522415779,0.5869565217391305
BPIC15_3,duration,B_intake,hgb,isotonic,9,43,0.8400086461949696,0.6511627906976745
BPIC15_3,duration,B_intake_g,logit,raw,0,34,0.14897844730372659,0.17647058823529413
BPIC15_3,duration,B_intake_g,logit,raw,1,51,0.23202646941818109,0.09803921568627451
BPIC15_3,duration,B_intake_g,logit,raw,2,40,0.3837192691089532,0.275
BPIC15_3,duration,B_intake_g,logit,raw,3,44,0.5109585006746872,0.4090909090909091
BPIC15_3,duration,B_intake_g,logit,raw,4,37,0.6216552909608005,0.40540540540540543
BPIC15_3,duration,B_intake_g,logit,raw,5,48,0.6843462704379032,0.3541666666666667
BPIC15_3,duration,B_intake_g,logit,raw,6,42,0.7393139091906544,0.5476190476190477
BPIC15_3,duration,B_intake_g,logit,raw,7,40,0.7938400401296091,0.575
BPIC15_3,duration,B_intake_g,logit,raw,8,44,0.8614104432213062,0.8181818181818182
BPIC15_3,duration,B_intake_g,logit,raw,9,43,0.9255818816546176,0.9069767441860465
BPIC15_3,duration,B_intake_g,logit,platt,0,31,0.18904929309580865,0.1935483870967742
BPIC15_3,duration,B_intake_g,logit,platt,1,54,0.2726633745871831,0.1111111111111111
BPIC15_3,duration,B_intake_g,logit,platt,2,42,0.4114488776894211,0.2619047619047619
BPIC15_3,duration,B_intake_g,logit,platt,3,42,0.5071264565038666,0.4523809523809524
BPIC15_3,duration,B_intake_g,logit,platt,4,37,0.5953625679474063,0.32432432432432434
BPIC15_3,duration,B_intake_g,logit,platt,5,48,0.642590112408361,0.3541666666666667
BPIC15_3,duration,B_intake_g,logit,platt,6,42,0.6860448538809637,0.5
BPIC15_3,duration,B_intake_g,logit,platt,7,40,0.7380246222990754,0.675
BPIC15_3,duration,B_intake_g,logit,platt,8,44,0.8022965072500727,0.8181818181818182
BPIC15_3,duration,B_intake_g,logit,platt,9,43,0.8796495859919038,0.8837209302325582
BPIC15_3,duration,B_intake_g,logit,isotonic,0,34,0.18608530237991314,0.20588235294117646
BPIC15_3,duration,B_intake_g,logit,isotonic,1,48,0.2649079309159654,0.08333333333333333
BPIC15_3,duration,B_intake_g,logit,isotonic,2,45,0.41851030121656724,0.2222222222222222
BPIC15_3,duration,B_intake_g,logit,isotonic,3,40,0.5312832866521517,0.425
BPIC15_3,duration,B_intake_g,logit,isotonic,4,32,0.6218800873914447,0.5
BPIC15_3,duration,B_intake_g,logit,isotonic,5,47,0.6715696567170226,0.3191489361702128
BPIC15_3,duration,B_intake_g,logit,isotonic,6,50,0.69884023529046,0.48
BPIC15_3,duration,B_intake_g,logit,isotonic,7,42,0.7857020764797049,0.6190476190476191
BPIC15_3,duration,B_intake_g,logit,isotonic,8,42,0.8648847329829019,0.8095238095238095
BPIC15_3,duration,B_intake_g,logit,isotonic,9,43,0.9270105414189174,0.9302325581395349
BPIC15_3,duration,B_intake_g,hgb,raw,0,43,0.068377779901724,0.27906976744186046
BPIC15_3,duration,B_intake_g,hgb,raw,1,41,0.22112983721543933,0.12195121951219512
BPIC15_3,duration,B_intake_g,hgb,raw,2,43,0.37122708849107305,0.27906976744186046
BPIC15_3,duration,B_intake_g,hgb,raw,3,41,0.5063636154826714,0.24390243902439024
BPIC15_3,duration,B_intake_g,hgb,raw,4,43,0.6866937996694361,0.5116279069767442
BPIC15_3,duration,B_intake_g,hgb,raw,5,42,0.8603928231445191,0.5952380952380952
BPIC15_3,duration,B_intake_g,hgb,raw,6,42,0.9275483141397756,0.6666666666666666
BPIC15_3,duration,B_intake_g,hgb,raw,7,39,0.9567592064822594,0.48717948717948717
BPIC15_3,duration,B_intake_g,hgb,raw,8,46,0.9790451383036951,0.5
BPIC15_3,duration,B_intake_g,hgb,raw,9,43,0.9975965038271237,0.8604651162790697
BPIC15_3,duration,B_intake_g,hgb,platt,0,39,0.3341082404742565,0.1794871794871795
BPIC15_3,duration,B_intake_g,hgb,platt,1,46,0.4353304601461542,0.2608695652173913
BPIC15_3,duration,B_intake_g,hgb,platt,2,42,0.46771863461296637,0.19047619047619047
BPIC15_3,duration,B_intake_g,hgb,platt,3,42,0.5148863344648638,0.35714285714285715
BPIC15_3,duration,B_intake_g,hgb,platt,4,40,0.5456985841108919,0.425
BPIC15_3,duration,B_intake_g,hgb,platt,5,45,0.5921009957795497,0.6666666666666666
BPIC15_3,duration,B_intake_g,hgb,platt,6,41,0.634351542888449,0.5609756097560976
BPIC15_3,duration,B_intake_g,hgb,platt,7,43,0.6557336578179461,0.5813953488372093
BPIC15_3,duration,B_intake_g,hgb,platt,8,42,0.7087106381001276,0.6428571428571429
BPIC15_3,duration,B_intake_g,hgb,platt,9,43,0.7924952361577415,0.6744186046511628
BPIC15_3,duration,B_intake_g,hgb,isotonic,0,43,0.3272099441176696,0.18604651162790697
BPIC15_3,duration,B_intake_g,hgb,isotonic,1,28,0.4467792720922162,0.39285714285714285
BPIC15_3,duration,B_intake_g,hgb,isotonic,2,55,0.49868930214962576,0.18181818181818182
BPIC15_3,duration,B_intake_g,hgb,isotonic,3,35,0.5369208069470167,0.2857142857142857
BPIC15_3,duration,B_intake_g,hgb,isotonic,4,47,0.5783512432165595,0.5319148936170213
BPIC15_3,duration,B_intake_g,hgb,isotonic,5,39,0.6194737764083913,0.4358974358974359
BPIC15_3,duration,B_intake_g,hgb,isotonic,6,49,0.6469011852967173,0.6530612244897959
BPIC15_3,duration,B_intake_g,hgb,isotonic,7,41,0.681556101974727,0.6097560975609756
BPIC15_3,duration,B_intake_g,hgb,isotonic,8,43,0.7290882346514025,0.627906976744186
BPIC15_3,duration,B_intake_g,hgb,isotonic,9,43,0.8208675691572705,0.6511627906976745
BPIC15_4,handover,B_half,logit,raw,0,14,0.7112765245464475,0.6428571428571429
BPIC15_4,handover,B_half,logit,raw,1,49,0.8210366935385249,0.7959183673469388
BPIC15_4,handover,B_half,logit,raw,2,29,0.9167434170459174,0.6896551724137931
BPIC15_4,handover,B_half,logit,raw,3,30,0.950230984562898,0.8
BPIC15_4,handover,B_half,logit,raw,4,23,0.9629865173160705,1.0
BPIC15_4,handover,B_half,logit,raw,5,40,0.9775854592611622,0.825
BPIC15_4,handover,B_half,logit,raw,6,32,0.9813205586676592,0.96875
BPIC15_4,handover,B_half,logit,raw,7,31,0.9834653356896365,0.9032258064516129
BPIC15_4,handover,B_half,logit,raw,8,34,0.9905519885142555,0.9705882352941176
BPIC15_4,handover,B_half,logit,raw,9,34,0.9960670516040049,1.0
BPIC15_4,handover,B_half,logit,platt,0,8,0.7200935564812081,0.625
BPIC15_4,handover,B_half,logit,platt,1,55,0.829032020153916,0.7818181818181819
BPIC15_4,handover,B_half,logit,platt,2,30,0.9104040200065089,0.7
BPIC15_4,handover,B_half,logit,platt,3,29,0.9359325390518629,0.7931034482758621
BPIC15_4,handover,B_half,logit,platt,4,24,0.948491077446361,0.9583333333333334
BPIC15_4,handover,B_half,logit,platt,5,43,0.9674737063459135,0.8604651162790697
BPIC15_4,handover,B_half,logit,platt,6,31,0.970288309280537,1.0
BPIC15_4,handover,B_half,logit,platt,7,30,0.9727368802453983,0.8666666666666667
BPIC15_4,handover,B_half,logit,platt,8,33,0.9830237525207471,0.9696969696969697
BPIC15_4,handover,B_half,logit,platt,9,33,0.9907717830196271,1.0
BPIC15_4,handover,B_half,logit,isotonic,0,8,0.6399463127827607,0.625
BPIC15_4,handover,B_half,logit,isotonic,1,55,0.8073044844913358,0.7818181818181819
BPIC15_4,handover,B_half,logit,isotonic,2,26,0.914218241406002,0.7307692307692307
BPIC15_4,handover,B_half,logit,isotonic,3,32,0.9696687955485224,0.75
BPIC15_4,handover,B_half,logit,isotonic,4,22,0.9814325730292119,1.0
BPIC15_4,handover,B_half,logit,isotonic,9,173,0.9931972789115645,0.930635838150289
BPIC15_4,handover,B_half,hgb,raw,0,28,0.7714923089526258,0.5714285714285714
BPIC15_4,handover,B_half,hgb,raw,1,10,0.8916311591546124,0.4
BPIC15_4,handover,B_half,hgb,raw,2,57,0.9446260286777889,0.8596491228070176
BPIC15_4,handover,B_half,hgb,raw,3,23,0.9886400140379977,0.9565217391304348
BPIC15_4,handover,B_half,hgb,raw,4,11,0.9959605716164092,0.8181818181818182
BPIC15_4,handover,B_half,hgb,raw,5,58,0.9980410463272931,0.8620689655172413
BPIC15_4,handover,B_half,hgb,raw,6,25,0.9998212631492857,0.88
BPIC15_4,handover,B_half,hgb,raw,7,40,0.9999281482435357,0.95
BPIC15_4,handover,B_half,hgb,raw,8,27,0.9999993388259526,1.0
BPIC15_4,handover,B_half,hgb,raw,9,37,0.9999997826729798,1.0
BPIC15_4,handover,B_half,hgb,platt,0,11,0.815543421372642,0.9090909090909091
BPIC15_4,handover,B_half,hgb,platt,1,52,0.8365077552563794,0.7692307692307693
BPIC15_4,handover,B_half,hgb,platt,2,19,0.8668487989480378,0.42105263157894735
BPIC15_4,handover,B_half,hgb,platt,3,43,0.9080565176080871,0.813953488372093
BPIC15_4,handover,B_half,hgb,platt,4,27,0.9425771232868143,0.9629629629629629
BPIC15_4,handover,B_half,hgb,platt,5,37,0.9523314901663726,0.918918918918919
BPIC15_4,handover,B_half,hgb,platt,6,27,0.9572737479735706,1.0
BPIC15_4,handover,B_half,hgb,platt,7,32,0.9644498175955207,1.0
BPIC15_4,handover,B_half,hgb,platt,8,5,0.9728977433709781,1.0
BPIC15_4,handover,B_half,hgb,platt,9,63,0.975925501733089,0.9047619047619048
BPIC15_4,handover,B_half,hgb,isotonic,1,63,0.8056894744472246,0.7777777777777778
BPIC15_4,handover,B_half,hgb,isotonic,2,6,0.8599088634851438,0.6666666666666666
BPIC15_4,handover,B_half,hgb,isotonic,3,54,0.8976364959085785,0.7222222222222222
BPIC15_4,handover,B_half,hgb,isotonic,4,35,0.9582856587703249,0.8857142857142857
BPIC15_4,handover,B_half,hgb,isotonic,5,28,0.9680031677218024,1.0
BPIC15_4,handover,B_half,hgb,isotonic,6,35,0.9716237881100519,0.9714285714285714
BPIC15_4,handover,B_half,hgb,isotonic,7,23,0.9816549926095154,1.0
BPIC15_4,handover,B_half,hgb,isotonic,8,23,0.9871080139372819,1.0
BPIC15_4,handover,B_half,hgb,isotonic,9,49,0.9923907209808532,0.8775510204081632
BPIC15_4,handover,B_intake,logit,raw,0,20,0.7206679447281386,0.7
BPIC15_4,handover,B_intake,logit,raw,1,38,0.8538678813515401,0.7894736842105263
BPIC15_4,handover,B_intake,logit,raw,2,37,0.9137851159589622,0.8648648648648649
BPIC15_4,handover,B_intake,logit,raw,3,30,0.9626771447334712,0.6666666666666666
BPIC15_4,handover,B_intake,logit,raw,4,33,0.9666137049827428,0.8787878787878788
BPIC15_4,handover,B_intake,logit,raw,5,31,0.9759916090966744,0.9354838709677419
BPIC15_4,handover,B_intake,logit,raw,6,32,0.9850782268676017,0.90625
BPIC15_4,handover,B_intake,logit,raw,7,30,0.9918597888208038,0.9333333333333333
BPIC15_4,handover,B_intake,logit,raw,8,32,0.9953813415051771,0.9375
BPIC15_4,handover,B_intake,logit,raw,9,33,0.9979350333398463,1.0
BPIC15_4,handover,B_intake,logit,platt,0,20,0.7723214855258315,0.65
BPIC15_4,handover,B_intake,logit,platt,1,38,0.8519115244231796,0.8421052631578947
BPIC15_4,handover,B_intake,logit,platt,2,37,0.8979455500562179,0.7297297297297297
BPIC15_4,handover,B_intake,logit,platt,3,30,0.9420341953409611,0.7666666666666667
BPIC15_4,handover,B_intake,logit,platt,4,33,0.9486231246990937,0.8787878787878788
BPIC15_4,handover,B_intake,logit,platt,5,28,0.9573440910897478,0.9642857142857143
BPIC15_4,handover,B_intake,logit,platt,6,34,0.9712045817119312,0.9411764705882353
BPIC15_4,handover,B_intake,logit,platt,7,32,0.9796224376088704,0.90625
BPIC15_4,handover,B_intake,logit,platt,8,32,0.9855995677423274,0.9375
BPIC15_4,handover,B_intake,logit,platt,9,32,0.9924495989366502,1.0
BPIC15_4,handover,B_intake,logit,isotonic,0,15,0.7260103505953969,0.6
BPIC15_4,handover,B_intake,logit,isotonic,1,48,0.8340872284927917,0.8541666666666666
BPIC15_4,handover,B_intake,logit,isotonic,2,28,0.9050926739866779,0.75
BPIC15_4,handover,B_intake,logit,isotonic,3,21,0.949886350455325,0.6190476190476191
BPIC15_4,handover,B_intake,logit,isotonic,5,76,0.9792201911396589,0.9078947368421053
BPIC15_4,handover,B_intake,logit,isotonic,7,38,0.9907622664211272,0.9210526315789473
BPIC15_4,handover,B_intake,logit,isotonic,9,90,0.9954348122961412,0.9555555555555556
BPIC15_4,handover,B_intake,hgb,raw,0,20,0.6100746788483413,0.65
BPIC15_4,handover,B_intake,hgb,raw,1,40,0.8841072630099791,0.9
BPIC15_4,handover,B_intake,hgb,raw,2,35,0.9921530224710308,0.8
BPIC15_4,handover,B_intake,hgb,raw,3,29,0.9991298005037744,0.8275862068965517
BPIC15_4,handover,B_intake,hgb,raw,4,33,0.9998067720292124,0.7575757575757576
BPIC15_4,handover,B_intake,hgb,raw,5,32,0.9999134843454187,0.875
BPIC15_4,handover,B_intake,hgb,raw,6,32,0.9999632306478536,0.9375
BPIC15_4,handover,B_intake,hgb,raw,7,31,0.9999849923419665,0.9354838709677419
BPIC15_4,handover,B_intake,hgb,raw,8,31,0.9999970422422805,0.9354838709677419
BPIC15_4,handover,B_intake,hgb,raw,9,33,0.9999996878727212,0.9696969696969697
BPIC15_4,handover,B_intake,hgb,platt,0,28,0.8249852519843914,0.6785714285714286
BPIC15_4,handover,B_intake,hgb,platt,1,31,0.8662732592301459,0.8709677419354839
BPIC15_4,handover,B_intake,hgb,platt,2,33,0.8963964044496319,0.7575757575757576
BPIC15_4,handover,B_intake,hgb,platt,3,34,0.9143200498055856,0.7352941176470589
BPIC15_4,handover,B_intake,hgb,platt,4,32,0.9291855529398668,0.875
BPIC15_4,handover,B_intake,hgb,platt,5,16,0.9415428718316585,0.9375
BPIC15_4,handover,B_intake,hgb,platt,6,47,0.9487144330019659,0.9148936170212766
BPIC15_4,handover,B_intake,hgb,platt,7,30,0.9566482221672501,1.0
BPIC15_4,handover,B_intake,hgb,platt,8,32,0.9632407443540343,0.9375
BPIC15_4,handover,B_intake,hgb,platt,9,33,0.9735306256977281,0.9696969696969697
BPIC15_4,handover,B_intake,hgb,isotonic,0,28,0.7971076614958376,0.75
BPIC15_4,handover,B_intake,hgb,isotonic,1,29,0.8383749021385621,0.8275862068965517
BPIC15_4,handover,B_intake,hgb,isotonic,2,38,0.8901674159543542,0.7631578947368421
BPIC15_4,handover,B_intake,hgb,isotonic,3,30,0.9194411625515388,0.7
BPIC15_4,handover,B_intake,hgb,isotonic,4,33,0.9313338170860461,0.9090909090909091
BPIC15_4,handover,B_intake,hgb,isotonic,5,23,0.9601084399949332,0.9130434782608695
BPIC15_4,handover,B_intake,hgb,isotonic,6,34,0.9635197913864945,0.9411764705882353
BPIC15_4,handover,B_intake,hgb,isotonic,7,37,0.9698069357215839,0.8918918918918919
BPIC15_4,handover,B_intake,hgb,isotonic,8,30,0.979559522656297,1.0
BPIC15_4,handover,B_intake,hgb,isotonic,9,34,0.9964193464433848,0.9705882352941176
BPIC15_4,handover,B_intake_g,logit,raw,0,30,0.6844331579568391,0.6666666666666666
BPIC15_4,handover,B_intake_g,logit,raw,1,28,0.904775074294788,0.8214285714285714
BPIC15_4,handover,B_intake_g,logit,raw,2,35,0.9510705771915184,0.8285714285714286
BPIC15_4,handover,B_intake_g,logit,raw,3,31,0.962966147116502,0.8709677419354839
BPIC15_4,handover,B_intake_g,logit,raw,4,34,0.974466905047423,1.0
BPIC15_4,handover,B_intake_g,logit,raw,5,27,0.9844004946595208,0.9629629629629629
BPIC15_4,handover,B_intake_g,logit,raw,6,34,0.9908293233443535,0.7058823529411765
BPIC15_4,handover,B_intake_g,logit,raw,7,32,0.9939035569006851,0.90625
BPIC15_4,handover,B_intake_g,logit,raw,8,33,0.9975204150427049,1.0
BPIC15_4,handover,B_intake_g,logit,raw,9,32,0.9991616779006837,0.90625
BPIC15_4,handover,B_intake_g,logit,platt,0,32,0.7230715947923083,0.65625
BPIC15_4,handover,B_intake_g,logit,platt,1,25,0.903298450461397,0.92
BPIC15_4,handover,B_intake_g,logit,platt,2,36,0.9400819334075938,0.7777777777777778
BPIC15_4,handover,B_intake_g,logit,platt,3,31,0.9523004594037192,0.9032258064516129
BPIC15_4,handover,B_intake_g,logit,platt,4,34,0.9633490120710173,0.9705882352941176
BPIC15_4,handover,B_intake_g,logit,platt,5,31,0.9758696263937751,0.9354838709677419
BPIC15_4,handover,B_intake_g,logit,platt,6,32,0.9845527452627924,0.71875
BPIC15_4,handover,B_intake_g,logit,platt,7,31,0.9878540882691023,0.9032258064516129
BPIC15_4,handover,B_intake_g,logit,platt,8,32,0.9941390529027322,1.0
BPIC15_4,handover,B_intake_g,logit,platt,9,32,0.9974461198066529,0.90625
