n_frame,n_included,n_included_registered,n_fulltext,include_rate,n_zero_choices,share_zero_choices,n_all_four,n_venues,min_kappa,mean_kappa,max_marginal_shift,max_amendment_shift,p_B_stated,p_B_justified,p_M_justified,p_Theta_stated,p_Range_reported,n_adjudicated,n_adjudication_read,screen_precision,adj_mean_agreement,adj_min_agreement,adj_mean_kappa,adj_total_missed,adj_total_false_yes,share_range_baseline,share_range_metric,share_range_threshold,share_range_population,n_range_threshold,n_range_population,hi_range_threshold,share_range_two_axes,p_B_stated_adj,p_M_justified_adj,p_Theta_stated_adj,p_Range_reported_adj,p_B_justified_adj
600,54,117,369,0.14634146341463414,31,0.5740740740740741,0,15,0.25675675675675674,0.35666352435449056,0.14814814814814814,0.23361823361823364,0.07407407407407407,0.1111111111111111,0.18518518518518517,0.25925925925925924,0.0,20,30,0.6666666666666666,0.5066666666666666,0.3,0.08524575549113766,39,9,0.3,0.45,0.0,0.0,0,0,0.1611251581162573,0.2,0.4,0.5,0.6,0.55,0.25
