n_cells,n_pairs,n_draws,level_share_multinomial,level_share_multinomial_min,level_share_weighted,level_worst_pair,level_share_worst,card_max,displacement_median_multinomial,displacement_median_weighted,displacement_max_multinomial,displacement_max_weighted,n_excludes_multinomial,n_excludes_weighted,share_excludes_multinomial,share_excludes_weighted,n_pairs_excludes_multinomial,n_pairs_excludes_weighted,width_median_multinomial,width_median_weighted,width_ratio,n_resolved_multinomial,n_resolved_weighted,runtime_s
24624,19,400,0.8083522946540876,0.6024096385542169,1.0,BPIC14/duration,0.7265134827193316,4527,0.0049659533588629,0.004055846402945824,13.17388770819829,14.265041295882838,965,322,0.03918940870695257,0.013076673164392462,18,18,0.0597654532517462,0.060438838750484475,1.0112671361480656,8122,7611,29.3
