learner,split,quality,level,rung,metric,log,target,scheme,V,boot_median,displacement,se,n_draws,lo,hi,width,excludes_point,resolved
hgb,rolling5,clean,1.0,B_intake_g,nb_0.350,BPIC13_incidents,handover,multinomial,0.02995684183803,0.011974274350512,-0.017982567487518003,0.012303571581357064,400,0.023523313869848697,0.07017009393247021,0.04664678006262152,False,True
hgb,rolling5,clean,1.0,B_intake_g,nb_0.375,BPIC13_incidents,handover,multinomial,0.0261826182618262,0.01276127612761275,-0.01342134213421345,0.013409656191739377,400,0.012513751375137591,0.06249174917491751,0.04997799779977992,False,True
hgb,rolling5,clean,1.0,B_intake_g,nb_0.400,BPIC13_incidents,handover,multinomial,0.0304363769710304,0.015768243491015653,-0.014668133480014747,0.014750981139335739,400,0.016483314998166396,0.07555005500550041,0.059066740007334015,False,True
hgb,rolling5,clean,1.0,B_intake_g,nb_0.425,BPIC13_incidents,handover,multinomial,0.0318075285789449,0.017314774955756347,-0.014492753623188553,0.01588402938858985,400,0.016568613383077614,0.07764265556990488,0.061074042186827264,False,True
hgb,rolling5,clean,1.0,B_intake_g,nb_0.450,BPIC13_incidents,handover,multinomial,0.0178017801780177,0.01895189518951885,0.0011501150115011474,0.01731444935703023,400,-0.020567056705670703,0.047877287728772575,0.06844434443444328,False,False
hgb,rolling5,clean,1.0,B_intake_g,nb_0.475,BPIC13_incidents,handover,multinomial,0.0071769081670071,0.02221174498402215,0.01503483681701505,0.018721904091494868,400,-0.045688616480695804,0.025831630782125706,0.07152024726282151,False,False
hgb,rolling5,clean,1.0,B_intake_g,nb_0.500,BPIC13_incidents,handover,multinomial,0.0264026402640264,0.0253025302530252,-0.0011001100110011978,0.019895882479621263,400,-0.011056105610561008,0.06608910891089098,0.07714521452145198,False,False
hgb,rolling5,clean,1.0,B_intake_g,nb_0.525,BPIC13_incidents,handover,multinomial,0.0177175612298071,0.026778993688842498,0.009061432459035398,0.022449296184121417,400,-0.03338833883388349,0.05351166695616906,0.08690000579005255,False,False
hgb,rolling5,clean,1.0,B_intake_g,nb_0.550,BPIC13_incidents,handover,multinomial,0.0083119423053417,0.0295807358513629,0.0212687935460212,0.024654293462793138,400,-0.058675589781200174,0.037425131402029285,0.09610072118322946,False,False
hgb,rolling5,clean,1.0,B_intake_g,nb_0.575,BPIC13_incidents,handover,multinomial,0.0132013201320132,0.0319031903190318,0.018701870187018597,0.02733803464861208,400,-0.05735617679414996,0.04817349381997013,0.1055296706141201,False,False
hgb,rolling5,clean,1.0,B_intake_g,nb_0.600,BPIC13_incidents,handover,multinomial,0.0082508250825082,0.0335533553355335,0.0253025302530253,0.029618905498238708,400,-0.0737486248624863,0.037995049504950335,0.11174367436743664,False,False
hgb,rolling5,clean,1.0,B_intake_g,nb_0.625,BPIC13_incidents,handover,multinomial,0.0062339567290062,0.034103410341034104,0.027869453612027903,0.03210455699220723,400,-0.08445177851118442,0.033745874587458605,0.11819765309864302,False,False
hgb,rolling5,clean,1.0,B_intake_g,nb_0.650,BPIC13_incidents,handover,multinomial,0.0161873330190162,0.031117397454031102,0.014930064435014902,0.0344060874080254,400,-0.07858321546440358,0.06084001257268592,0.1394232280370895,False,False
hgb,rolling5,clean,1.0,B_intake_g,nb_0.675,BPIC13_incidents,handover,multinomial,0.0268257594990268,0.0325801810950325,0.005754421596005702,0.0389928509738698,400,-0.07861766945925361,0.08109714817635602,0.15971481763560963,False,False
hgb,rolling5,clean,1.0,B_intake_g,nb_0.700,BPIC13_incidents,handover,multinomial,0.0282361569490282,0.0315364869820315,0.0033003300330032986,0.04333639592414514,400,-0.0953703703703703,0.0880088008800879,0.18337917125045822,False,False
hgb,rolling5,clean,1.0,B_intake_g,nb_0.725,BPIC13_incidents,handover,multinomial,0.0346034603460346,0.03205320532053205,-0.0025502550255025527,0.04668866231270363,400,-0.09209170917091693,0.1089133913391338,0.20100510051005072,False,False
hgb,rolling5,clean,1.0,B_intake_g,nb_0.750,BPIC13_incidents,handover,multinomial,0.0374037403740373,0.0313531353135313,-0.006050605060505997,0.052212199689708506,400,-0.11135863586358634,0.11883938393839362,0.23019801980197996,False,False
hgb,rolling5,clean,1.0,B_intake_g,nb_0.775,BPIC13_incidents,handover,multinomial,-0.0068451289573401,0.03178095587336505,0.03862608483070515,0.05802748649611802,400,-0.2278144481114776,0.03668866886688682,0.2645031169783644,False,False
hgb,rolling5,clean,1.0,B_intake_g,nb_0.800,BPIC13_incidents,handover,multinomial,0.0209020902090209,0.03520352035203515,0.014301430143014254,0.06814539661954634,400,-0.18404840484048374,0.10233773377337732,0.2863861386138611,False,False
hgb,rolling5,mask_rare,0.5,B_half,ap,BPIC13_incidents,handover,multinomial,0.0706543818747796,0.06482739330459965,-0.00582698857017995,0.015299932411538077,400,0.047755433494491906,0.10402316492078076,0.05626773142628885,False,True
hgb,rolling5,mask_rare,0.5,B_half,auc,BPIC13_incidents,handover,multinomial,0.0669187029979416,0.059027820763340996,-0.007890882234600605,0.021648153829822634,400,0.03281911648979044,0.11426030850209079,0.08144119201230035,False,True
hgb,rolling5,mask_rare,0.5,B_half,brier_skill,BPIC13_incidents,handover,multinomial,0.0866367576795719,0.06691891238402031,-0.01971784529555158,0.03915917494892315,400,0.046068852964046364,0.2057209498798473,0.15965209691580093,False,True
hgb,rolling5,mask_rare,0.5,B_half,logloss_skill,BPIC13_incidents,handover,multinomial,0.0313216638368398,0.0215817091892158,-0.009739954647623998,0.06651190931199764,400,-0.06605476392276642,0.19158711182324328,0.2576418757460097,False,False
hgb,rolling5,mask_rare,0.5,B_half,nagelkerke,BPIC13_incidents,handover,multinomial,0.0528693732229327,0.037369251596931,-0.0155001216260017,0.12697728212795648,400,-0.12183831498842107,0.3457208714452863,0.46755918643370736,False,False
hgb,rolling5,mask_rare,0.5,B_half,nb_0.050,BPIC13_incidents,handover,multinomial,0.0,0.0,0.0,0.00082984054807916,400,-0.0002316021075792,0.0011160326558971691,0.001347634763476369,False,False
hgb,rolling5,mask_rare,0.5,B_half,nb_0.075,BPIC13_incidents,handover,multinomial,0.0,0.0,0.0,0.0016359764203581267,400,-0.0004459905450004,0.005365266256355217,0.005811256801355617,False,False
hgb,rolling5,mask_rare,0.5,B_half,nb_0.100,BPIC13_incidents,handover,multinomial,0.0,0.0,0.0,0.002035386242374308,400,-0.0006111722283339,0.007590759075907576,0.008201931304241477,False,False
hgb,rolling5,mask_rare,0.5,B_half,nb_0.125,BPIC13_incidents,handover,multinomial,0.0,0.0,0.0,0.002526031795601795,400,-0.0009429514380009025,0.008191890617633119,0.00913484205563402,False,False
hgb,rolling5,mask_rare,0.5,B_half,nb_0.150,BPIC13_incidents,handover,multinomial,0.0003882741215298,0.0,-0.0003882741215298,0.0028697477083077525,400,-0.0005824111822947001,0.009913932569727462,0.010496343752022162,False,False
hgb,rolling5,mask_rare,0.5,B_half,nb_0.175,BPIC13_incidents,handover,multinomial,0.0004667133380004,0.0,-0.0004667133380004,0.00306343401764339,400,-0.0009375937593760011,0.010306864019735205,0.011244457779111207,False,False
hgb,rolling5,mask_rare,0.5,B_half,nb_0.200,BPIC13_incidents,handover,multinomial,0.0005500550055005,0.0,-0.0005500550055005,0.003894022032878194,400,-0.0011069856985699488,0.012658140814081356,0.013765126512651306,False,False
hgb,rolling5,mask_rare,0.5,B_half,nb_0.225,BPIC13_incidents,handover,multinomial,0.0006387735547748,0.0,-0.0006387735547748,0.004433840700386512,400,-0.002167394158770727,0.013165832712303305,0.015333226871074032,False,False
hgb,rolling5,mask_rare,0.5,B_half,nb_0.250,BPIC13_incidents,handover,multinomial,-0.0014668133480014,0.0,0.0014668133480014,0.004713087595133852,400,-0.0073340667400072,0.008810047671433906,0.016144114411441104,False,False
hgb,rolling5,mask_rare,0.5,B_half,nb_0.275,BPIC13_incidents,handover,multinomial,-0.0009104358711732,0.0,0.0009104358711732,0.0054244524110003325,400,-0.009257994764993378,0.011025757748188909,0.020283752513182287,False,False
hgb,rolling5,mask_rare,0.5,B_half,nb_0.300,BPIC13_incidents,handover,multinomial,-0.0220022002200219,0.00039289643250035,0.022395096652522248,0.006034794424813556,400,-0.054078264969353904,-0.030319817696055094,0.02375844727329881,True,True
hgb,rolling5,mask_rare,0.5,B_half,nb_0.325,BPIC13_incidents,handover,multinomial,-0.0179277186977957,0.00183351668500175,0.01976123538279745,0.0068373195503332075,400,-0.0497922014423664,-0.02370125901479042,0.02609094242757598,True,True
hgb,rolling5,mask_rare,0.5,B_half,nb_0.350,BPIC13_incidents,handover,multinomial,-0.0123550816620123,0.0042311923500042,0.0165862740120165,0.007902031804252746,400,-0.043837268342218697,-0.013518659558263478,0.030318608783955217,True,True
hgb,rolling5,mask_rare,0.5,B_half,nb_0.375,BPIC13_incidents,handover,multinomial,-0.0028602860286028,0.00825082508250825,0.01111111111111105,0.009054010986440498,400,-0.030588558855885406,0.0035313531353136085,0.034119911991199015,False,False
hgb,rolling5,mask_rare,0.5,B_half,nb_0.400,BPIC13_incidents,handover,multinomial,0.004033736707004,0.0128346167950129,0.0088008800880089,0.010301324385994164,400,-0.0234781811514485,0.014310597726439306,0.037788778877887806,False,False
hgb,rolling5,mask_rare,0.5,B_half,nb_0.425,BPIC13_incidents,handover,multinomial,0.017458267565887,0.0185105467068446,0.0010522791409575995,0.01123134495472175,400,-0.0048895106901994875,0.03703544267470206,0.04192495336490155,False,False
hgb,rolling5,mask_rare,0.5,B_half,nb_0.450,BPIC13_incidents,handover,multinomial,0.0265026502650265,0.02440244024402425,-0.00210021002100225,0.012523343800533649,400,0.0052580258025803,0.05043754375437553,0.04517951795179523,False,True
hgb,rolling5,mask_rare,0.5,B_half,nb_0.475,BPIC13_incidents,handover,multinomial,0.0403897532610403,0.0328723348525328,-0.0075174184085075035,0.013441228194994964,400,0.021525485881921505,0.07462281942479952,0.05309733354287802,False,True
hgb,rolling5,mask_rare,0.5,B_half,nb_0.500,BPIC13_incidents,handover,multinomial,0.0517051705170517,0.0407040704070407,-0.011001100110011,0.014829209673207455,400,0.030775577557755812,0.0935093509350936,0.06273377337733779,False,True
hgb,rolling5,mask_rare,0.5,B_half,nb_0.525,BPIC13_incidents,handover,multinomial,0.0642116843263274,0.0524289271032365,-0.011782757223090898,0.017299508477808992,400,0.04027705402119178,0.10895576399745256,0.06867870997626078,False,True
hgb,rolling5,mask_rare,0.5,B_half,nb_0.550,BPIC13_incidents,handover,multinomial,0.0798190930204131,0.06631218677423295,-0.013506906246180145,0.02044938180207253,400,0.04789451167338955,0.1306777900012221,0.08278327832783254,False,True
hgb,rolling5,mask_rare,0.5,B_half,nb_0.575,BPIC13_incidents,handover,multinomial,0.0963566944929786,0.08512910114540856,-0.011227593347570036,0.026726798688468313,400,0.04199831747880656,0.15029767682650597,0.10829935934769941,False,True
hgb,rolling5,mask_rare,0.5,B_half,nb_0.600,BPIC13_incidents,handover,multinomial,0.1782178217821781,0.1124862486248624,-0.0657315731573157,0.04103572734920406,400,0.1485011001100109,0.31261001100109986,0.16410891089108898,False,True
hgb,rolling5,mask_rare,0.5,B_half,nb_0.625,BPIC13_incidents,handover,multinomial,0.2137880454712138,0.1235790245691235,-0.0902090209020903,0.0778141749008182,400,0.1840484048404841,0.46955445544554447,0.2855060506050604,False,True
hgb,rolling5,mask_rare,0.5,B_half,nb_0.650,BPIC13_incidents,handover,multinomial,0.1068678296401068,0.07355021216407355,-0.03331761747603325,0.08269735981759185,400,-0.060785007072135744,0.27965189376080457,0.3404369008329403,False,False
hgb,rolling5,mask_rare,0.5,B_half,nb_0.675,BPIC13_incidents,handover,multinomial,0.1201658627401202,0.08957434204958961,-0.030591520690530588,0.05754073338781167,400,0.0860539900143861,0.2962003892696963,0.21014639925531017,False,True
hgb,rolling5,mask_rare,0.5,B_half,nb_0.700,BPIC13_incidents,handover,multinomial,0.1415474880821415,0.11184451778511176,-0.02970297029702973,0.05724472349267201,400,0.10632563256325628,0.3164741474147413,0.210148514851485,False,True
hgb,rolling5,mask_rare,0.5,B_half,nb_0.725,BPIC13_incidents,handover,multinomial,0.1622162216221622,0.13891389138913884,-0.02330233023302336,0.06281299337010497,400,0.10536553655365541,0.3493524352435242,0.2439868986898688,False,True
hgb,rolling5,mask_rare,0.5,B_half,nb_0.750,BPIC13_incidents,handover,multinomial,0.1870187018701871,0.1452145214521452,-0.0418041804180419,0.11836067265742028,400,0.12098459845984616,0.5491749174917493,0.42819031903190313,False,True
hgb,rolling5,mask_rare,0.5,B_half,nb_0.775,BPIC13_incidents,handover,multinomial,-0.1045104510451045,-0.0664344212198998,0.038076029825204694,0.14346546377959524,400,-0.4886963696369637,0.08580246913580256,0.5744988387727663,False,False
hgb,rolling5,mask_rare,0.5,B_half,nb_0.800,BPIC13_incidents,handover,multinomial,0.0209020902090208,-0.01430143014301425,-0.03520352035203505,0.12267401750481181,400,-0.05613311331133121,0.3710671067106709,0.4272002200220021,False,False
hgb,rolling5,mask_rare,0.5,B_intake,ap,BPIC13_incidents,handover,multinomial,0.0127567628083478,0.0133892520198532,0.0006324892115054,0.01081981147848778,400,-0.0138538898675176,0.0297498742474269,0.0436037641149445,False,False
hgb,rolling5,mask_rare,0.5,B_intake,auc,BPIC13_incidents,handover,multinomial,0.0182480078260337,0.011475700259437501,-0.006772307566596199,0.01948922364249498,400,-0.019804660850677336,0.054182006842777054,0.07398666769345438,False,False
hgb,rolling5,mask_rare,0.5,B_intake,brier_skill,BPIC13_incidents,handover,multinomial,0.0494695504728076,0.0405365136830514,-0.008933036789756196,0.055705141365713855,400,-0.07926271573105495,0.14282771325871405,0.222090428989769,False,False
hgb,rolling5,mask_rare,0.5,B_intake,logloss_skill,BPIC13_incidents,handover,multinomial,0.0630191453358125,0.0357309534302985,-0.027288191905514,0.08756255252111962,400,-0.1521964714619797,0.2078755679795784,0.3600720394415581,False,False
hgb,rolling5,mask_rare,0.5,B_intake,nagelkerke,BPIC13_incidents,handover,multinomial,0.0930010501015868,0.0535489762518885,-0.039452073849698295,0.1807544359700359,400,-0.39664973879861104,0.3043385922356972,0.7009883310343082,False,False
hgb,rolling5,mask_rare,0.5,B_intake,nb_0.050,BPIC13_incidents,handover,multinomial,0.0,0.0,0.0,0.0012915899813160723,400,-0.0012173585779629737,0.003243877019280965,0.004461235597243938,False,False
hgb,rolling5,mask_rare,0.5,B_intake,nb_0.075,BPIC13_incidents,handover,multinomial,0.0,0.0,0.0,0.0016565802722032562,400,-0.001292629262926202,0.004705943567329707,0.00599857283025591,False,False
hgb,rolling5,mask_rare,0.5,B_intake,nb_0.100,BPIC13_incidents,handover,multinomial,-0.0002444688913335,0.0,0.0002444688913335,0.0020613178529494264,400,-0.002569979220144067,0.005014668133480072,0.0075846473536241394,False,False
hgb,rolling5,mask_rare,0.5,B_intake,nb_0.125,BPIC13_incidents,handover,multinomial,-0.0011001100110011,0.0,0.0011001100110011,0.0024268935355706046,400,-0.004871915763004803,0.004565456545654604,0.009437372308659406,False,False
hgb,rolling5,mask_rare,0.5,B_intake,nb_0.150,BPIC13_incidents,handover,multinomial,-0.0042063029832395,0.0,0.0042063029832395,0.0035883229559856874,400,-0.011390992040380504,-0.0003073836795444273,0.011083608360836076,False,True
hgb,rolling5,mask_rare,0.5,B_intake,nb_0.175,BPIC13_incidents,handover,multinomial,-0.0037003700370036,-0.0001500150015001,0.0035503550355035,0.004094240537879387,400,-0.011746174617461403,0.0031119778644532114,0.014858152481914615,False,False
hgb,rolling5,mask_rare,0.5,B_intake,nb_0.200,BPIC13_incidents,handover,multinomial,-0.0063256325632563,-0.0002750275027502,0.006050605060506101,0.004649623695591238,400,-0.0189768976897689,-0.0010932343234322482,0.017883663366336653,False,True
hgb,rolling5,mask_rare,0.5,B_intake,nb_0.225,BPIC13_incidents,handover,multinomial,-0.0057489619929734,-0.0006565172646296499,0.00509244472834375,0.004897901609660757,400,-0.018527981830440868,0.00028656091415612574,0.018814542744596992,False,False
hgb,rolling5,mask_rare,0.5,B_intake,nb_0.250,BPIC13_incidents,handover,multinomial,-0.0047671433810047,-0.0007334066740007,0.004033736707004,0.005435245720917591,400,-0.017986798679867803,0.002933626696003,0.020920425375870803,False,False
hgb,rolling5,mask_rare,0.5,B_intake,nb_0.275,BPIC13_incidents,handover,multinomial,-0.0040590265923143,0.0,0.0040590265923143,0.006535367681249112,400,-0.018705663669815152,0.005072834869694122,0.023778498539509273,False,False
hgb,rolling5,mask_rare,0.5,B_intake,nb_0.300,BPIC13_incidents,handover,multinomial,-0.0033003300330032,0.0017287443030017,0.005029074336004901,0.007680263355310504,400,-0.0221632877573469,0.006761747603332002,0.0289250353606789,False,False
hgb,rolling5,mask_rare,0.5,B_intake,nb_0.325,BPIC13_incidents,handover,multinomial,-0.0028521370655584,0.0042374607831153505,0.007089597848673751,0.008666986006213852,400,-0.0270229800757852,0.00855946705781687,0.03558244713360207,False,False
hgb,rolling5,mask_rare,0.5,B_intake,nb_0.350,BPIC13_incidents,handover,multinomial,-0.0002538715410003,0.0073622746890074,0.0076161462300077,0.010814220057812107,400,-0.0275979521029026,0.013379030210713306,0.040976982313615906,False,False
hgb,rolling5,mask_rare,0.5,B_intake,nb_0.375,BPIC13_incidents,handover,multinomial,0.018041804180418,0.0095709570957095,-0.0084708470847085,0.015154469814535066,400,-0.004856985698569995,0.05545104510451031,0.0603080308030803,False,False
hgb,rolling5,mask_rare,0.5,B_intake,nb_0.400,BPIC13_incidents,handover,multinomial,-0.0069673634030069,0.0117345067840117,0.0187018701870186,0.017971547501767028,400,-0.0605243857719104,0.007343234323432412,0.0678676200953428,False,False
hgb,rolling5,mask_rare,0.5,B_intake,nb_0.425,BPIC13_incidents,handover,multinomial,-0.003635146123308,0.01277084230162135,0.016405988424929352,0.020649948779415978,400,-0.0636820203759506,0.01777275553642303,0.08145477591237363,False,False
hgb,rolling5,mask_rare,0.5,B_intake,nb_0.450,BPIC13_incidents,handover,multinomial,0.0063006300630062,0.0140014001400138,0.0077007700770076,0.024232207621997064,400,-0.05255525552555271,0.04777477747774756,0.10033003300330026,False,False
hgb,rolling5,mask_rare,0.5,B_intake,nb_0.475,BPIC13_incidents,handover,multinomial,0.0163444915920164,0.016370684687516297,2.619309549989693e-05,0.027057548324910575,400,-0.04327754203991819,0.07158180103724662,0.1148593430771648,False,False
hgb,rolling5,mask_rare,0.5,B_intake,nb_0.500,BPIC13_incidents,handover,multinomial,0.0253025302530253,0.02035203520352025,-0.004950495049505049,0.029735333943836727,400,-0.0363586358635862,0.08589108910891088,0.12224972497249709,False,False
hgb,rolling5,mask_rare,0.5,B_intake,nb_0.525,BPIC13_incidents,handover,multinomial,0.0605639511319553,0.02214695153725895,-0.03841699959469635,0.03383556346357435,400,0.022073128365468167,0.15539777661976723,0.13332464825429907,False,True
hgb,rolling5,mask_rare,0.5,B_intake,nb_0.550,BPIC13_incidents,handover,multinomial,0.0993766043270994,0.0249358269160249,-0.0744407774110745,0.03920995282613262,400,0.0840789634519009,0.23484292873731819,0.1507639652854173,False,True
hgb,rolling5,mask_rare,0.5,B_intake,nb_0.575,BPIC13_incidents,handover,multinomial,0.1179706205914709,0.0285381479324403,-0.08943247265903059,0.0473373861903422,400,0.09957775189283641,0.28609816864039334,0.18652041674755693,False,True
hgb,rolling5,mask_rare,0.5,B_intake,nb_0.600,BPIC13_incidents,handover,multinomial,0.0676567656765676,0.0231023102310231,-0.0445544554455445,0.05259308760783612,400,-0.013833883388338797,0.19148789878987887,0.20532178217821767,False,False
hgb,rolling5,mask_rare,0.5,B_intake,nb_0.625,BPIC13_incidents,handover,multinomial,-5.551115123125783e-17,0.02475247524752475,0.024752475247524806,0.0576299050251061,400,-0.16527319398606513,0.06317381738173798,0.2284470113678031,False,False
hgb,rolling5,mask_rare,0.5,B_intake,nb_0.650,BPIC13_incidents,handover,multinomial,-0.0012572685840012,0.02349520666352345,0.02475247524752465,0.05955938710621617,400,-0.17854392582115342,0.05459295929592965,0.23313688511708308,False,False
hgb,rolling5,mask_rare,0.5,B_intake,nb_0.675,BPIC13_incidents,handover,multinomial,0.0203943471270204,0.0238639248540238,0.0034695777270034,0.06628163973873709,400,-0.1602331386984852,0.11155115511551149,0.2717842938139967,False,False
hgb,rolling5,mask_rare,0.5,B_intake,nb_0.700,BPIC13_incidents,handover,multinomial,0.0245691235790245,0.024752475247524698,0.0001833516685001979,0.06961429113758404,400,-0.16757425742574222,0.12769526952695248,0.2952695269526947,False,False
hgb,rolling5,mask_rare,0.5,B_intake,nb_0.725,BPIC13_incidents,handover,multinomial,0.0238023802380238,0.025902590259025852,0.0021002100210020525,0.08024398524703207,400,-0.20779077907790766,0.1274177417741773,0.33520852085208497,False,False
hgb,rolling5,mask_rare,0.5,B_intake,nb_0.750,BPIC13_incidents,handover,multinomial,0.0385038503850385,0.0275027502750275,-0.011001100110011,0.09085538077256702,400,-0.21820682068206781,0.17167216721672166,0.3898789878987895,False,False
hgb,rolling5,mask_rare,0.5,B_intake,nb_0.775,BPIC13_incidents,handover,multinomial,0.0364258648087031,0.031597604204864904,-0.004828260603838196,0.0988877576505007,400,-0.2594640019557503,0.16658415841584157,0.4260481603715919,False,False
hgb,rolling5,mask_rare,0.5,B_intake,nb_0.800,BPIC13_incidents,handover,multinomial,0.0253025302530253,0.0374037403740373,0.012101210121012,0.10695488419798396,400,-0.305858085808581,0.14964246424642463,0.4555005500550056,False,False
hgb,rolling5,mask_rare,0.5,B_intake_g,ap,BPIC13_incidents,handover,multinomial,0.0004306347133588,0.001692724520986,0.0012620898076272,0.006306632298516244,400,-0.013050410413412865,0.012189643146449084,0.025240053559861947,False,False
hgb,rolling5,mask_rare,0.5,B_intake_g,auc,BPIC13_incidents,handover,multinomial,0.002257117818493,0.0037571034157179,0.0014999855972249003,0.00971433063139678,400,-0.01763572454330717,0.019242477672024753,0.03687820221533192,False,False
hgb,rolling5,mask_rare,0.5,B_intake_g,brier_skill,BPIC13_incidents,handover,multinomial,0.026813764210042,0.01260924063779095,-0.014204523572251052,0.03336147938679023,400,-0.024821535622678276,0.10035739521888302,0.1251789308415613,False,False
hgb,rolling5,mask_rare,0.5,B_intake_g,logloss_skill,BPIC13_incidents,handover,multinomial,0.0315570958027902,0.011744460751413149,-0.019812635051377054,0.0480182161894344,400,-0.05095292628560892,0.14124324267615895,0.1921961689617679,False,False
hgb,rolling5,mask_rare,0.5,B_intake_g,nagelkerke,BPIC13_incidents,handover,multinomial,0.0411441464756389,0.018354100482293752,-0.02279004599334515,0.08180293126534818,400,-0.11477547400993605,0.20423731595465472,0.31901278996459076,False,False
hgb,rolling5,mask_rare,0.5,B_intake_g,nb_0.050,BPIC13_incidents,handover,multinomial,0.0,5.790052689480518e-05,5.790052689480518e-05,0.002958198855699085,400,-0.007476405535290341,0.005735047188929437,0.013211452724219778,False,False
hgb,rolling5,mask_rare,0.5,B_intake_g,nb_0.075,BPIC13_incidents,handover,multinomial,0.0,8.919810900009928e-05,8.919810900009928e-05,0.0036808597067867614,400,-0.007708203252757698,0.007107602652157097,0.014815805904914794,False,False
hgb,rolling5,mask_rare,0.5,B_intake_g,nb_0.100,BPIC13_incidents,handover,multinomial,1.1102230246251563e-16,0.00018335166850014998,0.00018335166850003896,0.004168859298867044,400,-0.008696980809191873,0.009415108177484593,0.018112088986676468,False,False
hgb,rolling5,mask_rare,0.5,B_intake_g,nb_0.125,BPIC13_incidents,handover,multinomial,-0.0006286342920006,0.0001571585730001,0.0007857928650007,0.004747215998301236,400,-0.010851799465660703,0.0086476504793338,0.0194994499449945,False,False
hgb,rolling5,mask_rare,0.5,B_intake_g,nb_0.150,BPIC13_incidents,handover,multinomial,-0.0009706853038244,0.0001294247071765,0.0011001100110009,0.005374290165964499,400,-0.01087814663819312,0.00900310619297234,0.019881252831165458,False,False
hgb,rolling5,mask_rare,0.5,B_intake_g,nb_0.175,BPIC13_incidents,handover,multinomial,0.0034003400340034,-0.00046671333800045,-0.00386705337200385,0.005828626454814685,400,-0.0040445711237789995,0.0188402173550688,0.022884788478847798,False,False
hgb,rolling5,mask_rare,0.5,B_intake_g,nb_0.200,BPIC13_incidents,handover,multinomial,0.004125412541254,-0.00013751375137521102,-0.004262926292629211,0.006429299798363915,400,-0.003314081408141,0.0214521452145211,0.0247662266226621,False,False
hgb,rolling5,mask_rare,0.5,B_intake_g,nb_0.225,BPIC13_incidents,handover,multinomial,0.0050392135987792,2.7755575615628914e-17,-0.005039213598779172,0.007179601581930423,400,-0.0020236701089464404,0.0263671528443166,0.02839082295326304,False,False
hgb,rolling5,mask_rare,0.5,B_intake_g,nb_0.250,BPIC13_incidents,handover,multinomial,0.0069673634030069,0.0003667033370003,-0.0066006600660066,0.008062039493146236,400,-0.0007517418408508995,0.030803080308030605,0.0315548221488815,False,False
hgb,rolling5,mask_rare,0.5,B_intake_g,nb_0.275,BPIC13_incidents,handover,multinomial,0.012366753916771,0.0004931527635521501,-0.01187360115321885,0.008829549490675739,400,0.007278745115890911,0.04166287318387003,0.03438412806797912,False,True
hgb,rolling5,mask_rare,0.5,B_intake_g,nb_0.300,BPIC13_incidents,handover,multinomial,0.0141442715700141,0.0007857928650008,-0.0133584787050133,0.01018751630463263,400,0.008793022159358795,0.04967389596102461,0.040880873801665815,False,True
hgb,rolling5,mask_rare,0.5,B_intake_g,nb_0.325,BPIC13_incidents,handover,multinomial,0.0180499531434625,0.00252617854378015,-0.01552377459968235,0.010695096012199994,400,0.01563480422116289,0.05395122845617897,0.038316424235016085,False,True
hgb,rolling5,mask_rare,0.5,B_intake_g,nb_0.350,BPIC13_incidents,handover,multinomial,0.0110011001100109,0.0012270457815012,-0.0097740543285097,0.011424238197426244,400,-0.0030633832614032977,0.0400291952272147,0.043092578488618,False,False
hgb,rolling5,mask_rare,0.5,B_intake_g,nb_0.375,BPIC13_incidents,handover,multinomial,0.0072607260726073,0.0023102310231022,-0.0049504950495051,0.012482311703627666,400,-0.013437843784378305,0.03498899889989001,0.04842684268426831,False,False
hgb,rolling5,mask_rare,0.5,B_intake_g,nb_0.400,BPIC13_incidents,handover,multinomial,0.0234690135680234,0.0029336266960029,-0.0205353868720205,0.013395305460625073,400,0.014292262559589201,0.06718921892189197,0.05289695636230277,False,True
hgb,rolling5,mask_rare,0.5,B_intake_g,nb_0.425,BPIC13_incidents,handover,multinomial,0.0295594776868991,0.0030133448127421,-0.026546132874157,0.014262822181750814,400,0.027722772277227713,0.08074329172047626,0.053020519443248544,False,True
hgb,rolling5,mask_rare,0.5,B_intake_g,nb_0.450,BPIC13_incidents,handover,multinomial,0.0134013401340135,0.00435043504350435,-0.00905090509050915,0.016065117607464676,400,-0.009740974097409406,0.05293279327932812,0.06267376737673752,False,False
hgb,rolling5,mask_rare,0.5,B_intake_g,nb_0.475,BPIC13_incidents,handover,multinomial,0.0003667033370002,0.00662685316150655,0.00626014982450635,0.017235940873474343,400,-0.03917570328461441,0.028456178951228105,0.06763188223584252,False,False
hgb,rolling5,mask_rare,0.5,B_intake_g,nb_0.500,BPIC13_incidents,handover,multinomial,0.0099009900990099,0.0066006600660065,-0.0033003300330033992,0.01825513944899591,400,-0.02425742574257421,0.048432343234323424,0.07268976897689763,False,False
hgb,rolling5,mask_rare,0.5,B_intake_g,nb_0.525,BPIC13_incidents,handover,multinomial,0.0049794453129523,0.0066296103294539496,0.0016501650165016493,0.019066983234249827,400,-0.03469833825487806,0.03722714376700806,0.07192548202188612,False,False
hgb,rolling5,mask_rare,0.5,B_intake_g,nb_0.550,BPIC13_incidents,handover,multinomial,-0.0050116122723382,0.0082508250825082,0.0132624373548464,0.02056158308957883,400,-0.0650378926781564,0.016917247280283813,0.08195513995844023,False,False
